c5_sources,entity1,entity2,weight,relations,rows
19780409009699I,PILOT,ELECTRICAL FAILURE,1,HAS CAUSE,77
19780309015599I,PILOT,NON-VENTED CAP,1,USING,80
19780503031639I,PILOT,FAULTY GEAR ACTUATOR,1,HAS CAUSE,90
19780526040429I,PILOT,GEAR HANDLE IN UP POSITION,1,HAS CAUSE,96
19780526040429I,PILOT,TURNED HYDRAULIC ON,1,HAS CAUSE,96
19780526040429I,PILOT,GEAR RETRACTED,1,HAS CAUSE,96
19780623036259I,PILOT,BEACH,1,EVENT DISTANCE,116
19780623036419I,PILOT,OIL ON WINDSHIELD,1,HAS CAUSE,117
19780623036419I,PILOT,LOOSE OIL CAP,1,HAS CAUSE,117
19780704042039I,PILOT,INOPERATIVE RADIO,1,EVENT DISTANCE,127
19780704042039I,PILOT,DESTINATION,1,EVENT DISTANCE,127
19780704042039I,PILOT,FUEL,1,EVENT DISTANCE,127
19780704042039I,PILOT,AIRPORT,1,EVENT DISTANCE,127
19780725039589I,PILOT,55 GAL DRUM,1,USED BY,131
19780725039589I,PILOT,WATER,1,DID NOT CHECK FOR,131
19780808049579I,PILOT,OIL STICK,1,FAILED TO SECURE,134
19781018032569I,PILOT,NOSE WHEEL NOT DOWN,1,HAS CAUSE,146
19780903028619A,PILOT,EXCESSIVE WATER IN FUEL,1,HAS CAUSE,151
19781230019999I,PILOT,FUEL STARVATION,1,HAS CAUSE,166
19790123003659I,PILOT,NO LEFT BRAKE,1,HAS EFFECT,173
19790313008789I,PILOT,RAMP,1,EVENT DISTANCE,197
19790313008789I,PILOT,NIGHT,1,EVENT DISTANCE,197
19790316004819A,PILOT,UNABLE TO CONTROL AIRCRAFT DURING TAKEOFF,1,HAS CAUSE,203
19790316004819A,PILOT,RESTRICTED STEERING,1,HAS CAUSE,203
19790316004819A,PILOT,FROST,1,HAS CAUSE,203
19790224005689A,PILOT,SNOW REMOVAL,1,HAS EFFECT,204
19790407008559A,PILOT,ELEVATOR CONTROL JAMMED,1,SAID,210
19790421024889I,PILOT,TO THE GROUND,1,EVENT DISTANCE,220
19790421024889I,PILOT,BEYOND THE RUNWAY,1,LOCATION,220
19790216014249A,PILOT,GUST LOCK IN PLACE,1,HAS EFFECT,228
19790508100289I,PILOT,LOST UPPER ENGINE COWLING IN FLIGHT,1,HAS CAUSE,237
19790508100289I,PILOT,HAD NOT BEEN FASTENED,1,HAS CAUSE,237
19790513010459A,PILOT,ONE FOOT HIGH GRASS,1,EVENT DISTANCE,244
19790513010459A,PILOT,THREE FEET HIGH GRASS,1,EVENT DISTANCE,244
19790623014019A,PILOT,LEFT SIDE OF RUNWAY,1,RAN OFF,250
19790623014019A,PILOT,TAKEOFF,1,EVENT DISTANCE,250
19790610014749I,PILOT,TANKS NEARLY EMPTY,1,HAS CAUSE,254
19790610014749I,PILOT,ENGINE QUIT AFTER LIFT OFF,1,HAS CAUSE,254
19790515027029I,PILOT,PREVENTABLE GEAR UP LANDING,1,HAS CAUSE,261
19790622017219I,PILOT,LOST POWER,1,HAS CAUSE,265
19790622017219I,PILOT,TOPPED TANKS,1,HAS CAUSE,265
19790602009889A,PILOT,OCEAN,1,EVENT DISTANCE,268
19790602009889A,PILOT,FUEL CONTAMINATION,1,CLAIMED,268
19790729022479I,PILOT,FAILED TO EXTEND GEAR BEFORE LANDING,1,HAS EFFECT,272
19790807029619I,PILOT,OIL STREAMING OVER COWL AT LIFTOFF,1,HAS CAUSE,276
19790807029619I,PILOT,FAILED TO SECURE OIL CAP ON PREFLIGHT,1,HAS CAUSE,276
19790813030889I,PILOT,FAILED TO SECURE OIL CAP PROPERLY,1,HAS CAUSE,278
19790813030889I,PILOT,LANDED WITH LOW OIL PRESSURE,1,HAS CAUSE,278
19790703018439I,PILOT,TANKS,1,DRAINED 3 QUARTS OF WATER FROM,279
19790820029909A,PILOT,ABORTED TAKEOFF,1,EVENT DISTANCE,293
19790808027309A,PILOT,RETURN TO RUNWAY,1,ATTEMPTED,295
19790710018689I,PILOT,LOCK GEAR IN PLACE,1,FAILED TO REENGAGE CLUTCH,298
19791030053329I,PILOT,NIGHT FLIGHT,1,USED BY,307
19791030053329I,PILOT,BATTERY DISCHARING,1,HAS CAUSE,307
19791030053329I,PILOT,EMERGENCY GEAR SYSTEM,1,USED BY,307
19791108054919I,PILOT,ABORTED,1,ACTION,308
19791108054919I,PILOT,RAN OFF END OF RUNWAY,1,ACTION,308
19791002050939I,PILOT,OPEN BOWL DRAIN ON THE FUEL STRAINER,1,HAS CAUSE,315
19791002050939I,PILOT,STICKING DRAIN,1,HAS CAUSE,315
19791029027649A,PILOT,SEAT SLID BACK ON TAKEOFF,1,HAS CAUSE,316
19791116043249A,PILOT,BROKEN EXHAUST PIPE,2,DISREGARDED;NOTICED,317
19791014052729I,PILOT,CHECKED FOR CARB ICE,1,ACTION,320
19791222048669I,PILOT,LAND GEAR,1,USED BY,322
19791222048669I,PILOT,NOSE GEAR INDICATION,1,USED BY,322
19791221039859A,PILOT,WATER IN TANKS,1,HAS CAUSE,327
19791208047929I,PILOT,POSITION OF GEAR KNOB,1,FAILED TO CHECK,330
19791208047929I,PILOT,TAKEOFF ROLL,1,RETRACTED ON,330
19800105013639I,PILOT,RIGHT GENERATOR INOPERATIVE,1,HAS CAUSE,335
19800105013639I,PILOT,LEFT GENERATOR FAILED IN FLIGHT,1,HAS CAUSE,335
19800105013639I,PILOT,LANDED GEAR UP,1,ACTION,335
19800128019789I,PILOT,OIL IN COWLING,1,OBSERVED,349
19800128019789I,PILOT,PRECAUTIONARY LANDING,1,MADE,349
19800129020169I,PILOT,BRAKES FREEZING UP,1,EXPERIENCED,350
19800216026099I,PILOT,EMERGENCY LANDING,1,EVENT DISTANCE,352
19800208002479A,PILOT,THROTTLE FROZE,1,REPORTED,357
19800328007979A,PILOT,KILLED TWO PERSONS,1,HAS CAUSE,370
19800328007979A,PILOT,DRINKING,1,USED BY,370
19800328007979A,PILOT,ROAD,1,EVENT DISTANCE,370
19800611054319I,PILOT,PORTABLE FUEL CANS,1,USED BY,383
19800611054319I,PILOT,CANS,1,USED BY,383
19800611054319I,PILOT,WATER TAKEOFF,1,QUIT,383
19800508011869A,PILOT,RAN OUT OF FUEL,1,HAS CAUSE,391
19800508011869A,PILOT,RETURN FLIGHT,1,USED BY,391
19800508011869A,PILOT,DID NOT CHECK FUEL,1,HAS CAUSE,391
19800508011869A,PILOT,DID NOT PREFLIGHT,1,HAS CAUSE,391
19800523016979A,PILOT,FAILED TO CHECK CONTROLS,1,HAS EFFECT,396
19800823080969I,PILOT,EMERGENCY PROCEDURE TO EXTEND GEAR,1,DID NOT USE,408
19800707059709I,PILOT,NOSEGEAR,1,USED BY,411
19800707059709I,PILOT,ROUGH PRIVATE RUNWAY,1,LOCATION,411
19800623021719A,PILOT,DITCH OFF END OF RUNWAY,1,EVENT DISTANCE,413
19780402008409I,TAXIING AIRCRAFT,WORN OUT & INEFFECTIVE BRAKES,1,HAS CAUSE,74
19780402008409I,INJURED AIRCRAFT,PARKED AIRCRAFT,1,EVENT DISTANCE,74
19780427013859I,ENGINE COWLING,ENGINE IN FLIGHT,1,SEPARATED FROM,85
19980616023109I,ENGINE COWLING,SEPERATED,1,HAS CAUSE,2160
19780206006039I,ENGINE COWLING,FLIGHT,1,HAS CAUSE,49
19780206006039I,ENGINE COWLING,NOT BEEN LATCHED PROPERLY,1,HAS CAUSE,49
19791210043359A,ENGINE COWLING,TAKEOFF ROLL,1,EVENT DISTANCE,332
19791210036229A,ENGINE COWLING,ABORTED TAKEOFF,1,CAUSE,333
19780913017419I,ABORTED TAKEOFF,FRONT BAGGAGE DOOR POPPED OPEN,1,CAUSE,144
19780113002859I,ABORTED TAKEOFF,UNLOCKED DOOR,1,CAUSE,36
19780113002859I,ABORTED TAKEOFF,UNABLE TO STOP BEFORE STRIKING SNOW BANK,1,CAUSE,36
19791210043359A,ABORTED TAKEOFF,ENGINE COWLING,1,EVENT DISTANCE,332
19780916024019A,TIE DOWN STRAP,LEFT SKID,1,ACROSS,155
19780916024019A,TIE DOWN STRAP,TRAILER,1,CAUGHT ON,155
19780916024019A,TIE DOWN STRAP,HEPER,1,TETHERED,155
19781108022239I,BAGGAGE CART,JET BLAST,1,HAS CAUSE,160
19790223006939I,BAGGAGE CART,B99,1,FOLLOWED BY,195
19781108022239I,BRAKES,BAGGAGE CART,1,INOPERATIVE,160
19800822082749I,BRAKES,AFTER LANDING,1,INOPERATIVE,399
19800822082749I,BRAKES,JUST BEFORE LANDING,1,REPLACED,399
19781210024199I,WHEELS,LOCKED UP,1,HAS EFFECT,165
19781210024199I,SEVERAL TOUCH AND GO LANDINGS,SNOW PACKED IN THE WHEEL PANTS,1,CAUSE,165
19790211002709A,FAILURE TO LIFTOFF,RAN OFF END INTO SNOW BANK,1,CAUSE,229
19790211002709A,FAILURE TO LIFTOFF,FROST ON AIRFRAME,1,CAUSE,229
19790211002709A,FAILURE TO LIFTOFF,RUNWAY,1,LOCATION,229
19800106011019I,RUNWAY,NOT LIGHTED,1,CONDITION,337
19800106011019I,RUNWAY,SNOW AND ICE COVERED,1,CONDITION,337
19790720021329A,HELICOPTER,SLING LOAD,1,HAS EFFECT,284
19790720021329A,HELICOPTER,TREES,1,HAS EFFECT,284
20010411006739I,HELICOPTER,HELIPAD,1,LOCATION,2403
20010411006739I,HELICOPTER,TAKEOFF,1,EVENT DISTANCE,2403
19780610045289I,HELICOPTER,RAN OUT OF FUEL,1,ACTION,102
19780904017739I,HELICOPTER,JET FUEL,1,USED BY,142
19790525014229A,HELICOPTER,IMPROPERLY SERVICED STRUTS,1,HAS CAUSE,262
19790525014229A,HELICOPTER,GROUND RUN UP,1,EVENT DISTANCE,262
19800208002479A,HELICOPTER,HARD LANDING,1,MADE,357
19800208002479A,HELICOPTER,SNOW AND ICE ON SURFACE AT DEPARTURE,1,SURFACE CONDITION,357
19800819040989A,HELICOPTER,ROLLED OVER,1,REAR SKID NOT INTIED,415
19790720021329A,CRASH,IMPROPER PREFLIGHT,1,CAUSED BY,284
19840821046409A,CRASH,FORCED LANDING,1,EVENT DISTANCE,795
19840821046409A,CRASH,TAKEOFF,1,EVENT DISTANCE,795
19840821046409A,CRASH,ENGINE FAILURE,1,HAS CAUSE,795
19840821046409A,CRASH,NOT HAD ANNUAL INSPECTION,1,HAS CAUSE,795
19880527016939A,CRASH,TREES,1,LOCATION,1311
19940818022409A,CRASH,BAD OIL LEAK,1,CAUSE,1772
19940818022409A,CRASH,CRACKED ENGINE CASE,1,CAUSE,1772
19940818022409A,CRASH,NEAR H71,1,LOCATION,1772
19781102023729I,CRASH,GENERATOR FAILURE,1,CAUSED BY,148
19781102023729I,CRASH,TOO WEAK,1,CAUSED BY,148
19781102023729I,CRASH,TAXIING AT NIGHT,1,LOCATION,148
19781102023729I,CRASH,NIGHT,1,TIME,148
19781102023729I,CRASH,DITCH,1,EVENT DISTANCE,148
19790318010729A,CRASH,RWY,1,SHORT OF,222
19791014005659A,CRASH,WATER IN STRAINER,1,CAUSED BY,314
19791014005659A,CRASH,STUDENT PILOT CARRYING PASSENGERS,1,FOLLOWED BY,314
19791014005659A,CRASH,AIRCRAFT OUT OF LICENSE,1,LOCATION,314
19800716028479A,CRASH,EMERGENCY LANDING,1,EVENT DISTANCE,409
19791128035159A;19800712077549I,ENGINE,RAN ROUGH,2,CONDITION,"334,414"
19780108002219I;19780110002479I;19780811037539I;19790207005159I;19790528028209I;19800504044909I;19800714060679I;19800901081639I;19801116083749I,ENGINE,FORCED LANDING,9,EVENT DISTANCE;HAS CAUSE;QUIT,"33,35,137,192,193,239,378,397,467"
19840121015319I,ENGINE,FAILED AFTER TAKEOFF,1,HAS CAUSE,750
19840121015319I,ENGINE,DRIFTED OFF THE EDGE,1,HAS CAUSE,750
19840121015319I,ENGINE,FOUND SOLID ICE IN CARBURETOR BOWL,1,HAS CAUSE,750
19860706034879A,ENGINE,LOST POWER ON TAKEOFF,1,HAS CAUSE,1037
19860706034879A,ENGINE,FLIPPED ON LANDING,1,HAS CAUSE,1037
19880527016939A,ENGINE,INITIAL CLIMBOUT,1,EVENT DISTANCE,1311
19780110002479I;19780829037939I;19790316004809A;19790808027309A;19790829023019A;19790919027319A;19800224029629I;19800607046889I,ENGINE,WATER IN FUEL,8,FLIPPED OVER;HAS CAUSE,"33,158,219,291,295,310,361,382"
19780203005449I;19791014052729I,ENGINE,ROUGH,2,CONDITION;HAS CAUSE,"38,320"
19780203005449I;19781009029939I,ENGINE,JET FUEL,2,USED BY,"38,157"
19780205005989I;19800403047119I,ENGINE,LOST POWER,2,HAS CAUSE;VIBRATED,"39,367"
19780210006769I,ENGINE,200 feet,1,EVENT DISTANCE,52
19780210006769I,ENGINE,QUIT AT 200 FEET AFTER TAKEOFF,1,HAS CAUSE,52
19780210006769I;19780725039589I,ENGINE,WATER IN THE FUEL,2,HAS CAUSE,"52,131"
19780219007659I,ENGINE,QUIT DUE TO ICE IN THE FUEL SYSTEM,1,HAS CAUSE,54
19780213006479I,ENGINE,LOW OIL PRESSURE,1,HAS CAUSE,56
19780225001789I,ENGINE,STOPPED SHORTLY AFTER TAKEOFF,1,HAS CAUSE,58
19780225001819I,ENGINE,FUEL EXHAUSTION,1,HAS CAUSE,59
19780228000419I;19800807063609I,ENGINE,FLIGHT,2,OVERHEATED;SURGING IN,"62,402"
19780228000419I,ENGINE,FUEL CONTAMINATION SUSPECTED,1,SHUT DOWN,62
19780325010349I,ENGINE,FINAL APPROACH,1,EVENT DISTANCE,69
19780325010349I,ENGINE,WATER CONTAMINATION IN THE FUEL SYSTEM,1,HAS CAUSE,69
19780328011399I,ENGINE,QUIT AFTER LIFT OFF,1,HAS CAUSE,70
19780328011399I,ENGINE,WATER IN THE FUEL SYSTEM,1,HAS CAUSE,70
19780403009389I,ENGINE,FORCED LANDING ON HIGHWAY,1,HAS CAUSE,76
19780403009389I,ENGINE,FUEL GASOLATOR CONTAMINATION,1,HAS CAUSE,76
19780309015599I,ENGINE,VACUUM IN THE TANK,1,HAS CAUSE,80
19780522035289I,ENGINE,QUIT ON TAKEOFF,1,HAS CAUSE,95
19780529040959I,ENGINE,SPUTTERED AND QUIT AT CRUISE,1,HAS CAUSE,98
19780529040959I,ENGINE,LANDED IN MARSHY AREA,1,HAS CAUSE,98
19780529040959I,ENGINE,TIPPED UP ON NOSE,1,HAS CAUSE,98
19780613045599I,ENGINE,QUIT DUE TO WATER IN THE FUEL SYSTEM,1,HAS CAUSE,103
19780624034629I,ENGINE,VENT STOPPED UP BY MUD DAUBERS,1,HAS CAUSE,118
19780624034629I,ENGINE,SWITCHING TANK,1,EVENT DISTANCE,118
19780625035919I,ENGINE,250 FEET,1,EVENT DISTANCE,119
19780625035919I,ENGINE,CLIMBOUT,1,HAS CAUSE,119
19780625035779I,ENGINE,FUEL SELECTOR MOVED BY A PASSENGER DURING LOADING,1,HAS CAUSE,120
19780625035779I;19790421024749I,ENGINE,SOON AFTER TAKEOFF,2,EVENT DISTANCE,"120,224"
19780626034739I,ENGINE,NEWLY PURCHASED AIRPLANE,1,STOPPED ON,121
19780725039589I;19781230019999I;19790529041069A;19790916031359A;19800119000759A;19800608019219A,ENGINE,TAKEOFF,6,EVENT DISTANCE;HAS CAUSE;LOST POWER ON;QUIT;STOPPED ON,"131,166,240,309,345,393"
19781009029939I,ENGINE,LOST POWER AFTER LIFTOFF,1,HAS CAUSE,157
19781009029939I,ENGINE,TAKEOFF RUNWAY,1,LOCATION,157
19780829037939I;19790111000619I,ENGINE,QUIT AFTER LIFTOFF,2,HAS CAUSE,"158,170"
19781114026859I,ENGINE,FORCED LANDING IN FIELD AFTER QUIT,1,HAS CAUSE,162
19781120025989I,ENGINE,SINGLE GENERATOR FAILED,1,HAS CAUSE,163
19790107000829I,ENGINE,6 QTS,1,EVENT DISTANCE,169
19790107000829I,ENGINE,FLAMED OUT,1,HAS CAUSE,169
19790107000829I,ENGINE,WATER DRAINED FROM LEFT NACELLE,1,HAS CAUSE,169
19790107000829I,ENGINE,BOOST PUMP,1,HAS CAUSE,169
19790113001939I,ENGINE,WATER IN ALL OF THE FUEL SYSTEM,1,HAS CAUSE,171
19790127003859I,ENGINE,QUIT DUE TO WATER IN THE FUEL,1,HAS CAUSE,182
19790528028209I;19791022029739A;19800901081639I,ENGINE,FOUND WATER IN FUEL,3,HAS CAUSE,"193,239,306"
19790414012459I,ENGINE,SUDDENLY STOPPED,1,EVENT DISTANCE,207
19790211007509A,ENGINE,EMERGENCY CRASH LANDING,1,HAS CAUSE,208
19790207002459A,ENGINE,FAILED ON TAKEOFF,1,HAS CAUSE,212
19790316004809A,ENGINE,STOPPED ON FINAL APPROACH,1,HAS CAUSE,219
19790316004809A,ENGINE,AIRCRAFT STRUCK GROUND SHORT OF RUNWAY,1,HAS CAUSE,219
19790318010729A,ENGINE,EMPTY TANK,1,STOPPED ON,222
19790318010729A,ENGINE,FULL TANK,1,WOULD NOT START ON,222
19790529041069A,ENGINE,ALTERNATE AIR DEFECT,1,OIL BLOCKED AIR INTAKE,240
19790603012119A,ENGINE,STOPPED AFTER 25-FT AGL LIFTOFF,1,HAS CAUSE,242
19790603012119A,ENGINE,HIT GROUND,1,HAS CAUSE,242
19790603012119A,ENGINE,FAILED TO ASSURE FUEL VALVE ON,1,HAS CAUSE,242
19790623022919A,ENGINE,CRASH,1,HAS CAUSE,245
19790622017199I,ENGINE,TWICE,1,QUIT,256
19790622017199I,ENGINE,RUNWAY AT HOME,1,LOCATION,256
19790622017199I,ENGINE,TOPPED HIS TANKS,1,HAS EFFECT,256
19790622017199I,ENGINE,GOT WATER IN THE FUEL,1,HAS EFFECT,256
19790625015009A,ENGINE,FLT,1,FAILED IN,257
19790513026659I,ENGINE,MINOR OIL LEAK,1,HAS EFFECT,260
19790602009889A,ENGINE,ACCIDENT,1,HAS CAUSE,268
19790809030499I,ENGINE,GASCOLATOR FAILED,1,HAS CAUSE,271
19790703018439I,ENGINE,TAKE-OFF,1,STOPPED SHORTLY AFTER,279
19790703018439I,ENGINE,AIRCRAFT STRUCK RUNWAY GEAR UP,1,HAS CAUSE,279
19790813023739A,ENGINE,WATER AND TRASH IN FUEL,1,HAS CAUSE,282
19790813023739A,ENGINE,NO FILTER USED,1,HAS CAUSE,282
19790829023019A,ENGINE,SPRAY RUN,1,STOPPED DURING,291
19790808027309A,ENGINE,FAILED DURING TAKEOFF,1,HAS CAUSE,295
19791017051209I,ENGINE,OBSTRUCTED FUEL VENT LINE,1,HAS CAUSE,303
19791022054789I;19800716028479A,ENGINE,FUEL STARVATION,2,HAS CAUSE,"304,409"
19791022029739A,ENGINE,STOPPED AFTER LIFTOFF,1,HAS CAUSE,306
19791022029739A;19791023031609A,ENGINE,HIT TREES,2,HAS CAUSE,"306,319"
19790919027319A,ENGINE,AIRCRAFT CRASH,1,HAS CAUSE,310
19791103056779I,ENGINE,LANDED SHORT,1,EVENT DISTANCE,312
19791023031609A,ENGINE,STUDENT PILOT,1,USED BY,319
19791023031609A,ENGINE,MISSED 1ST LANDING APPROCH,1,HAS CAUSE,319
19791023031609A,ENGINE,QUIT ON BASE ON 2ND TRY,1,HAS CAUSE,319
19791014052729I,ENGINE,CARB ICE,1,CONDITION,320
19791014052729I,ENGINE,MADE PRECAUTIONARY LANDING IN A FIELD,1,ACTION,320
19791014052729I,ENGINE,PRIMER UNLOCKED AND OUT,1,CONDITION,320
19791221039859A,ENGINE,STOPPED AFTER TAKEOFF,1,HAS EFFECT,327
19791221039859A,ENGINE,FIELD,1,LOCATION,327
19791218033279A,ENGINE,FUEL WATER INTAKE,1,HAS CAUSE,328
19800128019739I,ENGINE,ICE CRYSTALS IN FUEL,1,HAS CAUSE,344
19800128019739I,ENGINE,STOPPED,1,HAS CAUSE,344
19800128019739I,ENGINE,TEMPERATURE 16 BELOW ZERO FAHRENHEIT,1,HAS CAUSE,344
19800119000759A,ENGINE,FUEL WATER,1,HAS CAUSE,345
19800219031689I,ENGINE,IMMEDIATELY QUIT,1,HAS CAUSE,353
19800219031689I,ENGINE,WATER IN GASCOLATOR,1,HAS CAUSE,353
19800217031679I,ENGINE,LOST RPM,1,HAS CAUSE,355
19800217031679I,ENGINE,AIRCRAFT STRUCK FENCE,1,HAS CAUSE,355
19800129002139A;19800322006789A,ENGINE,PLANE CRASH,2,HAS CAUSE,"356,372"
19800224029629I,ENGINE,AFTER LIFT-OFF,1,EVENT DISTANCE,361
19800322006789A,ENGINE,PLANE,1,USED BY,372
19800504044909I,ENGINE,FUEL CONTAMINATION,1,HAS CAUSE,378
19800608019219A,ENGINE,FULL POWER,1,HAS CAUSE,393
19800608019219A,ENGINE,STALLED,1,HAS CAUSE,393
19800608019219A,ENGINE,TREES,1,HAS CAUSE,393
19800712077549I,ENGINE,QUIT,1,ACTION,414
19800712077549I,ENGINE,RUNWAY,1,LOCATION,414
19800712077549I,ENGINE,NAVY BASE,1,LOCATION,414
19800819039089A,ENGINE,AIRCRAFT CRASHED INTO TREES,1,HAS CAUSE,416
19791128035159A,FUEL,WATER IN,1,CONDITION,334
19780522035289I;19780529040959I;19790211007509A;19860706034879A,FUEL,WATER IN FUEL,4,HAS CAUSE;HAS EFFECT,"95,98,208,1037"
19780110002479I;19790528028209I;19800901081639I,FUEL,FORCED LANDING,3,HAS CAUSE,"33,193,239"
19780112002729I,FUEL,WATER FOUND IN FUEL,1,HAS EFFECT,34
19780403009359I,FUEL,FUEL,1,FOUND WATER IN,75
19790111000619I,FUEL,FOULED SPARK PLUGS,1,HAS EFFECT,170
19790210002629A,FUEL,LESS THAN 2 GALS,1,EVENT DISTANCE,221
19790210002629A,FUEL,FCD LDG AT NIGHT,1,USED BY,221
19790318010729A;19800415047829I,FUEL,WATER,2,CONTAINS,"222,375"
19790425024979I,FUEL,PILOT TO FIND WATER,1,USED BY,263
19790622017219I,FUEL,CONTAMINATION WITH WATER,1,HAS CAUSE,265
19790809030499I,FUEL,FUEL CONTAMINATED WITH DIRT AND WATER,1,HAS EFFECT,271
19791022029739A,FUEL,ENGINE STOPPED AFTER LIFTOFF,1,HAS CAUSE,306
19800403047119I,FUEL,LOST POWER,1,HAS CAUSE,367
19800403047119I,FUEL,EXCESSIVE AMOUNT OF WATER,1,HAS CAUSE,367
19800415047829I,FUEL,ENGINE STOPPAGE,1,HAS EFFECT,375
19800217031649I,TAKEOFF,AFTER,1,EVENT DISTANCE,354
19991230042089A,TAKEOFF,SHORTLY AFTER,1,EVENT DISTANCE,2331
19790609011809A,TAKEOFF,LOST ELECT. POWER,1,EVENT DISTANCE,255
19790609011809A,TAKEOFF,LANDED ON AIRPORT,1,EVENT DISTANCE,255
19790609011809A,TAKEOFF,LANDING GEAR NOT LOCKED DOWN,1,EVENT DISTANCE,255
19790609011809A,TAKEOFF,GENERATORS NOT TURNED ON,1,EVENT DISTANCE,255
19790919027319A,TAKEOFF,EMERGENCY LANDING,1,EVENT DISTANCE,310
19800805067769I,TAKEOFF,TAKEOFF WARNING HORN,1,REJECTED BY,398
19800805067769I,TAKEOFF,ELEVATOR TRIM,1,IMPROPERLY SET,398
19800217031649I,ENGINE QUIT,TAKEOFF,1,FOLLOWED BY,354
19780129004679I,ENGINE QUIT,LANDING MADE ON FROZEN LAKE,1,HAS CAUSE,37
19790427100559I,ENGINE QUIT,FUEL CONTAMINATION,1,HAS CAUSE,248
19790427100559I,ENGINE QUIT,AIRCRAFT DAMAGED IN AUTOROTATION,1,HAS CAUSE,248
19790705018829I,ENGINE QUIT,WATER IN FUEL,1,CAUSE,286
19791015052549I,ENGINE QUIT,FUEL STARVATION DUE TO MISSING FUEL CAP,1,HAS CAUSE,321
19800217031649I,WING FUEL TANK SUMPS,PREFLIGHT,1,NOT DRAINED DURING,354
19800217031649I,WING FUEL TANK SUMPS,FROZEN,1,CAUSE,354
19800506012169A,LOST CONTROL OF AIRPLANE,FAILED TO REMOVE AILERON-ELEVATOR LOCK PIN,1,CAUSE,384
