c5_sources,node,count
19840121015319I,CARBURETOR BOWL,1
19791128035159A;19870523018729A;19871211075169A;19910710026989A;19950527014439A,CLIMBOUT,6
19950527014439A,SPIRAL TO IMPACT,1
19960322013629I,MAINTENANCE,1
19870319012959I;19960322013629I,GEAR,2
19960322013629I,NOSE BLOCK,1
19960504009509A,ROLL,1
19960504009509A;20010910029739I,-23,4
19960504009509A,FAILED TO FULLY DETACH,1
19790211002709A,FAILED TO LIFTOFF RUNWAY,1
19790211002709A,RAN OFF END,1
19790211002709A,INTO SNOW BANK,1
19790211002709A,FROST ON AIRFRAME,1
19850418016709I,POWER FAILURE,2
19850418016709I,DOING AEROBATICS,1
19780427013859I;19850418016709I;19980415037339I,FLIGHT,3
19850418016709I;19850729066139I,FIELD,2
19850418016709I,FUEL TANKS,1
19780913017419I;19870606018859A,ABORTED TAKEOFF,2
19780913017419I,FRONT BAGGAGE DOOR POPPED OPEN,1
19781113027039I,DITCH,1
19781113027039I,END,1
19870606018859A,UNABLE TO STAY AIRBORNE,1
19860514036219I;19870606018859A,GROUND LOOPED,3
19870606018859A,MAG SWITCH,1
19870606018859A,MAG,1
19960418007829A;19990714022959I,AFTER DEPARTURE,2
19990714022959I,HOURS OF DARKNESS,1
19990714022959I,START,1
19990714022959I,RUN,1
19870319012959I,NOSE GEAR,1
20050504010229A,N160LA,3
20050504010229A,SIKORSKY S-70A,1
20050504010229A,INFLIGHT,1
20050504010229A,APU DOOR STRUCK A MAIN ROTOR BLADE,1
20050429009279I,PARKING,1
20050429009279I,CARGO TRIP,1
19890723054159I;19980508008619A,LANDING,2
19890723054159I,DETERMINED,1
19970523014439I,CARGO DOOR,1
19970523014439I,RUNWAY CONDITIONS AT STEVEN’S VILLAGE,1
19970523014439I,STEVEN’S VILLAGE,1
19970908038069A,Tired Taxi,2
19970908038069A,Tiedown Chains,1
19950826026019A;19970908038069A,ROLLED,2
19970908038069A,Skids,2
19970908038069A,High Wind,1
19781108022239I,JET BLAST,1
19781108022239I,BAGGAGE CART WAS BLOWN INTO PARKED AIRCRAFT,1
19760606015529A,RELEASE,1
19760606015529A,SUFFICIENT OPPORTUNITY,1
19760606015529A,GLIDER,1
19760606015529A,NOSE HIGH ATTITUDE,1
19930530020029I;19970828026989A,TAKEOFF ROLL,2
19930530020029I,SEATS,2
19930530020029I,AFT,1
19930530020029I,ACCELERATION,1
19801230089799I,FLAT NOSE STRUT,1
19801230089799I,COLLAPSED,1
19940226003029A;19950804028629A;19980508008619A;20070202001609A,LOST POWER,5
19980508008619A,SLOPE,1
19980508008619A,FAILED TO VISUALLY CHECK FUEL,1
19940818022409A,LOST LEFT ENGINE,1
19940818022409A,H71,1
19940818022409A,FEATHERED,1
19940818022409A,BEGAN GO AROUND,2
19940818022409A,BELOW VMC,1
19940818022409A,BAD OIL LEAK,1
19940818022409A,CRACKED ENGINE CASE,1
19920405008919A,ATTEMPTED TAKEOFF,4
19920405008919A,2500 FT,1
19920405008919A,GUSTY NORTH WIND,1
19920405008919A,HIT TREES,1
19840821046409A;19880527016939A,CRASH,3
19840821046409A,ENGINE FAILURE,1
19840821046409A,NOT HAD ANNUAL INSPECTION,1
19950216008379I,CESSNA 207,2
19950216008379I,N1549U,1
19950216008379I,ENGINE STOPPED,1
19950216008379I,BETHEL AIRPORT,1
19850525020799A,TOUCHED DOWN,3
19850525020799A,LONG AND BOUNCED,1
19850525020799A,ATTEMPTED DOWNWIND GO AROUND,2
19850525020799A,FULL FLAPS,1
19850525020799A,3 MILES FROM AIRPORT,1
19861114075329I,ENTERED TCA,1
19861114075329I,ATC COMMUNICATION,1
20010421009329I,CRUISE FLIGHT,1
20010421009329I,RPM LOSS,1
20010421009329I,COULD NOT MAINTAIN ALTITUDE,1
19960524045629A,BELLWOU MC,1
19960524045629A,LANDED ON SEA ICE,1
19960524045629A,WILL FLY,1
19871211075169A,SPARK PLUGS OUT OF TOLERENCE,1
19871211075169A,PRIMER,1
19871211075169A,CITY STREET,1
20010910029739I,TAXI OUT,1
20010910029739I,NOSE LANDING GEAR GREEN LIGHT WAS OUT,1
20010910029739I,ATTEMPTED TO SWAP LIGHTS TO VERIFY TH,1
19871027060859A,ELECTRIC POWER,1
19871027060859A,IFR DUAL FLIGHT,2
19780509032859I;19871027060859A,FORCED LANDING,4
19871027060859A,STRUCK POWER POLE,1
19870523018729A;19871027060859A,PILOT ERROR,2
19871027060859A,CIRCUIT BREAKER,1
19871027060859A;19880527016939A,FOUND,2
19980616023109I,LOUD BANG,1
19980616023109I,SPARKS AT ROTOR,1
19780427013859I;19980616023109I,ENGINE COWLING,4
19980616023109I,ROTOR,1
19980616023109I,COWL,1
19910710026989A;19951031041599A,STALLED,4
19910710026989A;20060621012279A,SEAT,2
19910710026989A,SEAT TRACK,1
19780509032859I,POWER LOSS,1
19780509032859I,?,1
19780509032859I,FOUND WATER,1
19780509032859I,FUEL SYSTEM,1
19800506012169A,AIRPLANE,1
19800506012169A,FAILED TO REMOVE AILERON-ELEVATOR LOCK PIN,1
20060621012279A,AT ROTATION,1
20060621012279A,OVERROTATE,1
19950314029269I,N7016M,3
19950314029269I,MARCH 14, 1995,1
19950314029269I,NEAR THE BLO,1
19800804037399A,FUEL EXHAUSTION,2
19800804037399A,IMPROPERLY SECURED VENT CAP,1
19800804037399A,EMERGENCY LANDING,1
19780402008409I,WORN OUT & INEFFECTIVE BRAKES,1
19890725041869I,ENGINE START,1
19890725041869I,PILOTS SEAT,1
19890725041869I,PILOTS,1
20030607012509A,BARTLESVILLE MUNICIPAL AIRPORT (BVO),1
20030607012509A,BARTLESVILLE, OK,1
19781210024199I,WHEELS,2
19781210024199I,WHEEL PANTS,1
19781210024199I,SNOW PACKED,1
19781210024199I,TOUCH AND GO LANDINGS,1
19781210024199I,WHEELS LOCKED UP,1
19950804028629A,LANDED HARD,5
19950804028629A,ROUGH,1
19950804028629A,DAMAGED FLOATS,1
19950804028629A,LONGERON,1
19950804028629A,SUMP,2
20070202001609A,NOTH PLATTE,1
20070202001609A,NE,1
20070202001609A,IOWA CITY,1
20070202001609A,IA,1
20070202001609A,FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA,1
20070202001609A,GRINNELL,1
19780916024019A,TIE DOWN STRAP,1
19780916024019A,LEFT SKID,1
20040925025079A,FUEL CONTAMINATION,3
20040925025079A,AIRFRAME,1
20040925025079A,FUEL FILTER,1
20040925025079A,ENGINE DRIVEN FUEL PUMP FILTER,1
19961027033759A,CONNECTING ROD,1
19961027033759A,STARTUP,1
19961027033759A,BROKE,1
19961027033759A,PORP SHAFT,1
19870309039779I,BRAKE PROBLEMS,1
20020619014309A,N759TY,1
20020619014309A,CE-182,3
20020619014309A,HOT SPRINGS, ARKANSAS,1
20020619014309A,FAYETTEVILLE, TENNESSEE,1
20020619014309A,ENGINE Q,1
19951031041599A,REDUCED POWER,1
19951031041599A,DIVED INTO OCEAN,1
19951031041599A,TEST FLIGHT,1
19951031041599A,STORAGE,1
19850729066139I,ELEVATOR CONTROL,1
19850729066139I,JAMMED,1
19850729066139I,ELEVATOR,1
19940226003029A,EN ROUTE,1
19940226003029A,LANDED ON PRIVATE STRIP,1
19940226003029A,LEFT FUEL CAP LEAKED,2
19940226003029A,Prevented Gravity Fuel Flow,1
19780111000459A,ACFT DISPATCHER,1
19780111000459A,PILOT FORGOT TO REMOVE TIEDROPE,1
19780111000459A,TIEDROPE,1
20010411006739I,HELIPAD,1
20010411006739I,RPM CONTROL,2
19870816062719I,COPPER TUBE,3
19870816062719I,LOCAL OPERATOR,1
19870816062719I,AERIAL BANNERS,1
19870816062719I,FELL THROUGH THE ROOF,1
19870816062719I,ROOF,1
19870816062719I,HOUSE,1
19980620030289I,MR. KADERA,3
19980620030289I,FORCED TO LAND,1
19980620030289I,3 MILES,1
19980620030289I,SUNMER, IOWA,1
19990923027739A,CIERNIA GLASAIR III,2
19990923027739A,HOMEBUILT,1
19990923027739A,N153JC,1
19990923027739A,SEPTEMBER 23, 1999,1
19990923027739A,1900 HOURS PACIFIC DAYLIGHT TIME,1
19980415037339I,NOSE BAGGAGE CARGO,2
19980415037339I,WOODEN WHEEL CHOCK,1
19980415037339I,JAMMED THE NOSE LANDING GEAR,2
19950826026019A,EXPLOSION,3
19950826026019A,LOGS,1
19950826026019A,PITCHED UP,1
19950826026019A,COMPRESSOR STALL,3
19950826026019A,NR1 ENGINE,1
19950826026019A,FAILED RELEASE LOGS,1
19950826026019A,SE PROCEDURES,1
20000215041409A,SKYWAY AIRLINE FLIGHT,2
20000215041409A,FEBRUARY 19, 2000,1
20000215041409A,1825 EASTERN STANDARD TIME,1
20000215041409A,BEECH 1900D,1
20000215041409A,N81SK,1
19860514036219I,TAILWHEEL,3
19860514036219I,FAR RIGHT,1
19880527016939A,INITIAL CLIMBOUT,1
19880527016939A,AVOIDING TREES,1
19880527016939A,SELECTED FUEL TANK EMPTY,1
19880527016939A,TRIP,1
19960418007829A,BURNED,1
19960418007829A,GRASS RUNWAY,1
19970828026989A,LOUD POP,4
19970828026989A,LOST RUDDER CONTROL,1
19970828026989A,EXITED RWY INTO CORNFIELD,1
19970828026989A,HAD FAILED TO LOCK THE TAILWHEEL,1
19870523018729A,CANOPY,3
19870523018729A,UNCONTROLLED GROUND COLLISION,1
20030620012809I,FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE,1
20030620012809I,OIL,1
20030620012809I,OIL WAS OBSERVED COMING OUT,1
