c5_sources,entity1,entity2,weight,relations,rows
19790720021329A,CRASH,IMPROPER PREFLIGHT,1,HAS CAUSE,2
19820725041999I,CRASH,LOOSEN COWLING ON TAKEOFF,1,HAS CAUSE,11
19820725041999I,CRASH,COWLING CAME OFF ON RETURNING TO LAND,1,HAS CAUSE,11
19820725041999I,CRASH,CRACKED WINDSHIELD,1,HAS CAUSE,11
19820725041999I,CRASH,DENTED STABILIZER,1,HAS CAUSE,11
19940818022409A,CRASH,BAD OIL LEAK,1,FOLLOWED BY,48
19940818022409A,CRASH,CRACKED ENGINE CASE,1,FOLLOWED BY,48
19840821046409A,CRASH,FORCED LANDING,1,FOLLOWED BY,50
19840821046409A,CRASH,ENGINE FAILURE,1,FOLLOWED BY,50
19840821046409A,CRASH,AFTER TAKEOFF,1,FOLLOWED BY,50
19880527016939A,CRASH,AVOIDING TREES,1,EVENT DISTANCE,95
19790318010729A,CRASH,SHORT OF RWY,1,EVENT DISTANCE,312
19800716028479A,CRASH,EMERGENCY LANDING,1,EVENT DISTANCE,493
19860128014289I,FORWARD CARGO DOOR,AIRCRAFT,1,USED BY,4
19790207005339I,FORWARD CARGO DOOR,AFTER TAKEOFF,1,EVENT DISTANCE,296
19790510009019A;19860128014289I,AIRCRAFT,TOOK OFF,2,EVENT DISTANCE,4
19960322013629I,AIRCRAFT,FERRY,1,USED BY,28
19870309039779I,AIRCRAFT,TAXIING,1,TIME PERIOD,81
19780923027059I,AIRCRAFT,GEAR PARTIALLY EXTENDED,1,HAS EFFECT,246
19780923027059I,AIRCRAFT,COLLAPSED ON TOUCHDOWN,1,HAS EFFECT,246
19790316004809A,AIRCRAFT,STRUCK GROUND SHORT OF RUNWAY,1,HAS EFFECT,309
19790823023209I,AIRCRAFT,BRAKE DISC PADS TOTALLY WORN,1,HAS EFFECT,370
19791014005659A,AIRCRAFT,OUT OF LICENSE,1,HAS EFFECT,401
19791014005659A,AIRCRAFT,WATER FOUND IN STRAINER,1,HAS EFFECT,401
19800217031679I,AIRCRAFT,STRUCK FENCE DURING FORCED LANDING,1,HAS EFFECT,440
19800615052619I,AIRCRAFT,TAXIWAY,1,EVENT DISTANCE,471
19800615052619I,AIRCRAFT,TAXI LIGHT INOPERATIVE,1,HAS EFFECT,471
19860128014289I,OBJECTS,DROPPED OUT,1,HAS EFFECT,4
19860128014289I,WARNING LIGHT,FAILED TO SEE,1,HAS EFFECT,4
19850315007389A,PILOT,LOSE CONTROL,1,EVENT DISTANCE,7
19850315007389A,PILOT,ICING FORECAST,1,EVENT DISTANCE,7
19821117066379I,PILOT,UNABLE TO PRESSURIZE,1,HAS CAUSE,20
19821117066379I,PILOT,DOOR SLIGHTLY OPEN,1,HAS CAUSE,20
19821117066379I,PILOT,DEPRESSURIZED,1,HAS CAUSE,20
19821117066379I,PILOT,DOOR OPENED FULLY,1,HAS CAUSE,20
19821117066379I,PILOT,STOPPED BY FUSELAGE,1,HAS CAUSE,20
19850418016709I,PILOT,FUEL TANKS,1,USED BY,31
19781113027039I,PILOT,TAXIWAY,1,EVENT DISTANCE,33
19781113027039I,PILOT,UNMARKED DITCH,1,LOCATION,33
20051009024969I,PILOT,HELICOPTER ENGINE POWER CHECKS,1,USED BY,44
19930530020029I,PILOT,ON TAKEOFF ROLL,1,EVENT DISTANCE,45
19930530020029I,PILOT,PILOTS SEAT,1,LOCATION,45
19791128035159A,PILOT,LANDED TO WAIT OUT RAIN SHOWER,1,EVENT DISTANCE,63
19791128035159A,PILOT,CLIMBOUT,1,EVENT DISTANCE,63
19791128035159A,PILOT,LANDED IN FIELD,1,EVENT DISTANCE,63
19791128035159A,PILOT,WATER IN FUEL,1,HAS CAUSE,63
19801005072789I,PILOT,REMAINING BRAKE FAILED,1,EVENT DISTANCE,71
19790421024889I;19801005072789I,PILOT,BEYOND THE RUNWAY,2,LOCATION;USED BY,71
20030620012809I,PILOT,FAILED TO SECURE OIL FILLER CAP,1,HAS CAUSE,99
20030620012809I,PILOT,OIL,1,USED BY,99
19780221000179I,PILOT,AFTER TAKEOFF,1,EVENT DISTANCE,159
19780623036259I,PILOT,LANDED ON BEACH,1,EVENT DISTANCE,211
19780623036419I,PILOT,LANDED AFTER NOTING OIL ON WINDSHIELD,1,HAS EFFECT,212
19780623036419I,PILOT,OIL CAP WAS LOOSE,1,HAS EFFECT,212
19780624034629I,PILOT,STRUCK WIRES,1,HAS EFFECT,213
19780725039589I,PILOT,55 GAL DRUM,1,USED BY,226
19781018032569I,PILOT,UNABLE TO GET THE NOSE WHEEL DOWN,1,EVENT DISTANCE,240
19781018032569I,PILOT,WHEEL WELL,1,LOCATION,240
19780903028619A,PILOT,EXCESSIVE WATER IN FUEL,1,HAS EFFECT,245
19781230019999I,PILOT,ONE ENGINE QUIT ON TAKEOFF DUE TO FUEL STARVATION,1,HAS EFFECT,257
19781207022839I,PILOT,SNOW BLOWN IN THE ENGINE COMPARTMENT,1,HAS EFFECT,274
19781207022839I,PILOT,SNOW MELTED,1,HAS EFFECT,274
19781207022839I,PILOT,FROZE UP THE THROTTLE LINKAGE,1,HAS EFFECT,274
19790313008789I,PILOT,TAXI,1,USED BY,287
19790316004819A,PILOT,UNABLE TO CONTROL AIRCRAFT DURING TAKEOFF,1,HAS EFFECT,293
19790316004819A,PILOT,RESTRICTED STEERING,1,HAS EFFECT,293
19790316004819A,PILOT,FROST,1,HAS EFFECT,293
19790214002969A,PILOT,UNABLE TO REACH CONTROLS,1,HAS EFFECT,295
19790421024889I,PILOT,TOOK OFF WITH THE ENGINE NOT OPERATING PROPERLY,1,EVENT DISTANCE,310
19790216014249A,PILOT,GUST LOCK,1,USED BY,318
19790605014429I,PILOT,LANDED IN STREET,1,HAS EFFECT,340
19790605014429I,PILOT,DAMAGED SPEED LIMIT SIGN DURING TAXI BACK TO FIELD,1,HAS EFFECT,340
19790515027029I,PILOT,FAILED TO AVOID PREVENTABLE GEAR UP LANDING,1,HAS EFFECT,350
19790425024979I,PILOT,UNABLE TO MAINTAIN ALTITUDE,1,HAS EFFECT,352
19790425024979I,PILOT,FOUND WATER IN FUEL,1,HAS EFFECT,352
19790622017219I,PILOT,TOPPED TANKS,1,HAS EFFECT,354
19790622017219I,PILOT,LOST POWER,1,HAS EFFECT,354
19790519010229A,PILOT,COULD NOT SEE OUT,1,HAS EFFECT,355
19790729022479I,PILOT,FAILED TO EXTEND GEAR BEFORE LANDING,1,HAS EFFECT,361
19790807029619I,PILOT,FAILED TO SECURE OIL CAP ON PREFLIGHT,1,HAS EFFECT,365
19790807029619I,PILOT,OIL STREAMING OVER COWL AT LIFTOFF,1,HAS EFFECT,365
19790807024709A;19791029027649A,PILOT,SEAT CAME LOOSE,2,HAS EFFECT,366
19790807024709A,PILOT,RELEASED BRAKES,1,HAS EFFECT,366
19790808027309A,PILOT,ATTEMPTED RETURN TO RUNWAY,1,FOLLOWS,382
19791030053329I,PILOT,NIGHT FLIGHT,1,USED BY,394
19791030053329I,PILOT,EMERGENCY GEAR SYSTEM,1,USED BY,394
19791108054919I,PILOT,RAN OFF END OF RUNWAY,1,EVENT DISTANCE,395
19791102034159A,PILOT,ENGINE FAILURE,1,HAS EFFECT,398
19791002050939I,PILOT,OPEN BOWL DRAIN ON THE FUEL STRAINER,1,HAS CAUSE,402
19791002050939I,PILOT,STICKING DRAIN ON THE FUEL STRAINER,1,HAS CAUSE,402
19791029027649A,PILOT,SEAT SLID BACK,1,HAS EFFECT,403
19791116043249A,PILOT,NOTICED & DISREGARDED BROKEN EXHAUST PIPE,1,HAS EFFECT,404
19791221039859A,PILOT,DID NOT DRAIN FUEL TANKS,1,HAS EFFECT,414
19791208047929I,PILOT,FAILED TO CHECK POSITION OF GEAR KNOB DURING PREFLIGHT,1,HAS EFFECT,417
19791208047929I,PILOT,RETRACTED ON TAKEOFF ROLL,1,HAS EFFECT,417
19800105013639I,PILOT,RIGHT GENERATOR INOPERATIVE,1,OWNED BY,421
19800105013639I,PILOT,LEFT GENERATOR FAILED IN FLIGHT,1,HAS EFFECT,421
19800216026099I,PILOT,MADE EMERGENCY LANDING IN A FIELD,1,HAS EFFECT,438
19800328007979A,PILOT,KILLED TWO PERSONS,1,HAS EFFECT,455
19800328007979A,PILOT,DRANKING,2,HAS CAUSE;USED BY,455
19800328007979A,PILOT,ROAD,1,LOCATION,455
19800322006789A,PILOT,DID NOT DRAIN FUEL LINES,1,HAS EFFECT,457
19800611054319I,PILOT,PORTABLE FUEL CANS,1,USED BY,468
19800611054319I,PILOT,CANS,1,USED BY,468
19800508011869A,PILOT,RAN OUT OF FUEL,1,HAS EFFECT,475
19800523016979A,PILOT,FAILED TO CHECK CONTROLS,1,HAS EFFECT,480
19800707059709I,PILOT,PREVIOUS LANDING ON ROUGH PRIVATE RUNWAY,1,MAINTAINED BY,494
20070630826079I,(-23) AIRCRAFT,RAY AIRPORT,1,LOCATION,8
20070630826079I,(-23) AIRCRAFT,AFTER TAKEOFF,1,EVENT DISTANCE,8
20070630826079I,(-23) AIRCRAFT,ENGINE PROBLEMS,1,HAS CAUSE,8
20050429009279I,(-23) AIRCRAFT,TAXIWAY,1,LOCATION,38
20030607012509A,(-23) AIRCRAFT,BARTLESVILLE MUNICIPAL AIRPORT (BVO),1,LOCATION,70
20030607012509A,(-23) AIRCRAFT,1147 AM LOCAL TIME,1,EVENT DISTANCE,70
19900425011659A,FERRY FLIGHT,POND,1,EVENT DISTANCE,9
19900425011659A,FERRY FLIGHT,LEFT PONTOON SEPARATED LANDING IN A POND,1,HAS EFFECT,9
19900425011659A,FERRY FLIGHT,FUEL CAP NOT SECURED,1,HAS EFFECT,9
19900425011659A,FERRY FLIGHT,FUEL SIPHONED,1,HAS EFFECT,9
19991230042089A,ENGINE,CUTTING OUT,1,HAS CAUSE,10
19991230042089A,ENGINE,NOT DEVELOPING ENOUGH POWER,1,HAS CAUSE,10
19860530030499A,ENGINE,HOT OIL SMELL,1,HAS CAUSE,19
19860530030499A,ENGINE,FAILED TO REMOVE AIR INTAKE PLUGS,1,HAS CAUSE,19
19860530030499A,ENGINE,NOSED OVER IN FURROWS PLOWED,1,HAS CAUSE,19
19860706034879A,ENGINE,LOST POWER,1,HAS EFFECT,25
19860706034879A,ENGINE,AFTER TAKEOFF,1,EVENT DISTANCE,25
19860706034879A,ENGINE,AIRCRAFT FLIPPED,1,HAS EFFECT,25
19840121015319I,ENGINE,DRIFTED OFF THE EDGE,1,HAS CAUSE,26
19840121015319I,ENGINE,FOUND SOLID ICE IN CARBURETOR BOWL,1,HAS CAUSE,26
19780625035919I,ENGINE,WATER AND OTHER FOREIGN MATERIAL IN GASCOLATOR BOWL,1,HAS EFFECT,214
19780625035779I,ENGINE,FUEL SELECTOR MOVED BY A PASSENGER DURING LOADING,1,HAS EFFECT,215
19780625035779I,ENGINE,SOON AFTER TAKEOFF,1,EVENT DISTANCE,215
19780626034739I,ENGINE,WATER IN THE FUEL SYSTEM,1,HAS CAUSE,216
19780725039589I,ENGINE,QUIT ON TAKEOFF,1,HAS EFFECT,226
19780725039589I;19790829023019A;19790919027319A,ENGINE,WATER IN FUEL,3,HAS CAUSE;HAS EFFECT,226
19780925018069I,ENGINE,GEAR RETRACTED ON LANDING ROLLOUT,1,HAS EFFECT,244
19781009029939I,ENGINE,LOST POWER AFTER LIFTOFF,1,HAS EFFECT,250
19781009029939I,ENGINE,LANDED GEAR UP ON THE TAKEOFF RUNWAY,1,HAS EFFECT,250
19781009029939I,ENGINE,TOPPED OFF WITH JET FUEL,1,HAS EFFECT,250
19781114026859I;19800712077549I,ENGINE,QUIT,2,HAS EFFECT,254
19781114026859I;19800504044909I,ENGINE,FORCED LANDING IN FIELD,2,HAS CAUSE;HAS EFFECT,254
19790107000829I,ENGINE,FLAMED OUT,1,HAS EFFECT,260
19790107000829I,ENGINE,DRAINED 6 QTS OF WATER FROM LEFT NACELLE AND BOOST PUMP,1,HAS EFFECT,260
19790111000619I,ENGINE,QUIT AFTER LIFTOFF,1,HAS EFFECT,261
19790113001939I,ENGINE,STOPPED DUE TO WATER IN ALL OF THE FUEL SYSTEM,1,HAS EFFECT,262
19790207002459A;19790808027309A;19791218033279A;19800119000759A,ENGINE,FAILED DURING TAKEOFF,4,HAS CAUSE;HAS EFFECT,302
19790316004809A,ENGINE,STOPPED ON FINAL APPROACH,1,HAS EFFECT,309
19790318010729A,ENGINE,STOPPED ON EMPTY TANK DURING ILS APPROACH,1,HAS EFFECT,312
19790318010729A,ENGINE,WOULD NOT START ON FULL TANK,1,HAS EFFECT,312
19790421024749I,ENGINE,QUIT SOON AFTER TAKEOFF,1,HAS EFFECT,314
19790421024749I,ENGINE,WATER AND DEBRIS FOUND IN THE FUEL SYSTEM,1,HAS EFFECT,314
19790623022919A,ENGINE,SPUTTERING ON TAKEOFF,1,HAS EFFECT,334
19790622017199I,ENGINE,QUIT TWICE,1,HAS EFFECT,345
19790625015009A,ENGINE,TWO & ONE HALF QUARTERS OF WATER DRAINED FROM GAS TANK,1,HAS EFFECT,346
19790513026659I,ENGINE,OIL LEAK,1,HAS CAUSE,349
19790513026659I,ENGINE,LOSS OF OIL PREESURE,1,HAS CAUSE,349
19790602009889A,ENGINE,PILOT DITCHED IN THE OCEAN,1,HAS EFFECT,357
19790809030499I,ENGINE,GASCOLATOR SHOWED FUEL CONTAMINATED WITH DIRT AND WATER,1,HAS EFFECT,360
19790703018439I,ENGINE,STOPPED SHORTLY AFTER TAKE-OFF,1,HAS EFFECT,368
19790813023739A,ENGINE,WATER AND TRASH IN FUEL,1,HAS CAUSE,371
19790813023739A,ENGINE,NO FILTER USED,1,HAS CAUSE,371
19790829023019A,ENGINE,LANDED IN SOYBEAN FIELD,1,HAS EFFECT,378
19790829023019A,ENGINE,FLIPPED OVER,1,HAS EFFECT,378
19791017051209I,ENGINE,ENGINE STOPPED DUE TO OBSTRUCTED FUEL VENT LINE,1,HAS EFFECT,390
19791022029739A,ENGINE,HIT TREES,1,HAS EFFECT,393
19791022029739A;19791218033279A;19800119000759A,ENGINE,FOUND WATER IN FUEL,3,HAS CAUSE;HAS EFFECT,393
19790916031359A,ENGINE,LANDED OFF END RUNWAY,1,HAS EFFECT,396
19790919027319A,ENGINE,AIRCRAFT CRASHED DURING ATTEMPTED EMERGENCY LANDING,1,HAS EFFECT,397
19791023031609A,ENGINE,RAN ROUGH,1,HAS EFFECT,406
19791023031609A,ENGINE,QUIT ON BASE ON 2ND TRY,1,HAS EFFECT,406
19791014052729I,ENGINE,BECAME ROUGH,1,HAS EFFECT,407
19791221039859A,ENGINE,WATER IN TANKS CAUSED TO STOP AFTER TAKEOFF,1,HAS EFFECT,414
19800128019739I,ENGINE,STOPPED,1,HAS EFFECT,430
19800219031689I,ENGINE,QUIT IMMEDIATELY AFTER TAKEOFF,1,HAS EFFECT,439
19800219031689I,ENGINE,WATER FOUND IN GASCOLATOR,1,HAS EFFECT,439
19800217031679I,ENGINE,LOST RPM DUE TO WATER IN FUEL TANKS AND FUEL SYSTEM,1,HAS EFFECT,440
19800223026959I,ENGINE,PILOT MADE EMERGENCY LANDING,1,HAS EFFECT,444
19800223026959I,ENGINE,CARBURETOR ICE OR FUEL CONTAMINATION,1,HAS EFFECT,444
19800224029629I,ENGINE,ENGINE STOPPED AFTER LIFT-OFF,1,HAS EFFECT,446
19800224029629I,ENGINE,WATER FOUND IN FUEL,1,HAS EFFECT,446
19800403047119I,ENGINE,LOST POWER DUE TO FUEL CONTAMINATION,1,HAS EFFECT,452
19800403047119I,ENGINE,EXCESSIVE AMOUNT OF WATER FOUND IN TANKS,1,HAS EFFECT,452
19800504044909I,ENGINE,FUEL CONTAMINATION,1,HAS CAUSE,463
19800608019219A,ENGINE,FAILED TO OBTAIN FULL POWER ON TAKEOFF,1,HAS CAUSE,477
19800608019219A,ENGINE,SLUDGE IN OIL,1,HAS CAUSE,477
19800608019219A,ENGINE,AVOIDING TREES,3,HAS EFFECT,477
19800714060679I,ENGINE,LACK OF OIL,1,HAS EFFECT,481
19800819039089A,ENGINE,AIRCRAFT CRASHED INTO TREES,2,HAS EFFECT,499
19940412011509I,FLIGHT MANUAL,STRUCK TRUCK WINDSHIELD ON GROUND,1,EVENT DISTANCE,12
19940412011509I,FLIGHT MANUAL,GROUND,1,LOCATION,12
19940412011509I,FLIGHT MANUAL,LANDED SAFELY,1,EVENT DISTANCE,12
19971226042729I,NR2,ENGINE FIRE,1,HAS CAUSE,13
19971226042729I,NR2,CUT OFF,1,HAS CAUSE,13
19971226042729I,NR2,SMOKE CLEARED,1,HAS CAUSE,13
19950619021589I,MAIN GEAR,AIRPORT,1,LOCATION,14
19810303007119A,VEERED OFF RUNWAY,HITTED PARKED AIRPLANE,1,EVENT DISTANCE,21
19810303007119A,NEWLY INSTALLED CARPETING,RUDDER PEDAL,1,USED BY,21
19980508008619A,LOST POWER,ENROUTE,1,EVENT DISTANCE,47
19860706034879A,TANKS,PILOT,1,USED BY,25
19790622017199I,TANKS,GOT WATER IN THE FUEL,1,HAS EFFECT,345
19790808027309A;19860706034879A,FUEL,WATER IN FUEL,2,HAS EFFECT;LOCATION,25
19770528021299A,FUEL,R BRAKE,1,LOCATION,121
19790111000619I,FUEL,FOUND WATER IN FUEL,1,HAS EFFECT,261
19790111000619I,FUEL,3 FOULED SPARK PLUGS,1,HAS EFFECT,261
19790318010729A,FUEL,WATER,1,HAS EFFECT,312
19790622017219I,FUEL,CONTAMINATED WITH WATER,1,HAS EFFECT,354
19800128019739I,FUEL,CONTAINS ICE CRYSTALS,1,HAS EFFECT,430
19950527014439A,LAST CONTROL,TOW RELEASE,1,EVENT DISTANCE,27
19950527014439A,LAST CONTROL,IMPACT,1,EVENT DISTANCE,27
19950527014439A,LAST CONTROL,CONNECT RIGHT AILERON,1,EVENT DISTANCE,27
19940818022409A,LAST CONTROL,H71,1,LOCATION,48
19800506012169A,LAST CONTROL,LOST CONTROL OF AIRPLANE ON TAKEOFF ROLL,1,FOLLOWED BY,62
19800506012169A,LAST CONTROL,FAILED TO REMOVE AILERON-ELEVATOR LOCK PIN,1,FOLLOWED BY,62
19940226003029A,LAST CONTROL,LOST POWER EN ROUTE,1,EVENT DISTANCE,85
19940226003029A,LAST CONTROL,PRIVATE STRIP,1,LOCATION,85
19940226003029A,LAST CONTROL,NOSED OVER,1,EVENT DISTANCE,85
19960322013629I,NOSE,AIRCRAFT,1,PART OF,28
19960322013629I,NOSE,GEAR BLOCKED DOWN,1,INFLUENCED BY,28
19951031041599A,NOSE,OPENED DOOR,1,EVENT DISTANCE,83
19790211002709A,FAIL TO LIFTOFF,RAN OFF END INTO SNOW BANK,1,EVENT DISTANCE,30
19790211002709A,FAIL TO LIFTOFF,FROST ON AIRFRAME,1,HAS CAUSE,30
19850418016709I,ENGINE POWER FAILURE,AEROBATICS,1,FOLLOWED BY,31
19850418016709I,ENGINE POWER FAILURE,LANDED IN FIELD,1,HAS EFFECT,31
19791221039859A,LANDED IN FIELD,LANDED AFTER ENGINE TO STOP,1,EVENT DISTANCE,414
19790209002599A,TAXIWAY,AIRPORT,1,LOCATION,319
19870606018859A,ABORTED TAKEOFF,GROUND LOOPED INTO A TREE,1,EVENT DISTANCE,34
19870606018859A,ABORTED TAKEOFF,UNABLE TO STAY AIRBORNE,1,HAS CAUSE,34
19911222062669I,ABORTED TAKEOFF,AFTER LIFTOFF,1,FOLLOWED BY,69
19911222062669I,ABORTED TAKEOFF,LANDED ON SAME RUNWAY,1,FOLLOWED BY,69
19911222062669I,ABORTED TAKEOFF,RAN OFF SIDE OF RUNWAY,1,FOLLOWED BY,69
19791210043359A,ABORTED TAKEOFF,ENGINE COWLING CAME OPEN ON THE TAKEOFF ROLL,1,EVENT DISTANCE,419
19791210043359A,ABORTED TAKEOFF,DROPPED OVER A CLIFF,1,EVENT DISTANCE,419
19791210043359A,ABORTED TAKEOFF,UNABLE TO STOP ON RUNWAY,1,EVENT DISTANCE,419
19791210036229A,ABORTED TAKEOFF,RAN OFF END OF RUNWAY,1,EVENT DISTANCE,420
19800320047429I,ABORTED TAKEOFF,SPEED BRAKE LEVER NOT SEATED,1,HAS EFFECT,450
19870606018859A,MAG SWITCH,ABORTED TAKEOFF,1,USED BY,34
19870319012959I,RETURNED,FOUND PIN WAS INSTALLED,1,EVENT DISTANCE,36
20050429009279I,(-23) PILOT,(-23) AIRCRAFT,1,USED BY,38
19890723054159I,AFTER LANDING,INSUFFICIENT NUMBER OF SEATS AND OXYGEN MASKS FOR PASSENGERS ONBOARD,1,EVENT DISTANCE,39
19790111000619I,AFTER LANDING,LANDED GEAR UP,1,FOLLOWED BY,261
19790820032669I,AFTER LANDING,HIGHWAY,1,LOCATION,376
19790820032669I,AFTER LANDING,OIL CAP NOT PROPERLY SEATED,1,HAS EFFECT,376
19970523014439I,CARGO DOOR,MR. BOWEN,1,USED BY,40
19790309032649A,CARGO DOOR,CAME OPEN IN FLIGHT,1,EVENT DISTANCE,313
19790309032649A,CARGO DOOR,AFTER LANDING,1,EVENT DISTANCE,313
19970523014439I,RUNWAY CONDITIONS,STEVEN'S VILLAGE,1,LOCATION,40
19970908038069A,TIEDOWN CHAINS,TAXI,1,USED BY,41
19970908038069A,TIEDOWN CHAINS,PILOT,1,USED BY,41
19970908038069A,TIEDOWN CHAINS,SKIDS,1,USED BY,41
19970908038069A,TIEDOWN CHAINS,RAMP,1,USED BY,41
19970908038069A,TIEDOWN CHAINS,PERSON,1,USED BY,41
19970908038069A,TIEDOWN CHAINS,WIND,1,USED BY,41
19750818025579A,TAXI,HARD SFC DUE TFC R MAIN GR,1,EVENT DISTANCE,104
19750818025579A,TAXI,ROOF OF A WASHED OUT UNDERGROUND TUNNEL,1,EVENT DISTANCE,104
19790313008789I,TAXI,RAMP,1,LOCATION,287
19771016042599A,WIND,25,1,EVENT DISTANCE,147
19791219034489A,WIND,HARD AUTOROTATE LANDING,1,HAS EFFECT,412
19760606015529A,GLIDER,RELEASE,1,HAS EFFECT,43
19790609016529A,GLIDER,140 FEET ABOVE GROUND,1,EVENT DISTANCE,335
20051009024969I,CREWMEMBER,HELICOPTER ENGINE POWER CHECKS,1,USED BY,44
19980508008619A,NOSED OVER LANDING,SLOPE,1,LOCATION,47
19980508008619A,NO EVIDENCE OF FUEL,SCENE,1,LOCATION,47
19920405008919A,ATTEMPTED TAKEOFF,2500 FT SOD STRIP,1,LOCATION,49
19920405008919A,ATTEMPTED TAKEOFF,HITTED TREES OFF END OF STRIP,1,EVENT DISTANCE,49
19920405008919A,ATTEMPTED TAKEOFF,GUSTY NORTH WIND,1,HAS CAUSE,49
19920405008919A,ATTEMPTED TAKEOFF,CRASHED,1,EVENT DISTANCE,49
19790515018139A,ATTEMPTED TAKEOFF,LOCKED FLIGHT CONTROLS,1,HAS EFFECT,332
19790515018139A,ATTEMPTED TAKEOFF,FACTOR INADEQUATE PRE-FLIGHT CHECK,1,HAS CAUSE,332
19780403009389I,FORCED LANDING,HIGHWAY,1,LOCATION,173
