c5,c119,gpt4o_triplets,gpt4o_triplets_clean
19991230042089A,"(.4)THE PILOT SAID THAT SHORTLY AFTER TAKEOFF, THE ENGINE 'STARTED CUTTING OUT AND WAS NOT DEVELOPING ENOUGH POWER ","<ENGINE, HAS EFFECT, STARTED CUTTING OUT>
<ENGINE, HAS EFFECT, NOT DEVELOPING ENOUGH POWER>
<AIRCRAFT TOOK OFF, FOLLOWS, SHORTLY AFTER>","<ENGINE, HAS EFFECT, STARTED CUTTING OUT>
<ENGINE, HAS EFFECT, NOT DEVELOPING ENOUGH POWER>
<AIRCRAFT TOOK OFF, FOLLOWS, SHORTLY AFTER>"
19820725041999I,"LOOSE COWLING ON TAKEOFF. COWLING CAME OFF ON RETURNING TO LAND. CRACKED WINDSHIELD, DENTED STABILIZER.            ","<LOOSE COWLING, EVENT DISTANCE, TAKEOFF>","<LOOSE COWLING, EVENT DISTANCE, TAKEOFF>"
19940412011509I,AIRCRAFT POPPED OPEN ON DESCENT. FLIGHT MANUAL FLEW OUT AND STRUCK TRUCK WINDSHIELD ON GROUND. LANDED SAFELY.      ,"<AIRCRAFT, EVENT DISTANCE, DESCENT>","<AIRCRAFT, EVENT DISTANCE, DESCENT>"
19971226042729I,NR2 ENGINE FIRE WHILE LOADING PASSENGERS AT GATE. EVACUATED. FUEL LEVER WAS IN FLIGHT IDLE. CUT OFF. SMOKE CLEARED.,"<NR2 ENGINE, INSTANCE OF, ENGINE>","<NR2 ENGINE, INSTANCE OF, ENGINE>"
19950619021589I,AFTER DEPARTING HIGH OIL TEMP. LANDED OFF AIRPOR. SHEARED MAIN GEAR. FOUND LOW ON OIL.                             ,"<LANDED OFF AIRPORT, HAS CAUSE, HIGH OIL TEMP>
<LANDED OFF AIRPORT, HAS EFFECT, SHEARED MAIN GEAR>
<LANDED OFF AIRPORT, HAS CAUSE, LOW ON OIL>","<LANDED OFF AIRPORT, HAS CAUSE, HIGH OIL TEMP>
<LANDED OFF AIRPORT, HAS EFFECT, SHEARED MAIN GEAR>
<LANDED OFF AIRPORT, HAS CAUSE, LOW ON OIL>"
19940815046149I,BATTERY COMPARTMENT DOOR CAME OPEN. ANTENNA CRACKED WINDSHIELD.                                                    ,"<ANTENNA, HAS EFFECT, CRACKED WINDSHIELD>","<ANTENNA, HAS EFFECT, CRACKED WINDSHIELD>"
19860228038269I,RETURNED WHEN NOSE GEAR FAILED TO RETRACT. FOUND THAT PIN HAD NOT BEEN REMOVED AFTER PREVIOUS MAINTENANCE.         ,"<NOSE GEAR, FAILED TO, RETRACT>
<PIN, NOT REMOVED AFTER, PREVIOUS MAINTENANCE>","<NOSE GEAR, FAILED TO, RETRACT>
<PIN, NOT REMOVED AFTER, PREVIOUS MAINTENANCE>"
19790718019229I,GROUND STAND BAGGAGE CART WITH INOPERATIVE BRAKES ROLLED INTO SIDE OF PARKED AIRCRAFT. 9 INCH TEAR IN FUSELAGE.    ,"<BAGGAGE CART, OWNED BY, GROUND STAND>
<BAGGAGE CART, HAS EFFECT, 9 INCH TEAR IN FUSELAGE>
<BAGGAGE CART, HAS CAUSE, INOPERATIVE BRAKES>
<BAGGAGE CART, LOCATION, SIDE OF PARKED AIRCRAFT>","<BAGGAGE CART, OWNED BY, GROUND STAND>
<BAGGAGE CART, HAS EFFECT, 9 INCH TEAR IN FUSELAGE>
<BAGGAGE CART, HAS CAUSE, INOPERATIVE BRAKES>
<BAGGAGE CART, LOCATION, SIDE OF PARKED AIRCRAFT>"
20000625032189I,(-23)NORTHWEST AIRLINES DC-10 BOEING PUSHED BACK FOR REPOSITIONING OFF OF GATE B-52 STRUCK A CONTINENTAL AIRLINES D,"<NORTHWEST AIRLINES DC-10 BOEING, INSTANCE OF, AIRCRAFT>","<NORTHWEST AIRLINES DC-10 BOEING, INSTANCE OF, AIRCRAFT>"
19860530030499A,ENGINE OVERHEAT. HOT OIL SMELL.KNEW HE HAD FAILED TO REMOVE AIR INTAKE PLUGS. NOSED OVER IN FURROWS PLOWED FAILED  ,"<ENGINE, HAS EFFECT, OVERHEAT>
<ENGINE, HAS EFFECT, HOT OIL SMELL>
<PILOT, HAS CAUSE, FAILED TO REMOVE AIR INTAKE PLUGS>
<AIRCRAFT, HAS EFFECT, NOSED OVER IN FURROWS>","<ENGINE, HAS EFFECT, OVERHEAT>
<ENGINE, HAS EFFECT, HOT OIL SMELL>
<PILOT, HAS CAUSE, FAILED TO REMOVE AIR INTAKE PLUGS>
<AIRCRAFT, HAS EFFECT, NOSED OVER IN FURROWS>"
19821117066379I,PILOT UNABLE TO PRESSURIZE. FOUND ACCESS DOOR SLIGHTLY OPEN. DEPRESSURIZED. DOOR OPENED FULLY. STOPPED BY FUSELAGE.,"<ACCESS DOOR, PART OF, FUSELAGE>","<ACCESS DOOR, PART OF, FUSELAGE>"
19810303007119A,VEERED OFF RUNWAY ON LANDING.  HIT PARKED AIRPLANE.  NEWLY INSTALLED CARPETING RESTRICTED RUDDER PEDAL MOVEMENT.   ,"<RUDDER PEDAL MOVEMENT, RESTRICTED BY, NEWLY INSTALLED CARPETING>","<RUDDER PEDAL MOVEMENT, RESTRICTED BY, NEWLY INSTALLED CARPETING>"
19950602032329I,VEERED OFF TAXIWAY. STRUCK TAXIWAY LIGHT. WAS ADVISED DAMAGED PROP. CONTINUED TO LIT.                              ,"<VEERED OFF TAXIWAY, HAS EFFECT, STRUCK TAXIWAY LIGHT>","<VEERED OFF TAXIWAY, HAS EFFECT, STRUCK TAXIWAY LIGHT>"
19901101064289I,FUEL CAP MISSING FROM RIGHT TANK AND GAS ESCAPING WHILE TAXIING. REPLACED CAP. RESUMED FLIGHT WITHOUT CLEANING WING,"<FUEL CAP, PART OF, RIGHT TANK>","<FUEL CAP, PART OF, RIGHT TANK>"
20050713014239I,"(-23) ON JULY 13, 2005, AT 1535 MST, AN RAYTHEON AIRCRAFT CO. B36TC (BONANZA), N3042V REGISTERED TO HAVENS LEASING ","<RAYTHEON AIRCRAFT CO. B36TC (BONANZA), REGISTERED TO, HAVENS LEASING>","<RAYTHEON AIRCRAFT CO. B36TC (BONANZA), REGISTERED TO, HAVENS LEASING>"
19860706034879A,THE ENGINE LOST POWER ON TAKEOFF AND THE AIRCRAFT FLIPPED ON LANDING.PILOT HAD JUST FILLED TANKS. WATER IN FUEL.   ,"<ENGINE, NOT DEVELOPING ENOUGH POWER, TAKEOFF>
<AIRCRAFT, NOSED OVER IN FURROWS, LANDING>
<PILOT, USED BY, AIRCRAFT>
<WATER, PART OF, FUEL>","<ENGINE, NOT DEVELOPING ENOUGH POWER, TAKEOFF>
<AIRCRAFT, NOSED OVER IN FURROWS, LANDING>
<PILOT, USED BY, AIRCRAFT>
<WATER, PART OF, FUEL>"
19840121015319I,ENGINE FAILED AFTER TAKEOFF. TRIED TO MAKE A ROAD BUT DRIFTED OFF THE EDGE. FOUND SOLID ICE IN CARBURETOR BOWL.    ,"<ENGINE, FAILED, AFTER TAKEOFF>
<ENGINE, HAS CAUSE, SOLID ICE IN CARBURETOR BOWL>","<ENGINE, FAILED, AFTER TAKEOFF>
<ENGINE, HAS CAUSE, SOLID ICE IN CARBURETOR BOWL>"
19950527014439A,LOST CONTROL ON CLIMBOUT AFTER TOW RELEASE. ROLLED BOTH WAYS. SPIRAL TO IMPACT. NEGLECTED TO CONNECT RIGHT AILERON.,"<LOST CONTROL, FOLLOWS, CLIMBOUT>
<CLIMBOUT, FOLLOWS, TOW RELEASE>
<LOST CONTROL, HAS EFFECT, ROLLED BOTH WAYS>
<LOST CONTROL, HAS EFFECT, SPIRAL TO IMPACT>
<LOST CONTROL, HAS CAUSE, NEGLECTED TO CONNECT RIGHT AILERON>","<LOST CONTROL, FOLLOWS, CLIMBOUT>
<CLIMBOUT, FOLLOWS, TOW RELEASE>
<LOST CONTROL, HAS EFFECT, ROLLED BOTH WAYS>
<LOST CONTROL, HAS EFFECT, SPIRAL TO IMPACT>
<LOST CONTROL, HAS CAUSE, NEGLECTED TO CONNECT RIGHT AILERON>"
19960322013629I,NARRATIVE: THE AIRCRAFT WAS BEING FERRIED FOR MAINTENANCE. THE GEAR BLOCKED DOWN AND THE NOSE BLOCK FELL OUT DURING,"<AIRCRAFT, USED BY, FERRY FLIGHT>","<AIRCRAFT, USED BY, FERRY FLIGHT>"
19960504009509A,FAILED TO DETACH TRAILER TIE DOWN FROM SKID. LOST CONTROL AND ROLLED ON LIFT OFF. (-23) PILOT FAILED TO FULLY DETAC,"<PILOT, LOST CONTROL, ROLLED ON LIFT OFF>","<PILOT, LOST CONTROL, ROLLED ON LIFT OFF>"
19790211002709A,AIRCRAFT FAILED TO LIFTOFF RUNWAY. RAN OFF END INTO SNOW BANK. FROST ON AIRFRAME.                                  ,"<AIRCRAFT, FAILED TO LIFTOFF, RUNWAY>","<AIRCRAFT, FAILED TO LIFTOFF, RUNWAY>"
19850418016709I,ENGINE POWER FAILURE WHILE DOING AEROBATICS. LANDED IN FIELD. PILOT DID NOT VISUALLY INSPECT FUEL TANKS.           ,"<ENGINE, HAS CAUSE, POWER FAILURE>
<PILOT, NEGLECTED TO, VISUALLY INSPECT FUEL TANKS>","<ENGINE, HAS CAUSE, POWER FAILURE>
<PILOT, NEGLECTED TO, VISUALLY INSPECT FUEL TANKS>"
19780913017419I,ABORTED TAKEOFF WHEN FRONT BAGGAGE DOOR POPPED OPEN.                                                               ,"<FRONT BAGGAGE DOOR, PART OF, AIRCRAFT>","<FRONT BAGGAGE DOOR, PART OF, AIRCRAFT>"
19781113027039I,PILOT TAXIED INTO UNMARKED DITCH AT END OF TAXIWAY.                                                                ,"<PILOT, VEERED OFF TAXIWAY, UNMARKED DITCH>","<PILOT, VEERED OFF TAXIWAY, UNMARKED DITCH>"
19870606018859A,UNABLE TO STAY AIRBORNE ON TAKEOFF. ABORTED AND GROUND LOOPED INTO A TREE TO AVOID OVERRUN. MAG SWITCH ON ONE MAG. ,"<TAKEOFF, HAS EFFECT, UNABLE TO STAY AIRBORNE>","<TAKEOFF, HAS EFFECT, UNABLE TO STAY AIRBORNE>"
19990714022959I,(-23) ACCORDING TO THE PILOT HE DEPARTED FRONT RANGE AIRPORT DURING THE HOURS OF DARKNESS. DURING THE START AND RUN,"<PILOT, DEPARTED, FRONT RANGE AIRPORT>","<PILOT, DEPARTED, FRONT RANGE AIRPORT>"
19870319012959I,NOSE GEAR WOULD NOT RETRACT AFTER TAKEOFF. RETURNED AND FOUND PIN WAS INSTALLED.                                   ,"<NOSE GEAR, WOULD NOT RETRACT, AFTER TAKEOFF>","<NOSE GEAR, WOULD NOT RETRACT, AFTER TAKEOFF>"
20050504010229A,"(-23) A SIKORSKY S-70A, N160LA, ENCOUNTERED A VIBRATION AFTER THE APU DOOR STRUCK A MAIN ROTOR BLADE INFLIGHT NEAR ","<SIKORSKY S-70A, INSTANCE OF, HELICOPTER>
<APU DOOR, STRUCK, MAIN ROTOR BLADE>
<SIKORSKY S-70A, LOCATION, INFLIGHT>","<SIKORSKY S-70A, INSTANCE OF, HELICOPTER>
<APU DOOR, STRUCK, MAIN ROTOR BLADE>
<SIKORSKY S-70A, LOCATION, INFLIGHT>"
20050429009279I,(-23) THE PILOT WAS TAXIING THE AIRCRAFT TO PARKING FOLLOWING A CARGO TRIP. UPON REACHING A POINT WHERE THE TAXIWAY,"<AIRCRAFT, FOLLOWED BY, PARKING>","<AIRCRAFT, FOLLOWED BY, PARKING>"
19890723054159I,AFTER LANDING IT WAS DETERMINED THERE WAS INSUFFICIENT NUMBER OF SEATS AND OXYGEN MASKS FOR PASSENGERS ONBOARD.    ,"<INSUFFICIENT NUMBER OF SEATS AND OXYGEN MASKS, HAS EFFECT, PASSENGERS ONBOARD>","<INSUFFICIENT NUMBER OF SEATS AND OXYGEN MASKS, HAS EFFECT, PASSENGERS ONBOARD>"
19970523014439I,NARRATIVE: THE CARGO DOOR WAS LATCHED BEFORE TAKEOFF BY MR. BOWEN. RUNWAY CONDITIONS AT STEVEN'S VILLAGE WAS EXTREM,"<CARGO DOOR, PART OF, AIRCRAFT>","<CARGO DOOR, PART OF, AIRCRAFT>"
19970908038069A,TIRED TAXI WITH TIEDOWN CHAINS ATTACHE. ROLLED OVER. PILOT FAILED NOTE RAMP PERSON TIED SKIDS DUE HIGH WIND.       ,"<PILOT, FAILED TO NOTE, RAMP PERSON>","<PILOT, FAILED TO NOTE, RAMP PERSON>"
19781108022239I,BAGGAGE CART WAS BLOWN INTO PARKED AIRCRAFT BY JET BLAST. BRAKES WERE INOPERATIVE ON CART.                         ,"<BAGGAGE CART, USED BY, JET BLAST>
<BAGGAGE CART, LOCATION, SIDE OF PARKED AIRCRAFT>
<BRAKES, INOPERATIVE, BAGGAGE CART>","<BAGGAGE CART, USED BY, JET BLAST>
<BAGGAGE CART, LOCATION, SIDE OF PARKED AIRCRAFT>
<BRAKES, INOPERATIVE, BAGGAGE CART>"
19760606015529A,SUFFICIENT OPPORTUNITY EXISTED TO RELEASE WHEN GLIDER ASSUMED NOSE HIGH ATTITUDE.                                  ,"<GLIDER, ASSUMED, NOSE HIGH ATTITUDE>","<GLIDER, ASSUMED, NOSE HIGH ATTITUDE>"
20051009024969I,(-23) ^PRIVACY DATA OMITTED^ HELICOPTER ENGINE POWER CHECKS WERE BEING CONDUCTED BY PILOT AND ONE CREWMEMBER. DURIN,"<HELICOPTER, USED BY, PILOT>","<HELICOPTER, USED BY, PILOT>"
19930530020029I,PILOT LOST CONTROL OF AIRCRAFT ON TAKEOFF ROLL. PILOTS SEAT WAS NOT LOCKED IN POSITION AND SLID AFT ON ACCELARATION,"<PILOT, LOST CONTROL, AIRCRAFT>","<PILOT, LOST CONTROL, AIRCRAFT>"
19801230089799I,"FLAT NOSE STRUT FAILED TO EXTEND BEFORE RETRACTION. IT CAUGHT ON AIRPLANE STRUCTURE, BROKE THE BELLCRANK. COLLAPSED","<FLAT NOSE STRUT, FAILED TO EXTEND, BEFORE RETRACTION>
<FLAT NOSE STRUT, CAUGHT ON, AIRPLANE STRUCTURE>
<BELLCRANK, BROKE, COLLAPSED>","<FLAT NOSE STRUT, FAILED TO EXTEND, BEFORE RETRACTION>
<FLAT NOSE STRUT, CAUGHT ON, AIRPLANE STRUCTURE>
<BELLCRANK, BROKE, COLLAPSED>"
19980508008619A,LOST POWER ENROUTE. NOSED OVER LANDING ON A SLOPE. NO EVIDENCE OF FUEL AT SCENE. FAILED TO VISUALLY CHECK FUEL.. (.,"<LOST POWER, HAS CAUSE, FAILED TO VISUALLY CHECK FUEL>","<LOST POWER, HAS CAUSE, FAILED TO VISUALLY CHECK FUEL>"
19940818022409A,LOST LEFT ENGINE NEAR H71. FEATHERED. HIGH . BEGAN GO AROUND BELOW VMC. CRASHED. BAD OIL LEAK. CRACKED ENGINE CASE.,"<LEFT ENGINE, LOCATION, NEAR H71>
<LEFT ENGINE, LOST CONTROL, CRASHED>
<ENGINE, HAS CAUSE, BAD OIL LEAK>
<ENGINE, HAS CAUSE, CRACKED ENGINE CASE>","<LEFT ENGINE, LOCATION, NEAR H71>
<LEFT ENGINE, LOST CONTROL, CRASHED>
<ENGINE, HAS CAUSE, BAD OIL LEAK>
<ENGINE, HAS CAUSE, CRACKED ENGINE CASE>"
19920405008919A,"ATTEMPTED TAKEOFF FROM 2500 FT SOD STRIP.GUSTY NORTH WIND,HIT TREES OFF END OF STRIP CRASHED.                      ","<ATTEMPTED TAKEOFF, EVENT DISTANCE, 2500 FT SOD STRIP>
<CRASHED, HAS CAUSE, HIT TREES>","<ATTEMPTED TAKEOFF, EVENT DISTANCE, 2500 FT SOD STRIP>
<CRASHED, HAS CAUSE, HIT TREES>"
19840821046409A,CRASH OCCURRED DURING FORCED LANDING AFTER ENGINE FAILURE DURING TAKEOFF. AIRCRAFT HAD NOT HAD ANNUAL INSPECTION.  ,"<CRASHED, HAS CAUSE, FORCED LANDING>
<FORCED LANDING, HAS CAUSE, ENGINE>
<ENGINE, HAS CAUSE, FAILURE>
<FAILURE, TIME PERIOD, TAKEOFF>
<AIRCRAFT, MAINTAINED BY, ANNUAL INSPECTION>","<CRASHED, HAS CAUSE, FORCED LANDING>
<FORCED LANDING, HAS CAUSE, ENGINE>
<ENGINE, HAS CAUSE, FAILURE>
<FAILURE, TIME PERIOD, TAKEOFF>
<AIRCRAFT, MAINTAINED BY, ANNUAL INSPECTION>"
19950216008379I,"NARRATIVE: THE PILOT OF CESSNA 207, N1549U STATED THAT AFTER TAKEOFF FROM THE BETHEL AIRPORT, THE ENGINE STOPPED RU","<CESSNA 207, INSTANCE OF, AIRCRAFT>
<PILOT, USED BY, CESSNA 207>
<ENGINE, PART OF, CESSNA 207>
<ENGINE, QUIT, AFTER TAKEOFF>
<CESSNA 207, LOCATION, BETHEL AIRPORT>","<CESSNA 207, INSTANCE OF, AIRCRAFT>
<PILOT, USED BY, CESSNA 207>
<ENGINE, PART OF, CESSNA 207>
<ENGINE, QUIT, AFTER TAKEOFF>
<CESSNA 207, LOCATION, BETHEL AIRPORT>"
19850525020799A,TOUCHED DOWN LONG AND BOUNCED. ATTEMPTED DOWNWIND GO AROUND WITH FULL FLAPS. STRUCK TREE 3 MILES FROM AIRPORT.     ,"<STRUCK TREE, EVENT DISTANCE, 3 MILES FROM AIRPORT>","<STRUCK TREE, EVENT DISTANCE, 3 MILES FROM AIRPORT>"
19861114075329I,ENTERED TCA WITHOUT ATC COMMUNICATION. PILOT WAS AWARE OF MALFUNCTIONING ENCODING ALTIMETER.                       ,"<PILOT, AWARE OF, MALFUNCTIONING ENCODING ALTIMETER>","<PILOT, AWARE OF, MALFUNCTIONING ENCODING ALTIMETER>"
20010421009329I,"(-23)AIRCRAFT WAS IN CRUISE FLIGHT, THERE WAS A RPM LOSS AND PILOT COULD NOT MAINTAIN ALTITUDE. PILOT MADE AN EMERG","<AIRCRAFT, INFLUENCED BY, RPM LOSS>","<AIRCRAFT, INFLUENCED BY, RPM LOSS>"
19960524045629A,NOSE BAGGAGE DOOR OPENED ON TAKEOFF. BAGGAGE HIT LEFT PROP. GOT BELWO UMC. LANDED ON SEA ICE. WILL FLY DOOR OPEN.  ,"<NOSE BAGGAGE DOOR, OPENED ON, TAKEOFF>
<BAGGAGE, HIT, LEFT PROP>
<LANDED, LOCATION, SEA ICE>","<NOSE BAGGAGE DOOR, OPENED ON, TAKEOFF>
<BAGGAGE, HIT, LEFT PROP>
<LANDED, LOCATION, SEA ICE>"
19871211075169A,ROUGH ENGINE ON CLIMBOUT. LANDED ON CITY STREET. SPARK PLUGS OUT OF TOLERENCE. FOUND PRIMER UNLOCKED.              ,"<ROUGH ENGINE, INSTANCE OF, CLIMBOUT>
<LANDED, LOCATION, CITY STREET>
<SPARK PLUGS, OUT OF, TOLERENCE>
<PRIMER, FOUND, UNLOCKED>","<ROUGH ENGINE, INSTANCE OF, CLIMBOUT>
<LANDED, LOCATION, CITY STREET>
<SPARK PLUGS, OUT OF, TOLERENCE>
<PRIMER, FOUND, UNLOCKED>"
20010910029739I,"(-23) DURING TAXI OUT, CFI NOTICED NOSE LANDING GEAR GREEN LIGHT WAS OUT. SHE ATTEMPTED TO SWAP LIGHTS TO VERIFY TH","<NOSE GEAR, PART OF, AIRCRAFT>","<NOSE GEAR, PART OF, AIRCRAFT>"
19871027060859A,"ELECTRIC POWER LOST ON IFR DUAL FLIGHT. STRUCK POWER POLE ON FORCED LANDING, FOUND CIRCUIT BREAKER OFF. PILOT ERROR","<ELECTRIC POWER, LOST, IFR DUAL FLIGHT>
<IFR DUAL FLIGHT, STRUCK, POWER POLE>
<IFR DUAL FLIGHT, HAS CAUSE, FORCED LANDING>
<CIRCUIT BREAKER, OFF, ELECTRIC POWER>
<IFR DUAL FLIGHT, HAS CAUSE, PILOT ERROR>","<ELECTRIC POWER, LOST, IFR DUAL FLIGHT>
<IFR DUAL FLIGHT, STRUCK, POWER POLE>
<IFR DUAL FLIGHT, HAS CAUSE, FORCED LANDING>
<CIRCUIT BREAKER, OFF, ELECTRIC POWER>
<IFR DUAL FLIGHT, HAS CAUSE, PILOT ERROR>"
19980616023109I,LOUD BANG AND SHUDDER ENROUTE. SAW SPARKS AT ROTOR. RETURNED. ENGINE COWLING SEPERATED. COWL NOT FASTENED.         ,"<ENGINE COWLING, SEPARATED, NULL>","<ENGINE COWLING, SEPARATED, NULL>"
19910710026989A,REPORTED PROBLEM ON CLIMBOUT. STALLED AND CRASHED. NO LOCKING PINS IN SEAT TRACK. SEAT PIN BENT. BELT NOT FASTENED ,"<CLIMBOUT, HAS EFFECT, STALLED>
<STALLED, HAS EFFECT, CRASHED>
<SEAT TRACK, PART OF, NO LOCKING PINS>
<SEAT PIN, INSTANCE OF, BENT>
<BELT, INSTANCE OF, NOT FASTENED>","<CLIMBOUT, HAS EFFECT, STALLED>
<STALLED, HAS EFFECT, CRASHED>
<SEAT TRACK, PART OF, NO LOCKING PINS>
<SEAT PIN, INSTANCE OF, BENT>
<BELT, INSTANCE OF, NOT FASTENED>"
19780509032859I,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.                                                              ,"<FORCED LANDING, HAS CAUSE, POWER LOSS>
<WATER, LOCATION, FUEL>","<FORCED LANDING, HAS CAUSE, POWER LOSS>
<WATER, LOCATION, FUEL>"
19800506012169A,LOST CONTROL OF AIRPLANE ON TAKEOFF ROLL. FAILED TO REMOVE AILERON-ELEVATOR LOCK PIN.                              ,"<AIRPLANE, LOST CONTROL, TAKEOFF ROLL>
<PIN, FAILED TO REMOVE, AILERON-ELEVATOR LOCK>","<AIRPLANE, LOST CONTROL, TAKEOFF ROLL>
<PIN, FAILED TO REMOVE, AILERON-ELEVATOR LOCK>"
19791128035159A,"PILOT LANDED TO WAIT OUT RAIN SHOWER. ON CLIMBOUT, ENGINE RAN ROUGH. PILOT LANDED IN FIELD. CLAIMS WATER IN FUEL.  ","<PILOT, LANDED, FIELD>
<ENGINE, RAN ROUGH, CLIMBOUT>
<WATER, INFLUENCED BY, FUEL>","<PILOT, LANDED, FIELD>
<ENGINE, RAN ROUGH, CLIMBOUT>
<WATER, INFLUENCED BY, FUEL>"
20060621012279A,"(-23) THE PILOT ^PRIVACY DA^ STATED THAT DURING TAKEOFF (AT ROTATION) HIS SEAT SLID BACK, CAUSING HIM TO OVERROTATE","<PILOT, DURING, TAKEOFF>
<SEAT, CAUSED, OVERROTATE>","<PILOT, DURING, TAKEOFF>
<SEAT, CAUSED, OVERROTATE>"
19950314029269I,"NARRATIVE: ON MARCH 14, 1995, N7016M, AN AMATEUR BUILT AIRCRAFT, MADE AN EMERGENCY OFF AIRPORT LANDING NEAR THE BLO","<N7016M, INSTANCE OF, AMATEUR BUILT AIRCRAFT>
<N7016M, MADE, EMERGENCY OFF AIRPORT LANDING>
<EMERGENCY OFF AIRPORT LANDING, LOCATION, NEAR THE BLO>
<EMERGENCY OFF AIRPORT LANDING, TIME PERIOD, MARCH 14, 1995>","<N7016M, INSTANCE OF, AMATEUR BUILT AIRCRAFT>
<N7016M, MADE, EMERGENCY OFF AIRPORT LANDING>
<EMERGENCY OFF AIRPORT LANDING, LOCATION, NEAR THE BLO>
<EMERGENCY OFF AIRPORT LANDING, TIME PERIOD, MARCH 14, 1995>"
19800804037399A,EARLY FUEL EXHAUSTION FROM FUEL SIPHONING FROM IMPROPERLY SECURED VENT CAP. OVERSHOT EMERGENCY LANDING AREA.       ,"<FUEL EXHAUSTION, HAS CAUSE, FUEL SIPHONED>","<FUEL EXHAUSTION, HAS CAUSE, FUEL SIPHONED>"
19780402008409I,TAXIING AIRCRAFT STRUCK PARKED AIRCRAFT. FOUND WORN OUT & INEFFECTIVE BRAKES AS CAUSE.                             ,"<TAXIING AIRCRAFT, STRUCK, PARKED AIRCRAFT>
<WORN OUT & INEFFECTIVE BRAKES, HAS CAUSE, STRUCK>","<TAXIING AIRCRAFT, STRUCK, PARKED AIRCRAFT>
<WORN OUT & INEFFECTIVE BRAKES, HAS CAUSE, STRUCK>"
