c5_sources,node,count
19780503031639I,UNABLE TO EXTEND GEAR,1
19780503031639I,FAULTY GEAR ACTUATOR,1
19780514033439I,ENGINE FIRE,1
19780514033439I,BIRDS NEST,1
19780526040429I,GEAR HANDLE,2
19780526040429I,UP POSITION,1
19780526040429I,TAXIING,2
19780526040429I,PUT GEAR HANDLE IN UP POSITION,1
19780526040429I,DURING RUNUP,1
19780526040429I,HYDRAULIC,1
19780529040959I,MARSHY AREA,1
