c5_sources,entity1,entity2,weight,relations,rows
19790720021329A,HELICOPTER,ACFT,1,INSTANCE OF,2
19790720021329A,HELICOPTER,IMPROPER PREFLIGHT,1,HAS CAUSE,2
20051009024969I,HELICOPTER,PILOT,1,USED BY,44
20010411006739I,HELICOPTER,HELIPAD,1,LOCATION,87
19790720021329A,CRASHED,LOAD WEDGED IN TREES,1,HAS CAUSE,2
19920405008919A,CRASHED,HIT TREES,1,HAS CAUSE,49
19840821046409A,CRASHED,FORCED LANDING,1,HAS CAUSE,50
19880527016939A,CRASHED,AVOIDING TREES,1,HAS CAUSE,95
19860128014289I,FORWARD CARGO DOOR,AIRCRAFT TOOK OFF,1,EVENT DISTANCE,4
19991230042089A,AIRCRAFT TOOK OFF,SHORTLY AFTER,1,FOLLOWS,10
20000215010329A,BELL HELICOPTER MODEL BHT-47-G5,HELICOPTER,1,INSTANCE OF,5
19850315007389A,PILOT,ICING,1,HAS CAUSE,7
19860530030499A,PILOT,FAILED TO REMOVE AIR INTAKE PLUGS,1,HAS CAUSE,19
19860706034879A,PILOT,AIRCRAFT,1,USED BY,25
19950216008379I,PILOT,CESSNA 207,1,USED BY,51
19780309015599I,PILOT,NON-VENTED CAP,1,USED BY,177
19780526040429I,PILOT,GEAR HANDLE,1,USED BY,192
19850315007389A,ALTIMETER,NOT IFR CERTIFIED,1,INSTANCE OF,7
19900425011659A,FERRY FLIGHT,RAN OUT OF FUEL,1,HAS CAUSE,9
19900425011659A,LEFT PONTOON,SEPARATED LANDING IN A POND,1,HAS EFFECT,9
19820725041999I,LOOSE COWLING,AFTER TAKEOFF,1,EVENT DISTANCE,11
19870606018859A,AFTER TAKEOFF,UNABLE TO STAY AIRBORNE,1,HAS EFFECT,34
19940412011509I,AIRCRAFT,DESCENT,1,EVENT DISTANCE,12
19860530030499A,AIRCRAFT,NOSED OVER IN FURROWS,1,HAS EFFECT,19
19960322013629I,AIRCRAFT,FERRY FLIGHT,1,USED BY,28
20050429009279I,AIRCRAFT,PARKING,1,FOLLOWED BY,38
19840821046409A,AIRCRAFT,ANNUAL INSPECTION,1,MAINTAINED BY,50
20010421009329I,AIRCRAFT,RPM LOSS,1,INFLUENCED BY,54
19780421012829I,AIRCRAFT,PILOT,1,USED BY,164
19971226042729I,NR2 ENGINE,ENGINE,1,INSTANCE OF,13
19950619021589I,LANDED OFF AIRPORT,HIGH OIL TEMP,1,HAS CAUSE,14
19950619021589I,LANDED OFF AIRPORT,SHEARED MAIN GEAR,1,HAS EFFECT,14
19950619021589I,LANDED OFF AIRPORT,LOW ON OIL,1,HAS CAUSE,14
19780221000179I,LOW ON OIL,FAILED TO VISUALLY CHECK FUEL,1,HAS CAUSE,159
19940815046149I,ANTENNA,CRACKED WINDSHIELD,1,HAS EFFECT,15
19790718019229I,BAGGAGE CART,GROUND STAND,1,OWNED BY,17
19790718019229I,BAGGAGE CART,9 INCH TEAR IN FUSELAGE,1,HAS EFFECT,17
19790718019229I,BAGGAGE CART,INOPERATIVE BRAKES,1,HAS CAUSE,17
19781108022239I;19790718019229I,BAGGAGE CART,PARKED AIRCRAFT,2,LOCATION,17,42
19781108022239I,BAGGAGE CART,JET BLAST,1,USED BY,42
20000625032189I,NORTHWEST AIRLINES DC-10 BOEING,AIRCRAFT,1,INSTANCE OF,18
19821117066379I,ACCESS DOOR,FUSELAGE,1,PART OF,20
19950602032329I,VEERED OFF TAXIWAY,STRUCK TAXIWAY LIGHT,1,HAS EFFECT,22
19901101064289I,FUEL CAP,RIGHT TANK,1,PART OF,23
19780429014759I,FUEL CAP,AIRCRAFT,1,PART OF,184
19780309015599I,RIGHT TANK,FUEL LEAK,1,HAS CAUSE,177
19780112002729I;19780509032859I;19791128035159A;19860706034879A;19950804028629A,WATER,FUEL,5,INFLUENCED BY;LOCATION;PART OF,25,61,63,73,133
19950527014439A,CLIMBOUT,TOW RELEASE,1,FOLLOWS,27
19910710026989A,CLIMBOUT,STALLED,1,HAS EFFECT,60
19780913017419I,FRONT BAGGAGE DOOR,AIRCRAFT,1,PART OF,32
20050504010229A,SIKORSKY S-70A,HELICOPTER,1,INSTANCE OF,37
20050504010229A,SIKORSKY S-70A,INFLIGHT,1,LOCATION,37
19890723054159I,INSUFFICIENT NUMBER OF SEATS AND OXYGEN MASKS,PASSENGERS ONBOARD,1,HAS EFFECT,39
19970523014439I,CARGO DOOR,AIRCRAFT,1,PART OF,40
19980508008619A,LOST POWER,FAILED TO VISUALLY CHECK FUEL,1,HAS CAUSE,47
19950804028629A,LOST POWER,LANDED HARD,1,HAS EFFECT,73
19940226003029A,LOST POWER,LEFT FUEL CAP LEAKED,1,HAS CAUSE,85
19940818022409A,LEFT ENGINE,NEAR H71,1,LOCATION,48
19920405008919A,ATTEMPTED TAKEOFF,2500 FT SOD STRIP,1,EVENT DISTANCE,49
19840821046409A,FORCED LANDING,ENGINE,1,HAS CAUSE,50
19780112002729I;19780509032859I,FORCED LANDING,POWER LOSS,2,HAS CAUSE,61,133
19980620030289I,FORCED LANDING,HIGHWAY 93,1,LOCATION,89
19780108002219I;19780110002479I,FORCED LANDING,ENGINE QUIT,2,FOLLOWS,132,134
19780403009389I,FORCED LANDING,HIGHWAY,1,LOCATION,173
19780507032369I,FORCED LANDING,OIL LEAK,1,HAS CAUSE,179
19840821046409A,FAILURE,AFTER TAKEOFF,1,TIME PERIOD,50
19950216008379I,CESSNA 207,AIRCRAFT,1,INSTANCE OF,51
19950216008379I,CESSNA 207,BETHEL AIRPORT,1,LOCATION,51
19850525020799A,STRUCK TREE,3 MILES FROM AIRPORT,1,EVENT DISTANCE,52
19960524045629A,LANDED,SEA ICE,1,LOCATION,55
19871211075169A,LANDED,CITY STREET,1,LOCATION,56
19911222062669I,LANDED,ABORTED,1,FOLLOWS,69
19911222062669I,LANDED,RUNWAY,1,LOCATION,69
19850729066139I,LANDED,FIELD,1,LOCATION,84
19940226003029A,LANDED,PRIVATE STRIP,1,LOCATION,85
19780403009359I,LANDED,SHORT OF RUNWAY,1,LOCATION,172
19780529040959I,LANDED,MARSHY AREA,1,LOCATION,194
19871211075169A,ROUGH ENGINE,CLIMBOUT,1,INSTANCE OF,56
19780401007929I;20010910029739I,NOSE GEAR,AIRCRAFT,2,PART OF,57,171
19780211006969I,NOSE GEAR,FERRIED FROM AN EARLIER COLLAPSE,1,PART OF,151
19871027060859A,IFR DUAL FLIGHT,FORCED LANDING,1,HAS CAUSE,58
19871027060859A,IFR DUAL FLIGHT,PILOT ERROR,1,HAS CAUSE,58
19910710026989A,STALLED,CRASHED,1,HAS EFFECT,60
19910710026989A,SEAT TRACK,NO LOCKING PINS,1,PART OF,60
19910710026989A,SEAT PIN,BENT,1,INSTANCE OF,60
19910710026989A,BELT,NOT FASTENED,1,INSTANCE OF,60
19950314029269I,N7016M,AMATEUR BUILT AIRCRAFT,1,INSTANCE OF,65
19950314029269I,EMERGENCY OFF AIRPORT LANDING,NEAR THE BLO,1,LOCATION,65
19950314029269I,EMERGENCY OFF AIRPORT LANDING,MARCH 14, 1995,1,TIME PERIOD,65
19780106001449I,EMERGENCY OFF AIRPORT LANDING,IMPROPER PREFLIGHT,1,HAS CAUSE,131
19780106001449I,EMERGENCY OFF AIRPORT LANDING,RAN OUT OF FUEL,1,HAS CAUSE,131
19780221000179I,EMERGENCY OFF AIRPORT LANDING,LOW OIL PRESSURE,1,HAS CAUSE,159
19800804037399A,FUEL EXHAUSTION,FUEL SIPHONED,1,HAS CAUSE,66
19780402008409I,WORN OUT & INEFFECTIVE BRAKES,STRUCK,1,HAS CAUSE,67
19911222062669I,AFTER LIFTOFF,AFTER LIFTOFF,1,FOLLOWS,69
19911222062669I,ABORTED,NOTICED,1,FOLLOWS,69
19780113002859I,ABORTED,UNLOCKED DOOR,1,HAS CAUSE,135
19780316008589I,RUNWAY,DITCH,1,LOCATION,165
19911222062669I,RAN OFF,LANDED,1,FOLLOWS,69
19780504031959I;19911222062669I,RAN OFF,RUNWAY,2,LOCATION,69,187
19781210024199I,WHEELS,SNOW PACKED IN THE WHEEL PANTS,1,HAS CAUSE,72
19950804028629A,LANDED HARD,ROUGH WATER,1,LOCATION,73
19950804028629A,DAMAGED,FLOATS,1,PART OF,73
19950804028629A,DAMAGED,LONGERON,1,PART OF,73
19770927027719A,FLOATS,REAR COMPTMT,1,PART OF,144
19950804028629A,MISREAD,WATER IN SUMP,1,HAS CAUSE,73
19950804028629A,MISREAD,FUEL,1,HAS EFFECT,73
20040925025079A,FUEL CONTAMINATION,AIRFRAME FUEL FILTER,1,LOCATION,79
20040925025079A,FUEL CONTAMINATION,FUEL FILTER,1,LOCATION,79
20040925025079A,FUEL CONTAMINATION,ENGINE DRIVEN FUEL PUMP FILTER,1,LOCATION,79
19870309039779I,N106DA,PARKED AIRCRAFT,1,LOCATION,81
19870309039779I,BRAKE PROBLEMS,AIRCRAFT,1,PART OF,81
20020619014309A,N759TY,CE-182,1,INSTANCE OF,82
19951031041599A,TEST FLIGHT,STORAGE,1,INSTANCE OF,83
19940226003029A,LEFT FUEL CAP LEAKED,PREVENTED GRAVITY FUEL FLOW,1,HAS EFFECT,85
19940226003029A,NOSED OVER,LEFT FUEL CAP LEAKED,1,HAS CAUSE,85
19870816062719I,COPPER TUBE,AERIAL BANNERS,1,USED BY,88
19990923027739A,N153JC,HOMEBUILT CIERNIA GLASAIR III,1,INSTANCE OF,90
19980415037339I,NOSE BAGGAGE DOOR,NOSE LANDING GEAR,1,PART OF,91
19950826026019A,NR1 ENGINE,COMPRESSOR STALL,1,INSTANCE OF,92
20000215041409A,BEECH 1900D,AIRCRAFT,1,INSTANCE OF,93
20000215041409A,N81SK,SKYWAY AIRLINE,1,OWNED BY,93
20000215041409A,SKYWAY AIRLINE FLIGHT,FEBRUARY 19, 2000,1,TIME PERIOD,93
19970828026989A,DURING TAKEOFF ROLL,LOUD POP,1,HAS EFFECT,97
19970828026989A,RWY,CORNFIELD,1,LOCATION,97
19870523018729A,CANOPY,UNCONTROLLED GROUND COLLISION,1,HAS EFFECT,98
19870523018729A,CANOPY,CLIMBOUT,1,FOLLOWS,98
19870523018729A,UNCONTROLLED GROUND COLLISION,PILOT ERROR,1,HAS CAUSE,98
20030620012809I,OIL FILLER CAP,ENGINE,1,OWNED BY,99
19750315005389A,TAILWHEEL,PRIOR TO TKOF,1,FOLLOWS,100
19751209037899A,RETURNED,SOFT BRAKE,1,HAS CAUSE,103
19751209037899A,RETURNED,STRONG WINDS BOS,1,HAS CAUSE,103
19750818025579A,R MAIN GR,TAXI OFF HARD SFC,1,PART OF,104
19750923031109A,DEP,DEST,1,USED BY,106
19750923031109A,DEP,KNOWN ELEC PROB,1,HAS CAUSE,106
19760215007629A,FIRST FLT,MTNS OBSCURED,1,INFLUENCED BY,107
19770703018529A,FIRST FLT,AFTER ANNUAL,1,TIME PERIOD,128
19760507010379A,GEAR-UP LANDING,MESQUITE BRUSH,1,LOCATION,109
19760730023679A,ELECT SYST,WENT DEAD,1,HAS EFFECT,112
19770702018479A,R RUDDER CABLE,BATTERY BOX SUPPORT STRUCTURE,1,PART OF,118
19770814024089A,L MAG,INOP,1,INFLUENCED BY,119
19770530012939A,WRONG PROP,INSTALLED,1,INSTANCE OF,120
19770528021299A,R BRAKE,DOWN,1,LOCATION,121
19770705018649A,MIXTURE CONTROL,HANDLE,1,PART OF,122
19770617020389A,INSUFFICIENT ALTITUDE,UNSUCCESSFUL AUTOROTATION,1,HAS EFFECT,126
19780110002479I;19780210006769I,ENGINE QUIT,WATER IN FUEL,2,HAS CAUSE,132,150
19780210006769I,ENGINE QUIT,AFTER TAKEOFF,1,FOLLOWS,150
19780219007659I,ENGINE QUIT,ICE IN THE FUEL SYSTEM,1,HAS CAUSE,152
19780328011399I,ENGINE QUIT,LIFT OFF,1,FOLLOWS,168
19780328011399I;19780613045599I,ENGINE QUIT,WATER IN THE FUEL SYSTEM,2,HAS CAUSE,168,199
19780429014759I,ENGINE QUIT,LANDED ON FREEWAY,1,HAS EFFECT,184
19780108002219I,WATER IN FUEL,FROZEN,1,HAS EFFECT,134
19780225001789I,WATER IN FUEL,SYSTEM,1,PART OF,156
19780225001789I,WATER IN FUEL,GASCOLATOR,1,PART OF,156
19780225001789I,WATER IN FUEL,CARBURETOR,1,PART OF,156
19780416008469I;19780429014759I;19780529040959I,WATER IN FUEL,ENGINE QUIT,3,HAS CAUSE;HAS EFFECT,176,184,194
19780129004679I,AFTER LANDING,FROZEN LAKE,1,LOCATION,136
19780129004679I,ICE,MAIN FUEL STRAINER,1,LOCATION,136
19770927027719A,REAR COMPTMT,EXCEEDED AFT CG LMT,1,HAS EFFECT,144
19771016042599A,WIND,GUSTING TO 25,1,HAS EFFECT,147
19780520014159A,GUSTING TO 25,GUSTING TO 30K,1,FOLLOWED BY,182
19780221000179I,LOW OIL PRESSURE,LOW ON OIL,1,HAS CAUSE,159
19780303015509I,ELECTRICAL EMERGENCY,JUMP START,1,FOLLOWS,161
19780303015509I,ELECTRICAL EMERGENCY,AFTER TAKEOFF,1,FOLLOWS,161
19780421012829I,AIRCRAFT LIGHT,DIMMING,1,INFLUENCED BY,164
19780421012829I,FLIGHT,NIGHT,1,TIME PERIOD,164
19780617046219I,FLIGHT,MAG. FAILURE,1,HAS CAUSE,181
19780402009009I,ELECTRICAL FAILURE,FINAL,1,LOCATION,170
19780409009699I,ELECTRICAL FAILURE,EXTENDED GEAR MANUALLY,1,HAS EFFECT,174
19780501031459I,UNSCHEDULED LANDING,OIL COMING FROM ENGINES,1,HAS CAUSE,185
19780501031459I,OIL COMING FROM ENGINES,BOTH OIL CAPS NOT LOCKED PROPERLY,1,HAS CAUSE,185
19780503031639I,UNABLE TO EXTEND GEAR,FAULTY GEAR ACTUATOR,1,HAS CAUSE,186
19780514033439I,ENGINE FIRE,BIRDS NEST,1,HAS CAUSE,188
19780526040429I,GEAR HANDLE,UP POSITION,1,LOCATION,192
19780526040429I,TAXIING,PUT GEAR HANDLE IN UP POSITION,1,FOLLOWS,192
19780526040429I,DURING RUNUP,TAXIING,1,FOLLOWS,192
19780526040429I,HYDRAULIC,PILOT,1,USED BY,192
