c5_sources,node,count
19950527014439A,NEGLECTED TO CONNECT RIGHT AILERON,1
19850418016709I,POWER FAILURE,1
19780913017419I,FRONT BAGGAGE DOOR,1
19870606018859A,UNABLE TO STAY AIRBORNE,1
20050504010229A,SIKORSKY S-70A,2
20050504010229A,INFLIGHT,1
20050429009279I,PARKING,1
19890723054159I,INSUFFICIENT NUMBER OF SEATS AND OXYGEN MASKS,1
19890723054159I,PASSENGERS ONBOARD,1
19970523014439I,CARGO DOOR,1
19781108022239I,JET BLAST,1
19940226003029A;19950804028629A;19980508008619A,LOST POWER,3
19980508008619A,FAILED TO VISUALLY CHECK FUEL,1
19940818022409A,LEFT ENGINE,1
19940818022409A,NEAR H71,1
19940818022409A,BAD OIL LEAK,1
19940818022409A,CRACKED ENGINE CASE,1
19920405008919A,ATTEMPTED TAKEOFF,1
19920405008919A,2500 FT SOD STRIP,1
19920405008919A,HIT TREES,1
19780509032859I;19840821046409A;19871027060859A;19980620030289I,FORCED LANDING,5
19840821046409A,FAILURE,2
19840821046409A,ANNUAL INSPECTION,1
19950216008379I,CESSNA 207,4
19950216008379I,BETHEL AIRPORT,1
19850525020799A,STRUCK TREE,1
19850525020799A,3 MILES FROM AIRPORT,1
20010421009329I,RPM LOSS,1
19850729066139I;19871211075169A;19911222062669I;19940226003029A;19960524045629A,LANDED,7
19960524045629A,SEA ICE,1
19871211075169A,ROUGH ENGINE,1
19871211075169A,CITY STREET,1
20010910029739I,NOSE GEAR,1
19871027060859A,IFR DUAL FLIGHT,2
19870523018729A;19871027060859A,PILOT ERROR,2
19910710026989A,STALLED,2
19910710026989A,SEAT TRACK,1
19910710026989A,NO LOCKING PINS,1
19910710026989A,SEAT PIN,1
19910710026989A,BENT,1
19910710026989A,BELT,1
19910710026989A,NOT FASTENED,1
19780509032859I,POWER LOSS,1
19950314029269I,N7016M,1
19950314029269I,AMATEUR BUILT AIRCRAFT,1
19950314029269I,EMERGENCY OFF AIRPORT LANDING,2
19950314029269I,NEAR THE BLO,1
19950314029269I,MARCH 14, 1995,1
19800804037399A,FUEL EXHAUSTION,1
19800804037399A,FUEL SIPHONED,1
19780402008409I,WORN OUT & INEFFECTIVE BRAKES,1
19780402008409I,STRUCK,1
19911222062669I,AFTER LIFTOFF,2
19911222062669I,ABORTED,2
19911222062669I,NOTICED,1
19911222062669I,RUNWAY,2
19911222062669I,RAN OFF,2
19781210024199I,WHEELS,1
19781210024199I,SNOW PACKED IN THE WHEEL PANTS,1
19950804028629A,LANDED HARD,2
19950804028629A,ROUGH WATER,1
19950804028629A,DAMAGED,2
19950804028629A,FLOATS,1
19950804028629A,LONGERON,1
19950804028629A,MISREAD,2
19950804028629A,WATER IN SUMP,1
20040925025079A,FUEL CONTAMINATION,3
20040925025079A,AIRFRAME FUEL FILTER,1
20040925025079A,FUEL FILTER,1
20040925025079A,ENGINE DRIVEN FUEL PUMP FILTER,1
19870309039779I,N106DA,1
19870309039779I,BRAKE PROBLEMS,1
20020619014309A,N759TY,1
20020619014309A,CE-182,1
19951031041599A,TEST FLIGHT,1
19951031041599A,STORAGE,1
19850729066139I,FIELD,1
19940226003029A,LEFT FUEL CAP LEAKED,3
19940226003029A,PRIVATE STRIP,1
19940226003029A,NOSED OVER,1
19940226003029A,PREVENTED GRAVITY FUEL FLOW,1
20010411006739I,HELIPAD,1
19870816062719I,COPPER TUBE,1
19870816062719I,AERIAL BANNERS,1
19980620030289I,HIGHWAY 93,1
19990923027739A,N153JC,1
19990923027739A,HOMEBUILT CIERNIA GLASAIR III,1
19980415037339I,NOSE BAGGAGE DOOR,1
19980415037339I,NOSE LANDING GEAR,1
19950826026019A,NR1 ENGINE,1
19950826026019A,COMPRESSOR STALL,1
20000215041409A,BEECH 1900D,1
20000215041409A,N81SK,1
20000215041409A,SKYWAY AIRLINE,1
20000215041409A,SKYWAY AIRLINE FLIGHT,1
20000215041409A,FEBRUARY 19, 2000,1
19880527016939A,AVOIDING TREES,1
19970828026989A,TAKEOFF ROLL,1
19970828026989A,LOUD POP,1
19970828026989A,RWY,1
19970828026989A,CORNFIELD,1
19870523018729A,CANOPY,2
19870523018729A,UNCONTROLLED GROUND COLLISION,2
20030620012809I,OIL FILLER CAP,1
