c5_sources,node,count
19781018032569I;19790316009739I,NOSE WHEEL,3
19781018032569I;19781119026389I,WHEEL,2
19781102023549I,FOUND WATER,2
19781102023549I;19790211007509A;19790410008789A,FUEL,3
19780921019829I,MAINTENANCE HANGAR,1
19780921019829I,WINGTIP,1
19780921019829I,HANGAR,2
19780921019829I,CAUGHT ON FIRE,1
19780925018069I,SMOKE,1
19780925018069I,NACELLE,1
19780923027059I;19781230020029I,TOTAL ELECTRICAL FAILURE,2
19780923027059I,FINAL,1
19780923027059I,GEAR PARTIALLY EXTENDED,1
19780908034669A;19781120025989I,GENERATOR,2
19780908034669A,SHORTING,1
19781020041019A,STRUCK COM POLES,1
19781020041019A,STRUCK CONCRETE WALL,1
19781020041019A;19790313008789I,BURNED,2
19781020041019A,PN 41A2,1
19781020041019A,ROD ASY,1
19781021036569A;19790316009739I,WING,2
19781021036569A,DMGD,3
19781021036569A,AILERON,1
19781021036569A,PREVIOUS LDG,1
19780829037939I;19781009029939I;19790111000619I,AFTER LIFTOFF,4
19781009029939I;19790111000619I,LANDED GEAR UP,2
19781009029939I,TAKEOFF RUNWAY,1
19781009029939I,TOPPED OFF WITH JET FUEL,1
19780829037939I,LANDED ON REMAINING RUNWAY GEAR UP,1
19790119001139A,AIRFRAME ICE,1
19790119001139A,FAILED TO CLIMB,1
19790119001139A,3 MILES,2
19790119001139A,FENCE,1
19790119001139A,INVERTED,1
19781108022269I;19790313008789I,LANDING LIGHT,3
19781108022269I,INOPERATIVE,1
19781108022269I;19790306009619I,NIGHT,2
19781108022269I;19790106001239I,RUNWAY,3
19781108022269I,TAXIWAY,1
19781114026859I,FIELD,1
19781114026859I,ICE IN FUEL LINES,2
19781114026859I,FOUND,1
19781114026859I,FUEL LINES,1
19781120025989I,DIP STICK,1
19781120025989I,CREW,1
19781120025989I,OVERLOAD,2
19781128024449I;19790113001939I;19790414012459I,FUEL SYSTEM,4
19781128024449I,FUEL STORAGE TANK,1
19781128024449I;19790210006409I,?,3
19781230019999I,TANKS,1
19781230019999I,FUEL STARVATION,2
19781230020029I;19790410008789A,ENGINE FAILURE,2
19781230020029I,FUEL CONTROL UNIT,1
19781230020029I,POOR CONDITION,1
19790106001239I,ICY RAMP,1
19790106001239I,FAILED TO RELEASE BRAKES,1
19790106001239I,TIRES,1
19790106001239I,BLOWN ON LANDING,1
19790107000829I,TAXI,1
19790107000829I,6 QTS,1
19790107000829I,LEFT NACELLE,1
19790107000829I,BOOST PUMP,1
19790111000619I;19790210006409I,FOUND WATER IN FUEL,2
19790111000619I,3 FOULED SPARK PLUGS,1
19790113001939I,LANDED ON THE AIRPORT,1
19790116002119I,EMERGENCY LIFT-OFF,1
19790116002119I,MAINTENANCE EQUIPMENT ON THE RUNWAY,1
19790123003659I,NO LEFT BRAKE,1
19781119026389I;19790123003659I,BRAKE,2
19790127003899I,RAN OUT OF OIL,1
19790127003899I,INSTRUCTIONAL FLIGHT,1
19790127003899I,FAILED INTERNALLY,1
19781110039789A;19781231044159A,ICE,3
19781110039789A,1/4IN,1
19781205041369A,PLT,1
19781205041369A,CERTIFICATED,1
19781205041369A,ELEVATOR,3
19781102039739A;19781205041369A,GUST LOCK,2
19781205041369A,EARLY PART OF CRPATH,1
19781205041369A,BFR BREAK UP,1
19781119026389I,ATTEMPTED TURN ON TAXIWAY,1
19781119026389I,DITCH,1
19781119026389I,INSUFFICIENT FLUID,1
19781216025369I,LANDING GEAR SELECTOR,3
19781216025369I,GEAR COLLAPSED,3
19781216025369I,GEAR WARNING HORN,1
19781231044159A,HEAVY FROST,1
19781231044159A,ACT,1
19781231044159A,TRIM HINGES,1
19781207022839I,THROTTLE LINKAGE,3
19781207022839I;19790224005689A,SNOW,3
19781102039739A,R WING,1
19781102039739A,CESSNA 172,2
19781102039739A,172,1
19781102039739A,SUB DMG,1
19781215040349A,HOOK RELEASE,2
19781215040349A,ELECTRICAL PLUG FOUND DISCONNECTED,1
19781215040349A,THOUND,1
19781117041969A;19790316004819A,FROST,3
19781223039539A,BOTH GENERATOR CIRCUIT BREAKERS OUT,2
19781223039539A,DID NOT RESET BREAKERS,1
19781228040429A,ELT IMPACT SWITCH,1
19790203005099I,LOST RIGHT BRAKE,2
19790203005099I,LOST DIRECTIONAL CONTROL,2
19790203005099I,VEERED OFF RUNWAY,1
19790203005099I,BRAKE WORN OUT,1
19790207005159I,ICE IN FUEL STRAINER,1
19790207005159I,FUEL STRAINER,1
19790220007249I,GRINDING NOISE,1
19790220007249I,GEAR RETRACTION,1
19790223006939I,BAGGAGE CART,4
19790223006939I,B99,1
19790223006939I,GATE,1
19790223006939I,JET BLAST,2
19790306009619I,LANDING LIGHT INOPERABLE,1
19790316009739I,HOLE,1
19790316009739I,PROP,1
19790316009739I,GROUND,1
19790318009229I,ZG,1
19790318009229I,FUEL SELECTOR,1
19790318009229I,NOT POSITIONED PROPERLY,1
19790318009019I,LOW OVERCASE,1
19790318009019I,INSTRUMENT LIGHT INOPERATIVE,1
19790404013469I,LOUD NOISE DURING RETRACTION,1
19790404013469I,NOSE GEAR COLLAPSED ON LANDING,2
19790404013469I,LOOSE NOSE GEAR DOOR,2
19790404013469I,JAMMED AND BROKE MECHANISM,1
19790404013469I,ZK,1
19790207002469A,ARMED FLARE GUN,1
19790207002469A,GLOVE BOX,1
19790316004819A,RESTRICTED STEERING,2
19790224005689A,WINGS,1
19790214002969A,FAILED TO ASSURE SEAT WAS LOCKED,2
19790214002969A,UNABLE REACH CONTROLS,1
19790214002969A,STARTED ENGINE,1
19790214002969A,SEAT SLID BACK,1
19790214002969A,CONTROLS,1
19790214002969A,HIT PARKED ACFT,1
19790207005339I,FORWARD CARGO DOOR,2
19790207005339I,DOOR,2
19790207005339I,WAS NOT LATCHED,1
19790414012459I,SUDDENLY STOPPED,1
19790414012459I,CONTAMINATED,1
19790414012459I,COLORLESS, ODERLESS SUBSTANCE,1
19790211007509A,CLIMB-OUT,1
19790211007509A,CRASH LANDING,1
19790410008789A,COMPANY OWNED FUEL TANKER,1
