c5_sources,entity1,entity2,weight,relations,rows
19770702018479A,RUDDER & AIL CTL CABLES,AIL CTL,1,PART OF,18
19770702018479A,RUDDER & AIL CTL CABLES,BATTERY BOX SUPPORT STRUCTURE,1,LOCATION,18
19771213042839A,RUDDER,R AIL CTL,1,PART OF,42
19770814024089A,L MAG,#5,1,INSTANCE OF,19
19770814024089A,L MAG,CYL COMPRESSION,1,HAS CAUSE,19
19770530012939A,PROP,AIRFRAME,1,INSTANCE OF,20
19770530012939A,PROP,WRONG INSTALLED,1,HAS CAUSE,20
19770528021299A,FLUID,R BRAKE,1,LOCATION,21
19770528021299A,FLUID,PRIOR TO DEPARTURE,1,TIME PERIOD,21
19770610021339A,N42807,ACFT,1,INSTANCE OF,24
19770610021339A,N7930C,ACFT,1,INSTANCE OF,24
19770610021339A,TOTAL HYD FAILURE,N42807,1,HAS CAUSE,24
19770610021339A,TOTAL HYD FAILURE,N7930C,1,HAS CAUSE,24
19770610021339A,CONTINUED TAXIING,N42807,1,FOLLOWED BY,24
19770610021339A,CONTINUED TAXIING,N7930C,1,FOLLOWED BY,24
19770617020389A,INSUFFICIENT ALTITUDE,SUCCESSFUL AUTOROTATION,1,HAS EFFECT,26
19770530015519A,CHOKER CABLE,CARGO HOOK,1,PART OF,27
19770530015519A,CHOKER CABLE,FLT,1,HAS EFFECT,27
19770530015519A,CARGO HOOK,SLIPSTREAM,1,USED BY,27
19770530015519A,STRUCK T/R,STRUCK,1,HAS CAUSE,27
19770703018529A,OIL TEMP BULB,RETAINING NUT FINGER TIGHT,1,HAS EFFECT,28
19770703018529A,FIRST FLT AFTR ANNUAL,ANNUAL,1,TIME PERIOD,28
19780210006769I,ANNUAL,ANNUAL,1,INSTANCE OF,50
19770706020519A,AN175-16,PULLED THROUGH TORQUE LINK CENTER SCISSORS,1,INSTANCE OF,29
19770706020519A,WASHER,BOLT,1,PART OF,29
19780319009079I,BOLT,NOSE GEAR SCISSORS,1,PART OF,66
19780319009079I,BOLT,AFTER TAKEOFF,1,EVENT DISTANCE,66
19770912040629A,APRX 1745LBS,OVR MAX GWT,1,HAS CAUSE,30
19770912040629A,ENG,NOT FEATHERED,1,HAS CAUSE,30
19770912040629A,AUTOFEATHER,NOT CONNECTED,1,HAS CAUSE,30
19770912040629A,FUEL,100 OCTANE,1,USED BY,30
19780112002729I,FUEL,WATER FOUND,1,HAS EFFECT,33
19780522035289I,FUEL,WATER,1,HAS EFFECT,91
19780106001449I,EMERGENCY LANDING,ENGINE QUIT,1,HAS CAUSE,31
19780106001449I,EMERGENCY LANDING,IMPROPER PREFLIGHT,1,HAS CAUSE,31
19780106001449I,EMERGENCY LANDING,FUEL,1,HAS CAUSE,31
19780129004679I,ENGINE QUIT,ICE RESTRICTION,1,HAS CAUSE,36
19780403009359I,ENGINE QUIT,LANDED SHORT OF RUNWAY,1,HAS EFFECT,72
19780416008469I,ENGINE QUIT,AFTER TAKEOFF,1,TIME PERIOD,76
19780108002219I;19780110002479I,FORCED LANDING,ENGINE QUIT,2,HAS CAUSE,32,34
19780110002479I,FORCED LANDING,WATER IN FUEL,1,HAS EFFECT,32
19780108002219I,FORCED LANDING,FOUND FROZEN WATER,1,HAS EFFECT,34
19780403009389I,FORCED LANDING,ENGINE LOST POWER,1,HAS CAUSE,73
19780403009389I,FORCED LANDING,HIGHWAY,1,LOCATION,73
19780507032369I,FORCED LANDING,OIL LEAK,1,HAS CAUSE,79
19780507032369I,FORCED LANDING,FOUND LOOSE OIL CAP,1,HAS EFFECT,79
19780403009359I,WATER IN FUEL,FOUND,1,HAS EFFECT,72
19780416008469I,WATER IN FUEL,ENGINE QUIT,1,HAS CAUSE,76
19780112002729I,POWER LOSS,FORCED LANDING,1,HAS EFFECT,33
19780108002219I,FOUND FROZEN WATER,FUEL SYSTEM,1,LOCATION,34
19780219007659I,FUEL SYSTEM,ENGINE QUIT,1,HAS EFFECT,52
19780113002859I,ABORTED TAKEOFF,UNABLE TO STOP,1,HAS EFFECT,35
19780113002859I,ABORTED TAKEOFF,STRIKING SNOW BANK,1,HAS EFFECT,35
19780129004679I,LANDING MADE ON FROZEN LAKE,FROZEN LAKE,1,LOCATION,36
19780129004679I,LANDING MADE ON FROZEN LAKE,MAIN FUEL STRAINER,1,HAS EFFECT,36
19780205005989I,ENGINE,ENGINE VIBRATED,1,HAS CAUSE,38
19780205005989I,ENGINE,LOST POWER,1,HAS CAUSE,38
19780205005989I;19780518033959I,ENGINE,QUIT,2,HAS CAUSE,38,89
19780210006769I;19780518033959I;19780529040959I,ENGINE,WATER IN FUEL,3,HAS CAUSE;HAS EFFECT,50,89,94
19780210006769I,ENGINE,200 FEET,1,EVENT DISTANCE,50
19780210006769I;19780218007139I;19780225001789I;19780522035289I,ENGINE,AFTER TAKEOFF,5,EVENT DISTANCE;HAS CAUSE;TIME PERIOD,50,55,56,91
19780219007659I,ENGINE,ICE,1,HAS CAUSE,52
19780219007659I;19780325010349I,ENGINE,FUEL SYSTEM,2,PART OF,52,67
19780213006479I,ENGINE,LOW OIL PRESSURE,1,HAS CAUSE,54
19780218007139I,ENGINE,SNOW PACKED,1,HAS CAUSE,55
19780218007139I,ENGINE,ENGINE COWL,1,LOCATION,55
19780218007139I,ENGINE,AFTER,1,EVENT DISTANCE,55
19780225001789I,ENGINE,SHORTLY AFTER,1,TIME PERIOD,56
19780225001789I,ENGINE,REFUELING,1,LOCATION,56
19780225001819I,ENGINE,FUEL EXHAUSTION,1,HAS CAUSE,57
19780225001819I,ENGINE,SOON AFTER LIFT OFF,1,TIME PERIOD,57
19780228000419I,ENGINE,SURGING IN FLIGHT,1,HAS CAUSE,60
19780228000419I,ENGINE,FUEL CONTAMINATION,1,HAS CAUSE,60
19780228000419I,ENGINE,SHUT DOWN,1,INSTANCE OF,60
19780325010349I,ENGINE,WATER CONTAMINATION,1,HAS CAUSE,67
19780325010349I,ENGINE,FINAL APPROACH,1,EVENT DISTANCE,67
19780328011399I;19780613045599I,ENGINE,WATER IN THE FUEL SYSTEM,2,HAS CAUSE,68,99
19780328011399I,ENGINE,AFTER LIFT OFF,1,TIME PERIOD,68
19780210005719I,ENGINE,STOPPED,1,HAS CAUSE,75
19780309015599I,ENGINE,VACUUM IN THE TANK,1,HAS CAUSE,77
19780429014759I,ENGINE,ENGINE QUIT,1,HAS CAUSE,84
19780518033959I,ENGINE,BACKFIRED,1,HAS CAUSE,89
19780518033959I,ENGINE,THIRD TOUCH AND GO,1,TIME PERIOD,89
19780518033959I,ENGINE,LANDED STRAIGHT AHEAD,1,HAS EFFECT,89
19780529040959I,ENGINE,SPUTTERED AND QUIT,1,HAS CAUSE,94
19780529040959I,ENGINE,CRUISE,1,TIME PERIOD,94
19780529040959I,ENGINE,MARSHY AREA,1,LOCATION,94
19780529040959I,ENGINE,TIPPED UP ON NOSE,1,HAS EFFECT,94
19780205005989I,CARBURETOR FLOAT BOWL,CONTAMINATED WITH WATER,1,HAS EFFECT,38
19780130004789I,PILOT,FAILED TO CHECK POSITION OF GEAR HANDLE,1,HAS CAUSE,40
19780206006149I,PILOT,FAILED TO REMOVE TOW BAR BEFORE TAKEOFF,1,HAS CAUSE,46
19780206006149I,PILOT,STRANGE NOISE DURING RETRACTION,1,HAS CAUSE,46
19780208007759I,PILOT,GEAR COLLAPSED,1,HAS CAUSE,49
19780212006439I,PILOT,FROST ON THE WINGS,1,HAS CAUSE,53
19780212006439I,PILOT,FAILURE TO USE FULL POWER,1,HAS CAUSE,53
19780218007139I,PILOT,AFTER RECENT BLIZZARD,1,TIME PERIOD,55
19780225001819I,PILOT,FUEL GAUGE,1,USED BY,57
19780307014069I;19780526040429I,PILOT,PILOT,2,USED BY,58,92
19780221000179I,PILOT,LOW OIL PRESSURE,1,HAS CAUSE,59
19780221000179I,PILOT,NOT CHECKED IT BEFORE TAKEOFF,1,HAS CAUSE,59
19780221000179I,PILOT,OIL,1,MAINTAINED BY,59
19780311016379I,PILOT,LOST DIRECTIONAL CONTROL,1,HAS CAUSE,62
19780327010619I,PILOT,FUEL CAPS,1,USED BY,63
19780316008589I,PILOT,BRAKE FAILURE,1,HAS CAUSE,65
19780316008589I,PILOT,DITCH,1,EVENT DISTANCE,65
19780330011569I,PILOT,LOST ELECTRICAL POWER,1,HAS CAUSE,69
19780402009009I,PILOT,EMERGENCY GEAR EXTENSION,1,USED BY,70
19780402009009I;19780409009699I,PILOT,ELECTRICAL FAILURE,2,HAS CAUSE;USED BY,70,74
19780210005719I,PILOT,CARB,1,USED BY,75
19780309015599I,PILOT,A NON-VENTED CAP,1,USED BY,77
19780503031639I,PILOT,FAULTY GEAR ACTUATOR,1,HAS CAUSE,86
19780504031959I,PILOT,DOOR POPPED OPEN,1,INFLUENCED BY,87
19780526040429I,PILOT,GEAR RETRACTED,1,HAS EFFECT,92
19780528040689I,PILOT,AILERON CONTROLS,1,USED BY,93
19780603041629I,PILOT,WIRED TO A BRACE,1,USED BY,97
19780130004789I,GEAR HANDLE,GEAR RETRACTED,1,HAS EFFECT,40
19780526040429I,GEAR HANDLE,DOWN POSITION,1,LOCATION,92
19780526040429I,GEAR HANDLE,HYDRAULIC SYSTEM,1,MAINTAINED BY,92
19780130004789I,GEAR RETRACTED,TAKEOFF ROLL,1,FOLLOWED BY,40
19780102000459I,TAXIED OFF RUNWAY,RUNWAY,1,PART OF,41
19780102000459I,TAXIED OFF RUNWAY,NIGHT,1,TIME PERIOD,41
19780102000459I,LANDING LIGHT,INOPERATIVE,1,HAS CAUSE,41
19771104034549A,RT BRAKE,PUCK 70,1,INSTANCE OF,43
19771104034549A,RT BRAKE,WORN,1,HAS CAUSE,43
19771104034549A,RT BRAKE,FADING,1,HAS CAUSE,43
19771104034549A,RT BRAKE,LAST WK,1,TIME PERIOD,43
19770927027719A,WATER,REAR COMPTMT FLOATS,1,LOCATION,44
19770927027719A,WATER,EXCEEDED AFT CG LMT,1,HAS EFFECT,44
19770927027719A,THROTTLE FRICTION,LOOSE,1,HAS EFFECT,44
19780115003139I,AIRCRAFT OWNER,NEW AIRCRAFT OWNER,1,OWNED BY,45
19780115003139I,QUICK DRAIN,PREFLIGHT,1,TIME PERIOD,45
19771016042599A,WIND,GUSTING TO 25,1,HAS CAUSE,47
19780206006039I,ENGINE COWLING,ENGINE,1,PART OF,48
19780206006039I,ENGINE COWLING,FLIGHT,1,HAS EFFECT,48
19780208007759I,GEAR COLLAPSED,HYDRAULIC RESERVOIR OUT OF FLUID,1,HAS CAUSE,49
19780330011569I,GEAR COLLAPSED,BOTH GENERATOR ARMATURES EXTREMELY GALLED,1,HAS CAUSE,69
19780210006769I,NO PILOT CERTIFICATE,NO PILOT CERTIFICATE,1,INSTANCE OF,50
19780211006969I,NOSE GEAR,GEAR,2,INSTANCE OF;MAINTAINED BY,51
19780211006969I,NOSE GEAR,COLLAPSE,1,FOLLOWED BY,51
19780211006969I,NOSE GEAR,NOT BRACED,1,FOLLOWED BY,51
19780401007929I,NOSE GEAR,TAXIWAY,1,PART OF,71
19780401007929I,NOSE GEAR,HOLE,1,HAS EFFECT,71
19780221000179I,LOW OIL PRESSURE,EMERGENCY LANDING,1,HAS EFFECT,59
19780225001789I,SYSTEM,GASCOLATOR,1,PART OF,56
19780225001789I,SYSTEM,CARBURETOR,1,PART OF,56
19780225001789I,SYSTEM,CONTAINED WATER,1,HAS EFFECT,56
19780316008589I,SYSTEM,BRAKE FAILURE,1,HAS CAUSE,65
19780316008589I,SYSTEM,PURGED OF AIR,1,HAS EFFECT,65
19780225001819I,FUEL GAUGE,PILOT,1,HAS EFFECT,57
19780307014069I,BARRICADE,TAXI,1,LOCATION,58
19780307014069I,BARRICADE,UNLIGHTED,1,HAS CAUSE,58
19780307014069I,TAXING,AFTER LANDING,1,FOLLOWED BY,58
19780303015509I,ELECTRICAL EMERGENCY,JUMP START,1,FOLLOWED BY,61
19780311016379I,LOST DIRECTIONAL CONTROL,TOUCHDOWN,1,FOLLOWED BY,62
19780311016379I,BRAKES,WORN,1,HAS CAUSE,62
19780311016379I,BRAKES,AFTER,1,HAS CAUSE,62
19780525040389I,BRAKES,INEFFECTIVE LANDING,1,HAS EFFECT,80
19780525040389I,BRAKES,RAN FENCE,1,FOLLOWED BY,80
19780311016379I,BRAKE RESERVOIR,BRAKES,1,PART OF,62
19780327010619I,FUEL CAPS,LOST FUEL IN FLIGHT,1,HAS EFFECT,63
19780327010619I,FUEL CAPS,FUEL LEAK,1,HAS CAUSE,63
19780309015599I,FUEL LEAK,RIGHT TANK WAS NOT FUELED,1,HAS CAUSE,77
19780327010619I,AIRCRAFT,RAN OUT,1,HAS EFFECT,63
19780327010619I,AIRCRAFT,LANDED FOR FUEL,1,TIME PERIOD,63
19780429014759I,AIRCRAFT,FREEWAY,1,LOCATION,84
19780330011569I,LOST ELECTRICAL POWER,EXTENDED GEAR MANUALLY,1,HAS EFFECT,69
19780330011569I,EXTENDED GEAR MANUALLY,GEAR COLLAPSED,1,HAS EFFECT,69
19780402009009I,FAILED TO USE EMERGENCY GEAR EXTENSION,ELECTRICAL FAILURE,1,HAS CAUSE,70
19780403009359I,SHORT FINAL,LANDED SHORT OF RUNWAY,1,FOLLOWED BY,72
19780403009389I,FOUND FUEL GASOLATOR,CONTAMINATED,1,HAS EFFECT,73
19780603041629I,COLLAPSED,TAKEOFF RUN,1,TIME PERIOD,97
19780210005719I,CARB,COULD NOT TURN IT OFF,1,HAS CAUSE,75
19780416008469I,DAMAGE TO GEAR,PLANE HIT TAXIWAY LIP,1,HAS CAUSE,76
19780416008469I,DAMAGE TO GEAR,AFTER LANDING,1,EVENT DISTANCE,76
19780309015599I,RIGHT TANK,FUEL LEAK,1,HAS EFFECT,77
19780617046219I,PILOTS,FLIGHT,1,USED BY,81
19780520014159A,GUSTING TO 30K,?,1,EVENT DISTANCE,82
19780427013959I,FAILURE,FAILURE OF 2 TIRES,1,HAS CAUSE,83
19780427013959I,FAILURE,AIRCRAFT WAS CLEARED FOR TAKEOFF,1,TIME PERIOD,83
19780429014759I,FUEL CAP,AIRCRAFT,1,PART OF,84
19780429014759I,SUMPS,WATER IN FUEL,1,HAS EFFECT,84
19780501031459I,UNSCHEDULED LANDING,OIL COMING FROM ENGINES,1,HAS CAUSE,85
19780501031459I,UNSCHEDULED LANDING,BOTH OIL CAPS NOT LOCKED PROPERLY,1,HAS CAUSE,85
19780503031639I,FAULTY GEAR ACTUATOR,UNABLE TO EXTEND GEAR,1,HAS EFFECT,86
19780504031959I,DOOR,PILOT LOST CONTROL,1,HAS EFFECT,87
19780504031959I,DOOR,RAN OFF SIDE OF RUNWAY,1,EVENT DISTANCE,87
19780514033439I,ENGINE FIRE,BIRDS NEST,1,HAS CAUSE,88
19780519033989I,JETWAY,AIRCRAFT,1,PART OF,90
19780519033989I,JETWAY,PARKING AREA,1,LOCATION,90
19780526040429I,HYDRAULIC SYSTEM,GEAR RETRACTED,1,HAS EFFECT,92
19780528040689I,HOME-BUILT,PILOT,1,PART OF,93
19780515023299A,LOGGING OPNS,L SKID,1,MAINTAINED BY,95
19780603041599I,FLOAT PLANE,PLANE,1,INSTANCE OF,96
19780603041599I,FLOAT PLANE,FLOATS,1,PART OF,96
19780603041599I,FLOATS,SANK,1,HAS EFFECT,96
19780603041599I,FLOATS,WATER IN FLOATS,1,HAS CAUSE,96
19780603041599I,BALL COVERS,GONE,1,HAS EFFECT,96
19780603041629I,FLOAT STRUT,AIRPLANE STRUCTURE,1,PART OF,97
19780603041629I,FLOAT STRUT,COLLAPSED,1,HAS EFFECT,97
