c5_sources,node,count
19780106001449I;19780108002219I;19780110002479I;19780129004679I;19780219007659I;19780403009359I;19780416008469I;19780429014759I,ENGINE QUIT,9
19780106001449I,IMPROPER PREFLIGHT,1
19780108002219I;19780110002479I;19780112002729I;19780403009389I;19780507032369I,FORCED LANDING,9
19780110002479I;19780210006769I;19780403009359I;19780416008469I;19780429014759I;19780518033959I;19780529040959I,WATER IN FUEL,7
19780112002729I,POWER LOSS,1
19780112002729I,WATER FOUND,1
19780108002219I,FOUND FROZEN WATER,2
19780108002219I;19780219007659I;19780325010349I,FUEL SYSTEM,4
19780113002859I,ABORTED TAKEOFF,2
19780113002859I,UNABLE TO STOP,1
19780113002859I,STRIKING SNOW BANK,1
19780129004679I,ICE RESTRICTION,1
19780129004679I,LANDING MADE ON FROZEN LAKE,2
19780129004679I,FROZEN LAKE,1
19780129004679I,MAIN FUEL STRAINER,1
19780205005989I;19780206006039I;19780210005719I;19780210006769I;19780213006479I;19780218007139I;19780219007659I;19780225001789I;19780225001819I;19780228000419I;19780309015599I;19780325010349I;19780328011399I;19780429014759I;19780518033959I;19780522035289I;19780529040959I;19780613045599I,ENGINE,43
19780205005989I,ENGINE VIBRATED,1
19780205005989I,LOST POWER,1
19780205005989I;19780518033959I,QUIT,2
19780205005989I,CARBURETOR FLOAT BOWL,1
19780205005989I,CONTAMINATED WITH WATER,1
19780130004789I;19780206006149I;19780208007759I;19780210005719I;19780212006439I;19780218007139I;19780221000179I;19780225001819I;19780307014069I;19780309015599I;19780311016379I;19780316008589I;19780327010619I;19780330011569I;19780402009009I;19780409009699I;19780503031639I;19780504031959I;19780526040429I;19780528040689I;19780603041629I,PILOT,32
19780130004789I,FAILED TO CHECK POSITION OF GEAR HANDLE,1
19780130004789I;19780526040429I,GEAR HANDLE,3
19780130004789I;19780526040429I,GEAR RETRACTED,4
19780130004789I,TAKEOFF ROLL,1
19780102000459I,TAXIED OFF RUNWAY,2
19780102000459I,RUNWAY,1
19780102000459I,NIGHT,1
19780102000459I,LANDING LIGHT,1
19780102000459I,INOPERATIVE,1
19771213042839A,R AIL CTL,1
19771104034549A,RT BRAKE,4
19771104034549A,PUCK 70,1
19771104034549A;19780311016379I,WORN,2
19771104034549A,FADING,1
19771104034549A,LAST WK,1
19770927027719A;19780522035289I,WATER,3
19770927027719A,REAR COMPTMT FLOATS,1
19770927027719A,EXCEEDED AFT CG LMT,1
19770927027719A,THROTTLE FRICTION,1
19770927027719A,LOOSE,1
19780115003139I,AIRCRAFT OWNER,1
19780115003139I,NEW AIRCRAFT OWNER,1
19780115003139I,QUICK DRAIN,1
19780115003139I,PREFLIGHT,1
19780206006149I,FAILED TO REMOVE TOW BAR BEFORE TAKEOFF,1
19780206006149I,STRANGE NOISE DURING RETRACTION,1
19780206006149I,GEAR EXTENDED OK,1
19780206006149I,LANDED OK,1
19771016042599A,WIND,1
19771016042599A,GUSTING TO 25,1
19780206006039I,ENGINE COWLING,2
19780208007759I;19780330011569I,GEAR COLLAPSED,4
19780208007759I,HYDRAULIC RESERVOIR OUT OF FLUID,1
19780210006769I,200 FEET,1
19780210006769I;19780218007139I;19780225001789I;19780319009079I;19780416008469I;19780522035289I,AFTER TAKEOFF,7
19780210006769I,NO PILOT CERTIFICATE,2
19780211006969I;19780401007929I,NOSE GEAR,6
19780211006969I,COLLAPSE,1
19780211006969I,NOT BRACED,1
19780212006439I,FROST ON THE WINGS,1
19780212006439I,FAILURE TO USE FULL POWER,1
19780213006479I;19780221000179I,LOW OIL PRESSURE,3
19780218007139I,AFTER RECENT BLIZZARD,1
19780218007139I,SNOW PACKED,1
19780218007139I,ENGINE COWL,1
19780218007139I;19780311016379I,AFTER,2
19780225001789I,SHORTLY AFTER,1
19780225001789I,REFUELING,1
19780225001789I;19780316008589I,SYSTEM,5
19780225001789I,GASCOLATOR,1
19780225001789I,CARBURETOR,1
19780225001789I,CONTAINED WATER,1
19780225001819I,FUEL EXHAUSTION,1
19780225001819I,SOON AFTER LIFT OFF,1
19780225001819I,FUEL GAUGE,2
19780307014069I,BARRICADE,2
19780307014069I,UNLIGHTED,1
19780307014069I,TAXING,1
19780221000179I,NOT CHECKED IT BEFORE TAKEOFF,1
19780221000179I,OIL,1
19780228000419I,SURGING IN FLIGHT,1
19780228000419I,FUEL CONTAMINATION,1
19780228000419I,SHUT DOWN,1
19780303015509I,ELECTRICAL EMERGENCY,1
19780303015509I,JUMP START,1
19780311016379I,LOST DIRECTIONAL CONTROL,2
19780311016379I;19780409009699I,TOUCHDOWN,2
19780311016379I;19780525040389I,BRAKES,5
19780311016379I,BRAKE RESERVOIR,1
19780327010619I,FUEL CAPS,3
19780327010619I,LOST FUEL IN FLIGHT,1
19780309015599I;19780327010619I,FUEL LEAK,3
19780327010619I;19780429014759I;19780519033989I,AIRCRAFT,5
19780327010619I,RAN OUT,1
19780327010619I,LANDED FOR FUEL,1
19780316008589I,BRAKE FAILURE,2
19780316008589I,DITCH,1
19780316008589I,PURGED OF AIR,1
19780319009079I,NOSE GEAR SCISSORS,1
19780319009079I,LIFTOFF,1
19780319009079I,DROPPED OUT,1
19780325010349I,WATER CONTAMINATION,1
19780325010349I,FINAL APPROACH,1
19780328011399I;19780613045599I,WATER IN THE FUEL SYSTEM,2
19780328011399I,AFTER LIFT OFF,1
19780330011569I,LOST ELECTRICAL POWER,2
19780330011569I,EXTENDED GEAR MANUALLY,2
19780330011569I,BOTH GENERATOR ARMATURES EXTREMELY GALLED,1
19780402009009I,ROLLOUT,1
19780402009009I,EMERGENCY GEAR EXTENSION,1
19780402009009I;19780409009699I,ELECTRICAL FAILURE,3
19780402009009I,FAILED TO USE EMERGENCY GEAR EXTENSION,1
19780401007929I,HOLE,1
19780403009359I,LANDED SHORT OF RUNWAY,2
19780403009359I,FOUND,1
19780403009359I,SHORT FINAL,1
19780403009389I,ENGINE LOST POWER,1
19780403009389I,HIGHWAY,1
19780403009389I,FOUND FUEL GASOLATOR,1
19780403009389I,CONTAMINATED,1
19780409009699I;19780603041629I,COLLAPSED,3
19780210005719I,CARB,2
19780210005719I,COULD NOT TURN IT OFF,1
19780210005719I,STOPPED,1
19780416008469I,DAMAGE TO GEAR,2
19780416008469I,PLANE HIT TAXIWAY LIP,1
19780309015599I,VACUUM IN THE TANK,1
19780309015599I,A NON-VENTED CAP,1
19780309015599I,RIGHT TANK,1
19780309015599I,RIGHT TANK WAS NOT FUELED,1
19780507032369I,OIL LEAK,1
19780507032369I,FOUND LOOSE OIL CAP,1
19780525040389I,INEFFECTIVE LANDING,1
19780525040389I,RAN FENCE,1
19780617046219I,BEFORE REPAIRS WERE COMPLETED,1
19780617046219I,MAG FAILURE,1
19780617046219I,PILOTS,1
19780520014159A,GUSTING TO 30K,1
19780520014159A,?,1
19780427013959I,FAILURE,2
19780427013959I,FAILURE OF 2 TIRES,1
19780427013959I,AIRCRAFT WAS CLEARED FOR TAKEOFF,1
19780429014759I,FUEL CAP,1
19780429014759I,SUMPS,1
19780429014759I,FREEWAY,1
19780501031459I,UNSCHEDULED LANDING,2
19780501031459I,OIL COMING FROM ENGINES,1
19780501031459I,BOTH OIL CAPS NOT LOCKED PROPERLY,1
19780503031639I,FAULTY GEAR ACTUATOR,2
19780503031639I,UNABLE TO EXTEND GEAR,1
19780504031959I,DOOR,2
19780504031959I,PILOT LOST CONTROL,1
19780504031959I,RAN OFF SIDE OF RUNWAY,1
19780504031959I,DOOR POPPED OPEN,1
19780514033439I,ENGINE FIRE,1
19780514033439I,BIRDS NEST,1
19780518033959I,BACKFIRED,1
19780518033959I,THIRD TOUCH AND GO,1
19780518033959I,LANDED STRAIGHT AHEAD,1
19780519033989I,JETWAY,2
19780519033989I,PARKING AREA,1
19780526040429I,DOWN POSITION,1
19780526040429I,HYDRAULIC SYSTEM,2
19780528040689I,HOME-BUILT,1
19780528040689I,AILERON CONTROLS,1
19780529040959I,SPUTTERED AND QUIT,1
19780529040959I,CRUISE,1
19780529040959I,MARSHY AREA,1
19780529040959I,TIPPED UP ON NOSE,1
19780515023299A,LOGGING OPNS,1
19780515023299A,L SKID,1
19780603041599I,FLOAT PLANE,2
19780603041599I,PLANE,1
19780603041599I,FLOATS,3
19780603041599I,SANK,1
19780603041599I,WATER IN FLOATS,1
19780603041599I,BALL COVERS,1
19780603041599I,GONE,1
19780603041629I,FLOAT STRUT,2
19780603041629I,AIRPLANE STRUCTURE,1
19780603041629I,TAKEOFF RUN,1
19780603041629I,WIRED TO A BRACE,1
