c5_sources,node,count
19781108022239I;19790718019229I;19870309039779I,PARKED AIRCRAFT,3
20000625032189I,NORTHWEST AIRLINES DC-10 BOEING,1
19860530030499A,OVERHEAT,1
19860530030499A,HOT OIL SMELL,1
19860530030499A,FAILED TO REMOVE AIR INTAKE PLUGS,1
19860530030499A,NOSED OVER IN FURROWS,1
19821117066379I,ACCESS DOOR,1
19790210002629A;19821117066379I,FUSELAGE,2
19950602032329I,VEERED OFF TAXIWAY,1
19950602032329I,STRUCK TAXIWAY LIGHT,1
19780429014759I;19901101064289I,FUEL CAP,2
19780309015599I;19790224007469I;19901101064289I,RIGHT TANK,3
19780112002729I;19780509032859I;19780625035919I;19781102023549I;19781128024449I;19790207002459A;19790312008529I;19790410008789A;19790421024749I;19790429005459A;19790528028209I;19790623022919A;19790627017429I;19790916031359A;19791014005659A;19791128035159A;19800119018919I;19800219031689I;19800223029599I;19800224029629I;19800403047119I;19860706034879A;19950804028629A,WATER,25
19780112002729I;19780509032859I;19780903028619A;19781102023549I;19790210002629A;19790312008529I;19790410008789A;19790429005459A;19790528028209I;19790605014519I;19790627017429I;19791128035159A;19800224029629I;19860706034879A;19950804028629A,FUEL,16
19840121015319I,SOLID ICE IN CARBURETOR BOWL,1
19790211007509A;19800421009329A;19870523018729A;19871211075169A;19910710026989A;19950527014439A,CLIMBOUT,7
19950527014439A,TOW RELEASE,1
19950527014439A,ROLLED BOTH WAYS,1
19950527014439A,SPIRAL TO IMPACT,1
19950527014439A,NEGLECTED TO CONNECT RIGHT AILERON,1
19850418016709I,POWER FAILURE,1
19780913017419I,FRONT BAGGAGE DOOR,1
19870606018859A,UNABLE TO STAY AIRBORNE,1
20050504010229A,SIKORSKY S-70A,2
19790309032649A;20050504010229A,INFLIGHT,2
20050429009279I,PARKING,1
19890723054159I,INSUFFICIENT NUMBER OF SEATS AND OXYGEN MASKS,1
19890723054159I,PASSENGERS ONBOARD,1
19790309032649A;19970523014439I,CARGO DOOR,3
19781108022239I;19790223006939I,JET BLAST,2
19940226003029A;19950804028629A;19980508008619A,LOST POWER,3
19780221000179I;19980508008619A,FAILED TO VISUALLY CHECK FUEL,2
19940818022409A,LEFT ENGINE,1
19940818022409A,NEAR H71,1
19940818022409A,BAD OIL LEAK,1
19940818022409A,CRACKED ENGINE CASE,1
19790222003429A;19790405013359I;19790511011259A;19790515018139A;19791126034419A;19920405008919A,ATTEMPTED TAKEOFF,8
19920405008919A,2500 FT SOD STRIP,1
19920405008919A,HIT TREES,1
19780108002219I;19780110002479I;19780112002729I;19780403009389I;19780507032369I;19780509032859I;19780811037539I;19780904017739I;19781102023549I;19781114026859I;19790204002289A;19790207005159I;19790210006409I;19790312008529I;19790410008789A;19790520026369I;19790528028209I;19790627017429I;19800127019329I;19800504044909I;19800519054059I;19800714060679I;19840821046409A;19871027060859A;19980620030289I,DURING FORCED LANDING,28
19840821046409A,FAILURE,2
19840821046409A,ANNUAL INSPECTION,1
19950216008379I,CESSNA 207,4
19950216008379I,BETHEL AIRPORT,1
19850525020799A,STRUCK TREE,1
19850525020799A,3 MILES FROM AIRPORT,1
20010421009329I,RPM LOSS,1
19780403009359I;19780529040959I;19780820049069I;19780825038179I;19780829037939I;19781009029939I;19790113001939I;19790609011809A;19790813030889I;19790820032669I;19790829023019A;19790916031359A;19791221039859A;19850729066139I;19871211075169A;19911222062669I;19940226003029A;19960524045629A,LANDED,22
19960524045629A,SEA ICE,1
19871211075169A,ROUGH ENGINE,1
19871211075169A,CITY STREET,1
19780211006969I;19780401007929I;19790918023659I;19800413049409I;20010910029739I,NOSE GEAR,5
19871027060859A,IFR DUAL FLIGHT,2
19870523018729A;19871027060859A,PILOT ERROR,2
19800608019219A;19910710026989A,STALLED,3
19910710026989A,SEAT TRACK,1
19910710026989A,NO LOCKING PINS,1
19910710026989A,SEAT PIN,1
19910710026989A,BENT,1
19910710026989A,BELT,1
19910710026989A,NOT FASTENED,1
19780112002729I;19780509032859I;19780904017739I;19781102023549I;19781128024449I;19790312008529I;19790425024979I;19790627017429I;19800319040039I,POWER LOSS,11
19950314029269I,N7016M,1
19950314029269I,AMATEUR BUILT AIRCRAFT,1
19780106001449I;19780221000179I;19950314029269I,EMERGENCY OFF AIRPORT LANDING,5
19950314029269I,NEAR THE BLO,1
19950314029269I,MARCH 14, 1995
19780225001819I;19780825038179I;19790507025919I;19790520026369I;19800804037399A,FUEL EXHAUSTION,5
19800804037399A,FUEL SIPHONED,1
19780402008409I,WORN OUT & INEFFECTIVE BRAKES,1
19780402008409I;19800807063609I,STRUCK,2
19780225001819I;19790807029619I;19800128019779I;19911222062669I,AFTER LIFTOFF,5
19780113002859I;19780607020299A;19911222062669I,ABORTED,4
19911222062669I,NOTICED,1
19780316008589I;19780504031959I;19780808049829I;19790712020439I;19791210043359A;19800429039119A;19800523016979A;19911222062669I,RUNWAY,9
19780504031959I;19780808049829I;19781108022269I;19790224007709I;19790623014019A;19791210036229A;19911222062669I,RAN OFF,9
19781210024199I,WHEELS,1
19781210024199I,SNOW PACKED IN THE WHEEL PANTS,1
19950804028629A,LANDED HARD,2
19950804028629A,ROUGH WATER,1
19950804028629A,DAMAGED,2
19770927027719A;19950804028629A,FLOATS,2
19950804028629A,LONGERON,1
19950804028629A,MISREAD,2
19950804028629A,WATER IN SUMP,1
19780228000419I;19790427100559I;19790602009889A;19800223026959I;19800403047119I;20040925025079A,FUEL CONTAMINATION,8
20040925025079A,AIRFRAME FUEL FILTER,1
20040925025079A,FUEL FILTER,1
20040925025079A,ENGINE DRIVEN FUEL PUMP FILTER,1
19870309039779I,N106DA,1
19870309039779I,BRAKE PROBLEMS,1
20020619014309A,N759TY,1
20020619014309A,CE-182,1
19951031041599A,FIRST TEST FLIGHT,1
19951031041599A,STORAGE,1
19781114026859I;19791014052729I;19791221039859A;19800216026099I;19800504044909I;19850729066139I,FIELD,6
19940226003029A,LEFT FUEL CAP LEAKED,3
19940226003029A,PRIVATE STRIP,1
19940226003029A,NOSED OVER,1
19940226003029A,PREVENTED GRAVITY FUEL FLOW,1
20010411006739I,HELIPAD,1
19870816062719I,COPPER TUBE,1
19870816062719I,AERIAL BANNERS,1
19980620030289I,HIGHWAY 93,1
19990923027739A,N153JC,1
19990923027739A,HOMEBUILT CIERNIA GLASAIR III,1
19980415037339I,NOSE BAGGAGE DOOR,1
19980415037339I,NOSE LANDING GEAR,1
19950826026019A,NR1 ENGINE,1
19950826026019A,COMPRESSOR STALL,1
20000215041409A,BEECH 1900D,1
20000215041409A,N81SK,1
20000215041409A,SKYWAY AIRLINE,1
20000215041409A,SKYWAY AIRLINE FLIGHT,1
20000215041409A,FEBRUARY 19, 2000
19800608019219A;19880527016939A,AVOIDING TREES,2
19800331045949I;19970828026989A,DURING TAKEOFF ROLL,2
19970828026989A,LOUD POP,1
19970828026989A,RWY,1
19970828026989A,CORNFIELD,1
19870523018729A,CANOPY,2
19870523018729A,UNCONTROLLED GROUND COLLISION,2
20030620012809I,OIL FILLER CAP,1
19750315005389A,TAILWHEEL,1
19750315005389A,PRIOR TO TKOF,1
19751029037799A,2ND ILS APCH,1
19751029037799A,G/S INOP,1
19751209037899A,RETURNED,2
19751209037899A,SOFT BRAKE,1
19751209037899A,STRONG WINDS BOS,1
19750818025579A,R MAIN GR,1
19750818025579A,TAXI OFF HARD SFC,1
19750923031109A,DEP,2
19750923031109A,DEST,1
19750923031109A,KNOWN ELEC PROB,1
19760215007629A;19770703018529A,FIRST FLT,2
19760215007629A,MTNS OBSCURED,1
19760507010379A,GEAR-UP LANDING,1
19760507010379A,MESQUITE BRUSH,1
19760730023679A,ELECT SYST,1
19760730023679A,WENT DEAD,1
19770702018479A,R RUDDER CABLE,1
19770702018479A,BATTERY BOX SUPPORT STRUCTURE,1
19770814024089A,L MAG,1
19770814024089A,INOP,1
19770530012939A,WRONG PROP,1
19770530012939A,INSTALLED,1
19770528021299A,R BRAKE,1
19770528021299A;19800822082749I,AGAIN,2
19770705018649A;19780805024609A,MIXTURE CONTROL,2
19770705018649A,HANDLE,1
19770617020389A;19790808027309A,INSUFFICIENT ALTITUDE,2
19770617020389A,UNSUCCESSFUL AUTOROTATION,1
19770703018529A,AFTER ANNUAL,1
19780108002219I;19780110002479I;19780129004679I;19780210006769I;19780219007659I;19780328011399I;19780416008469I;19780429014759I;19780529040959I;19780613045599I;19780811037539I;19780829037939I;19781114026859I;19790127003859I;19790207005159I;19790210006409I;19790224007469I;19790421024749I;19790427100559I;19790528028209I;19790705018829I;19791015052549I;19791103056779I;19800129002139A;19800219031689I;19800322006789A;19800607046889I,AFTER ENGINE QUIT,33
19780108002219I;19780110002479I;19780210006769I;19780225001789I;19780416008469I;19780429014759I;19780518033959I;19780529040959I;19780725039589I;19780829037939I;19790127003859I;19790210006409I;19790211007509A;19790425024979I;19790705018829I;19790801021959A;19790808027309A;19790919027319A;19791102034159A;19800415047829I;19800519054059I;19800607046889I,WATER IN FUEL,26
19780108002219I,FROZEN,1
19780113002859I,UNLOCKED DOOR,1
19780129004679I;19780708043109I;19781128024449I;19790203005099I;19790309032649A;19790712020439I;19790807029669I;19800114013749I;19800807063609I;19800822082749I,AFTER LANDING,10
19780129004679I,FROZEN LAKE,1
19780129004679I;19780210005719I;19790204002289A;19790207005159I;19790224007469I;19800119018919I,ICE,9
19780129004679I,MAIN FUEL STRAINER,1
19770927027719A,REAR COMPTMT,2
19770927027719A,EXCEEDED AFT CG LMT,1
19771016042599A,WIND,1
19771016042599A;19780520014159A,GUSTING TO 25,2
19780211006969I,FERRIED FROM AN EARLIER COLLAPSE,1
19780219007659I,ICE IN THE FUEL SYSTEM,1
19780218007139I,SNOW PACKED IN ENGINE COWL,1
19780225001789I,SYSTEM,1
19780225001789I;19780625035919I;19790204002289A;19800219031689I,GASCOLATOR,5
19780225001789I;19780527014729A;19790204002289A,CARBURETOR,3
19780221000179I;19790813030889I,LOW OIL PRESSURE,3
19780228000419I,BEGAN SURGING,1
19780303015509I,ELECTRICAL EMERGENCY,2
19780303015509I,JUMP START,1
19780421012829I,AIRCRAFT LIGHT,1
19780421012829I,DIMMING,1
19780421012829I;19780617046219I;19780629034269I,BEFORE FLIGHT,3
19780421012829I;19790210002629A;19790306009619I;19790313008789I;19800615052619I,NIGHT,5
19780316008589I;19781119026389I;19800623021719A,DITCH,3
19780325010349I,WATER CONTAMINATION IN THE FUEL SYSTEM,1
19780328011399I,AFTER LIFT OFF,1
19780328011399I;19780613045599I;19780626034739I;19781128024449I;19790113001939I;19800217031679I,WATER IN FUEL SYSTEM,7
19780402009009I;19780409009699I;19790710018689I;19800427044589I,ELECTRICAL FAILURE,4
19780402009009I;19780923027059I,FINAL,2
19780403009359I;19790316004809A,SHORT OF RUNWAY,2
19780403009389I;19790820032669I,HIGHWAY,2
19780409009699I,EXTENDED GEAR MANUALLY,1
19780309015599I,VACUUM IN THE TANK,1
19780309015599I,NON-VENTED CAP,1
19780309015599I,FUEL LEAK,1
19780507032369I;19800815066579I,OIL LEAK,2
19780617046219I,MAG. FAILURE,1
19780520014159A,GUSTING TO 30K,1
19780429014759I,LANDED ON FREEWAY,1
19780501031459I;19800408048109I,UNSCHEDULED LANDING,2
19780501031459I,OIL COMING FROM ENGINES,2
19780501031459I,BOTH OIL CAPS NOT LOCKED PROPERLY,1
19780503031639I;19780901016759I,UNABLE TO EXTEND GEAR,2
19780503031639I,FAULTY GEAR ACTUATOR,1
19780514033439I,ENGINE FIRE,1
19780514033439I,BIRDS NEST,1
19780526040429I,GEAR HANDLE,2
19780526040429I;19781216025369I,UP POSITION,2
19780526040429I,TAXIING,2
19780526040429I,PUT GEAR HANDLE IN UP POSITION,1
19780526040429I,DURING RUNUP,1
19780526040429I,HYDRAULIC,1
19780529040959I,MARSHY AREA,1
19780527014729A,AIR BOX ASSEMBLY,1
19780616046119I;19790318009019I;19791014052729I,MADE PRECAUTIONARY LANDING,4
19780616046119I,LOW POWER,1
19780616046119I,CARBURETOR HEAT,1
19780616046119I;19791103056779I,OVER RICH MIXTURE,2
19780623018469A,LOSS OF ALTERNATOR EXCITING CURRENT,1
19780623018469A,LOOSE BATTERY POST,1
19780607020299A,AIRBORNE,1
19780623036259I,SMOKE AND FUMES IN COCKPIT,1
19780623036259I,GRASS AND DIRT IN ENGINE COMPARTMENT,1
19780625035919I,FOREIGN MATERIAL,1
19780625035779I,FUEL SELECTOR MOVED BY A PASSENGER,1
19780812020899A,FUEL VENT LINE,1
19780812020899A,MUD DAUBERS,1
19780810035619A,LOW OIL STATE,1
19780810035619A,LNDD IN FLOODED ALFALFA FIELD,1
19780820049069I,OAT FIELD,1
19780805024609A,PLT,1
19780704042039I,INOPERATIVE RADIO,1
19780629034269I,RADIO FAILURE,1
19780708043109I,OVERSHOT,2
19780708043109I;19790113001939I;19790609011809A,AIRPORT,3
19780901016759I,DEFLATED NOSE GEAR STRUT,1
19780904017739I,JET FUEL,1
19780920018899I,EXPLOSION,1
19780920018899I,EXHAUST TUNNELS DAMAGED,1
19780925018069I,SMOKE FROM NACELLE,1
19780903028619A,EXCESSIVE WATER,1
19780923027059I;19781230020029I,TOTAL ELECTRICAL FAILURE,3
19780829037939I;19780923027059I;19790421024669I;19800109001489A;19800501044549I;19800518014229A,GEAR,9
19780923027059I,PARTIALLY EXTENDED,1
19780923027059I;19800109001489A;19800413049409I,COLLAPSED,4
19780923027059I,AFTER TOUCHDOWN,1
19781009029939I,TAKEOFF RUNWAY,1
19780829037939I,REMAINING RUNWAY,1
19790119001139A;19800321006629A,FAILED TO CLIMB,2
19781231044159A;19790119001139A,AIRFRAME ICE,2
19781108022269I;19800429039119A,SIDE OF TAXIWAY,2
19781114026859I,ICE IN FUEL LINES,1
19781128024449I,FUEL STORAGE TANK,1
19781230019999I;19791015052549I;19791022054789I;19800716028479A,FUEL STARVATION,4
19781230020029I;19790319004969A;19790410008789A;19790801021959A;19791102034159A;19800127019329I,ENGINE FAILURE,6
19790106001239I,TIRES,1
19790106001239I,BLOWN ON LANDING,1
19790107000829I,FLAMED OUT,1
19790116002119I,EMERGENCY LIFT-OFF,1
19790116002119I,MAINTENANCE EQUIPMENT ON THE RUNWAY,1
19781110039789A,1/4IN ICE,1
19781205041369A,ELEVATOR GUST LOCK,1
19781205041369A,CRPATH,1
19781119026389I,WHEEL,1
19781119026389I;19800129020169I;19800822082749I,BRAKES,5
19781119026389I,INSUFFICIENT FLUID,1
19781216025369I,LANDING GEAR SELECTOR,1
19790127003859I,LOCAL STORAGE TANK,1
19781117041969A;19781231044159A;19790510009019A,FROST ON THE WINGS,3
19781231044159A,TRIM HINGES,1
19781207022839I;19790224005689A,SNOW,3
19781207022839I,ENGINE COMPARTMENT,1
19781207022839I,MELTED,1
19781207022839I,MELTED SNOW,1
19781207022839I,FROZE UP THROTTLE LINKAGE,1
19781102039739A;19790216014249A,GUST LOCK,2
19781102039739A,R WING,1
19781102039739A,SUB DMG,1
19781102039739A,CESSNA 172,2
19781102039739A,N8107T,1
19781223039539A,GENERATOR,1
19781223039539A,CIRCUIT BREAKER,1
19790203005099I,AFTER LOSING RIGHT BRAKE,1
19790203005099I;19800620022039A,VEERED OFF RUNWAY,3
19790207005159I,FUEL STRAINER,1
19790223006939I,BAGGAGE CART TO ROLL INTO B99,1
19790306009619I;19790313008789I,TAXIED,3
19790306009619I,DRAINAGE DITCH,1
19790318009019I,LOW OVERCAST,1
19790318009019I,INSTRUMENT LIGHT INOPERATIVE,1
19790207002469A,ARMED FLARE GUN,2
19790207002469A,CABIN,1
19790207002469A,FALLING FROM GLOVE BOX,1
19790316004819A,RESTRICTED STEERING,1
19790222003429A;19790316004819A,FROST,2
19790316004819A,UNABLE TO CONTROL,1
19790222003429A;19790224005689A;19790510009019A,WINGS,3
19790224005689A,FAILED TO REMOVE SNOW,1
19790414012459I,FUEL SYSTEM CONTAMINATED,1
19790211007509A;19790712020439I;19800223026959I,STOPPED,4
19790211007509A;19791017051209I;19791022054789I;19800223026959I,ENGINE STOPPED,7
19790211007509A,EMERGENCY CRASH LANDING,1
19790410008789A,COMPANY OWNED FUEL TANKER,1
19790407008559A,ELEVATOR CONTROL,1
19790407008559A,PARACHUTE,1
19790321010439A;19791126034419A,STUDENT,3
19790321010439A,MULTIENGINE AIRPLANE,1
19790321010439A,FEATHERED WRONG ENGINE,2
19790321010439A;19790524200519I;19800216026099I;19800716028479A,DURING EMERGENCY LANDING,4
19790207002459A;19800223029599I,FUEL TANKS,2
19790222003429A,6700 FT ALTITUDE,1
19790222003429A,ICE AND SNOW COVERED LAKE,1
19790204002289A,FLEXIBLE HOSE,3
19790204002289A,AIR FILTER,1
19790319004969A,CONTAMINATED FUEL,1
19790316004809A,GROUND,1
19790210002629A,FCD LDG,1
19790210002629A,HARD LDG,1
19790210002629A,APT,1
19790210002629A;19790928027659A,FUEL STAINS,3
19790210002629A,WING DRAINS,1
19790210002629A,ONBOARD,1
19790309032649A,DOOR,2
19790421024749I;19790916031359A,FUEL SYSTEM,3
19790421024749I,DEBRIS,1
19790224007709I,WINDSHIELD,1
19790224007709I,INOP HEATER,1
19790224007709I,LANDED LONG,2
19790224007709I,APPROACH,1
19790224007709I;19800321006629A,DEPARTURE END OF RUNWAY,2
19790224007469I,EMPTY TANK,2
19790224007469I,LEFT TANK,1
19790421024669I,BROKEN EXTENSION CABLE,1
19790605014519I,CAPTAIN,1
19790615016499I,TOW BAR,1
19790615016499I,NOSE WHEEL,1
19790425024979I;19790510009019A,UNABLE TO MAINTAIN FLIGHT,2
19790510009019A,MODERATE FROST,1
19790515018139A,FLIGHT CONTROLS,1
19790623022919A,SPUTTERING,2
19790623022919A,BURNED,1
19790623022919A;19800322006789A,FUEL LINES,2
19790524200519I,FUMES,2
19790524200519I,PASSENGER CABIN,1
19790609011809A,LOST ELECT. POWER,1
19790622017199I,RUNWAY AT HOME,1
19790513026659I,LOSS OF OIL PRESSURE,1
19790513026659I,ENGINE SHUTDOWN,1
19790513026659I,MINOR OIL LEAK,1
19790525014229A,GROUND RUN UP,1
19790525014229A,VIBRATE,1
19790525014229A,IMPROPERLY SERVICED STRUTS,2
19790525014229A,SELF DESTRUCTED,1
19790525014229A,GR RESONANCE,1
19790511011259A,ICE ON AIRFRAME,1
19790507025919I,UNABLE TO RESTART ENGINE,1
19790602009889A,FAILED ENROUTE,1
19790602009889A,DITCHED IN THE OCEAN,1
19790602009889A,ACCIDENT,1
19790809030499I,FUEL CONTAMINATED WITH DIRT AND WATER,1
19790807029619I,OIL CAP,1
19790705018829I;19790807029619I,DURING PREFLIGHT,2
19790807029619I;19800128019789I,OIL,3
19790807029619I,COWL,1
19790807029669I;19800620022039A,LOST DIRECTIONAL CONTROL,2
19790807029669I,SOLO,1
19790807029669I,ILLEGAL,1
19790813023739A,WATER AND TRASH IN FUEL,1
19790705018829I,FAILED TO DRAIN,1
19790829023019A,SOYBEAN FIELD,1
19790829023019A,FLIPPED OVER,1
19790710018689I,MANUAL GEAR EXTENSION,1
19790918023659I,NOSE GEAR DOOR RETRACT RODS,1
19791017051209I,OBSTRUCTED FUEL VENT LINE,1
19791030053329I,NIGHT FLIGHT,1
19791030053329I,BATTERY,1
19791030053329I,DISCHARGING,1
19791030053329I,EMERGENCY GEAR SYSTEM,1
19790916031359A;19791210036229A;19800623021719A,END OF RUNWAY,3
19790919027319A,FAILED,1
19790928027659A,TOP OF LEFT WING,1
19791014005659A,STUDENT PILOT,3
19791014005659A,SHORTLY AFTER TAKEOFF,1
19791014005659A;19800119018919I,STRAINER,2
19791014005659A,OUT OF LICENSE,1
19791116043249A,BROKEN EXHAUST PIPE,1
19791116043249A,AIRLINE,1
19791014052729I,BECAME ROUGH,1
19791222048669I,LAND GEAR,1
19791222048699I,IMPROPERLY FUELED FOR DEPARTURE,1
19791219034489A,HARD AUTOROTATE LANDING,1
19791219034489A,WIND RAISED LIGHT SLING LOAD,1
19791126034419A,CFI,1
19791126034419A,SNOW COVERED RWY,1
19791126034419A,ICE ON WINGS,2
19791126034419A,UNABLE TO CLIMB,1
19791126034419A,OFF END RWY,1
19791221039859A,WATER IN TANKS,1
19791221039859A,ENGINE TO STOP,2
19791228036809A,SNOW & ICE,1
19791210043359A,UNABLE TO STOP,1
19791210043359A,DROPPED,1
19791210043359A,CLIFF,1
19800109001489A,ELECTRIC POWER,1
19800109001489A,LOSS,1
19800109001489A,ON LANDING ROLL,1
19800114013749I,COPILOT LANDING,1
19800113015049I,NORMAL TIE DOWN AREA,1
19800118015029I,LANDING GEAR,1
19800118015029I,RETRACT RODS,1
19800120016369I,STICKING FLAP,1
19800128019739I,TEMPERATURE,1
19800128019739I,16 BELOW ZERO,1
19800119018919I,LOWEST POINT IN FUEL SYSTEM,2
19800128019779I,SMOKE,3
19800128019779I,COCKPIT,1
19800128019779I,RAG IN THE ENGINE COWL,1
19800128019789I,COWLING,1
19800129020169I,FREEZING UP,1
19800217031679I,WATER IN FUEL TANKS,1
19800129002139A,WATER AND DIRT IN FUEL TANK,1
19800208002479A,HARD LANDING,1
19800208002479A,THROTTLE FROZE UP,1
19800208002479A,SNOW AND ICE,1
19800208002479A,SURFACE AT DEPARTURE,1
19800223026959I,CARBURETOR ICE,1
19800228028039I,UP ELEVATOR,1
19800228028039I,PROP BLAST DURING TAXI,1
19800319040039I,LOSS OF OIL,1
19800320047429I;19800805067769I,TAKEOFF WARNING HORN,2
19800320047429I;19800507051499I,ABORTED TAKEOFF,2
19800331045949I,60 MPH,1
19800403047119I,TANKS,1
19800225005279A,SEAT,2
19800225005279A;19800611054319I,AIRPLANE,2
19800225005279A,TAXI FOR TAKEOFF,1
19800321006629A,HIT TREE,1
19800322006789A,WATER IN TANK,1
19800322006789A,DIDN'T DRAIN FUEL LINES,1
19800322006789A,QUIT ON TAKEOFF,1
19800322006789A;19800413049409I,PLANE,3
19800408048109I,FAILED TO REMOVE NOSE DOWNLOCK PIN,1
19800415047829I,ENGINE STOPPAGE,1
19800501044549I,EMERGENCY SYSTEM,1
19800507051499I,ACCESS DOOR LIGHT CAME ON,1
19800519054059I,LOUD NOISES,1
19800518014229A,DAMAGE TO LEFT WING,1
19800413049409I;19800523016979A,AFTER MAINTENANCE,2
19800508011869A,DID NOT CHECK FUEL TIME USED,1
19800423010499A,GEAR UNSAFE LIGHT,1
19800423010499A,LIGHT,1
19800423010499A,GO-AROUND,1
19800423010499A,STARTED WITHOUT ADVANCING PROPS,1
19800423010499A,SETTLED,1
19800423010499A;19800620022039A,INTO TREES,2
19800608019219A,STUCK RINGS AND VALVES,1
19800608019219A,SLUDGE IN OIL,1
19800421009329A,GEAR RETRACTION,2
19800421009329A,EMERGENCY GEAR HANDLE,1
19800424010429A,MAIN ROTOR,1
19800424010429A,SEVERED TAIL ROTOR,1
19800523016979A,AILERONS,1
19800523016979A,WING-TIP,3
19800523016979A,WING,1
19800523016979A,AFTER LIFT-OFF,1
19800714060679I;19800716028479A,ENGINE FAILED,3
19800714060679I,LACK OF OIL,1
19800805067769I,TAKEOFF REJECTED,1
19800822082749I,INOPERATIVE,1
19800822082749I,HYDRAULIC RESERVOIR,1
19800822082749I,REPLACED,1
19800815066579I,DIPSTICK NOT BEING SECURED,1
19800807063609I,LOG IN TALL GRASS,1
19800807063609I,EVENT,1
19800823080969I,ELECTRICAL SYSTEM FAILURE,1
19800823080969I,CORRODED BATTERY LEAD,1
19800716028479A,CRASH,1
19800707059709I,PREVIOUS LANDING,1
19800707059709I,ROUGH PRIVATE RUNWAY,1
19800820066389I,BENT ACTUATOR,1
19800820066389I,PREVIOUS BRAKE AND TIRE FAILURE,2
19800820066389I,BENT THE ROD,1
