c5_sources,node,count
19850315007389A,ALTIMETER,1
19850315007389A,ICING,3
19850315007389A,ALTIMETER NOT IFR CERTIFIED,1
19850315007389A,ICING FORECAST,1
19850418016709I,ENGINE POWER FAILURE,1
19850418016709I,LANDED IN FIELD,2
19850418016709I,AEROBATICS,1
19850418016709I,DID NOT VISUALLY INSPECT FUEL TANKS,1
19850525020799A,TOUCHED DOWN,2
19850525020799A;19980620030289I,3 MILES,2
19850525020799A,AIRPORT,1
19850525020799A,ATTEMPTED DOWNWIND GO AROUND,1
19850525020799A,STRUCK TREE,2
19850525020799A,DOWNWIND GO AROUND,1
19850729066139I,ELEVATOR CONTROL,3
19850729066139I,JAMMED,1
19850729066139I,STICK BOOT NOT FASTENED TO FLOOR,1
19850729066139I,LANDED IN A FIELD,1
19850729066139I,SHEN HARNESS,1
19850729066139I,ELEVATOR CABLE,1
19860228038269I;19870319012959I,NOSE GEAR,3
19860228038269I,FAILED TO RETRACT,1
19860228038269I;19870319012959I,PIN,3
19860228038269I,NOT BEEN REMOVED,1
19860228038269I;19960322013629I,MAINTENANCE,2
19860228038269I,FOUND THAT PIN HAD NOT BEEN REMOVED,1
19860128014289I,FORWARD CARGO DOOR,1
19860128014289I,FOLLOWED BY,1
19860128014289I,OBJECTS,1
19860128014289I,HAS EFFECT,1
19860128014289I,RETURNED,1
19860128014289I,FAILED TO SEE WARNING LIGHT,2
19860514036219I,GROUND LOOPED,1
19860514036219I,Landing,1
19860514036219I,TAILWHEEL,2
19860514036219I,Jammed,1
19860514036219I,Far right,1
19860706034879A,LOST POWER ON TAKEOFF,1
19860706034879A,FLIPPED ON LANDING,1
19860706034879A,TANKS,1
19860706034879A,FUEL,1
19860530030499A,ENGINE OVERHEAT,1
19860530030499A,HOT OIL SMELL,2
19860530030499A,KNEW HE HAD FAILED TO REMOVE AIR INTAKE PLUGS,1
19860530030499A,NOSED OVER IN FURROWS,1
19860530030499A;20030620012809I,FAILED,3
19860530030499A,PLOWED,1
19861114075329I,TCA,1
19861114075329I,MALFUNCTIONING ENCODING ALTIMETER,1
19870309039779I,N106DA,1
19870309039779I,BRAKE PROBLEMS,2
19870523018729A,CANOPY,1
19870523018729A,GROUND COLLISION,3
19870523018729A,CANOPY OPEN,2
19870523018729A;19950527014439A;19951031041599A,CLIMBOUT,3
19870523018729A;19871027060859A,PILOT ERROR,2
19870606018859A,UNABLE TO STAY AIRBORNE,1
19870606018859A;19911222062669I,ABORTED,2
19870606018859A,GROUND LOOP,2
19870606018859A,TREE,1
19870606018859A,MAG SWITCH,1
19870606018859A,MAG,1
19871027060859A,IFR DUAL FLIGHT,1
19871027060859A,ELECTRIC POWER LOSS,3
19871027060859A,STRUCK POWER POLE,2
19871027060859A,POWER POLE,1
19871027060859A,CIRCUIT BREAKER,1
19871027060859A;19951031041599A,POWER,2
19870816062719I,COPPER TUBE,2
19870816062719I,HOLD AERIAL BANNERS,1
19870816062719I,HOUSE,1
19870816062719I,OPERATOR,1
19870816062719I,LOCAL,1
19871211075169A,ROUGH ENGINE,2
19871211075169A,SPARK PLUGS OUT OF TOLERENCE,1
19871211075169A;19940412011509I,LANDED,3
19871211075169A,CITY STREET,1
19871211075169A,PRIMER UNLOCKED,1
19880527016939A,INITIAL CLIMBOUT,1
19880527016939A,CRASH LANDING,1
19880527016939A,AVOIDING TREES,1
19880527016939A,SELECTED FUEL TANK,1
19880527016939A,EMPTY,1
19880527016939A,TRIP,1
19880527016939A,GET FUEL,1
19890723054159I,DETERMINATION,3
19890723054159I,INSUFFICIENT NUMBER OF SEATS,1
19890723054159I,OXYGEN MASKS,1
19890723054159I,PASSENGERS ONBOARD,1
19890723054159I,ONBOARD,1
19890725041869I;19930530020029I,PILOTS SEAT,3
19890725041869I,FULL AFT POSITION,1
19890725041869I,PARKED PLANE,1
19900425011659A;19901101064289I,FUEL CAP,4
19900425011659A,FUEL SIPHONED,2
19900425011659A,RAN OUT OF FUEL,1
19900425011659A,FERRY FLIGHT,1
19900425011659A,PONTOON SEPARATED LANDING IN A POND,1
19901101064289I,RIGHT TANK,1
19901101064289I,GAS,1
19901101064289I,ESCAPING,1
19901101064289I,RESUMED FLIGHT,1
19910710026989A,REPORTED PROBLEM,4
19910710026989A,STALLED AND CRASHED,1
19910710026989A,NO LOCKING PINS IN SEAT TRACK,1
19910710026989A,SEAT PIN BENT,1
19910710026989A,BELT NOT FASTENED,1
19911222062669I,LIFTOFF,1
19911222062669I,PILOT NOTICED RIGHT FUEL CAP MISSING,1
19911222062669I,RIGHT FUEL CAP MISSING,1
19911222062669I,Landed,1
19911222062669I,SAME RUNWAY,1
19911222062669I,RAN OFF SIDE OF RUNWAY,1
19911222062669I;19990923027739A,,2
19920405008919A,ATTEMPTED TAKEOFF,2
19920405008919A,2500 FT,1
19920405008919A,GUSTY NORTH WIND,1
19920405008919A,HIT TREES,1
19920405008919A,OFF END OF STRIP,1
19930530020029I,PILOT LOST CONTROL,2
19930530020029I,TAKEOFF ROLL,1
19930530020029I,POSITION,1
19930530020029I,SLID AFT,2
19930530020029I,ACCELERATION,1
19940226003029A;19950804028629A;19980508008619A,LOST POWER,3
19940226003029A,LANDED ON PRIVATE STRIP,2
19940226003029A,Nosed over,1
19940226003029A,LEFT FUEL CAP LEAKED,1
19940226003029A,Prevented gravity fuel flow,1
19940412011509I,DESCENT,1
19940412011509I,FLIGHT MANUAL,2
19940412011509I,GROUND,2
19940412011509I,TRUCK WINDSHIELD,1
19940412011509I,SAFELY,1
19940818022409A,LEFT ENGINE,1
19940818022409A,H71,1
19940818022409A,FEATHERED,1
19940818022409A,BEGAN GO,2
19940818022409A,BELOW VMC,1
19940818022409A,BAD OIL LEAK,1
19940818022409A,CRACKED ENGINE CASE,1
19940815046149I,BATTERY COMPARTMENT DOOR,1
19940815046149I,ANTENNA,1
19940815046149I,CRACKED,2
19940815046149I,WINDSHIELD,1
19950314029269I,N7016M,1
19950314029269I,AMATEUR BUILT AIRCRAFT,1
19950314029269I,EMERGENCY OFF AIRPORT LANDING,1
19950314029269I,NEAR THE BLO,1
19950619021589I,HIGH OIL TEMP.,1
19950619021589I,SHEARED MAIN GEAR,3
19950619021589I,AIRPOR,1
19950619021589I,FOUND LOW ON OIL,1
19950527014439A,NEGLECTED TO CONNECT RIGHT AILERON,1
19950527014439A,SPIRAL TO IMPACT,2
19950527014439A,AFTER TOW RELEASE,1
19950527014439A,ROLLED BOTH WAYS,1
19950804028629A,LANDED HARD,1
19950804028629A,DAMAGED,3
19950804028629A,FLOATS,1
19950804028629A,LONGERON,1
19950804028629A,WATER IN FUEL,2
19950804028629A,MISREAD,2
19950804028629A,WATER IN SUMP,1
19950216008379I,CESSNA 207,1
19950216008379I,N1549U,2
19950216008379I,BETHEL AIRPORT,1
19950216008379I,ENGINE STOPPED,1
19950826026019A,EXPLOSION,1
19950826026019A,LIFTING LOGS,2
19950826026019A,LOGS,1
19950826026019A,COMPRESSOR STALL,1
19950826026019A,NR1 ENGINE,1
19950826026019A,FAILED RELEASE LOGS,1
19950826026019A,SE PROCEDURES,1
19951031041599A,BAGGAGE DOOR,1
19951031041599A,REDUCED POWER,2
19951031041599A,STALLED,3
19951031041599A,ROLLED,1
19951031041599A,DIVED INTO OCEAN,1
19951031041599A,TEST FLIGHT,1
19951031041599A,STORAGE,1
19960504009509A,TRAILER TIE DOWN,2
19960504009509A,SKID,1
19960504009509A,ROLLING,1
19960504009509A,EVENT DISTANCE,1
19960524045629A,NOSE BAGGAGE DOOR,4
19960524045629A,BAGGAGE,1
19960524045629A,LEFT PROP,1
19960524045629A,BELWO UMC,1
19960524045629A,LANDED ON,1
19960524045629A,WILL FLY,1
19970523014439I,CARGO DOOR,1
19970523014439I,MR. BOWEN,1
19970523014439I,RUNWAY CONDITIONS AT STEVEN’S VILLAGE,1
19970523014439I,UNKNOWN,1
19970828026989A,POP ON TAKEOFF ROLL,1
19970828026989A,LOST RUDDER CONTROL,2
19970828026989A,EXITED RWY INTO CORNFIELD,1
19970828026989A,FAILED TO LOCK THE TAILWHEEL,1
19970828026989A,(-23),1
19970908038069A,TIRED TAXI,4
19970908038069A,ROLLED OVER,1
19970908038069A,PILOT FAILED NOTE,1
19970908038069A,SKIDS,2
19970908038069A,HIGH WIND,1
19971226042729I,NR2 ENGINE FIRE,4
19971226042729I,LOADING PASSENGERS,1
19971226042729I,GATE,1
19971226042729I,FUEL LEVER,2
19971226042729I,FLIGHT IDLE,1
19971226042729I,SMOKE,1
19980620030289I,MR. KADERA,2
19980620030289I,HIGHWAY 93,1
19980620030289I,LANDING EVENT,1
19980616023109I,BANG,1
19980616023109I,SPARKS,2
19980616023109I,ROTOR,1
19980616023109I,COWLING,3
19980616023109I,SEPERATED,1
19980616023109I,NOT FASTENED,1
19990714022959I,FRONT RANGE AIRPORT,1
19990714022959I;20060718018299I,DEPARTURE,2
19990714022959I,HOURS OF DARKNESS,1
19990714022959I,START,1
19990714022959I,RUN,1
19950602032329I,TAXIMAY,3
19950602032329I,DAMAGED PROP,2
19950602032329I,TAXIWAY LIGHT,1
19950602032329I,WAS ADVISED,1
19990923027739A,CIERNIA GLASAIR III,2
19990923027739A,HOMEBUILT,1
19960322013629I,GEAR,1
19960322013629I,NOSE BLOCK,1
19960418007829A,CRASHED AND BURNED,2
19960418007829A,GRASS RUNWAY,1
19961027033759A,DEMO FLIGHT,1
19961027033759A,PRIOR,1
19961027033759A,CONNECTING ROD BENT BY,4
19961027033759A,HYDRO LOCK,1
19961027033759A,NR5 CYL,1
19961027033759A,STARTUP,1
19961027033759A,BROKE,3
19961027033759A,HIT COUNTER WT,1
19961027033759A,BROKE PORP SHAFT,1
19980415037339I,WOODEN WHEEL CHOCK,1
19980415037339I,NOSE BAGGAGE CARGO,1
19980415037339I,SHIFTED,1
19980415037339I,JAMMED THE NOSE LANDING GEAR,2
19980415037339I,-5,1
19980508008619A,NOSED OVER LANDING,2
19980508008619A,SLOPE,1
19980508008619A,FAILED TO VISUALLY CHECK FUEL,2
19990213001379A,ACFT,2
19990213001379A,RAN INTO A DITCH,2
19990213001379A,STRUCK A TREE,1
19991230042089A,NOT DEVELOPING ENOUGH POWER,1
20000215041409A,SKYWAY AIRLINE FLIGHT,2
20000215041409A,BEECH 1900D,2
20000215041409A,1825 EASTERN STANDARD TIME,1
20000215041409A,N81SK,1
20000215010329A,MR. TIMOTHY ALLEN WELLS,1
20000215010329A,BELL HELICOPTER,1
20000215010329A,BELL HELICOPTER MODEL BHT-47-G5,1
20000215010329A,N4754R,2
20000215010329A;20060718018299I,PILOT IN COMMAND,2
20000625032189I,NORTHWEST AIRLINES DC-10,1
20000625032189I,DC-10,4
20000625032189I,NORTHWEST AIRLINES,1
20000625032189I,GATE B-52,1
20000625032189I,CONTINENTAL AIRLINES,1
20010411006739I,RPM CONTROL,2
20010411006739I,FLY POSITION,1
20010411006739I,HELIPAD,1
20010421009329I,RPM LOSS,1
20010421009329I,COULD NOT MAINTAIN ALTITUDE,1
20010910029739I,NOSE LANDING GEAR,1
20010910029739I,GREEN LIGHT WAS OUT,1
20010910029739I,GREEN LIGHT,1
20010910029739I,VERIFY,1
20020619014309A,N759TY,4
20020619014309A,CE-182,1
20020619014309A,Q,1
20020619014309A,HOT SPRINGS,2
20020619014309A,ARKANSAS,1
20020619014309A,FAYETTEVILLE,2
20020619014309A,TENNESSEE,1
20030620012809I,OIL FILLER CAP,2
20030620012809I,OIL COMING OUT,2
20030620012809I,TAKING OFF,1
20030620012809I,OIL WAS OBSERVED,1
20030607012509A,BARTLESVILLE MUNICIPAL AIRPORT,1
20030607012509A,DEPARTURE TIME,1
20030607012509A,1147 AM,1
20040304003309I,LEFT SIDE OF RUNWAY,1
20040304003309I,-23,1
20040925025079A,FUEL CONTAMINATION,3
20040925025079A,AIRFRAME FUEL FILTER,1
20040925025079A,FUEL FILTER,1
20040925025079A,ENGINE DRIVEN FUEL PUMP FILTER,1
20050504010229A,SIKORSKY S-70A,1
20050504010229A,N160LA,1
20050504010229A,VIBRATION,3
20050504010229A,APU DOOR STRUCK A MAIN ROTOR BLADE,1
20050504010229A,INFLIGHT,1
20050504010229A,NEAR,1
20050429009279I,CARGO TRIP,1
20050713014239I,RAYTHEON AIRCRAFT CO. B36TC,1
20050713014239I,HAVENS LEASING,1
20050713014239I,B36TC,1
20050713014239I,1535 MST,1
20050713014239I,2005,1
20051009024969I,HELICOPTER ENGINE POWER CHECKS,2
20051009024969I,CREWMEMBER,1
20060718018299I,FUEL TANK CAPS,2
20060718018299I,SECURELY FASTENED,1
20060718018299I,PIC FAILURE,1
20060621012279A,OVERROTATE,2
20060621012279A,ROTATION,1
20070202001609A,NOTH PLATTE,1
20070202001609A,NE,1
20070202001609A,IOWA CITY,1
20070202001609A,IA,1
20070202001609A,487 STATUTE MILES,1
20070202001609A,GRINNELL,1
20070630826079I,RAY AIRPORT,1
20070630826079I,INTO THE CLIMB,1
20070630826079I,AIRCRAFT ENGINE,1
20070630826079I,PROBLEMS,1
