c5_sources,node,count
19780319009079I;19780829037939I;19781009029939I;19790111000619I,AFTER LIFTOFF,5
19780319009079I,DROPPED OUT,1
19780325010349I,WATER CONTAMINATION,1
19780325010349I,FINAL APPROACH,1
19780328011399I;19780613045599I;19780626034739I;19790113001939I,WATER IN ALL OF THE FUEL SYSTEM,4
19780328011399I,AFTER LIFT OFF,1
19780330011569I,LOST ELECTRICAL POWER,2
19780330011569I,EXTENDED GEAR MANUALLY,2
19780330011569I,BOTH GENERATOR ARMATURES EXTREMELY GALLED,1
19780402009009I,ROLLOUT,1
19780402009009I,EMERGENCY GEAR EXTENSION,1
19780402009009I;19780409009699I,ELECTRICAL FAILURE,3
19780402009009I,FAILED TO USE EMERGENCY GEAR EXTENSION,1
19780401007929I;19790316009739I,HOLE,2
19780403009359I,LANDED SHORT OF RUNWAY,2
19780403009359I,SHORT FINAL,1
19780403009389I,ENGINE LOST POWER,1
19780403009389I,HIGHWAY,1
19780403009389I,FOUND FUEL GASOLATOR,1
19780403009389I;19790414012459I,CONTAMINATED,2
19780210005719I,CARB,2
19780210005719I,COULD NOT TURN IT OFF,1
19780416008469I,DAMAGE TO GEAR,2
19780416008469I,PLANE HIT TAXIWAY LIP,1
19780309015599I,VACUUM IN THE TANK,1
19780309015599I,A NON-VENTED CAP,1
19780309015599I,RIGHT TANK,1
19780309015599I,RIGHT TANK WAS NOT FUELED,1
19780507032369I,OIL LEAK,1
19780507032369I,FOUND LOOSE OIL CAP,1
19780525040389I,INEFFECTIVE LANDING,1
19780525040389I,RAN FENCE,1
19780617046219I,BEFORE REPAIRS WERE COMPLETED,1
19780617046219I,MAG FAILURE,1
19780520014159A,GUSTING TO 30K,1
19780427013959I,FAILURE,2
19780427013959I,FAILURE OF 2 TIRES,1
19780427013959I,AIRCRAFT WAS CLEARED FOR TAKEOFF,1
19780429014759I,SUMPS,1
19780429014759I,FREEWAY,1
19780501031459I,UNSCHEDULED LANDING,2
19780501031459I,OIL COMING FROM ENGINES,1
19780501031459I,BOTH OIL CAPS NOT LOCKED PROPERLY,1
19780503031639I;19780814037299I,FAULTY GEAR ACTUATOR,3
19780503031639I,UNABLE TO EXTEND GEAR,1
