c5_sources,entity1,entity2,weight,relations,rows
20010411006739I,HELICOPTER,TAKEOFF,1,EVENT DISTANCE,2403
19790720021329A,CRASH,IMPROPER PREFLIGHT,1,CAUSED BY,284
19840821046409A,CRASH,FORCED LANDING,1,EVENT DISTANCE,795
19840821046409A,CRASH,TAKEOFF,1,EVENT DISTANCE,795
19840821046409A,CRASH,ENGINE FAILURE,1,HAS CAUSE,795
19840821046409A,CRASH,NOT HAD ANNUAL INSPECTION,1,HAS CAUSE,795
19880527016939A,CRASH,TREES,1,LOCATION,1311
19940818022409A,CRASH,BAD OIL LEAK,1,CAUSE,1772
19940818022409A,CRASH,CRACKED ENGINE CASE,1,CAUSE,1772
19940818022409A,CRASH,NEAR H71,1,LOCATION,1772
19791128035159A,ENGINE,RAN ROUGH,1,CONDITION,334
19801116083749I,ENGINE,FORCED LANDING,1,QUIT,467
19840121015319I,ENGINE,FAILED AFTER TAKEOFF,1,HAS CAUSE,750
19840121015319I,ENGINE,DRIFTED OFF THE EDGE,1,HAS CAUSE,750
19840121015319I,ENGINE,FOUND SOLID ICE IN CARBURETOR BOWL,1,HAS CAUSE,750
19860706034879A,ENGINE,LOST POWER ON TAKEOFF,1,HAS CAUSE,1037
19860706034879A,ENGINE,FLIPPED ON LANDING,1,HAS CAUSE,1037
19880527016939A,ENGINE,INITIAL CLIMBOUT,1,EVENT DISTANCE,1311
19791128035159A,FUEL,WATER IN,1,CONDITION,334
19860706034879A,FUEL,WATER IN FUEL,1,HAS EFFECT,1037
19800217031649I,TAKEOFF,AFTER,1,EVENT DISTANCE,354
19991230042089A,TAKEOFF,SHORTLY AFTER,1,EVENT DISTANCE,2331
19800217031649I,ENGINE QUIT,TAKEOFF,1,FOLLOWED BY,354
19800217031649I,WING FUEL TANK SUMPS,PREFLIGHT,1,NOT DRAINED DURING,354
19800217031649I,WING FUEL TANK SUMPS,FROZEN,1,CAUSE,354
19800506012169A,LOST CONTROL OF AIRPLANE,FAILED TO REMOVE AILERON-ELEVATOR LOCK PIN,1,CAUSE,384
19800804037399A,FUEL EXHAUSTION,FUEL SIPHONING,1,HAS CAUSE,410
19800804037399A,FUEL EXHAUSTION,IMPROPERLY SECURED VENT CAP,1,HAS CAUSE,410
19800804037399A,OVERSHOT EMERGENCY LANDING AREA,FUEL EXHAUSTION,1,EVENT DISTANCE,410
19801005072789I,REMAINING BRAKE,PILOT RAN OFF END OF RUNWAY,1,HAS CAUSE,466
19801116083749I,FORCED LANDING,ENGINE QUIT,1,CAUSE,467
19801116083749I,FORCED LANDING,ICE IN AUXILIARY FUEL SYSTEM,1,CAUSE,467
19871027060859A,FORCED LANDING,ELECTRIC POWER LOST ON IFR DUAL FLIGHT,1,EVENT DISTANCE,1240
19801230089799I,FLAT NOSE STRUT,BROKE THE BELLCRANK,1,HAS CAUSE,495
19801230089799I,FLAT NOSE STRUT,EXTEND BEFORE RETRACTION,1,FAILED TO,495
19801230089799I,FLAT NOSE STRUT,AIRPLANE STRUCTURE,1,CATCHED ON,495
19810303007119A,VEERED OFF,RUNWAY,1,EVENT DISTANCE,514
19810303007119A,VEERED OFF,HIT PARKED AIRPLANE,1,HAS EFFECT,514
19950602032329I,VEERED OFF,TAXIWAY,1,EVENT DISTANCE,2212
19950602032329I,VEERED OFF,STRUCK TAXIWAY LIGHT,1,HAS CAUSE,2212
19950602032329I,VEERED OFF,WAS ADVISED DAMAGED PROP,1,HAS CAUSE,2212
19950602032329I,VEERED OFF,CONTINUED TO LIT,1,HAS CAUSE,2212
19810303007119A,NEWLY INSTALLED CARPETING,RUDDER PEDAL MOVEMENT,1,USED BY,514
19820725041999I,LOOSE COWLING,TAKEOFF,1,HAS CAUSE,642
19820725041999I,LOOSE COWLING,CRACKED WINDSHIELD,1,HAS CAUSE,642
19820725041999I,LOOSE COWLING,DENTED STABILIZER,1,HAS CAUSE,642
19820725041999I,CRACKED WINDSHIELD,LOOSE COWLING,1,HAS CAUSE,642
19820725041999I,DENTED STABILIZER,LOOSE COWLING,1,HAS CAUSE,642
19841214074599I,TAXIING,2 AIRCRAFT,1,STRUCK,817
19841214074599I,TAXIING,FENCE,1,STRUCK,817
19841214074599I,TAXIING,BRAKES,1,LOST NOSEWHEEL STEERING,817
19870309039779I,TAXIING,STRUCK N106DA,1,EVENT DISTANCE,1151
19850315007389A,LAST CONTROL,PILOT,1,LOST,856
19850315007389A,LAST CONTROL,ICING FORECAST,1,EVENT DISTANCE,856
19850315007389A,LAST CONTROL,ALTIMETER NOT IFR CERTIFIED,1,EVENT DISTANCE,856
19850418016709I,ENGINE POWER FAILURE,AEROBATICS,1,CAUSE,891
19850418016709I,ENGINE POWER FAILURE,LANDED IN FIELD,1,EVENT DISTANCE,891
19850525020799A,THE AIRCRAFT,3 MILES FROM AIRPORT,1,EVENT DISTANCE,896
19850525020799A,THE AIRCRAFT,DOWNWIND GO AROUND WITH FULL FLAPS,1,ATTEMPTED,896
19960322013629I,THE AIRCRAFT,GEAR BLOCKED DOWN,1,MAINTENANCE,2243
19960322013629I,THE AIRCRAFT,NOSE BLOCK FELL OUT,1,MAINTENANCE,2243
19850729066139I,SHEN HARNESS,ELEVATOR CABLE,1,CAUGHT ON,914
19850729066139I,STICK BOOT,FLOOR,1,NOT FASTENED TO,914
19850729066139I,LANDED,FIELD,1,LOCATION,914
19860228038269I,NOSE GEAR,FAILED TO RETRACT,1,CONDITION,1006
19870319012959I,NOSE GEAR,PIN,1,INSTALLED BY,1135
19860228038269I,PIN,NOT REMOVED AFTER PREVIOUS MAINTENANCE,1,CONDITION,1006
19860128014289I,FORWARD CARGO DOOR,AIRCRAFT TOOK OFF,1,EVENT DISTANCE,1024
19860128014289I,OBJECTS DROPPED OUT,FORWARD CARGO DOOR OPENED,1,EVENT DISTANCE,1024
19860128014289I,RETURNED,OBJECTS DROPPED OUT,1,EVENT DISTANCE,1024
19860128014289I,WARNING LIGHT,FAILED TO SEE WARNING LIGHT,1,EVENT DISTANCE,1024
19860530030499A,ENGINE OVERHEAT,HOT OIL SMELL,1,HAS CAUSE,1045
19860530030499A,NOSED OVER IN FURROWS PLOWED,FAILED,1,FOLLOWED BY,1045
19861114075329I,ENTERED TCA,MALFUNCTIONING ENCODING ALTIMETER,1,FOLLOWED BY,1117
19870523018729A,CANOPY,UNCONTROLLED GROUND COLLISION,1,CAUSE,1210
19870523018729A,CANOPY,PILOT ERROR,1,APPEARS,1210
19871027060859A,PILOT ERROR,STRUCK POWER POLE ON FORCED LANDING,1,CAUSE,1240
19870606018859A,UNABLE TO STAY AIRBORNE,TAKEOFF,1,EVENT DISTANCE,1211
19870606018859A,UNABLE TO STAY AIRBORNE,ABORTED,1,EVENT DISTANCE,1211
19870606018859A,UNABLE TO STAY AIRBORNE,GROUND LOOPED INTO A TREE,1,EVENT DISTANCE,1211
19911222062669I,ABORTED,LANDED ON SAME RUNWAY,1,EVENT DISTANCE,1583
19870606018859A,MAG SWITCH,TAKEOFF,1,EVENT DISTANCE,1211
19870606018859A,MAG SWITCH,ABORTED,1,EVENT DISTANCE,1211
19870606018859A,MAG SWITCH,GROUND LOOPED INTO A TREE,1,EVENT DISTANCE,1211
19871027060859A,POWER POLE,ELECTRIC POWER LOST ON IFR DUAL FLIGHT,1,STRUCK,1240
19870816062719I,COPPER TUBE,AERIAL BANNERS,1,USED BY,1263
19870816062719I,COPPER TUBE,ROOF OF A HOUSE,1,EVENT DISTANCE,1263
19871211075169A,ROUGH ENGINE,CLIMBOUT,1,ON,1297
19871211075169A,ROUGH ENGINE,LANDED ON CITY STREET,1,EVENT DISTANCE,1297
19880527016939A,TRIP,GET FUEL,1,PURPOSE,1311
19890723054159I,INSUFFICIENT NUMBER OF SEATS,PASSENGERS ONBOARD,1,CAUSE,1393
19890723054159I,INSUFFICIENT NUMBER OF OXYGEN MASKS,PASSENGERS ONBOARD,1,CAUSE,1393
19890725041869I,ENGINE START,FULL AFT POSITION,1,EVENT DISTANCE,1406
19890725041869I,PUSH THROTTLE IN,FULL,1,EVENT DISTANCE,1406
19890725041869I,PLANE COLLIDED,PARKED PLANE,1,HAS EFFECT,1406
19900425011659A,FERRY FLIGHT,RAN OUT OF FUEL,1,EVENT DISTANCE,1457
19900425011659A,FERRY FLIGHT,LEFT PONTOON SEPARATED LANDING IN A POND,1,EVENT DISTANCE,1457
19900425011659A,FERRY FLIGHT,FUEL CAP NOT SECURED,1,EVENT DISTANCE,1457
19900425011659A,FERRY FLIGHT,FUEL SIPHONED,1,EVENT DISTANCE,1457
19901101064289I,FUEL CAP,RIGHT TANK,1,MISSING FROM,1494
19901101064289I,FUEL CAP,REPLACEMENT,1,REPLACED BY,1494
19901101064289I,FUEL CAP,GAS ESCAPING,1,HAS CAUSE,1494
19901101064289I,FLIGHT,WITHOUT CLEANING WING,1,RESUMED,1494
20070202001609A,FLIGHT,NOTH PLATTE,1,LOCATION,2676
20070202001609A,FLIGHT,487 STATUTE MILES,1,EVENT DISTANCE,2676
20070202001609A,FLIGHT,NEAR GRINNELL,1,EVENT DISTANCE,2676
19910710026989A,REPORTED PROBLEM,STALLED AND CRASHED,1,CLIMBOUT,1534
19910710026989A,REPORTED PROBLEM,NO LOCKING PINS IN SEAT TRACK,1,CLIMBOUT,1534
19910710026989A,REPORTED PROBLEM,SEAT PIN BENT,1,CLIMBOUT,1534
19910710026989A,REPORTED PROBLEM,BELT NOT FASTENED,1,CLIMBOUT,1534
19911222062669I,RIGHT FUEL CAP,AFTER LIFTOFF,1,MISSING,1583
19911222062669I,RAN OFF SIDE OF RUNWAY,SAME RUNWAY,1,LOCATION,1583
19920405008919A,ATTEMPTED TAKEOFF,2500 FT SOD STRIP,1,LOCATION,1612
19920405008919A,GUSTY NORTH WIND,HIT TREES,1,HAS CAUSE,1612
19920405008919A,GUSTY NORTH WIND,CRASHED,1,HAS CAUSE,1612
19930530020029I,PILOTS SEAT,NOT LOCKED IN POSITION,1,HAS CAUSE,1693
19930530020029I,PILOTS SEAT,SLID AFT ON ACCELERATION,1,HAS CAUSE,1693
19940226003029A,LOST POWER,EN ROUTE,1,EVENT DISTANCE,1724
19940226003029A,LANDED ON,PRIVATE STRIP,1,LOCATION,1724
19940226003029A,NOSED OVER,EN ROUTE,1,EVENT DISTANCE,1724
19940226003029A,LEFT FUEL CAP,FUEL FLOW,1,HAS CAUSE,1724
19940226003029A,PREVENTED GRAVITY FUEL FLOW,LEFT FUEL CAP,1,HAS EFFECT,1724
19940412011509I,FLIGHT MANUAL,AIRCRAFT,1,USED BY,1728
19940412011509I,FLIGHT MANUAL,STRUCK TRUCK WINDSHIELD ON GROUND,1,HAS EFFECT,1728
19940412011509I,FLIGHT MANUAL,LANDED SAFELY,1,EVENT DISTANCE,1728
19940815046149I,BATTERY COMPARTMENT DOOR,ANTENNA CRACKED WINDSHIELD,1,CAME OPEN,1773
19950314029269I,N7016M,AMATEUR BUILT AIRCRAFT,1,USED BY,1846
19950619021589I,LANDED OFF AIRPORT,HIGH OIL TEMP,1,EVENT DISTANCE,1867
19950619021589I,LANDED OFF AIRPORT,SHEARED MAIN GEAR,1,EVENT DISTANCE,1867
19950619021589I,LANDED OFF AIRPORT,FOUND LOW ON OIL,1,EVENT DISTANCE,1867
19950527014439A,LAST FLIGHT,CLIMBOUT,1,EVENT DISTANCE,1875
19950527014439A,LAST FLIGHT,TOW RELEASE,1,EVENT DISTANCE,1875
19950527014439A,LAST FLIGHT,SPIRAL TO IMPACT,1,EVENT DISTANCE,1875
19950527014439A,LAST FLIGHT,NEGLECTED TO CONNECT RIGHT AILERON,1,EVENT DISTANCE,1875
19950804028629A,LONGERON,LOST POWER LANDED HARD IN ROUGH WATER,1,HAS CAUSE,1882
19950804028629A,LONGERON,WATER IN FUEL,1,HAS CAUSE,1882
19950804028629A,LONGERON,MISREAD WATER IN SUMP TO BE FUEL,1,HAS CAUSE,1882
19950216008379I,CESSNA 207,PILOT,1,USED BY,1887
19950216008379I,CESSNA 207,BETHEL AIRPORT,1,LOCATION,1887
19950826026019A,EXPLOSION,COMPRESSOR STALL NR1 ENGINE,1,CAUSE,1920
19950826026019A,EXPLOSION,FAILED RELEASE LOGS,1,CAUSE,1920
19950826026019A,EXPLOSION,USE SE PROCEDURES,1,CAUSE,1920
19951031041599A,CLIMBOUT NOSE BAGGAGE DOOR,REDUCED POWER,1,OPENED,1940
19951031041599A,CLIMBOUT NOSE BAGGAGE DOOR,ROLLED,1,STALLED,1940
19951031041599A,CLIMBOUT NOSE BAGGAGE DOOR,TEST FLIGHT,1,DIVED INTO OCEAN,1940
19951031041599A,TEST FLIGHT,STORAGE,1,EVENT DISTANCE,1940
19960504009509A,FAILED TO DETACH TRAILER TIE DOWN,ROLLED ON LIFT OFF,1,LOST CONTROL,1967
19960524045629A,BAGGAGE DOOR,TAKEOFF,1,EVENT DISTANCE,1970
19960524045629A,BAGGAGE,HIT LEFT PROP,1,HAS CAUSE,1970
19960524045629A,BELWO UMC,LANDED ON SEA ICE,1,EVENT DISTANCE,1970
19960524045629A,FLY DOOR,TAKEOFF,1,EVENT DISTANCE,1970
19970523014439I,CARGO DOOR,TAKEOFF,1,LATCHED BEFORE,2030
19970523014439I,RUNWAY CONDITIONS,STEVEN'S VILLAGE,1,LOCATION,2030
19970828026989A,LONG POP ON TAKEOFF ROLL,(-23),1,EVENT DISTANCE,2045
19970828026989A,LOST RUDDER CONTROL,EXITED RWY INTO CORNFIELD,1,HAS EFFECT,2045
19970828026989A,HAD FAILED TO LOCK THE TAILWHEEL,(-23),1,HAS EFFECT,2045
19970908038069A,TIEDOWN CHAINS,TIRED TAXI,2,ATTACHED TO;USED BY,2051
19970908038069A,TIEDOWN CHAINS,ROLLING OVER,1,CAUSE,2051
19970908038069A,RAMP PERSON TIED SKIDS,HIGH WIND,1,CAUSE,2051
19970908038069A,RAMP PERSON TIED SKIDS,TIRED TAXI,1,ATTACHED TO,2051
19970908038069A,RAMP PERSON TIED SKIDS,PILOT,1,ATTACHED TO,2051
19971226042729I,NR2 ENGINE FIRE,LOADING PASSENGERS AT GATE,1,EVENT DISTANCE,2064
19971226042729I,NR2 ENGINE FIRE,SMOKE CLEARED,1,HAS EFFECT,2064
19971226042729I,FUEL LEVER,IN FLIGHT IDLE,1,STATE,2064
19980620030289I,Mr. KADERA,FIELD,1,ATTEMPTED TO LAND IN,2099
19980620030289I,Mr. KADERA,HIGHWAY 93,1,FORCED TO LAND ON,2099
19980616023109I,SPARKS,ROTOR,1,EVENT DISTANCE,2160
19990714022959I,DEPARTURE,FRONT RANGE AIRPORT,1,LOCATION,2210
19990714022959I,DEPARTURE,HOURS OF DARKNESS,1,TIME PERIOD,2210
19990923027739A,CIERNIA GLASAIR III,1900 HOURS PACIFIC DAYLIGHT TIME,1,EVENT DISTANCE,2218
19960418007829A,CRASHED AND BURNED,AFTER DEPARTURE FROM A GRASS RUNWAY,1,EVENT DISTANCE,2245
19960418007829A,CRASHED AND BURNED,GRASS RUNWAY,1,LOCATION,2245
19961027033759A,CONNECTING ROD,HYDRO LOCK IN NR5 CYL ON STARTUP,1,BENT BY,2264
19961027033759A,BROKEN,HIT COUNTER WT,1,HAS EFFECT,2264
19961027033759A,BROKEN,BROKE PORP SHAFT,1,HAS EFFECT,2264
19980415037339I,NOSE LANDING GEAR,JAMMED,1,HAS CAUSE,2296
19980415037339I,NOSE LANDING GEAR,FLIGHT,1,EVENT DISTANCE,2296
20010910029739I,NOSE LANDING GEAR,GREEN LIGHT OUT,1,CONDITION,2429
19980508008619A,LOST POWER ENROUTE,NOSED OVER LANDING ON A SLOPE,1,HAS CAUSE,2299
19980508008619A,NOSED OVER LANDING ON A SLOPE,FAILED TO VISUALLY CHECK FUEL,1,HAS CAUSE,2299
19980508008619A,NOSED OVER LANDING ON A SLOPE,NO EVIDENCE OF FUEL AT SCENE,1,HAS EFFECT,2299
19990213001379A,ACFT,TAXIING FOR TAKE OFF,1,EVENT DISTANCE,2318
19990213001379A,ACFT,LOST CONTROL,1,EVENT DISTANCE,2318
19990213001379A,ACFT,RAN INTO A DITCH,1,EVENT DISTANCE,2318
19990213001379A,ACFT,STRUCK A TREE,1,EVENT DISTANCE,2318
20000215041409A,1825,Eastern Standard Time,1,TIME PERIOD,2334
20000215041409A,Beech 1900D,Skyway Airline Flight,1,USED BY,2334
20010411006739I,RPM CONTROL,HELICOPTER,1,USED BY,2403
20010421009329I,CRUISE FLIGHT,-23,1,EVENT DISTANCE,2406
20010910029739I,CFI,TAXI OUT,1,EVENT DISTANCE,2429
20010910029739I,CFI,ATTEMPTED TO SWAP LIGHTS,1,ACTION,2429
20030607012509A,LOCAL FLIGHT,1147 AM LOCAL TIME,1,DEPARTURE TIME,2494
20040304003309I,SLIDING OR HYDROPLANING,AFTER NORMAL TOUCHDOWN,1,EVENT DISTANCE,2544
20040304003309I,SLIDING OR HYDROPLANING,LEFT SIDE OF RUNWAY,1,LOCATION,2544
20040925025079A,FUEL CONTAMINATION,AIRFRAME FUEL FILTER,1,IN,2566
20040925025079A,FUEL CONTAMINATION,FUEL FILTER,1,IN,2566
20040925025079A,FUEL CONTAMINATION,ENGINE DRIVEN FUEL PUMP FILTER,1,IN,2566
20050504010229A,VIBRATION,APU DOOR STRUCK MAIN ROTOR BLADE,1,CAUSE,2592
20050504010229A,VIBRATION,INFLIGHT,1,EVENT DISTANCE,2592
20050504010229A,APU DOOR,MAIN ROTOR BLADE,1,PART OF,2592
20050713014239I,AN RAYTHEON AIRCRAFT CO. B36TC (BONANZA),1535 MST,1,EVENT DISTANCE,2600
20050713014239I,AN RAYTHEON AIRCRAFT CO. B36TC (BONANZA),HAVENS LEASING,1,LOCATION,2600
20051009024969I,HELICOPTER ENGINE POWER CHECKS,PILOT AND ONE CREWMEMBER,1,CONDUCTED BY,2630
20060718018299I,FAILURE TO SECURE FUEL TANK CAPS,PILOT IN COMMAND (PIC),1,CAUSE,2642
20060718018299I,FAILURE TO SECURE FUEL TANK CAPS,DEPARTURE,1,HAS EFFECT,2642
20060621012279A,SEAT,OVERROTATE,1,CAUSE,2650
20060621012279A,SEAT,TAKEOFF,1,EVENT DISTANCE,2650
20060621012279A,SEAT,ROTATION,1,EVENT DISTANCE,2650
20070630826079I,CLIMB AIRCRAFT ENGINE,AFTER TAKEOFF,1,HAS PROBLEMS,2685
20070630826079I,CLIMB AIRCRAFT ENGINE,AIRCRAFT,1,USED BY,2685
20070630826079I,CLIMB AIRCRAFT ENGINE,RAY AIRPORT,1,LOCATION,2685
