c5_sources,entity1,entity2,weight,relations,rows
19780820049069I,LANDED,OAT FIELD,1,LOCATION,20
19780825038179I,LANDED,FUEL EXHAUSTION,1,HAS CAUSE,34
19781009029939I,LANDED,TAKEOFF RUNWAY,1,LOCATION,50
19780829037939I,LANDED,REMAINING RUNWAY,1,LOCATION,51
19780829037939I,LANDED,GEAR,1,HAS EFFECT,51
19790113001939I,LANDED,AIRPORT,1,LOCATION,62
19780805024609A,MIXTURE CONTROL,PLT,1,USED BY,21
19780704042039I,INOPERATIVE RADIO,PILOT,1,USED BY,22
19780629034269I,FLIGHT,RADIO FAILURE,1,INSTANCE OF,25
19790127003859I,WATER IN FUEL,LOCAL STORAGE TANK,1,HAS CAUSE,72
19790211007509A,WATER IN FUEL,ENGINE STOPPED,1,HAS EFFECT,98
19780708043109I,OVERSHOT,AIRPORT,1,LOCATION,27
19780708043109I,OVERSHOT,LANDING,1,FOLLOWS,27
19781128024449I,LANDING,POWER LOSS,1,HAS CAUSE,56
19790203005099I,LANDING,VEERED OFF RUNWAY,1,HAS EFFECT,81
19780808049829I,RAN OFF,SIDE OF RUNWAY,1,LOCATION,30
19781108022269I,RAN OFF,SIDE OF TAXIWAY,1,LOCATION,53
19780811037539I;19781114026859I;19790207005159I;19790210006409I,FORCED LANDING,ENGINE QUIT,4,FOLLOWS;HAS CAUSE,32,54,82,83
19780904017739I;19781102023549I,FORCED LANDING,POWER LOSS,2,HAS CAUSE,37,41
19781114026859I,FORCED LANDING,FIELD,1,LOCATION,54
19790410008789A,FORCED LANDING,ENGINE FAILURE,1,HAS CAUSE,99
19780829037939I;19790127003859I;19790210006409I,ENGINE QUIT,WATER IN FUEL,3,HAS CAUSE,51,72,83
19781114026859I,ENGINE QUIT,ICE IN FUEL LINES,1,HAS CAUSE,54
19780901016759I,UNABLE TO EXTEND GEAR,DEFLATED NOSE GEAR STRUT,1,HAS CAUSE,36
19781128024449I,POWER LOSS,WATER IN FUEL SYSTEM,1,HAS CAUSE,56
19780904017739I,HELICOPTER,JET FUEL,1,USED BY,37
19780920018899I,EXPLOSION,EXHAUST TUNNELS DAMAGED,1,HAS EFFECT,39
19780903028619A,FUEL,EXCESSIVE WATER,1,HAS EFFECT,45
19780923027059I,AIRCRAFT,TOTAL ELECTRICAL FAILURE,1,HAS CAUSE,46
19781110039789A,AIRCRAFT,1/4IN ICE,1,PART OF,66
19790316004819A,AIRCRAFT,PILOT,1,USED BY,93
19790316004819A,AIRCRAFT,RESTRICTED STEERING,1,HAS CAUSE,93
19790316004819A,AIRCRAFT,FROST,1,HAS CAUSE,93
19780923027059I,TOTAL ELECTRICAL FAILURE,FINAL,1,LOCATION,46
19780923027059I,GEAR,AIRCRAFT,1,PART OF,46
19780923027059I,GEAR,PARTIALLY EXTENDED,1,HAS EFFECT,46
19780923027059I,GEAR,COLLAPSED,1,HAS EFFECT,46
19780923027059I,COLLAPSED,TOUCHDOWN,1,FOLLOWS,46
19790119001139A,FAILED TO CLIMB,AIRFRAME ICE,1,HAS CAUSE,52
19781231044159A,AIRFRAME ICE,TRIM HINGES,1,LOCATION,73
19781230020029I,ENGINE FAILURE,TOTAL ELECTRICAL FAILURE,1,FOLLOWED BY,58
19790106001239I,TIRES,BLOWN ON LANDING,1,HAS EFFECT,59
19790116002119I,EMERGENCY LIFT-OFF,MAINTENANCE EQUIPMENT ON THE RUNWAY,1,HAS CAUSE,63
19790123003659I,INOPERATIVE BRAKES,PILOT,1,USED BY,64
19781205041369A,ELEVATOR GUST LOCK,CRPATH,1,PART OF,68
19781119026389I,WHEEL,DITCH,1,LOCATION,69
19781119026389I,NO BRAKES,INSUFFICIENT FLUID,1,HAS CAUSE,69
19781216025369I,LANDING GEAR SELECTOR,UP POSITION,1,LOCATION,70
19781231044159A,FROST ON THE WINGS,ACFT,1,LOCATION,73
19781117041969A,FROST ON THE WINGS,AIRCRAFT,1,PART OF,77
19781207022839I,SNOW,ENGINE COMPARTMENT,1,LOCATION,74
19781207022839I,SNOW,MELTED,1,HAS EFFECT,74
19790224005689A,SNOW,WINGS,1,LOCATION,94
19781207022839I,MELTED SNOW,FROZE UP THROTTLE LINKAGE,1,HAS EFFECT,74
19781102039739A,GUST LOCK,R WING,1,LOCATION,75
19781102039739A,SUB DMG,CESSNA 172,1,PART OF,75
19781102039739A,CESSNA 172,N8107T,1,INSTANCE OF,75
19781223039539A,GENERATOR,CIRCUIT BREAKER,1,PART OF,79
19790203005099I,AFTER LOSING RIGHT BRAKE,LOST CONTROL,1,HAS EFFECT,81
19790207005159I,ICE,FUEL STRAINER,1,LOCATION,82
19790223006939I,JET BLAST,BAGGAGE CART TO ROLL INTO B99,1,HAS EFFECT,85
19790306009619I,TAXIED,DRAINAGE DITCH,1,LOCATION,86
19790306009619I;19790313008789I,TAXIED,NIGHT,2,TIME PERIOD,86,87
19790207002469A,ARMED FLARE GUN,CABIN,1,LOCATION,92
19790207002469A,ARMED FLARE GUN,FALLING FROM GLOVE BOX,1,HAS CAUSE,92
19790316004819A,UNABLE TO CONTROL,DURING TAKEOFF,1,TIME PERIOD,93
19790207005339I,FORWARD CARGO DOOR,DURING TAKEOFF,1,FOLLOWS,96
19790211007509A,CLIMBOUT,ENGINE STOPPED,1,FOLLOWS,98
19790211007509A,EMERGENCY CRASH LANDING,ENGINE STOPPED,1,HAS CAUSE,98
