c5_sources,entity1,entity2,weight,relations,rows
19820725041999I,TAKEOFF,RETURNING TO LAND,1,EVENT DISTANCE,642
19870606018859A,TAKEOFF,UNABLE TO STAY AIRBORNE,1,HAS EFFECT,1211
19950216008379I,TAKEOFF,BETHEL AIRPORT,1,EVENT DISTANCE,1887
20010411006739I,TAKEOFF,RPM CONTROL,1,HAS EFFECT,2403
20060621012279A,TAKEOFF,OVERROTATE,1,HAS EFFECT,2650
19800217031649I,WING FUEL TANK SUMPS,PREFLIGHT,1,WERE NOT DRAINED BY,354
19800217031649I,WING FUEL TANK SUMPS,FROZEN,1,STATE,354
19800506012169A,AIRPLANE,LOST CONTROL,1,INSTANCE OF,384
19960418007829A,AIRPLANE,GRASS RUNWAY,1,EVENT DISTANCE,2245
19800506012169A,LOST CONTROL,FAILED TO REMOVE AILERON-ELEVATOR LOCK PIN,1,HAS CAUSE,384
19950527014439A,LOST CONTROL,NEGLECTED TO CONNECT RIGHT AILERON,1,HAS CAUSE,1875
19950527014439A,LOST CONTROL,CLIMBOUT,1,EVENT DISTANCE,1875
19950527014439A,LOST CONTROL,SPIRAL TO IMPACT,1,HAS EFFECT,1875
19990213001379A,LOST CONTROL,RAN INTO A DITCH,1,HAS CAUSE,2318
19800506012169A,TAKE OFF ROLL,LOST CONTROL,1,EVENT DISTANCE,384
19800804037399A,FUEL EXHAUSTION,FUEL SIPHONING,1,HAS CAUSE,410
19800804037399A,FUEL EXHAUSTION,OVERSHOT EMERGENCY LANDING AREA,1,HAS EFFECT,410
19801005072789I,BRAKE,REMAINING BRAKE FAILED,1,HAS CAUSE,466
19801005072789I,RUNWAY,END OF RUNWAY,1,LOCATION,466
19871027060859A,FORCED LANDING,STRUCK POWER POLE,1,HAS EFFECT,1240
19801116083749I,AUXILIARY FUEL SYSTEM,ICE,1,HAS EFFECT,467
19840121015319I,ICE,CARBURETOR BOWL,1,LOCATION,750
19801230089799I,FLAT NOSE STRUT,BEFORE RETRACTION,1,FAILED TO EXTEND,495
19801230089799I,FLAT NOSE STRUT,AIRPLANE STRUCTURE,1,CAUGHT ON,495
19801230089799I,BELLCRANK,FLAT NOSE STRUT,1,BROKE BY,495
19801230089799I,COLLAPSED,FLAT NOSE STRUT,1,HAS EFFECT,495
19810303007119A,LANDING,VEERED OFF RUNWAY,1,HAS CAUSE,514
19890723054159I,LANDING,DETERMINATION,1,FOLLOWED BY,1393
19810303007119A,VEERED OFF RUNWAY,HIT PARKED AIRPLANE,1,HAS EFFECT,514
19810303007119A,CARPETING,RUDDER PEDAL MOVEMENT,1,RESTRICTED,514
19820725041999I,LOOSE COWLING,CRACKED WINDSHIELD,1,HAS EFFECT,642
19820725041999I,LOOSE COWLING,DENTED STABILIZER,1,HAS EFFECT,642
19820725041999I,COWLING,CRACKED WINDSHIELD,1,FOLLOWED BY,642
19820725041999I,COWLING,DENTED STABILIZER,1,FOLLOWED BY,642
19821117066379I,ACCESS DOOR,OPEN,1,INSTANCE OF,656
19821117066379I,DEPRESSURIZED,PILOT UNABLE TO PRESSURIZE,1,HAS CAUSE,656
19821117066379I,DOOR OPENED FULLY,STOPPED BY FUSELAGE,1,FOLLOWED BY,656
19840121015319I,ENGINE FAILED,TAKEOFF,1,HAS CAUSE,750
19840121015319I,ROAD,DRIFTED OFF THE EDGE,1,HAS EFFECT,750
19840821046409A,CRASH,ENGINE FAILURE,1,HAS CAUSE,795
19840821046409A,CRASH,TAKEOFF,1,TIME PERIOD,795
19840821046409A,ENGINE FAILURE,FORCED LANDING,1,HAS CAUSE,795
19841214074599I,TAXIING,LOST NOSEWHEEL STEERING AND BRAKES,1,HAS CAUSE,817
19841214074599I,TAXIING,STRUCK 2 AIRCRAFT AND FENCE,1,HAS EFFECT,817
19841214074599I,CIRCUIT BREAKER HYDRAULIC PUMP,LOST NOSEWHEEL STEERING AND BRAKES,1,PART OF,817
19850315007389A,ALTIMETER,LOST CONTROL,1,HAS EFFECT,856
19850315007389A,ICING,LOST CONTROL,1,HAS CAUSE,856
19850315007389A,ICING,ICING FORECAST,1,FOLLOWED BY,856
19850418016709I,ENGINE POWER FAILURE,LANDED IN FIELD,1,HAS CAUSE,891
19850418016709I,LANDED IN FIELD,AEROBATICS,1,EVENT DISTANCE,891
19850525020799A,TOUCHED DOWN,3 MILES,1,EVENT DISTANCE,896
19850525020799A,TOUCHED DOWN,AIRPORT,1,LOCATION,896
19850525020799A,ATTEMPTED DOWNWIND GO AROUND,STRUCK TREE,1,HAS EFFECT,896
19850525020799A,STRUCK TREE,TREE,1,INSTANCE OF,896
19850729066139I,ELEVATOR CONTROL,JAMMED,1,INSTANCE OF,914
19850729066139I,ELEVATOR CONTROL,STICK BOOT NOT FASTENED TO FLOOR,1,HAS EFFECT,914
19850729066139I,ELEVATOR CONTROL,LANDED IN A FIELD,1,FOLLOWED BY,914
19860514036219I,JAMMED,FAR RIGHT,1,LOCATION,1033
19850729066139I,SHEN HARNESS,ELEVATOR CABLE,1,PART OF,914
19860228038269I;19870319012959I,NOSE GEAR,PIN,3,HAS CAUSE;INSTANCE OF,"1006,1135"
19860228038269I,PIN,MAINTENANCE,1,PART OF,1006
19860128014289I,FORWARD CARGO DOOR,AIRCRAFT,1,OPENED BY,1024
19860128014289I,OBJECTS,AIRCRAFT,1,DROPPED BY,1024
19860128014289I,FAILED TO SEE WARNING LIGHT,AIRCRAFT,1,HAS CAUSE,1024
19860514036219I,GROUND LOOPED,LANDING,1,INSTANCE OF,1033
19870606018859A,GROUND LOOPED,TREE,1,PART OF,1211
19860514036219I,TAILWHEEL,JAMMED,1,FOUND,1033
19860530030499A,ENGINE OVERHEAT,KNEW HE HAD FAILED TO REMOVE AIR INTAKE PLUGS,1,HAS CAUSE,1045
19860530030499A,HOT OIL SMELL,KNEW HE HAD FAILED TO REMOVE AIR INTAKE PLUGS,1,HAS CAUSE,1045
19860530030499A,NOSED OVER IN FURROWS,FAILED,1,INSTANCE OF,1045
19860530030499A,PLOWED,FAILED,1,PART OF,1045
19861114075329I,TCA,PILOT,1,ENTERED BY,1117
19870309039779I,BRAKE PROBLEMS,AIRCRAFT,1,HAS EFFECT,1151
19870523018729A,CANOPY,GROUND COLLISION,1,HAS CAUSE,1210
19870523018729A,GROUND COLLISION,UNCONTROLLED,1,INSTANCE OF,1210
19870523018729A,PILOT ERROR,CANOPY OPEN,1,INFLUENCED BY,1210
19870606018859A,ABORTED,GROUND LOOPED,1,FOLLOWED BY,1211
19911222062669I,ABORTED,LANDED ON SAME RUNWAY,1,FOLLOWED BY,1583
19870606018859A,MAG SWITCH,MAG,1,INSTANCE OF,1211
19871027060859A,IFR DUAL FLIGHT,ELECTRIC POWER LOSS,1,INSTANCE OF,1240
19871027060859A,ELECTRIC POWER LOSS,PILOT ERROR,1,HAS CAUSE,1240
19871027060859A,ELECTRIC POWER LOSS,FORCED LANDING,1,FOLLOWED BY,1240
19871027060859A,STRUCK POWER POLE,POWER POLE,1,MAINTAINED BY,1240
19870816062719I,COPPER TUBE,HOLD AERIAL BANNERS,1,USED TO,1263
19870816062719I,COPPER TUBE,HOUSE,1,LOCATION,1263
19870816062719I,OPERATOR,COPPER TUBE,1,BEING MONITORED,1263
19871211075169A,ROUGH ENGINE,SPARK PLUGS OUT OF TOLERENCE,1,HAS CAUSE,1297
19871211075169A,LANDED ON CITY STREET,ROUGH ENGINE,1,EVENT DISTANCE,1297
19871211075169A,FOUND PRIMER UNLOCKED,ROUGH ENGINE,1,PART OF,1297
19880527016939A,CRASH LANDING,AVOIDING TREES,1,HAS EFFECT,1311
19880527016939A,CRASH LANDING,EMPTY,1,FOUND,1311
19880527016939A,TRIP,GET FUEL,1,TIME PERIOD,1311
19890723054159I,DETERMINATION,INSUFFICIENT NUMBER OF SEATS,1,HAS EFFECT,1393
19890723054159I,DETERMINATION,OXYGEN MASKS,1,HAS EFFECT,1393
19890723054159I,PASSENGERS ONBOARD,ONBOARD,1,LOCATION,1393
19890725041869I,PILOTS SEAT,FULL AFT POSITION,1,WENT TO,1406
19930530020029I,PILOTS SEAT,POSITION,1,INSTANCE OF,1693
19930530020029I,PILOTS SEAT,SLID AFT,1,HAS EFFECT,1693
19900425011659A,FUEL CAP,FUEL SIPHONED,1,NOT SECURED BY,1457
19901101064289I,FUEL CAP,RIGHT TANK,1,MISSING FROM,1494
19901101064289I,FUEL CAP,GAS ESCAPING,1,HAS EFFECT,1494
19900425011659A,FUEL SIPHONED,RAN OUT OF FUEL,1,HAS CAUSE,1457
19900425011659A,FUEL SIPHONED,LEFT PONTOON SEPARATED LANDING,1,HAS EFFECT,1457
19900425011659A,FERRY FLIGHT,PONTOON,1,LOCATION,1457
19900425011659A,FERRY FLIGHT,POND,1,LOCATION,1457
19901101064289I,REPLACED CAP,FUEL CAP,1,USED BY,1494
19901101064289I,RESUMED FLIGHT,REPLACED CAP,1,FOLLOWED BY,1494
19910710026989A,REPORTED PROBLEM,STALLED AND CRASHED,1,INSTANCE OF,1534
19910710026989A,REPORTED PROBLEM,NO LOCKING PINS IN SEAT TRACK,1,HAS EFFECT,1534
19910710026989A,REPORTED PROBLEM,SEAT PIN BENT,1,HAS EFFECT,1534
19910710026989A,REPORTED PROBLEM,BELT NOT FASTENED,1,HAS CAUSE,1534
19911222062669I,LIFTOFF,PILOT NOTICED RIGHT FUEL CAP MISSING,1,FOLLOWED BY,1583
19911222062669I,PILOT NOTICED RIGHT FUEL CAP MISSING,ABORTED,1,HAS CAUSE,1583
19911222062669I,LANDED ON SAME RUNWAY,RAN OFF SIDE OF RUNWAY,1,HAS EFFECT,1583
19920405008919A,ATTEMPTED TAKEOFF,2500 FT,1,EVENT DISTANCE,1612
19920405008919A,ATTEMPTED TAKEOFF,GUSTY NORTH WIND,1,INFLUENCED BY,1612
19930530020029I,SLID AFT,ACCELERATION,1,HAS CAUSE,1693
19940226003029A,LOST POWER,LANDED ON PRIVATE STRIP,1,HAS EFFECT,1724
19950804028629A,LOST POWER,DAMAGED FLOATS,1,HAS EFFECT,1882
19950804028629A,LOST POWER,LONGERON,1,HAS EFFECT,1882
19980508008619A,LOST POWER,FAILED TO VISUALLY CHECK FUEL,1,HAS CAUSE,2299
19940226003029A,LANDED ON PRIVATE STRIP,NOSED OVER,1,HAS EFFECT,1724
19940226003029A,LEFT FUEL CAP LEAKED,PREVENTED GRAVITY FUEL FLOW,1,HAS CAUSE,1724
19940412011509I,FLIGHT MANUAL,GROUND,1,FLEW OUT,1728
19940412011509I,FLIGHT MANUAL,TRUCK WINDSHIELD,1,HAS EFFECT,1728
19940818022409A,LEFT ENGINE,H71,1,LOCATION,1772
19940818022409A,FEATHERED,BEGAN GO AROUND BELOW VMC,1,HAS EFFECT,1772
19940818022409A,BEGAN GO AROUND BELOW VMC,BAD OIL LEAK,1,HAS CAUSE,1772
19940818022409A,BEGAN GO AROUND BELOW VMC,CRACKED ENGINE CASE,1,HAS CAUSE,1772
19940815046149I,BATTERY COMPARTMENT DOOR,OPEN,1,EVENT DISTANCE,1773
19940815046149I,ANTENNA,CRACKED,1,HAS EFFECT,1773
19940815046149I,WINDSHIELD,CRACKED,1,HAS EFFECT,1773
19950314029269I,N7016M,AMATEUR BUILT AIRCRAFT,1,INSTANCE OF,1846
19950314029269I,EMERGENCY OFF AIRPORT LANDING,NEAR THE BLO,1,LOCATION,1846
19950619021589I,HIGH OIL TEMP.,SHEARED MAIN GEAR,1,HAS CAUSE,1867
19950619021589I,SHEARED MAIN GEAR,AIRPOR,1,LOCATION,1867
19950619021589I,FOUND LOW ON OIL,SHEARED MAIN GEAR,1,HAS CAUSE,1867
19950527014439A,SPIRAL TO IMPACT,ROLLED BOTH WAYS,1,HAS EFFECT,1875
19950804028629A,MISREAD WATER IN SUMP,WATER IN FUEL,1,INFLUENCED BY,1882
19950216008379I,CESSNA 207,N1549U,1,INSTANCE OF,1887
19950216008379I,N1549U,PILOT,1,USED BY,1887
19950216008379I,ENGINE STOPPED,TAKEOFF,1,HAS CAUSE,1887
19950826026019A,EXPLOSION,LOGS,1,HAS CAUSE,1920
19950826026019A,PITCHED UP,ROLLED,1,FOLLOWED BY,1920
19951031041599A,ROLLED,UNKNOWN,1,HAS CAUSE,1940
19950826026019A,COMPRESSOR STALL,NR1 ENGINE,1,HAS CAUSE,1920
19950826026019A,FAILED RELEASE LOGS,USE PROCEDURES,1,HAS EFFECT,1920
19951031041599A,NOSE BAGGAGE DOOR,CLIMBOUT,1,OPENED BY,1940
19960524045629A,NOSE BAGGAGE DOOR,TAKEOFF,1,OPENED ON,1970
19951031041599A,POWER,UNKNOWN,1,REDUCED BY,1940
19951031041599A,STALLED,UNKNOWN,1,HAS CAUSE,1940
19951031041599A,DIVED INTO OCEAN,STALLED,1,FOLLOWED BY,1940
19951031041599A,TEST FLIGHT,STORAGE,1,PART OF,1940
19960504009509A,TRAILER TIE DOWN,SKID,1,FAILED TO DETACH FROM,1967
19960504009509A,ROLLING,LOST CONTROL,1,HAS CAUSE,1967
19960504009509A,EVENT DISTANCE,PILOT,1,-23,1967
19960524045629A,BAGGAGE,LEFT PROP,1,HIT,1970
19960524045629A,BELWO UMC,NOSE BAGGAGE DOOR,1,GOT,1970
19960524045629A,LANDED ON SEA ICE,SEA ICE,1,LOCATION,1970
19960524045629A,WILL FLY DOOR OPEN,LANDED ON SEA ICE,1,FOLLOWED BY,1970
19970523014439I,CARGO DOOR,MR. BOWEN,1,LATCHED BY,2030
19970523014439I,RUNWAY CONDITIONS AT STEVEN’S VILLAGE,STEVEN’S VILLAGE,1,LOCATION,2030
19970828026989A,LOUD POP ON TAKEOFF ROLL,LOST RUDDER CONTROL,1,HAS CAUSE,2045
19970828026989A,LOUD POP ON TAKEOFF ROLL,EXITED RWY INTO CORNFIELD,1,HAS CAUSE,2045
19970828026989A,LOUD POP ON TAKEOFF ROLL,HAD FAILED TO LOCK THE TAILWHEEL,1,HAS CAUSE,2045
19970828026989A,LOST RUDDER CONTROL,(-23) M,1,EVENT DISTANCE,2045
19970908038069A,TIRED TAXI,TAXI,1,INSTANCE OF,2051
19970908038069A,TIRED TAXI,ROLLED OVER,1,HAS EFFECT,2051
19970908038069A,TIRED TAXI,PILOT FAILED NOTE RAMP PERSON TIED SKIDS DUE HIGH WIND,1,FOLLOWED BY,2051
19971226042729I,NR2 ENGINE FIRE,LOADING PASSENGERS,1,HAS CAUSE,2064
19971226042729I,NR2 ENGINE FIRE,GATE,1,EVENT DISTANCE,2064
19971226042729I,NR2 ENGINE FIRE,EVACUATED,1,HAS EFFECT,2064
19971226042729I,FUEL LEVER,FLIGHT IDLE,1,INSTANCE OF,2064
19971226042729I,FUEL LEVER,CUT OFF,1,HAS EFFECT,2064
19971226042729I,SMOKE,CLEARED,1,HAS EFFECT,2064
19980620030289I,MR. KADERA,FIELD,1,LOCATED IN,2099
19980620030289I,MR. KADERA,LANDING ON HIGHWAY 93,1,FOLLOWED BY,2099
19980620030289I,LANDING ON HIGHWAY 93,THREE MILES,1,EVENT DISTANCE,2099
19980616023109I,LOUD BANG AND SHUDDER,RETURNED,1,EVENT DISTANCE,2160
19980616023109I,SPARKS,RETURNED,1,HAS EFFECT,2160
19980616023109I,ENGINE COWLING SEPERATED,COWLING,1,PART OF,2160
19980616023109I,COWL NOT FASTENED,ENGINE COWLING,1,MAINTAINED BY,2160
19990714022959I,DEPARTURE,HOURS OF DARKNESS,1,TIME PERIOD,2210
20060718018299I,DEPARTURE,FAILURE,1,FOLLOWED BY,2642
19990714022959I,START,RUN,1,PART OF,2210
19950602032329I,STRUCK TAXIWAY LIGHT,VEERED OFF TAXIWAY,1,HAS CAUSE,2212
19950602032329I,STRUCK TAXIWAY LIGHT,TAXIWAY LIGHT,1,INSTANCE OF,2212
19950602032329I,WAS ADVISED DAMAGED PROP,VEERED OFF TAXIWAY,1,INFLUENCED BY,2212
19990923027739A,CIERNIA GLASAIR III,HOMEBUILT,1,INSTANCE OF,2218
19990923027739A,CIERNIA GLASAIR III,,1,N153JC,2218
19960322013629I,GEAR,AIRCRAFT,1,BLOCKED DOWN,2243
19960322013629I,NOSE BLOCK,AIRCRAFT,1,FELL OUT,2243
19960418007829A,CRASHED AND BURNED,AIRPLANE,1,INSTANCE OF,2245
19960418007829A,WITNESSES REPORTED,DEPARTURE FROM A GRASS RUNWAY,1,FOLLOWED BY,2245
19961027033759A,DEMO FLIGHT,PRIOR DEMO FLIGHT,1,FOLLOWED BY,2264
19961027033759A,CONNECTING ROD,HYDRO LOCK,2,BENT BY;HAS CAUSE,2264
19961027033759A,CONNECTING ROD,NR5 CYL,1,BROKE,2264
19961027033759A,BROKE,PORP SHAFT,1,HAS EFFECT,2264
19961027033759A,PORP SHAFT,CONNECTING ROD,1,BROKE BY,2264
19980415037339I,WOODEN WHEEL CHOCK,NOSE BAGGAGE CARGO,1,PART OF,2296
19980415037339I,SHIFTED,JAMMED THE NOSE LANDING GEAR,1,HAS CAUSE,2296
19980415037339I,JAMMED THE NOSE LANDING GEAR,-5,1,EVENT DISTANCE,2296
19980508008619A,FAILED TO VISUALLY CHECK FUEL,SCENE,1,LOCATION,2299
19980508008619A,NOSED OVER LANDING,FAILED TO VISUALLY CHECK FUEL,1,HAS CAUSE,2299
19990213001379A,ACFT,TAXIING,1,INSTANCE OF,2318
19990213001379A,ACFT,LOST CONTROL,1,HAS EFFECT,2318
19990213001379A,RAN INTO A DITCH,STRUCK A TREE,1,HAS CAUSE,2318
20000215041409A,SKYWAY AIRLINE FLIGHT,BEECH 1900D,1,OPERATED BY,2334
20000215041409A,SKYWAY AIRLINE FLIGHT,1825 EASTERN STANDARD TIME,1,TIME PERIOD,2334
20000215041409A,BEECH 1900D,N81SK,1,DESIGNATION,2334
20000215010329A,TIMOTHY ALLEN WELLS,BELL HELICOPTER,1,USED BY,2335
20000215010329A,TIMOTHY ALLEN WELLS,PILOT IN COMMAND,1,INSTANCE OF,2335
20000215010329A,BELL HELICOPTER MODEL BHT-47-G5,N4754R,1,INSTANCE OF,2335
20060718018299I,PILOT IN COMMAND,FUEL TANK CAPS,1,FAILED TO ENSURE,2642
20000625032189I,NORTHWEST AIRLINES DC-10,DC-10,1,INSTANCE OF,2352
20000625032189I,DC-10,NORTHWEST AIRLINES,1,USED BY,2352
20000625032189I,DC-10,GATE B-52,1,LOCATION,2352
20000625032189I,CONTINENTAL AIRLINES,DC-10,1,INFLUENCED BY,2352
20010411006739I,RPM CONTROL,FLY POSITION,1,BROUGHT UP TO,2403
20010421009329I,RPM LOSS,COULD NOT MAINTAIN ALTITUDE,1,HAS EFFECT,2406
20010910029739I,NOSE LANDING GEAR,GREEN LIGHT WAS OUT,1,HAS EFFECT,2429
20010910029739I,GREEN LIGHT,NOSE LANDING GEAR,1,HAS EFFECT,2429
20020619014309A,N759TY,AIRCRAFT,1,INSTANCE OF,2458
20020619014309A,N759TY,Q,1,FOLLOWED BY,2458
20020619014309A,N759TY,HOT SPRINGS,1,LOCATION,2458
20020619014309A,N759TY,FAYETTEVILLE,1,LOCATION,2458
20020619014309A,CE-182,AIRCRAFT,1,INSTANCE OF,2458
20020619014309A,HOT SPRINGS,ARKANSAS,1,LOCATION,2458
20020619014309A,FAYETTEVILLE,TENNESSEE,1,LOCATION,2458
20030620012809I,OIL,OIL WAS OBSERVED COMING OUT OF THE ENGINE,1,HAS EFFECT,2488
20030607012509A,DEPARTURE TIME,1147 AM,1,TIME PERIOD,2494
20040925025079A,FUEL CONTAMINATION,AIRFRAME FUEL FILTER,1,HAS EFFECT,2566
20040925025079A,FUEL CONTAMINATION,FUEL FILTER,1,HAS EFFECT,2566
20040925025079A,FUEL CONTAMINATION,ENGINE DRIVEN FUEL PUMP FILTER,1,HAS EFFECT,2566
20050504010229A,SIKORSKY S-70A,N160LA,1,INSTANCE OF,2592
20050504010229A,VIBRATION,APU DOOR STRUCK A MAIN ROTOR BLADE,1,HAS CAUSE,2592
20050504010229A,VIBRATION,INFLIGHT,1,EVENT DISTANCE,2592
20050504010229A,VIBRATION,NEAR,1,LOCATION,2592
20050713014239I,RAYTHEON AIRCRAFT CO. B36TC,BONANZA,1,INSTANCE OF,2600
20050713014239I,HAVENS LEASING,RAYTHEON AIRCRAFT CO. B36TC,1,REGISTERED TO,2600
20051009024969I,HELICOPTER ENGINE POWER CHECKS,PILOT,1,CONDUCTED BY,2630
20051009024969I,HELICOPTER ENGINE POWER CHECKS,CREWMEMBER,1,CONDUCTED BY,2630
20060718018299I,FUEL TANK CAPS,SECURELY FASTENED,1,HAS EFFECT,2642
20060621012279A,ROTATION,OVERROTATE,1,FOLLOWED BY,2650
20070630826079I,AIRCRAFT ENGINE,PROBLEMS,1,HAS CAUSE,2685
