c5_sources,entity1,entity2,weight,relations,rows
19780525040389I,BRAKES,RAN FENCE,1,FOLLOWED BY,180
19841214074599I,STRUCK 2 AIRCRAFT,TAXIING,1,HAS CAUSE,3
19841214074599I,STRUCK 2 AIRCRAFT,FENCE,1,HAS EFFECT,3
19841214074599I,CIRCUIT BREAKER HYDRAULIC PUMP,OPEN,1,INSTANCE OF,3
19860128014289I,OBJECTS,FAILED TO SEE WARNING LIGHT,1,HAS EFFECT,4
19860128014289I,AIRCRAFT,RETURNED,1,FOLLOWED BY,4
19940412011509I,AIRCRAFT,GROUND,1,LOCATION,12
19940412011509I,AIRCRAFT,LANDED SAFELY,1,EVENT DISTANCE,12
19860706034879A,AIRCRAFT,FLIPPED,1,HAS EFFECT,25
19960322013629I,AIRCRAFT,MAINTENANCE,1,FOLLOWED BY,28
19790211002709A,AIRCRAFT,FAILED TO LIFTOFF RUNWAY,1,HAS CAUSE,30
19790211002709A,AIRCRAFT,RAN OFF END,1,HAS EFFECT,30
19790211002709A,AIRCRAFT,INTO SNOW BANK,1,HAS EFFECT,30
19790211002709A,AIRCRAFT,FROST ON AIRFRAME,1,HAS EFFECT,30
20050429009279I,AIRCRAFT,CARGO TRIP,1,PART OF,38
19930530020029I,AIRCRAFT,TAKEOFF ROLL,1,FOLLOWED BY,45
19930530020029I,AIRCRAFT,ACCELERATION,1,FOLLOWED BY,45
19840821046409A,AIRCRAFT,DC-10,1,INSTANCE OF,50
19840821046409A,AIRCRAFT,NOT HAD ANNUAL INSPECTION,1,TIME PERIOD,50
20010421009329I,AIRCRAFT,CRUISE FLIGHT,1,TIME PERIOD,54
20010421009329I,AIRCRAFT,RPM LOSS,1,HAS EFFECT,54
19780402008409I,AIRCRAFT,TAXIING,1,PART OF,67
19780402008409I,AIRCRAFT,WORN OUT & INEFFECTIVE BRAKES,1,HAS CAUSE,67
19890725041869I,AIRCRAFT,PILOTS,1,USED BY,68
20070202001609A,AIRCRAFT,FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA,1,TIME PERIOD,76
20070202001609A,AIRCRAFT,LOST POWER,1,HAS EFFECT,76
20070202001609A,AIRCRAFT,GRINNELL,1,LOCATION,76
19870309039779I,AIRCRAFT,BRAKE PROBLEMS,1,HAS CAUSE,81
19780327010619I,AIRCRAFT,RAN OUT,1,HAS EFFECT,163
19780327010619I,AIRCRAFT,LANDED FOR FUEL,1,TIME PERIOD,163
19780429014759I,AIRCRAFT,FREEWAY,1,LOCATION,184
19780619046649I,AIRCRAFT,CONTROL PROBLEMS,1,HAS CAUSE,203
19780726036499I,AIRCRAFT,GOT AIRBORNE,1,FOLLOWED BY,224
19780825038179I,AIRCRAFT,15 MINUTES AFTER TAKEOFF,1,TIME PERIOD,234
19780825038179I,AIRCRAFT,FUEL EXHAUSTION,1,HAS CAUSE,234
19781102023729I;19790316004819A;19790510009019A;19790829023019A,AIRCRAFT,AIRPLANE,4,INSTANCE OF,242,293,327,378
19780923027059I,AIRCRAFT,TOTAL ELECTRICAL FAILURE,1,HAS CAUSE,246
19780923027059I,AIRCRAFT,FINAL,1,EVENT DISTANCE,246
19780923027059I,AIRCRAFT,GEAR PARTIALLY EXTENDED,1,HAS EFFECT,246
19780923027059I,AIRCRAFT,COLLAPSED,1,HAS EFFECT,246
19780923027059I,AIRCRAFT,TOUCHDOWN,1,EVENT DISTANCE,246
19781009029939I,AIRCRAFT,LANDED GEAR UP,1,INSTANCE OF,250
19781009029939I,AIRCRAFT,TAKEOFF RUNWAY,1,LOCATION,250
19790119001139A,AIRCRAFT,AIRFRAME ICE,1,HAS CAUSE,252
19790119001139A,AIRCRAFT,FAILED TO CLIMB,1,HAS EFFECT,252
19790119001139A,AIRCRAFT,3 MILES,2,EVENT DISTANCE,252
19790119001139A,AIRCRAFT,FENCE,1,LOCATION,252
19790119001139A,AIRCRAFT,INVERTED,1,INSTANCE OF,252
19790306009619I,AIRCRAFT,LANDING LIGHT INOPERABLE,1,HAS EFFECT,286
19790306009619I,AIRCRAFT,NIGHT,1,TIME PERIOD,286
19790316004819A,AIRCRAFT,RESTRICTED STEERING,1,HAS CAUSE,293
19790316004819A,AIRCRAFT,FROST,1,HAS CAUSE,293
19790316004809A,AIRCRAFT,STRUCK GROUND,1,HAS CAUSE,309
19790316004809A,AIRCRAFT,SHORT OF RUNWAY,1,HAS EFFECT,309
19790316004809A;19790919027319A,AIRCRAFT,WATER IN FUEL,2,HAS CAUSE;HAS EFFECT,309,397
19790210002639A,AIRCRAFT,ACFT,1,INSTANCE OF,316
19790210002639A,AIRCRAFT,FIRST TEST FLIGHT,1,EVENT DISTANCE,316
19790210002639A,AIRCRAFT,REBUILDING,1,HAS CAUSE,316
19790209002599A,AIRCRAFT,TAXIWAY,1,LOCATION,319
19790209002599A,AIRCRAFT,AIRPORT,1,MAINTAINED BY,319
19790508100289I,AIRCRAFT,LOST UPPER ENGINE COWLING,1,HAS EFFECT,326
19790508100289I,AIRCRAFT,PILOT,1,MAINTAINED BY,326
19790508100289I,AIRCRAFT,HAD NOT BEEN FASTENED,1,HAS EFFECT,326
19790510009019A,AIRCRAFT,UNABLE TO MAINTAIN FLIGHT,1,HAS EFFECT,327
19790427100559I,AIRCRAFT,AUTOROTATION,1,EVENT DISTANCE,337
19790703018439I,AIRCRAFT,STRUCK RUNWAY GEAR UP,1,HAS CAUSE,368
19790823023209I,AIRCRAFT,RAN OFF RUNWAY,1,EVENT DISTANCE,370
19790823023209I,AIRCRAFT,BRAKE DISC PADS TOTALLY WORN,1,HAS EFFECT,370
19790813023739A,AIRCRAFT,BARREL,1,USED BY,371
19790919027319A,AIRCRAFT,AFTER TAKEOFF,1,EVENT DISTANCE,397
19790919027319A,AIRCRAFT,ATTEMPTED EMERGENCY LANDING,1,HAS CAUSE,397
19790919027319A,AIRCRAFT,EMERGENCY LANDING,1,EVENT DISTANCE,397
20000215010329A,MR. TIMOTHY ALLEN WELLS,BELL HELICOPTER,1,USED BY,5
20000215010329A,MR. TIMOTHY ALLEN WELLS,PILOT IN COMMAND,1,INSTANCE OF,5
20000215010329A,BELL HELICOPTER MODEL BHT-47-G5,HELICOPTER,1,INSTANCE OF,5
20010411006739I,HELICOPTER,BELL HELICOPTER,1,INSTANCE OF,87
20010411006739I,HELICOPTER,HELIPAD,1,LOCATION,87
19780904017739I,HELICOPTER,JET FUEL,1,USED BY,237
19790525014229A,HELICOPTER,BEAGLE,1,INSTANCE OF,351
19790525014229A,HELICOPTER,IMPROPERLY SERVICED STRUTS,1,HAS CAUSE,351
20000215010329A,N4754R,BELL HELICOPTER,1,INSTANCE OF,5
19801116083749I,N4754R,FROZEN,1,EVENT DISTANCE,6
19801116083749I;20070630826079I,N4754R,AFTER ENGINE QUIT,2,HAS CAUSE,6,8
19801116083749I,N4754R,ICE IN AUXILIARY FUEL SYSTEM,1,HAS EFFECT,6
20070630826079I,N4754R,CLIMB,1,EVENT DISTANCE,8
19850315007389A,PILOT,ALTIMETER,1,USED BY,7
19821117066379I,PILOT,UNABLE TO PRESSURIZE,1,HAS EFFECT,20
19860706034879A,PILOT,TANKS,1,USED BY,25
19960504009509A,PILOT,FAILED TO FULLY DETACH,1,INFLUENCED BY,29
19850418016709I,PILOT,FUEL TANKS,1,USED BY,31
19780316008589I;19781113027039I,PILOT,DITCH,2,EVENT DISTANCE;LOCATION,33,165
19781113027039I,PILOT,END,1,TIME PERIOD,33
19780619046649I;19790508100289I;19930530020029I;20050429009279I,PILOT,AIRCRAFT,4,MAINTAINED BY;USED BY,38,45,203,326
19970908038069A,PILOT,Skids,1,INSTANCE OF,41
19930530020029I,PILOT,SEATS,1,HAS EFFECT,45
19950216008379I,PILOT,CESSNA 207,1,USED BY,51
20010421009329I,PILOT,COULD NOT MAINTAIN ALTITUDE,1,HAS EFFECT,54
19871027060859A,PILOT,PILOT ERROR,1,HAS CAUSE,58
19791128035159A,PILOT,CLIMBOUT,1,FOLLOWED BY,63
19790623014019A;20060621012279A,PILOT,AFTER TAKEOFF,2,FOLLOWED BY;TIME PERIOD,64,339
20060621012279A,PILOT,AT ROTATION,1,TIME PERIOD,64
19780111000459A,PILOT,TIEDROPE,1,HAS CAUSE,86
20030620012809I,PILOT,FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE,1,HAS CAUSE,99
19780221000179I;20030620012809I,PILOT,OIL,2,MAINTAINED BY;USED BY,99,159
19780130004789I,PILOT,FAILED TO CHECK POSITION OF GEAR HANDLE,1,HAS CAUSE,140
19780206006149I,PILOT,FAILED TO REMOVE TOW BAR BEFORE TAKEOFF,1,HAS CAUSE,146
19780206006149I,PILOT,STRANGE NOISE DURING RETRACTION,1,HAS CAUSE,146
19780208007759I,PILOT,GEAR COLLAPSED,1,HAS CAUSE,149
19780212006439I,PILOT,FROST ON THE WINGS,1,HAS CAUSE,153
19780212006439I,PILOT,FAILURE TO USE FULL POWER,1,HAS CAUSE,153
19780218007139I,PILOT,AFTER RECENT BLIZZARD,1,TIME PERIOD,155
19780225001819I,PILOT,FUEL GAUGE,1,USED BY,157
19780307014069I;19780526040429I;19781223039539A;19781230019999I,PILOT,PILOT,4,USED BY,158,192,257,279
19780221000179I,PILOT,LOW OIL PRESSURE,1,HAS CAUSE,159
19780221000179I,PILOT,NOT CHECKED IT BEFORE TAKEOFF,1,HAS CAUSE,159
19780311016379I;19790203005099I,PILOT,LOST DIRECTIONAL CONTROL,2,HAS CAUSE;HAS EFFECT,162,281
19780327010619I,PILOT,FUEL CAPS,1,USED BY,163
19780316008589I,PILOT,BRAKE FAILURE,1,HAS CAUSE,165
19780330011569I,PILOT,LOST ELECTRICAL POWER,1,HAS CAUSE,169
19780402009009I,PILOT,EMERGENCY GEAR EXTENSION,1,USED BY,170
19780402009009I;19780409009699I,PILOT,ELECTRICAL FAILURE,2,HAS CAUSE;USED BY,170,174
19780210005719I,PILOT,CARB,1,USED BY,175
19780309015599I,PILOT,A NON-VENTED CAP,1,USED BY,177
19780503031639I,PILOT,FAULTY GEAR ACTUATOR,1,HAS CAUSE,186
19780504031959I,PILOT,DOOR POPPED OPEN,1,INFLUENCED BY,187
19780526040429I,PILOT,GEAR RETRACTED,1,HAS EFFECT,192
19780528040689I,PILOT,AILERON CONTROLS,1,USED BY,193
19780603041629I,PILOT,WIRED TO A BRACE,1,USED BY,197
19780623036259I,PILOT,SMOKE AND FUMES IN COCKPIT,1,HAS CAUSE,211
19780624034629I;19790421024889I,PILOT,ENGINE,2,USED BY,213,310
19780624034629I,PILOT,ENGINE STOPPED,1,HAS CAUSE,213
19780805024609A,PILOT,MIXTURE CONTROL,1,USED BY,221
19780704042039I,PILOT,INOPERATIVE RADIO,1,HAS CAUSE,222
19780704042039I,PILOT,UNABLE TO FIND DESTINATION,1,HAS EFFECT,222
19780704042039I,PILOT,NEARLY OUT OF FUEL,1,HAS EFFECT,222
19780704042039I,PILOT,FOUND AN AIRPORT,1,FOLLOWED BY,222
19780725039589I,PILOT,55 GAL DRUM,1,USED BY,226
19780708043109I,PILOT,AIRPORT LANDING,1,EVENT DISTANCE,227
19780708043109I,PILOT,OVERSHOT,1,HAS EFFECT,227
19780808049579I,PILOT,FAILED TO SECURE OIL STICK,1,HAS CAUSE,229
19781018032569I,PILOT,UNABLE TO GET THE NOSE WHEEL DOWN,1,HAS CAUSE,240
19780921019829I,PILOT,MAINTENANCE HANGAR,1,USED BY,243
19790106001239I,PILOT,FAILED TO RELEASE BRAKES,1,HAS CAUSE,259
19790123003659I,PILOT,NO LEFT BRAKE,1,HAS CAUSE,264
19790123003659I,PILOT,BRAKE,1,MAINTAINED BY,264
19781119026389I,PILOT,ATTEMPTED TURN ON TAXIWAY,1,USED BY,269
19781207022839I,PILOT,THROTTLE LINKAGE,1,USED BY,274
19781223039539A,PILOT,DID NOT RESET BREAKERS,1,HAS CAUSE,279
19790203005099I,PILOT,LOST RIGHT BRAKE,1,HAS CAUSE,281
19790313008789I,PILOT,LANDING LIGHT,1,USED BY,287
19790316004819A,PILOT,RESTRICTED STEERING,1,HAS CAUSE,293
19790316004819A,PILOT,FROST,1,HAS CAUSE,293
19790214002969A,PILOT,CONTROLS,1,USED BY,295
19790410008789A,PILOT,COMPANY OWNED FUEL TANKER,1,USED BY,299
19790405013359I,PILOT,OBSTRUCTION,1,HAS CAUSE,308
19790421024889I,PILOT,MUSHED BACK TO THE GROUND BEYOND THE RUNWAY,1,FOLLOWED BY,310
19790513010459A,PILOT,ACFT,1,USED BY,333
19790623014019A,PILOT,RAN OFF LEFT SIDE OF RUNWAY,1,FOLLOWED BY,339
19790610014749I,PILOT,TANKS NEARLY EMPTY,1,HAS CAUSE,343
19790425024979I,PILOT,UNABLE TO MAINTAIN ALTITUDE,1,HAS EFFECT,352
19790425024979I,PILOT,POWER LOSS,1,INFLUENCED BY,352
19790622017219I,PILOT,TOPPED HIS TANKS,1,HAS CAUSE,354
19790519010229A,PILOT,INSTRUMENT PANEL LIGHT SWITCH,1,USED BY,355
19790519010229A,PILOT,ATTEMPTED FORCED LANDING,1,HAS EFFECT,355
19790602009889A,PILOT,FUEL CONTAMINATION,1,HAS CAUSE,357
19790602009889A,PILOT,CREW,1,INSTANCE OF,357
19790602009889A,PILOT,DITCHED,1,FOLLOWED BY,357
19790602009889A,PILOT,IN THE OCEAN,1,FOLLOWED BY,357
19790729022479I,PILOT,FAILED TO EXTEND GEAR,1,HAS CAUSE,361
19790807029619I,PILOT,FAILED TO SECURE OIL CAP,1,HAS CAUSE,365
19790807029619I,PILOT,OIL WAS STREAMING OVER COWL,1,HAS EFFECT,365
19790807029619I,PILOT,PREFLIGHT,1,TIME PERIOD,365
19790807029619I,PILOT,AFTER LIFTOFF,1,EVENT DISTANCE,365
19790813030889I,PILOT,FAILED TO SECURE OIL CAP PROPERLY,1,HAS CAUSE,367
19790813030889I,PILOT,LANDED,1,INSTANCE OF,367
19790703018439I,PILOT,3 QUARTS OF WATER,1,USED BY,368
19790710018689I,PILOT,FAILED TO REENGAGE CLUTCH,1,HAS CAUSE,385
19790710018689I,PILOT,LOCK GEAR IN PLACE,1,HAS CAUSE,385
19790918023659I,PILOT,OWNER,1,USED BY,386
19791102034159A,PILOT,ENGINE FAILURE,1,HAS CAUSE,398
19850315007389A,ICING,LOST CONTROL,1,HAS EFFECT,7
19850315007389A,ICING,ICING FORECAST,1,FOLLOWED BY,7
19950527014439A,LOST CONTROL,SPIRAL TO IMPACT,1,HAS EFFECT,27
19850315007389A,ALTITUDE,LOWER ALTITUDE,1,EVENT DISTANCE,7
19900425011659A,FERRY FLIGHT,RAN OUT OF FUEL,1,HAS CAUSE,9
19900425011659A,FERRY FLIGHT,LEFT PONTOON SEPARATED,1,HAS EFFECT,9
19900425011659A,FERRY FLIGHT,LANDING IN A POND,1,HAS EFFECT,9
19900425011659A,FUEL CAP,FUEL SIPHONED,1,HAS EFFECT,9
19780429014759I,FUEL CAP,AIRCRAFT,1,PART OF,184
19791022054789I,FUEL CAP,FUEL STARVATION,1,HAS CAUSE,391
19791022054789I,FUEL CAP,A NON-VENTED CAP,1,INSTANCE OF,391
19820725041999I,RETURNING TO LAND,COWLING CAME OFF,1,HAS EFFECT,11
19820725041999I,CRACKED WINDSHIELD,OBJECTS,1,INSTANCE OF,11
19820725041999I,DENTED STABILIZER,OBJECTS,1,INSTANCE OF,11
19971226042729I,NR2 ENGINE FIRE,LOADING PASSENGERS,1,HAS CAUSE,13
19971226042729I,NR2 ENGINE FIRE,GATE,1,EVENT DISTANCE,13
19971226042729I,NR2 ENGINE FIRE,EVACUATED,1,FOLLOWED BY,13
19971226042729I,FUEL LEVER,PILOT IN COMMAND,1,USED BY,13
19971226042729I,FUEL LEVER,FLIGHT IDLE,1,TIME PERIOD,13
19971226042729I,CUT OFF,NR2 ENGINE FIRE,1,HAS CAUSE,13
19971226042729I,SMOKE,NR2 ENGINE FIRE,1,HAS EFFECT,13
19950619021589I,HIGH OIL TEMP.,LANDED OFF AIRPOR,1,HAS EFFECT,14
19950619021589I,LANDED OFF AIRPOR,FOUND LOW ON OIL,1,FOLLOWED BY,14
19940815046149I,ANTENNA,CRACKED WINDSHIELD,1,HAS EFFECT,15
19781108022239I;19790718019229I,BAGGAGE CART,AIRCRAFT,2,INSTANCE OF;PART OF,17,42
19790718019229I,BAGGAGE CART,GROUND STAND,1,INSTANCE OF,17
19790223006939I,BAGGAGE CART,B99,1,FOLLOWED BY,285
19790223006939I,BAGGAGE CART,GATE,1,LOCATION,285
19790223006939I,BAGGAGE CART,JET BLAST,1,HAS CAUSE,285
19790718019229I,FUSELAGE,9 INCH TEAR,1,HAS EFFECT,17
20000625032189I,DC-10,BOEING,1,INSTANCE OF,18
20000625032189I,DC-10,PUSHED BACK,1,FOLLOWED BY,18
20000625032189I,DC-10,GATE B-52,1,LOCATION,18
19860530030499A,ENGINE,ENGINE OVERHEAT,1,HAS CAUSE,19
19860530030499A,ENGINE,HOT OIL SMELL,1,HAS EFFECT,19
19860530030499A,ENGINE,FAILED TO REMOVE AIR INTAKE PLUGS,1,HAS CAUSE,19
19780210006769I;19780218007139I;19780225001789I;19780522035289I;19790207002459A;19790808027309A;19790916031359A;19840121015319I;19860706034879A,ENGINE,AFTER TAKEOFF,10,EVENT DISTANCE;HAS CAUSE;TIME PERIOD,25,26,150,155,156,191,302,382,396
19840121015319I,ENGINE,FAILED,1,HAS EFFECT,26
19850418016709I,ENGINE,POWER FAILURE,1,HAS CAUSE,31
19780625035919I;19871211075169A,ENGINE,CLIMBOUT,2,HAS CAUSE;TIME PERIOD,56,214
20030620012809I,ENGINE,OIL WAS OBSERVED COMING OUT,1,HAS EFFECT,99
19780205005989I,ENGINE,ENGINE VIBRATED,1,HAS CAUSE,138
19780205005989I;19781009029939I,ENGINE,LOST POWER,2,HAS CAUSE,138,250
19780205005989I;19780518033959I,ENGINE,QUIT,2,HAS CAUSE,138,189
19780210006769I;19780518033959I;19780529040959I;19780725039589I;19780829037939I;19790127003859I;19790919027319A,ENGINE,WATER IN FUEL,7,HAS CAUSE;HAS EFFECT,150,189,194,226,251,272,397
19780210006769I,ENGINE,200 FEET,1,EVENT DISTANCE,150
19780219007659I,ENGINE,ICE,1,HAS CAUSE,152
19780219007659I;19780325010349I;19790113001939I,ENGINE,FUEL SYSTEM,3,INSTANCE OF;PART OF,152,167,262
19780213006479I,ENGINE,LOW OIL PRESSURE,1,HAS CAUSE,154
19780218007139I,ENGINE,SNOW PACKED,1,HAS CAUSE,155
19780218007139I,ENGINE,ENGINE COWL,1,LOCATION,155
19780218007139I,ENGINE,,1,EVENT DISTANCE,155
19780225001789I,ENGINE,SHORTLY AFTER,1,TIME PERIOD,156
19780225001789I,ENGINE,REFUELING,1,LOCATION,156
19780225001819I,ENGINE,FUEL EXHAUSTION,1,HAS CAUSE,157
19780225001819I,ENGINE,SOON AFTER LIFT OFF,1,TIME PERIOD,157
19780228000419I,ENGINE,SURGING IN FLIGHT,1,HAS CAUSE,160
19780228000419I;19790427100559I;19790602009889A,ENGINE,FUEL CONTAMINATION,3,HAS CAUSE,160,337,357
19780228000419I,ENGINE,SHUT DOWN,1,INSTANCE OF,160
19780325010349I,ENGINE,WATER CONTAMINATION,1,HAS CAUSE,167
19780325010349I;19790316004809A,ENGINE,FINAL APPROACH,2,EVENT DISTANCE;HAS CAUSE,167,309
19780328011399I;19780613045599I;19790113001939I,ENGINE,WATER IN ALL OF THE FUEL SYSTEM,3,HAS CAUSE,168,199,262
19780328011399I,ENGINE,AFTER LIFT OFF,1,TIME PERIOD,168
19780210005719I;19780626034739I;19790318010729A;19790603012119A;19790829023019A;19790916031359A,ENGINE,STOPPED,6,HAS CAUSE;HAS EFFECT;INSTANCE OF,175,216,312,331,378,396
19780309015599I,ENGINE,VACUUM IN THE TANK,1,HAS CAUSE,177
19780429014759I;19790421024749I,ENGINE,AFTER ENGINE QUIT,2,HAS CAUSE,184,314
19780518033959I,ENGINE,BACKFIRED,1,HAS CAUSE,189
19780518033959I,ENGINE,THIRD TOUCH AND GO,1,TIME PERIOD,189
19780518033959I,ENGINE,LANDED STRAIGHT AHEAD,1,HAS EFFECT,189
19780529040959I,ENGINE,SPUTTERED AND QUIT,1,HAS CAUSE,194
19780529040959I,ENGINE,CRUISE,1,TIME PERIOD,194
19780529040959I,ENGINE,MARSHY AREA,1,LOCATION,194
19780529040959I,ENGINE,TIPPED UP ON NOSE,1,HAS EFFECT,194
19780625035919I,ENGINE,250 FEET,1,HAS CAUSE,214
19780625035919I,ENGINE,WATER AND OTHER FOREIGN MATERIAL FOUND,1,HAS EFFECT,214
19780625035779I,ENGINE,FUEL SELECTOR MOVED BY A PASSENGER,1,HAS CAUSE,215
19780625035779I,ENGINE,SOON AFTER TAKEOFF,1,TIME PERIOD,215
19780626034739I;19790421024749I,ENGINE,AIRPLANE,2,PART OF,216,314
19780925018069I,ENGINE,SMOKE,1,HAS CAUSE,244
19780925018069I,ENGINE,NACELLE,1,INSTANCE OF,244
19780829037939I;19781009029939I;19790111000619I;19791022029739A,ENGINE,AFTER LIFTOFF,5,EVENT DISTANCE;HAS CAUSE;TIME PERIOD,250,251,261,393
19781009029939I,ENGINE,TOPPED OFF WITH JET FUEL,1,HAS EFFECT,250
19780829037939I,ENGINE,LANDED ON REMAINING RUNWAY GEAR UP,1,HAS EFFECT,251
19781120025989I,ENGINE,OIL LOSS,1,HAS CAUSE,255
19781120025989I,ENGINE,OVERLOAD,1,HAS CAUSE,255
19781230019999I;19791022054789I,ENGINE,FUEL STARVATION,2,HAS CAUSE,257,391
19790107000829I,ENGINE,TAXI,1,HAS CAUSE,260
19790107000829I,ENGINE,6 QTS,1,EVENT DISTANCE,260
19790107000829I,ENGINE,LEFT NACELLE,1,LOCATION,260
19790107000829I,ENGINE,BOOST PUMP,1,LOCATION,260
19790111000619I,ENGINE,LANDED GEAR UP,1,HAS EFFECT,261
19790111000619I,ENGINE,FOUND WATER IN FUEL,1,HAS EFFECT,261
19790111000619I,ENGINE,3 FOULED SPARK PLUGS,1,HAS EFFECT,261
19790113001939I,ENGINE,LANDED ON AIRPORT,1,EVENT DISTANCE,262
19790127003899I,ENGINE,RAN OUT OF OIL,1,HAS CAUSE,265
19790127003899I,ENGINE,INSTRUCTIONAL FLIGHT,1,INSTANCE OF,265
19790127003899I,ENGINE,FAILED INTERNALLY,1,EVENT DISTANCE,265
19790414012459I,ENGINE,SUDDENLY STOPPED,1,HAS CAUSE,297
19790211007509A,ENGINE,CLIMB-OUT,1,HAS CAUSE,298
19790211007509A,ENGINE,CRASH LANDING,1,EVENT DISTANCE,298
19790207002459A;19790625015009A,ENGINE,FAILURE,2,HAS CAUSE;INSTANCE OF,302,346
19790421024889I,ENGINE,PILOT TOOK OFF WITH THE ENGINE NOT OPERATING PROPERLY,1,HAS CAUSE,310
19790318010729A,ENGINE,EMPTY TANK,1,TIME PERIOD,312
19790318010729A,ENGINE,ILS APPROACH,1,TIME PERIOD,312
19790318010729A,ENGINE,CRASHED,1,HAS CAUSE,312
19790318010729A,ENGINE,START,1,HAS EFFECT,312
19790224007469I,ENGINE,LEVEL FLIGHT,1,HAS CAUSE,317
19790224007469I,ENGINE,ACFT,1,INSTANCE OF,317
19790603029089I,ENGINE,THROTTLE CABLE HOUSING SLIPPED OUT OF CLAMP,1,HAS CAUSE,323
19790603029089I,ENGINE,PILOT,1,MAINTAINED BY,323
19790529041069A,ENGINE,AIR INTAKE,1,HAS EFFECT,329
19790529041069A,ENGINE,ALTERNATE AIR DEFECT,1,INFLUENCED BY,329
19790603012119A,ENGINE,25-FT AGL LIFTOFF,1,TIME PERIOD,331
19790623022919A,ENGINE,SPUTTERING,1,HAS CAUSE,334
