c5_sources,entity1,entity2,weight,relations,rows
19780212006439I,PILOT,AIRBORNE,1,UNABLE TO BECOME,55
19780212006439I,PILOT,FROST ON THE WINGS,1,HAS CAUSE,55
19780212006439I,PILOT,FAILURE TO USE FULL POWER,1,HAS CAUSE,55
19780218007139I,PILOT,LOCALLY,1,INTENDED TO FLY,57
19780307014069I,PILOT,PILOT,1,USED BY,60
19780221000179I;19790207002469A,PILOT,EMERGENCY LANDING,2,MADE,"61,202"
19780221000179I,PILOT,LOW OIL PRESSURE,1,INFLUENCED BY,61
19780221000179I,PILOT,OIL PRESSURE,1,DID NOT CHECK,61
19780221000179I;19800128019789I,PILOT,OIL,3,OBSERVED;OUT OF;SMELLED,"61,349"
19780311016379I,PILOT,AFTER TOUCHDOWN,1,LOST DIRECTIONAL CONTROL,64
19780327010619I,PILOT,FUEL CAPS,1,USED BY,65
19780330011569I,PILOT,ELECTRICAL POWER,1,USED BY,71
19780210005719I,PILOT,CARB,1,USED BY,78
19780309015599I,PILOT,NON-VENTED CAP,1,USED BY,80
19780528040689I,PILOT,HOME-BUILT,1,USED BY,97
19780528040689I,PILOT,CONNECTING AILERON CONTROLS,1,FOLLOWED BY,97
19780623036259I,PILOT,BEACH,1,LANDED ON,116
19780623036419I;19790813030889I,PILOT,OIL CAP,2,FAILED TO SECURE;USED BY,"117,278"
19780624034629I;19790421024889I;19790605014429I,PILOT,ENGINE,3,USED BY,"118,220,251"
19780704042039I,PILOT,INOPERATIVE RADIO,1,DEPARTED WITH,127
19780704042039I,PILOT,UNABLE TO FIND DESTINATION,1,FOLLOWED BY,127
19780704042039I,PILOT,NEARLY OUT OF FUEL,1,HAS EFFECT,127
19780704042039I,PILOT,AIRPORT,1,FOUND,127
19780725039589I,PILOT,55 GAL DRUM,1,USED BY,131
19780808049579I,PILOT,OIL STICK,1,USED BY,134
19780808049579I,PILOT,FAILED TO SECURE OIL STICK,1,HAS CAUSE,134
19780920018899I,PILOT,BACKFIRE,1,MISTOOK FOR,145
19780920018899I,PILOT,FOLLOWED BY,1,BEGAN FLIGHT,145
19781018032569I,PILOT,GET THE NOSE WHEEL DOWN,1,UNABLE TO,146
19780921019829I,PILOT,TAXIING,1,USED BY,149
19780921019829I,PILOT,MAINTENANCE HANGAR,1,EVENT DISTANCE,149
19780903028619A,PILOT,EXCESSIVE WATER,1,AWARE OF,151
19781119026389I,PILOT,TAXIWAY,1,USED BY,179
19781223039539A,PILOT,BREAKERS,1,USED BY,189
19790203005099I,PILOT,DIRECTIONAL CONTROL,1,USED BY,191
19790203005099I,PILOT,VEERED OFF RUNWAY,1,FOLLOWED BY,191
19790313008789I,PILOT,NIGHT,1,EVENT DISTANCE,197
19790224005689A,PILOT,WINGS,1,DID NOT REMOVE SNOW FROM,204
19790321010439A,PILOT,MULTIENGINE AIRPLANE,1,USED BY,211
19790513010459A;19790807024709A,PILOT,ACFT,2,USED BY,"244,277"
19790623014019A,PILOT,LEFT SIDE OF RUNWAY,1,RAN OFF,250
19790515027029I,PILOT,ELECTRICAL SYSTEM,1,USED BY,261
19790425024979I,PILOT,POWER,1,USED BY,263
19790425024979I,PILOT,ALTITUDE,1,HAS EFFECT,263
19790519010229A,PILOT,INSTRUMENT PANEL LIGHT SWITCH,1,USED BY,266
19790519010229A,PILOT,UNABLE TO DIM LIGHTS,1,HAS EFFECT,266
19790519010229A,PILOT,COULD NOT SEE OUT,1,HAS EFFECT,266
19790807029619I;19791208047929I,PILOT,PREFLIGHT,2,PERFORMED;USED BY,"276,330"
19790807029619I,PILOT,FAILED TO SECURE OIL CAP,1,HAS CAUSE,276
19790703018439I,PILOT,DRAINED 3 QUARTS OF WATER,1,HAS EFFECT,279
19790705018829I;19800105013639I,PILOT,GEAR,2,USED BY,"286,335"
19790705018829I,PILOT,FAILED TO DRAIN WING SUMPS,1,INFLUENCED BY,286
19790808027309A,PILOT,RETURN TO RUNWAY,1,ATTEMPTED,295
19790710018689I,PILOT,CLUTCH,1,USED BY,298
19791030053329I,PILOT,BATTERY,1,USED BY,307
19791108054919I,PILOT,COCKPIT DOOR,1,ABORTED,308
19791108054919I,PILOT,RUNWAY,1,RAN OFF,308
19791102034159A,PILOT,180 DEGREE TURN,1,PERFORMED,311
19791029027649A,PILOT,SEAT,1,USED BY,316
19791014052729I,PILOT,CARB ICE,1,CHECKED FOR,320
19791014052729I,PILOT,PRECAUTIONARY LANDING,1,MADE,320
19791222048669I,PILOT,LAND GEAR,1,USED BY,322
19791221039859A,PILOT,FUEL TANKS,1,USED BY,327
19791208047929I,PILOT,CHECK POSITION OF GEAR KNOB,1,PERFORMED,330
19800105013639I,PILOT,RIGHT GENERATOR,1,USED BY,335
19800106011019I,PILOT,MISJUDGED INTERSECTION,1,FOLLOWED BY,337
19800208002479A,PILOT,THROTTLE FROZE WIDE OPEN,1,REPORTED,357
19800208002479A,PILOT,HARD LANDING,1,MADE,357
19800225005279A;19800523016979A,PILOT,CONTROLS,2,UNABLE TO REACH;USED BY,"368,396"
19800328007979A,PILOT,RAN OUT OF FUEL,1,HAS CAUSE,370
19800328007979A,PILOT,HAD BEEN DRINKING,1,INFLUENCED BY,370
19800501044549I,PILOT,EMERGENCY SYSTEM,1,DID NOT KNOW HOW TO USE,377
19800611054319I,PILOT,PORTABLE FUEL CANS,1,USED BY,383
19800611054319I,PILOT,WATER TAKEOFF,1,EVENT DISTANCE,383
19800508011869A,PILOT,FUEL TIME,1,USED BY,391
19800523016979A,PILOT,FAILED TO CHECK,1,HAS CAUSE,396
19800823080969I,PILOT,EMERGENCY PROCEDURE,1,USED BY,408
19800707059709I,PILOT,NOSEGEAR,1,USED BY,411
19800707059709I,PILOT,LANDING,1,MADE,411
19780402008409I,TAXIING AIRCRAFT,PARKED AIRCRAFT,1,STUCK,74
19780402008409I,INEFFECTIVE BRAKES,WORN OUT,1,HAS CAUSE,74
19780427013859I,ENGINE COWLING,ENGINE,1,SEPARATED FROM,85
19780206006039I,ENGINE COWLING,CAME LOOSE IN FLIGHT,1,HAS EFFECT,49
19780206006039I,ENGINE COWLING,NOT BEEN LATCHED PROPERLY,1,HAS CAUSE,49
19791210043359A,ENGINE COWLING,TAKEOFF ROLL,1,CAME OPEN,332
19791210036229A,ENGINE COWLING,UNLATCHED,1,RAISED UP,333
19791210036229A,ENGINE COWLING,RAN OFF END OF RUNWAY,1,HAS EFFECT,333
19780108002219I;19781114026859I;19800901081639I;19801116083749I,ENGINE,FORCED LANDING,4,HAS CAUSE,"35,162,193,467"
19790529041069A;19860706034879A,ENGINE,LOST POWER ON TAKEOFF,2,HAS CAUSE;HAS EFFECT,"240,1037"
19880527016939A,ENGINE,INITIAL CLIMBOUT,1,HAS CAUSE,1311
19780225001789I;19780725039589I;19790207002459A;19790421024749I;19790623022919A;19790705018829I;19800119000759A;19800219031689I;19800322006789A;19991230042089A,ENGINE,TAKEOFF,10,EVENT DISTANCE;HAS CAUSE;QUIT,"58,131,212,224,245,286,345,353,372,2331"
19991230042089A,ENGINE,NOT DEVELOPING ENOUGH POWER,1,HAS EFFECT,2331
20030620012809I,ENGINE,-23,1,EVENT DISTANCE,2488
19780203005449I;19791014052729I;19800712077549I,ENGINE,ROUGH,3,BECAME;HAS EFFECT;RAN,"38,320,414"
19780203005449I,ENGINE,SHORTLY AFTER CHANGING FUEL TANKS,1,TIME PERIOD,38
19780210006769I,ENGINE,WATER IN THE FUEL,1,HAS CAUSE,52
19780210006769I,ENGINE,200 FEET,1,EVENT DISTANCE,52
19780210006769I,ENGINE,AFTER TAKEOFF,1,TIME PERIOD,52
19780213006479I,ENGINE,LOW OIL PRESSURE,1,HAS CAUSE,56
19780225001789I,ENGINE,SHORTLY AFTER,1,TIME PERIOD,58
19780228000419I,ENGINE,SURGING,1,STARTED,62
19780228000419I,ENGINE,SHUT DOWN,1,HAS EFFECT,62
19780328011399I;19780613045599I,ENGINE,WATER IN THE FUEL SYSTEM,2,HAS CAUSE,"70,103"
19780328011399I,ENGINE,LIFT OFF,1,EVENT DISTANCE,70
19780403009359I,ENGINE,LANDED SHORT OF RUNWAY,1,HAS CAUSE,75
19780518033959I,ENGINE,BACKFIRED,1,HAS CAUSE,93
19780518033959I;19780625035919I;19800712077549I,ENGINE,QUIT,3,HAS EFFECT,"93,119,414"
19780529040959I,ENGINE,SPUTTERED AND QUIT,1,HAS CAUSE,98
19780529040959I,ENGINE,LANDED IN MARSHY AREA,1,HAS EFFECT,98
19780529040959I,ENGINE,TIPPED UP ON NOSE,1,HAS EFFECT,98
19780624034629I,ENGINE,STRUCK WIRES,1,HAS CAUSE,118
19780624034629I,ENGINE,STARTED AGAIN,1,HAS EFFECT,118
19780625035919I,ENGINE,250 FEET,1,EVENT DISTANCE,119
19780725039589I;19780829037939I;19790705018829I;19800607046889I,ENGINE,WATER IN FUEL,4,HAS CAUSE,"131,158,286,382"
19790111000619I,ENGINE,LIFTOFF,1,HAS CAUSE,170
19790111000619I,ENGINE,LANDED GEAR UP,1,HAS EFFECT,170
19790127003899I,ENGINE,RAN OUT OF OIL ON INSTRUCTIONAL FLIGHT,1,HAS CAUSE,174
19790127003899I,ENGINE,ENGINE FAILED INTERNALLY,1,HAS CAUSE,174
19790318009229I,ENGINE,ZG FORCED LANDING,1,HAS CAUSE,199
19790414012459I;19800217031679I,ENGINE,FUEL SYSTEM,2,HAS CAUSE,"207,355"
19790207002459A,ENGINE,FOUND WATER IN FUEL TANKS,1,HAS EFFECT,212
19790421024889I,ENGINE,PILOT TOOK OFF WITH THE ENGINE NOT OPERATING PROPERLY,1,HAS CAUSE,220
19790318010729A,ENGINE,STOPPED,1,HAS EFFECT,222
19790318010729A,ENGINE,WOULD NOT START,1,HAS EFFECT,222
19790224007469I,ENGINE,LEVEL FLIGHT,1,HAS CAUSE,227
19790603029089I,ENGINE,THROTTLE CABLE HOUSING,1,HAS CAUSE,234
19790603029089I,ENGINE,WENT TO IDLE,1,HAS EFFECT,234
19790529041069A,ENGINE,OIL BLOCKED AIR INTAKE,1,HAS CAUSE,240
19790427100619I,ENGINE,HYDRAULIC PUMP,1,EQUIPPED WITH,247
19790427100559I,ENGINE,FUEL CONTAMINATION,1,HAS CAUSE,248
19790605014429I,ENGINE,TAKEOFF ATTEMPT,1,HAS CAUSE,251
19790610014749I,ENGINE,PILOT TOOK OFF WITH TANKS NEARLY EMPTY,1,HAS CAUSE,254
19790610014749I,ENGINE,ENGINE QUIT AFTER LIFT OFF,1,HAS CAUSE,254
19790622017199I,ENGINE,FUEL,1,HAS EFFECT,256
19790622017199I,ENGINE,WATER,1,HAS CAUSE,256
19790622017199I,ENGINE,RUNWAY AT HOME,1,EVENT DISTANCE,256
19790625015009A,ENGINE,FLT.,1,HAS CAUSE,257
19790513026659I,ENGINE,LOSS OF OIL PREESURE,1,INSTANCE OF,260
19790507025919I,ENGINE,PUSHING AND PULLING ENGINE CONTROLS,1,HAS EFFECT,267
19790809030499I,ENGINE,INSTRUCTIONAL MANUEVERS,1,HAS CAUSE,271
19790726019139A,ENGINE,TAKE OFF,1,SPUTTERED,274
19790703018439I,ENGINE,TAKE-OFF,1,HAS CAUSE,279
19791023031609A,ENGINE,,1,RAN ROUGH,319
19791023031609A,ENGINE,BASE,1,QUIT,319
19791221039859A,ENGINE,STOP,1,HAS EFFECT,327
19800119000759A,ENGINE,FOUND WATER IN THE FUEL,1,HAS EFFECT,345
19800217031679I,ENGINE,WATER IN FUEL TANKS,1,HAS CAUSE,355
19800129002139A,ENGINE,WATER AND DIRT,1,HAS CAUSE,356
19800129002139A,ENGINE,FUEL TANK,1,HAS CAUSE,356
19800608019219A,ENGINE,ENGINE FAILED TO OBTAIN FULL POWER ON TAKEOFF,1,HAS CAUSE,393
19800714060679I,ENGINE,LACK OF OIL,1,HAS CAUSE,397
19800716028479A,ENGINE,FUEL STARVATION,1,HAS CAUSE,409
19780427013859I,SEPARATION,FLIGHT,1,HAS CAUSE,85
20070202001609A,FLIGHT,NOTH PLATTE,1,LOCATED IN,2676
20070202001609A,FLIGHT,NE,1,LOCATED IN,2676
20070202001609A,FLIGHT,IOWA CITY,1,DESTINATION,2676
20070202001609A,FLIGHT,IA,1,LOCATED IN,2676
19780617046219I,FLIGHT,MAG FAILURE,1,HAS CAUSE,84
19780617046219I,FLIGHT,PILOTS TOOK OFF,1,HAS EFFECT,84
19780629034269I,FLIGHT,IFR,1,INSTANCE OF,130
19780629034269I,FLIGHT,VFR,1,FOLLOWED BY,130
19780808049579I,FLIGHT,OIL LOSS,1,HAS CAUSE,134
19780831038519I,FLIGHT,DIVERTED,1,EVENT DISTANCE,140
19790817031829I,FLIGHT,RAN OUT OF GAS,1,HAS EFFECT,285
19791222048699I,FLIGHT,ADDITIONAL FUEL,1,DIVERTED FOR,323
19800331045949I,FLIGHT,NA,1,ABORTED,366
19800624056299I,FLIGHT,LESS THAN SCHEDULED AMOUNT OF FUEL,1,HAS EFFECT,407
19780913017419I,ABORTED TAKEOFF,FRONT BAGGAGE DOOR POPPED OPEN,1,HAS CAUSE,144
19780113002859I,ABORTED TAKEOFF,UNLOCKED DOOR,1,HAS CAUSE,36
19780113002859I,ABORTED TAKEOFF,UNABLE TO STOP,1,HAS EFFECT,36
19800507051499I,ABORTED TAKEOFF,ACCESS DOOR LIGHT CAME ON,1,HAS CAUSE,379
19780916024019A,TIE DOWN STRAP,TRAILER,1,PART OF,155
19780916024019A,TIE DOWN STRAP,LEFT SKID,1,LOCATION,155
19780916024019A,TETHERED,TIE DOWN STRAP,1,FOLLOWS,155
19780916024019A,HEPER,?,1,LOCATION,155
19781108022239I;19790718019229I,BAGGAGE CART,PARKED AIRCRAFT,2,BLOWN INTO;PART OF,"160,289"
19781108022239I,BAGGAGE CART,JET BLAST,1,HAS CAUSE,160
19790718019229I,BAGGAGE CART,INOPERATIVE BRAKES,1,HAS EFFECT,289
19790223006939I,BAGGAGE CART,B99,2,FOLLOWED BY;ROLL INTO,195
19790223006939I,JET BLAST,BAGGAGE CART ROLL,1,HAS CAUSE,195
19781108022239I,BRAKES,CART,1,INOPERATIVE ON,160
19780311016379I,BRAKES,AFTER TOUCHDOWN,1,WORN OUT,64
19780525040389I,BRAKES,INEFFECTIVE,1,HAS EFFECT,83
19780525040389I,BRAKES,RAN THROUGH FENCE,1,FOLLOWED BY,83
19781119026389I,BRAKES,INSUFFICIENT FLUID,1,HAS CAUSE,179
19800129020169I,BRAKES,FREEZING UP,1,HAS EFFECT,350
19800129020169I,BRAKES,TAKEOFF,1,EVENT DISTANCE,350
19800822082749I,BRAKES,BRAKES INOPERATIVE,1,INSTANCE OF,399
19800822082749I,BRAKES,JUST BEEN REPLACED,1,TIME PERIOD,399
19781210024199I,WHEELS LOCKED UP,SNOW PACKED,1,HAS CAUSE,165
19781210024199I,WHEELS LOCKED UP,WHEEL PANTS,1,LOCATION,165
19780218007139I,SNOW PACKED,ENGINE COWL,1,LOCATION,57
19751209037899A,TAXI,TKOF,1,FOLLOWED BY,3
19781113027039I,TAXIED,UNMARKED DITCH,1,EVENT DISTANCE,178
19781113027039I,TAXIED,TAXIWAY,1,LOCATION,178
19790211002709A,AIRCRAFT,FROST ON AIRFRAME,1,HAS CAUSE,229
19790211002709A,AIRCRAFT,RAN OFF END INTO SNOW BANK,1,FOLLOWED BY,229
19840821046409A,AIRCRAFT,CRASH,1,PART OF,795
19840821046409A,AIRCRAFT,ANNUAL INSPECTION,1,MAINTAINED BY,795
19860128014289I,AIRCRAFT,RETURNED,1,FOLLOWED BY,1024
19860706034879A,AIRCRAFT,FLIPPED ON LANDING,1,HAS EFFECT,1037
19870309039779I,AIRCRAFT,N106DA,1,STUCK BY,1151
19890725041869I,AIRCRAFT,PARKED PLANE,1,COLLIDED WITH,1406
19930530020029I,AIRCRAFT,LOST CONTROL,1,HAS EFFECT,1693
19940412011509I,AIRCRAFT,DESCENT,1,POPPED OPEN,1728
19960322013629I,AIRCRAFT,MAINTENANCE,1,BEING FERRIED FOR,2243
20030607012509A,AIRCRAFT,BARTLESVILLE MUNICIPAL AIRPORT,1,DEPARTED FROM,2494
20040304003309I,AIRCRAFT,LEFT SIDE OF RUNWAY,1,STARTED SLIDING,2544
20040304003309I,AIRCRAFT,-23,1,EVENT DISTANCE,2544
20050429009279I,AIRCRAFT,CARGO TRIP,1,FOLLOWED BY,2598
19790209002599A;20050429009279I,AIRCRAFT,TAXIWAY,2,LOCATION,"230,2598"
20070202001609A,AIRCRAFT,487 STATUTE MILES,1,EVENT DISTANCE,2676
20070202001609A,AIRCRAFT,GRINNELL,1,LOST POWER,2676
20070630826079I,AIRCRAFT,RAY AIRPORT,1,DEPARTED FROM,2685
19780726036499I;20070630826079I,AIRCRAFT,TAKEOFF,2,FOLLOWED BY;INSTANCE OF,"129,2685"
20070630826079I,AIRCRAFT,INTO THE CLIMB,1,FOLLOWED BY,2685
19780726036499I,AIRCRAFT,INFLATION,1,HAS CAUSE,129
19780726036499I,AIRCRAFT,CAM ADJUSTMENT,1,HAS CAUSE,129
19780825038179I,AIRCRAFT,GOLF COURSE,1,LANDED ON,139
19780825038179I,AIRCRAFT,FUEL EXHAUSTION,1,HAS CAUSE,139
19781102023729I,AIRCRAFT,STRUCK,1,INSTANCE OF,148
19781102023729I;19800615052619I,AIRCRAFT,NIGHT,2,EVENT DISTANCE,"148,387"
19781102023729I,AIRCRAFT,DITCH,1,HAS EFFECT,148
19781102023729I;19800615052619I,AIRCRAFT,TAXIING,2,INSTANCE OF;USED BY,"148,387"
19781102023729I,AIRCRAFT,WITHOUT TAXI LIGHT,1,FOLLOWED BY,148
19780923027059I,AIRCRAFT,ELECTRICAL FAILURE,1,HAS CAUSE,152
19790119001139A,AIRCRAFT,AIRFRAME ICE,1,HAS CAUSE,159
19790119001139A,AIRCRAFT,FAILED TO CLIMB,1,HAS EFFECT,159
19790119001139A,AIRCRAFT,STUCK A FENCE,1,HAS EFFECT,159
19790119001139A,AIRCRAFT,WENT INVERTED,1,HAS EFFECT,159
19790316004819A,AIRCRAFT,RESTRICTED STEERING,1,HAS CAUSE,203
19790316004819A,AIRCRAFT,FROST,1,HAS CAUSE,203
19790224005689A,AIRCRAFT,4 DAYS LATER,1,FOUND,204
19790316004809A,AIRCRAFT,ENGINE STOPPED,1,INSTANCE OF,219
19790316004809A,AIRCRAFT,STRUCK GROUND,1,HAS EFFECT,219
19790209002599A,AIRCRAFT,TRUCK,1,STRUCK BY,230
19790209002599A,AIRCRAFT,AIRPORT,1,PART OF,230
19790508100289I,AIRCRAFT,PILOT,1,INSTANCE OF,237
19790508100289I,AIRCRAFT,NOT SIGNED OFF,1,INSPECTION,237
19790510009019A,AIRCRAFT,UNABLE TO MAINTAIN FLIGHT,1,HAS EFFECT,238
19790510009019A,AIRCRAFT,MODERATE FROST,1,HAS EFFECT,238
19790427100559I,AIRCRAFT,DAMAGED,1,HAS EFFECT,248
19790427100559I,AIRCRAFT,AUTOROTATION,1,INSTANCE OF,248
19790703018439I,AIRCRAFT,RUNWAY GEAR STRUCK,1,INSTANCE OF,279
19790823023209I,AIRCRAFT,RUNWAY,1,HAS CAUSE,281
19790823023209I,AIRCRAFT,BRAKE DISC PADS,1,HAS EFFECT,281
19790716019189I,AIRCRAFT,DOOR,1,PART OF,297
19791014005659A,AIRCRAFT,OUT OF LICENSE,1,INSTANCE OF,314
19791222048699I,AIRCRAFT,DEPARTURE,1,WAS IMPROPERLY FUELED FOR,323
19800113015049I,AIRCRAFT,NORMAL TIE DOWN AREA,1,EVENT DISTANCE,341
19800113015049I,AIRCRAFT,SANK INTO MUD,1,HAS EFFECT,341
19800120016369I,AIRCRAFT,LOS ANGELES,1,DIVERTED TO,343
19800120016369I,AIRCRAFT,STICKING FLAP,1,HAS EFFECT,343
19800120016369I,AIRCRAFT,SERVICE,1,RETURNED TO,343
19800217031679I,AIRCRAFT,FORCED LANDING,1,INSTANCE OF,355
19800217031679I,AIRCRAFT,STRUCK FENCE,1,FOLLOWED BY,355
19790211002709A,FROST ON AIRFRAME,AIRCRAFT FAILED TO LIFTOFF RUNWAY,1,HAS EFFECT,229
19790211002709A,RAN OFF END INTO SNOW BANK,runway,1,EVENT DISTANCE,229
19790720021329A,HELICOPTER,SLING LOAD ATTACHED,1,TOOK OFF WITH,284
20010411006739I,HELICOPTER,HELIPAD,1,LOCATION,2403
19780904017739I,HELICOPTER,JET FUEL,1,MAINTAINED BY,142
19790525014229A,HELICOPTER,VIBRATE,1,STARTED,262
19790525014229A,HELICOPTER,SELF DESTRUCTED,1,INSTANCE OF,262
19791129033509A,HELICOPTER,TRAILER,1,INSTANCE OF,324
19791129033509A,HELICOPTER,SKID TIEDOWN,1,HAS EFFECT,324
19800208002479A,HELICOPTER,SNOW AND ICE ON SURFACE,1,HAS EFFECT,357
19800208002479A,HELICOPTER,DEPARTURE,1,LOCATION,357
19800819040989A,HELICOPTER,VERTICAL TAKEOFF,1,INSTANCE OF,415
19800819040989A,HELICOPTER,ROLLED OVER,1,HAS EFFECT,415
19790720021329A,CRASHED,IMPROPER PREFLIGHT,1,HAS CAUSE,284
19790720021329A,CRASHED,WEDGED IN TREES,1,HAS EFFECT,284
19920405008919A,CRASHED,HIT TREES,1,HAS CAUSE,1612
19920405008919A,CRASHED,OFF END OF STRIP,1,EVENT DISTANCE,1612
19940818022409A,CRASHED,,1,FOLLOWED BY,1772
19790807024709A,CRASHED,ACFT,1,EVENT DISTANCE,277
19791014005659A,CRASHED,TAKEOFF,1,HAS CAUSE,314
19791014005659A,CRASHED,SHORTLY AFTER,1,TIME PERIOD,314
19800129002139A,CRASHED,FIELD AIRSTRIP,1,LOCATION,356
19790718019229I,FUSELAGE,9 INCH TEAR,1,HAS EFFECT,289
19791128035159A,LANDED,RAIN SHOWER,1,HAS CAUSE,334
19791128035159A,LANDED,CLIMBOUT,1,EVENT DISTANCE,334
19940412011509I,LANDED,GROUND,1,EVENT DISTANCE,1728
19780829037939I,LANDED,RUNWAY GEAR UP,1,HAS EFFECT,158
19790224007709I,LANDED,APPROACH,1,EVENT DISTANCE,225
19790224007709I,LANDED,DEPARTURE END OF RUNWAY,1,EVENT DISTANCE,225
19790820032669I,LANDED,HIGHWAY,1,HAS EFFECT,288
19790820032669I,LANDED,OIL CAP,1,HAS CAUSE,288
19790829023019A,LANDED,EVENT,1,INSTANCE OF,291
19790829023019A,LANDED,SOYBEAN FIELD,1,LOCATION,291
19790916031359A,LANDED,END RUNWAY,1,FOLLOWED BY,309
19791103056779I,LANDED,ENGINE QUIT,1,FOLLOWED BY,312
19791221039859A,LANDED,FIELD,1,LOCATION,327
19800712077549I,LANDED,RAN ROUGH,1,HAS CAUSE,414
19800712077549I,LANDED,SHORT OF RUNWAY,1,HAS EFFECT,414
19791128035159A,CLAIMS,WATER IN FUEL,1,HAS CAUSE,334
19950804028629A,WATER IN FUEL,LOST POWER,1,HAS CAUSE,1882
19950804028629A,WATER IN FUEL,WATER IN FUEL,1,HAS EFFECT,1882
19950804028629A,WATER IN FUEL,MISREAD WATER IN SUMP,1,HAS CAUSE,1882
19780416008469I,WATER IN FUEL,ENGINE TO QUIT,1,HAS CAUSE,79
19780518033959I,WATER IN FUEL,PROBABLY,1,INFLUENCED BY,93
19780529040959I,WATER IN FUEL,ENGINE SPUTTERED AND QUIT,1,HAS CAUSE,98
19780820049069I,WATER IN FUEL,LOSS OF ENGINE POWER,1,HAS CAUSE,125
19790316004809A;19790829023019A,WATER IN FUEL,ENGINE STOPPED,2,HAS CAUSE,"219,291"
19790528028209I,WATER IN FUEL,FORCED LANDING,1,HAS EFFECT,239
19790808027309A,WATER IN FUEL,ENGINE FAILED,1,HAS CAUSE,295
19800415047829I,WATER IN FUEL,ENGINE STOPPAGE,1,HAS CAUSE,375
19780218007139I;19800217031649I,ENGINE QUIT,TAKEOFF,2,HAS CAUSE;HAS EFFECT,"57,354"
19780110002479I;19780811037539I;19790207005159I;19790528028209I,ENGINE QUIT,FORCED LANDING,4,HAS CAUSE,"33,137,192,239"
19780129004679I,ENGINE QUIT,ICE RESTRICTION,1,HAS CAUSE,37
19780219007659I,ENGINE QUIT,FUEL SYSTEM,1,EVENT DISTANCE,54
19780218007139I,ENGINE QUIT,SNOW PACKED,1,HAS CAUSE,57
19780829037939I,ENGINE QUIT,LIFTOFF,1,EVENT DISTANCE,158
19790127003859I,ENGINE QUIT,WATER IN THE FUEL,1,HAS CAUSE,182
19790127003859I,ENGINE QUIT,CONTAMINATION,1,HAS CAUSE,182
19791103056779I,ENGINE QUIT,TOO RICH A MIXTURE,1,HAS CAUSE,312
19791015052549I,ENGINE QUIT,FUEL STARVATION,1,HAS CAUSE,321
19820725041999I,TAKEOFF,RETURNING TO LAND,1,EVENT DISTANCE,642
19870606018859A,TAKEOFF,UNABLE TO STAY AIRBORNE,1,HAS EFFECT,1211
19950216008379I,TAKEOFF,BETHEL AIRPORT,1,EVENT DISTANCE,1887
20010411006739I,TAKEOFF,RPM CONTROL,1,HAS EFFECT,2403
20060621012279A,TAKEOFF,OVERROTATE,1,HAS EFFECT,2650
19780808049829I,TAKEOFF,RAN OFF SIDE OF RUNWAY,1,FOLLOWED BY,135
19790718017739A,TAKEOFF,BEFORE,1,TIME PERIOD,275
19790807024709A,TAKEOFF,PILOT ABORTED,1,HAS CAUSE,277
19790820029909A,TAKEOFF,RAN OFF END INTO ROCKS,1,HAS EFFECT,293
