c5_sources,entity1,entity2,weight,relations,rows
19780916024019A,TIE DOWN STRAP,TRAILER,1,CAUGHT ON,155
19780916024019A,TIE DOWN STRAP,HEPER,1,TETHERED,155
19781108022239I,BAGGAGE CART,JET BLAST,1,HAS CAUSE,160
19781108022239I,BAGGAGE CART,INOPERATIVE BRAKES,1,HAS CAUSE,160
19781210024199I,WHEELS,LOCKED UP,1,HAS EFFECT,165
19781210024199I,SEVERAL TOUCH AND GO LANDINGS,SNOW PACKED IN THE WHEEL PANTS,1,CAUSE,165
19790211002709A,FAILURE TO LIFTOFF,RAN OFF END INTO SNOW BANK,1,CAUSE,229
19790211002709A,FAILURE TO LIFTOFF,FROST ON AIRFRAME,1,CAUSE,229
19790211002709A,FAILURE TO LIFTOFF,RUNWAY,1,LOCATION,229
19790720021329A,HELICOPTER,SLING LOAD,1,USED BY,284
19790720021329A,HELICOPTER,TREES,1,EVENT DISTANCE,284
20010411006739I,HELICOPTER,HELIPAD,1,LOCATION,2403
20010411006739I,HELICOPTER,TAKEOFF,1,EVENT DISTANCE,2403
19790720021329A,CRASH,IMPROPER PREFLIGHT,1,HAS CAUSE,284
19840821046409A,CRASH,FORCED LANDING,1,EVENT DISTANCE,795
19840821046409A,CRASH,TAKEOFF,1,EVENT DISTANCE,795
19840821046409A,CRASH,ENGINE FAILURE,1,HAS CAUSE,795
19840821046409A,CRASH,NOT HAD ANNUAL INSPECTION,1,HAS CAUSE,795
19880527016939A,CRASH,TREES,1,LOCATION,1311
19790718019229I,GROUND STAND BAGGAGE CART,9 INCH TEAR IN FUSELAGE,1,HAS CAUSE,289
19790718019229I,GROUND STAND BAGGAGE CART,ROLLED INTO SIDE OF PARKED AIRCRAFT,1,HAS CAUSE,289
19791128035159A,ENGINE,WATER IN FUEL,1,HAS EFFECT,334
19801116083749I,ENGINE,FORCED LANDING,1,QUIT,467
19840121015319I,ENGINE,TAKEOFF,1,HAS CAUSE,750
19840121015319I,ENGINE,DRIFTED OFF THE EDGE,1,HAS CAUSE,750
19840121015319I,ENGINE,CARBURETOR BOWL,1,HAS CAUSE,750
19860706034879A,ENGINE,LOST POWER ON TAKEOFF,1,HAS CAUSE,1037
19860706034879A,ENGINE,FLIPPED ON LANDING,1,HAS CAUSE,1037
19880527016939A,ENGINE,INITIAL CLIMBOUT,1,EVENT DISTANCE,1311
19800217031649I,TAKEOFF,AFTER,1,EVENT DISTANCE,354
19991230042089A,TAKEOFF,SHORTLY AFTER,1,EVENT DISTANCE,2331
19800217031649I,ENGINE QUIT,TAKEOFF,1,FOLLOWED BY,354
19800217031649I,WING FUEL TANK SUMPS,PREFLIGHT,1,NOT DRAINED DURING,354
19800217031649I,WING FUEL TANK SUMPS,FROZEN,1,CONDITION,354
19800506012169A,LOST CONTROL OF AIRPLANE,FAILED TO REMOVE AILERON-ELEVATOR LOCK PIN,1,CAUSE,384
19800804037399A,FUEL EXHAUSTION,FUEL SIPHONING,1,HAS CAUSE,410
19800804037399A,FUEL EXHAUSTION,IMPROPERLY SECURED VENT CAP,1,HAS CAUSE,410
19800804037399A,FUEL EXHAUSTION,OVERSHOT EMERGENCY LANDING AREA,1,HAS EFFECT,410
19801005072789I,REMAINING BRAKE,PILOT RAN OFF END OF RUNWAY,1,HAS CAUSE,466
19801230089799I,FLAT NOSE STRUT,BROKE THE BELLCRANK,1,HAS CAUSE,495
19801230089799I,FLAT NOSE STRUT,COLLAPSED,1,HAS CAUSE,495
19801230089799I,FLAT NOSE STRUT,AIRPLANE STRUCTURE,1,USED BY,495
19810303007119A,VEERED OFF RUNWAY,HITTED PARKED AIRPLANE,1,EVENT DISTANCE,514
19820725041999I,LOOSE COWLING,TAKEOFF,1,HAS CAUSE,642
19820725041999I,LOOSE COWLING,RETURNING TO LAND,1,HAS CAUSE,642
19820725041999I,CRACKED WINDSHIELD,LOOSE COWLING,1,HAS CAUSE,642
19820725041999I,DENTED STABILIZER,LOOSE COWLING,1,HAS CAUSE,642
19840121015319I,DRIFTED OFF THE EDGE,SOLID ICE,1,LOCATION,750
19841214074599I,TAXIING,NOSEWHEEL,1,LOST NOSEWHEEL STEERING,817
19841214074599I,TAXIING,BRAKES,1,LOST BRAKES,817
19841214074599I,TAXIING,AIRCRAFT,1,STRUCK 2 AIRCRAFT,817
19841214074599I,TAXIING,FENCE,1,STRUCK FENCE,817
19841214074599I,TAXIING,OPEN,1,CIRCUIT BREAKER HYDRAULIC PUMP,817
19870309039779I,TAXIING,STRUCK N106DA,1,EVENT DISTANCE,1151
19960504009509A,LOST CONTROL,(-23),1,EVENT DISTANCE,1967
19850315007389A,ALTIMETER,IFR CERTIFIED,1,NOT,856
19850315007389A,ALTIMETER,ICING FORECAST,1,EVENT DISTANCE,856
19850418016709I,ENGINE POWER FAILURE,AEROBATICS,1,CAUSE,891
19850418016709I,ENGINE POWER FAILURE,LANDED IN FIELD,1,EVENT DISTANCE,891
19850525020799A,TOWNSHIP,3 MILES FROM AIRPORT,1,EVENT DISTANCE,896
19850729066139I,SHEN HARNESS,ELEVATOR CABLE,1,CAUGHT ON,914
19850729066139I,STICK BOOT,FLOOR,1,NOT FASTENED TO,914
19850729066139I,LANDED,FIELD,1,LOCATION,914
19911222062669I,LANDED,SAME RUNWAY,1,LOCATION,1583
19860228038269I,NOSE GEAR,RETURNED,1,FAILED TO RETRACT,1006
19870319012959I,NOSE GEAR,PIN,1,INSTALLED BY,1135
19860228038269I,PIN,AFTER PREVIOUS MAINTENANCE,1,NOT REMOVED,1006
19860128014289I,FORWARD CARGO DOOR,AIRCRAFT TOOK OFF,1,EVENT DISTANCE,1024
19860128014289I,OBJECTS DROPPED OUT,FORWARD CARGO DOOR OPENED,1,EVENT DISTANCE,1024
19860128014289I,WARNING LIGHT,FAILED TO SEE WARNING LIGHT,1,EVENT DISTANCE,1024
19860706034879A,TANKS,PILOT,1,USED BY,1037
19860706034879A,FUEL,WATER IN FUEL,1,HAS EFFECT,1037
19980508008619A,FUEL,NO EVIDENCE AT SCENE,1,HAS EFFECT,2299
19860530030499A,ENGINE OVERHEAT,HOT OIL SMELL,1,HAS CAUSE,1045
19860530030499A,ENGINE OVERHEAT,NOSED OVER IN FURROWS PLOWED,1,HAS CAUSE,1045
19860530030499A,NOSED OVER IN FURROWS PLOWED,ENGINE OVERHEAT,1,HAS EFFECT,1045
19861114075329I,ENTERED TCA,WITHOUT ATC COMMUNICATION,1,CONDITION,1117
19870309039779I,BRAKE PROBLEMS,PILOT WAS UNAWARE OF,1,HAS EFFECT,1151
19870523018729A,CANOPY,UNCONTROLLED GROUND COLLISION,1,CAUSE,1210
19870523018729A,CANOPY,PILOT ERROR,1,APPEARS,1210
19870523018729A,UNCONTROLLED GROUND COLLISION,REPORTED,1,NO DEFECTS,1210
19871027060859A,PILOT ERROR,STRUCK POWER POLE,1,HAS CAUSE,1240
19870606018859A,UNABLE TO STAY AIRBORNE,TAKEOFF,1,EVENT DISTANCE,1211
19870606018859A,UNABLE TO STAY AIRBORNE,ABORTED,1,EVENT DISTANCE,1211
19870606018859A,UNABLE TO STAY AIRBORNE,GROUND LOOPED INTO A TREE,1,EVENT DISTANCE,1211
19911222062669I,ABORTED,AFTER LIFTOFF,1,EVENT DISTANCE,1583
19870606018859A,MAG SWITCH,UNABLE TO STAY AIRBORNE,1,HAS EFFECT,1211
19870606018859A,MAG SWITCH,ABORTED,1,HAS EFFECT,1211
19870606018859A,MAG SWITCH,GROUND LOOPED INTO A TREE,1,HAS EFFECT,1211
19871027060859A,ELECTRIC POWER,STRUCK POWER POLE,1,HAS CAUSE,1240
19871027060859A,STRUCK POWER POLE,FORCED LANDING,1,EVENT DISTANCE,1240
19870816062719I,COPPER TUBE,AERIAL BANNERS,1,USED BY,1263
19870816062719I,COPPER TUBE,ROOF OF A HOUSE,1,EVENT DISTANCE,1263
19871211075169A,ROUGH ENGINE,CLIMBOUT,1,ON,1297
19871211075169A,ROUGH ENGINE,LANDED ON CITY STREET,1,EVENT DISTANCE,1297
19880527016939A,FUEL TANK,EMPTY,1,STATE,1311
19880527016939A,TRIP,GET FUEL,1,PURPOSE,1311
19890723054159I,LANDING,INSUFFICIENT NUMBER OF SEATS AND OXYGEN MASKS FOR PASSENGERS ONBOARD,1,DETERMINED,1393
19890725041869I,ENGINE START,FULL AFT POSITION,1,PILOTS SEAT,1406
19890725041869I,PUSH THROTTLE IN,COLLIDED WITH PARKED PLANE,1,AIRCRAFT,1406
19900425011659A,FERRY FLIGHT,RAN OUT OF FUEL,1,EVENT DISTANCE,1457
19900425011659A,FERRY FLIGHT,LEFT PONTOON SEPARATED LANDING IN A POND,1,EVENT DISTANCE,1457
19900425011659A,FERRY FLIGHT,FUEL CAP NOT SECURED,1,EVENT DISTANCE,1457
19900425011659A,FERRY FLIGHT,FUEL SIPHONED,1,EVENT DISTANCE,1457
19901101064289I,FUEL CAP,RIGHT TANK,1,MISSING FROM,1494
19901101064289I,FUEL CAP,TAXIING,2,HAS EFFECT;REPLACED BY,1494
19901101064289I,FUEL CAP,GAS ESCAPING,1,HAS CAUSE,1494
19901101064289I,FLIGHT,CLEANING WING,1,RESUMED,1494
20070202001609A,FLIGHT,NOTH PLATTE,1,LOCATION,2676
20070202001609A,FLIGHT,487 STATUTE MILES,1,EVENT DISTANCE,2676
20070202001609A,FLIGHT,NEAR GRINNELL,1,EVENT DISTANCE,2676
19910710026989A,REPORTED PROBLEM,STALLED AND CRASHED,1,CLIMBOUT,1534
19910710026989A,REPORTED PROBLEM,NO LOCKING PINS IN SEAT TRACK,1,CLIMBOUT,1534
19910710026989A,REPORTED PROBLEM,SEAT PIN BENT,1,CLIMBOUT,1534
19910710026989A,REPORTED PROBLEM,BELT NOT FASTENED,1,CLIMBOUT,1534
19911222062669I,FIRST FUEL CAP,AFTER LIFTOFF,1,MISSING,1583
19911222062669I,RAN,OFF SIDE OF RUNWAY,1,LOCATION,1583
19920405008919A,ATTEMPTED TAKEOFF,2500 FT SOD STRIP,1,LOCATION,1612
19920405008919A,ATTEMPTED TAKEOFF,GUSTY NORTH WIND,1,EVENT DISTANCE,1612
19920405008919A,ATTEMPTED TAKEOFF,TREES,1,EVENT DISTANCE,1612
19920405008919A,ATTEMPTED TAKEOFF,END OF STRIP,1,EVENT DISTANCE,1612
19920405008919A,ATTEMPTED TAKEOFF,CRASHED,1,RESULT,1612
19930530020029I,PILOTS SEAT,SLID AFT ON ACCELERATION,1,HAS EFFECT,1693
19940226003029A,LAST FLIGHT,EN ROUTE,1,LOST POWER,1724
19940226003029A,LAST FLIGHT,PRIVATE STRIP,1,LANDED ON,1724
19940226003029A,LAST FLIGHT,FUEL CAP LEAK,2,NOSED OVER;PREVENTED GRAVITY FUEL FLOW,1724
19950527014439A,LAST FLIGHT,CLIMBOUT,1,LOST CONTROL ON,1875
19950527014439A,LAST FLIGHT,AFTER TOW RELEASE,1,ROLLED BOTH WAYS,1875
19950527014439A,LAST FLIGHT,IMPACT,1,SPIRAL TO,1875
19950527014439A,LAST FLIGHT,RIGHT AILERON,1,NEGLECTED TO CONNECT,1875
19940412011509I,FLIGHT MANUAL,AIRCRAFT,1,USED BY,1728
19940412011509I,FLIGHT MANUAL,STRUCK TRUCK WINDSHIELD ON GROUND,1,HAS EFFECT,1728
19940412011509I,FLIGHT MANUAL,LANDED SAFELY,1,EVENT DISTANCE,1728
19940818022409A,LEFT ENGINE,H71,1,CRASHED,1772
19940818022409A,LEFT ENGINE,BEGAN GO AROUND BELOW VMC,1,CONDITION,1772
19940818022409A,LEFT ENGINE,BAD OIL LEAK,1,CONDITION,1772
19940818022409A,LEFT ENGINE,CRACKED ENGINE CASE,1,CONDITION,1772
19940815046149I,BATTERY COMPARTMENT DOOR,ANTENNA CRACKED WINDSHIELD,1,CAME OPEN,1773
19950314029269I,N7016M,AMATEUR BUILT AIRCRAFT,1,USED BY,1846
19950619021589I,HEADING,OFF AIRPORT,1,EVENT DISTANCE,1867
19950619021589I,HEADING,MAIN GEAR,1,EVENT DISTANCE,1867
19950619021589I,HEADING,OIL,1,EVENT DISTANCE,1867
19950804028629A,LONGERON,LOST POWER,1,DAMAGED BY,1882
19950804028629A,LONGERON,WATER IN FUEL,1,HAS EFFECT,1882
19950804028629A,LONGERON,MISREAD WATER IN SUMP TO BE FUEL,1,HAS EFFECT,1882
19980508008619A,LOST POWER,ENROUTE,1,EVENT DISTANCE,2299
19950216008379I,CESSNA 207,PILOT,1,USED BY,1887
19950216008379I,CESSNA 207,BETHEL AIRPORT,1,LOCATION,1887
19950826026019A,EXPLOSION,PITCHED UP,1,CAUSE,1920
19950826026019A,EXPLOSION,COMPRESSOR STALL NR1 ENGINE,1,CAUSE,1920
19950826026019A,EXPLOSION,FAILED RELEASE LOGS,1,CAUSE,1920
19950826026019A,EXPLOSION,USE SE PROCEDURES,1,CAUSE,1920
19951031041599A,CLIMBOUT NOSE BAGGAGE DOOR,ON CLIMBOUT NOSE BAGGAGE DOOR,1,OPENED,1940
19951031041599A,REDUCED POWER,STALLED,1,CAUSE,1940
19951031041599A,STALLED,ROLLED,1,CAUSE,1940
19951031041599A,STALLED,DIVED INTO OCEAN,1,CAUSE,1940
19951031041599A,TEST FLIGHT,STORAGE,1,USED BY,1940
19951031041599A,TEST FLIGHT,ON CLIMBOUT NOSE BAGGAGE DOOR,1,EVENT DISTANCE,1940
19960504009509A,FAILED TO DETACH TRAILER TIE DOWN,ROLLED ON LIFT OFF,1,LOST CONTROL,1967
19960504009509A,FAILED TO DETACH TRAILER TIE DOWN,(-23),1,EVENT DISTANCE,1967
19960524045629A,NOSE BAGGAGE DOOR,TAKEOFF,1,EVENT DISTANCE,1970
19960524045629A,BAGGAGE,HIT LEFT PROP,1,HAS CAUSE,1970
19960524045629A,BELWO UMC,LANDED ON SEA ICE,1,HAS EFFECT,1970
19960524045629A,WILL FLY DOOR,TAKEOFF,1,EVENT DISTANCE,1970
19970523014439I,CARGO DOOR,TAKEOFF,1,LATCHED BEFORE,2030
19970523014439I,RUNWAY CONDITIONS,STEVEN'S VILLAGE,1,LOCATION,2030
19970828026989A,LONG POP ON TAKEOFF ROLL,LOST RUDDER CONTROL,1,HAS CAUSE,2045
19970828026989A,LONG POP ON TAKEOFF ROLL,EXITED RWY INTO CORNFIELD,1,HAS CAUSE,2045
19970828026989A,LONG POP ON TAKEOFF ROLL,HAD FAILED TO LOCK THE TAILWHEEL,1,HAS CAUSE,2045
19970828026989A,EXITED RWY INTO CORNFIELD,LOST RUDDER CONTROL,1,HAS EFFECT,2045
19970828026989A,EXITED RWY INTO CORNFIELD,HAD FAILED TO LOCK THE TAILWHEEL,1,HAS EFFECT,2045
19970828026989A,HAD FAILED TO LOCK THE TAILWHEEL,LOST RUDDER CONTROL,1,HAS EFFECT,2045
19970908038069A,TIEDOWN CHAINS,TIRED TAXI,1,ATTACHED TO,2051
19970908038069A,TIEDOWN CHAINS,ROLLED OVER,1,CAUSE,2051
19970908038069A,TIEDOWN CHAINS,PILOT FAILED,1,CAUSE,2051
19970908038069A,TIEDOWN CHAINS,SKIDS DUE HIGH WIND,2,ATTACHED TO;CAUSE,2051
19970908038069A,TIEDOWN CHAINS,RAMP PERSON,1,ATTACHED TO,2051
19971226042729I,NR2 ENGINE FIRE,LOADING PASSENGERS AT GATE,1,EVENT DISTANCE,2064
19971226042729I,NR2 ENGINE FIRE,SMOKE CLEARED,1,HAS EFFECT,2064
19971226042729I,NR2 ENGINE FIRE,FUEL LEVER,1,USED BY,2064
19980620030289I,Mr. Kadera,FIELD,1,ATTEMPTED TO LAND IN,2099
19980620030289I,Mr. Kadera,HIGHWAY 93,1,FORCED TO LAND ON,2099
19980616023109I,COWL,ENGINE COWLING SEPERATED,1,NOT FASTENED,2160
19990714022959I,DEPARTURE,FRONT RANGE AIRPORT,1,LOCATION,2210
19990714022959I,DEPARTURE,HOURS OF DARKNESS,1,TIME PERIOD,2210
19950602032329I,TAXIWAY LIGHT,AIRCRAFT,1,STRUCK,2212
19950602032329I,CONTINUED TO LIT,TAXIWAY LIGHT,1,FOLLOWED BY,2212
19990923027739A,CIERNIA GLASAIR III,1900 HOURS PACIFIC DAYLIGHT TIME,1,EVENT DISTANCE,2218
19960322013629I,THE AIRCRAFT,MAINTENANCE,1,MAINTAINED BY,2243
19960322013629I,THE AIRCRAFT,GEAR BLOCKED DOWN,1,EVENT DISTANCE,2243
19960322013629I,THE AIRCRAFT,NOSE BLOCK FELL OUT,1,EVENT DISTANCE,2243
19960418007829A,CRASHED AND BURNED,AFTER DEPARTURE FROM A GRASS RUNWAY,1,EVENT DISTANCE,2245
19960418007829A,CRASHED AND BURNED,GRASS RUNWAY,1,LOCATION,2245
19961027033759A,CONNECTING ROD,HYDRO LOCK IN NR5 CYL ON STARTUP,1,BENT BY,2264
19961027033759A,CONNECTING ROD,HIT COUNTER WT,1,BROKEN,2264
19961027033759A,CONNECTING ROD,PORP SHAFT,1,BROKEN,2264
19980415037339I,NOSE LANDING GEAR,JAMMED,1,HAS CAUSE,2296
19980415037339I,NOSE LANDING GEAR,FLIGHT,1,EVENT DISTANCE,2296
20010910029739I,NOSE LANDING GEAR,GREEN LIGHT OUT,1,CONDITION,2429
19980508008619A,NOSED OVER LANDING,SLOPE,1,LOCATION,2299
19980508008619A,FAILED TO VISUALLY CHECK FUEL,NO EVIDENCE OF FUEL AT SCENE,1,CAUSE,2299
19990213001379A,ACFT,TAKE OFF,1,EVENT DISTANCE,2318
19990213001379A,ACFT,RAN INTO A DITCH,1,EVENT DISTANCE,2318
19990213001379A,ACFT,STRUCK A TREE,1,EVENT DISTANCE,2318
20000215041409A,1825,Eastern Standard Time,1,TIME PERIOD,2334
20000215041409A,Beech 1900D,Skyway Airline Flight,1,USED BY,2334
20000215010329A,MR. TIMOTHY ALLEN WELLS,BELL HELICOPTER MODEL BHT-47-G5,3,IN COMMAND OF;PILOT;USED BY,2335
20010411006739I,RPM CONTROL,HELICOPTER,1,USED BY,2403
20010421009329I,CRUISE FLIGHT,-23,1,EVENT DISTANCE,2406
20010910029739I,CFI,TAXI OUT,1,EVENT DISTANCE,2429
20010910029739I,CFI,ATTEMPTED TO SWAP LIGHTS,1,ACTION,2429
20030607012509A,LOCAL FLIGHT,1147 AM LOCAL TIME,1,DEPARTURE TIME,2494
20040304003309I,SLIDING OR HYDROPLANING,AFTER NORMAL TOUCHDOWN,1,EVENT DISTANCE,2544
20040304003309I,SLIDING OR HYDROPLANING,LEFT SIDE OF RUNWAY,1,LOCATION,2544
20040925025079A,FUEL CONTAMINATION,AIRFRAME FUEL FILTER,1,IN,2566
20040925025079A,FUEL CONTAMINATION,FUEL FILTER,1,IN,2566
20040925025079A,FUEL CONTAMINATION,ENGINE DRIVEN FUEL PUMP FILTER,1,IN,2566
20050504010229A,VIBRATION,APU DOOR STRUCK MAIN ROTOR BLADE,1,CAUSE,2592
20050504010229A,VIBRATION,INFLIGHT,1,EVENT DISTANCE,2592
20050504010229A,APU DOOR,MAIN ROTOR BLADE,1,PART OF,2592
20050713014239I,AN RAYTHEON AIRCRAFT CO. B36TC (BONANZA),2005,1,TIME PERIOD,2600
20050713014239I,AN RAYTHEON AIRCRAFT CO. B36TC (BONANZA),HAVENS LEASING,1,LOCATION,2600
20051009024969I,HELICOPTER ENGINE POWER CHECKS,PILOT AND ONE CREWMEMBER,1,CONDUCTED BY,2630
20060718018299I,FAILURE TO SECURE FUEL TANK CAPS,PILOT IN COMMAND (PIC),1,CAUSE,2642
20060718018299I,FAILURE TO SECURE FUEL TANK CAPS,DEPARTURE,1,HAS EFFECT,2642
20060621012279A,SEAT,OVERROTATE,1,CAUSE,2650
20060621012279A,SEAT,TAKEOFF,1,EVENT DISTANCE,2650
20060621012279A,SEAT,ROTATION,1,EVENT DISTANCE,2650
20070630826079I,CLIMB AIRCRAFT ENGINE,AFTER TAKEOFF,1,HAS PROBLEMS,2685
20070630826079I,CLIMB AIRCRAFT ENGINE,AIRCRAFT,1,USED BY,2685
20070630826079I,CLIMB AIRCRAFT ENGINE,RAY AIRPORT,1,LOCATION,2685
