Unnamed: 0,c5,c1,c2,c3,c4,c6,c7,c8,c9,c10,c75,c132,c134,c136,c138,c139,c140,c141,c144,c145,c147,c149,c151,c152,c153,c155,c157,c160,c162,c203,c204,c214,c233,c234,c790,c22,c23,c24,c25,c26,c27,c30,c31,c33,c34,c35,c36,c37,c38,c39,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c102,c104,c106,c108,c110,c112,c113,c114,c115,c117,c118,c143,c240,c241,c242,c243,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c76,c250,c205,c206,c207,c208,c210,c41,c43,c45,c47,c49,c50,c52,c53,c54,c55,c56,c57,c58,c59,c119,c120,c121,c122,c126,c127,c128,c129,c130,c78,c80,c82,c84,c86,c88,c90,c92,c94,c96,c98,c100,c111,c123,c124,c125,c184,c192,c244,c40,c44,c46,c48,c51,c77,c79,c81,c83,c85,c87,c89,c91,c93,c95,c97,c99,c101,c103,c105,c107,c109,c131,c133,c135,c137,c146,c148,c150,c154,c156,c158,c161,c163,c183,c191,c229,c230,end_of_record
21974,19820912057439I,I,91,-5,F,1982,9,12,19820912,1655,9,B,E, , ,E,S,OPP,1G71,1,G,7,1.0,3U  , , ,  ,  ,  ,100743,5743, , , , ,3598A,SNIAS ,AS350*      ,350,H9EU    ,EU,    ,2168.0,G ,      ,             ,      ,        ,  ,     ,SW,SW62,LA,LAFAYETTE      ,PRIVATE                       ,,LFT ,200,4.0,09203N,03010W,5,F,B,S,1.0,BRKN,2500,7,,,,LFT ,18,11,,,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19821109,,,,20120419,3,N,25.0,0.0,S,53.0,K,1777.0,127.0,131.0,9029.0,SW,SW62,LA,"AFTER UNLOADING PASSENGERS, PILOT DEPARTED WITH A STEEL METER BOX ON A FLOAT. BOX FELL AND WENT THROUGH A ROOF.    ",PETROLEUM HELIC               ,LA,    ,SWNEW1T    ,SW,SW62,      ,Visual Flight Rules ,II,V,A, ,  , , , ,SE,CL,M,5,   ,N,N,N,F, ,1,COMMERCIAL PILOT    ,RH ASMEL            ,RATINGS SHOWN BY 1ST,QUALIFIED           ,PROFESSIONAL PILOT  ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Other-Miscellaneous ,Climb               ,                    ,Pilot Induced       ,Air Taxi (Non-Schedu,Ferry               ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Violation           ,                    ,                    ,UNDER 12501 LBS               ,ROTARY WING-HELI/GYROCOPTER   ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, 
21566,19820907053779I,I,91,-5,F,1982,9,7,19820907,2100,9,Z,Y, , , ,S,OPP,1L72,1,L,7,2.0,3O  , , ,  ,  ,  ,150909,5377, , , , ,777RQ,BEECH ,58,58,3A16    ,CE,    ,648.0,L ,      ,             ,      ,        ,  ,     ,CE,CE62,MO,ST LOUIS       ,LAMBERT INTL                  ,,,,,03844N,09021W,2,N,C,S,2.0,,,,,,,,,,,,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19821020,,,,20120808,3,N,5.0,3.0,S,50.0,O,375.0,90.0,907.0,500.0,SW,SW68,TX,LEFT MAIN GEAR WENT OFF THE TAXIWAY WHILE TAXING TO RAMP. LIGHTS WERE NOT OPERATIVE IN THAT AREA.                  ,                              ,  ,    ,           ,  ,    ,      ,None                ,AF,H,A, ,  , , , ,SE,FE,M,7,   ,U,U,N,J, ,8,COMMERCIAL PILOT    ,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,UNKNOWN             ,Improper Maintenance,Hidden Hazardous Obj,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Other-Miscellaneous ,"Ground Taxi, Other A",                    ,"Miscellaneous, Other",Business            ,None Or Other       ,Unknown             ,Weather Not A Factor,Night               ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, 
13155,20030615012189A,A,91,-23,F,2003,6,15,20030615,1730,9,B,E, , ,E,S,OTH,1H71,1,H,7,1.0,3O  , , ,TR,  ,  ,23632,1218, ,N, , ,20553,CESSNA,172M        ,172,3A12    ,CE,    ,,H ,      ,             ,      ,        ,  ,     ,GL,GL19,IL,GRIDLEY        ,,,,,,,,1,B,B,S,1.0,,,,,,,,,,,,1,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,20030715,,20030916.0,,20120808,1,N,1.0,0.0,U,73.0,O,150.0,,,355.0,GL,GL19,IL,"(-23) ON JUNE 15, 2003 AT APPROXIMATELY 1730 CENTRAL DAYLIGHT TIME, N20553 EXPERIENCED A LOSS OF POWER DURING TAKE ",                              ,  ,    ,           ,  ,    ,      ,Unknown             ,II,V,A, ,UA,V,A, ,OC,IB,S,5,   ,U,U,N,F,G,0,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,NO MEDICAL OR BIENNI,UNKNOWN             ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Unauthorized Action ,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Forced Landing      ,To Init Climb(1st Pw,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Violation           ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,                              ,Wheeled-Tricycle              ,                    ,                    ,                    ,                    ,,, 
10990,19861005047609A,A,91,0.4,N,1986,10,5,19861005,1013,9,Z,Y, , , ,D,OPP,1L71,1,L,7,1.0,3O  ,3,O,  ,  ,  ,83497,4760, , , , ,22KK ,MOONEY,M20F        ,M20   ,2A3     ,SW,    ,2175.0,L ,LYC   ,IO360A1A     ,O360  ,1.00E+10,EA,O    ,SW,SW17,TX,KERRVILLE      ,KERRVILLE MUNI/LOUIS SCHREINER,12,,,0.0,,,1,B,B,S,1.0,BRKN,1500,7,,,,,16,7,,,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,19861008,,,,20120808,1,N,1.0,3.0,M,62.0,N,1541.0,90.0,90.0,2173.0,SO,SO15,FL,THE ENGINE LOST POWER ON TAKEOFF. THE AIRCRAFT LANDED GEAR UP.A BALL OF PAINT MASKING MATERIAL BLOCKED AIR INTAKE. ,                              ,  ,    ,           ,  ,    ,      ,Instrument Flight Ru,II,E,A, ,UO,V,M, ,CA,IH,D,5,   ,Y,Y,N,F,F,3,PRIVATE PILOT       ,ASEL                ,INSTRUMENT          ,"UNKNOWN, FOREIGN PIL",OTHER               ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,Unsafe Acts By Third,Other/Miscellaneous ,Maintenance And/Or G,                    ,Wheels-Up Landing   ,Forced/Precautionary,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,                    ,                    ,,, 
5860,20060529013339A,A,137,-23,F,2006,5,29,20060529,1730,9,B,A, , , ,O,OTH,1L71,1,L,7,1.0,3T  ,4,T,CV,  ,  ,178419,1333,G,N, , ,175LA,AIRTRC,AT802A      ,AT802 ,A19SW   ,SW,    ,1150.0,L ,PWC   ,PT6A67AG     ,PT6   ,E26NE   ,NE,T    ,SW,SW11,AR,TUCKERMAN      ,,,,,,,,6,A,B,S,1.0,,,,,,,,,,,,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20060801,,20060804.0,,20120808,3,N,5.0,3.0,S,48.0,O,4402.0,,100.0,13000.0,SW,SW11,AR,"(-23) ON MAY 29, 2006, AT 1730 CENTRAL DAYLIGHT TIME, AN AIR TRACTOR AT802A AGRICULTURE AIRPLANE N175LA, RECEIVED S","DAVIS, MICHEAL DEAN           ",AR,KQMG,KQMG778F   ,SW,SW11,      ,None                ,II,V,A, ,73, , ,Q,IA,IH,S,5,   ,U,U,N,E, ,8,COMMERCIAL PILOT    ,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,7310,                    ,                    ,Accumulated Mositure,Control Coll With Gr,Forced/Precautionary,                    ,Pilot Induced       ,Aerial Applicator   ,Agriculture         ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Discussion          ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,750 HP AND OVER               ,TURBOPROP                     ,Wheeled-Conventional          ,                    ,                    ,                    ,                    ,,, 
8227,20071106826469A,A,137,-23,F,2007,11,6,20071106,940,9,B,A, , , ,S,OTH,1G71,1,G,7,1.0,3U  , , ,  ,  ,  ,186282,82646,G,N, , ,831SD,BELL  ,OH58A       ,206,H2SW    ,SW,    ,3613.0,  ,      ,             ,      ,        ,  ,     ,NM,NM09,WA,COUGAR         ,,,,,,04607N,12223W,6,A,B,S,1.0,,,,,,,,,,,,1,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,20071204,,20080102.0,,20140731,F3,N,20.0,3.0,S,24.0,O,100.0,,150.0,1500.0,NM,1,WA,(-23) PILOT TOOK OFF WITH FERTILIZER BUCKET ATTACHED. SUSPENSION CABLE FROM BUCKET WAS INADVERTENTLY OVER LOWER BLA,FARM AND FOREST HELICOPTER SER,WA,GJDG,GJDG313E   ,NM,NM01,      ,None                ,II,V,A, ,  , , , ,IB,IC,S,5,   ,U,N,N,E, ,8,COMM PILOT FLIGHT IN,RH                  ,INSTRUMENT          ,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Uncontroll Coll With,To Vertical (Helicop,                    ,Pilot Induced       ,Aerial Applicator   ,Agriculture         ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Discussion          ,                    ,                    ,UNDER 12501 LBS               ,ROTARY WING-HELI/GYROCOPTER   ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, 
21529,19981019029799A,A,137,0.4,N,1998,10,19,19981019,1300,9,A,X, , , ,O,OPP,1L71,1,L,7,1.0,3T  ,3,T,  ,  ,  ,144415,2979,G,N, , ,73080,AIRTRC,AT400       ,AT400 ,A9SW    ,SW,    ,4171.0,L ,PWA   ,PT6A11       ,PT6   ,E4EA    ,NE,T    ,SW,SW01,NM,AZETC          ,AZTEC MUNI ARPT               ,,Q19 ,,,,,6,A,B,S,1.0,CLER,,10,,,,Q19 ,10,8,,,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19981021,19990212.0,,,20120808,9,N,5.0,3.0,S,60.0,K,3000.0,420.0,420.0,24200.0,SW,SW13,NM,ACFT WAS INVOLVED IN AERIAL APPLICATION WHEN THE ENGINE RAN OUT OF OIL DUE TO THE PILOT NOT SECURING THE DIPSTICK.(,"DAVIS, JIM OR WILLIAM         ",AR,KOVG,KOVG744F   ,SW,SW11,      ,None                ,II,O,A, ,79, , ,J,OB,DD,S,5,   ,N,N,N,E, ,8,AIRLINE TRANSPORT   ,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Inadequate Insp Of A,Precautionary Landin,Pilot-In-Command    ,                    ,7910,                    ,                    ,Improperly Secured  ,Engine Malfunction  ,Fcd/Prec Ldg From Cr,                    ,Pilot Induced       ,Aerial Applicator   ,Agriculture         ,VFR                 ,Weather Not A Factor,Day                 ,None                ,None                ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,TURBOPROP                     ,                              ,                    ,                    ,                    ,                    ,,, 
14663,19780403009389I,I,91,-5,F,1978,4,3,19780403,845,9,Z,Y, , , ,O,OTH,1H71,1,H,7,1.0,3O  , , ,  ,  ,  ,58131,938, , , , ,7779H,PIPER ,PA12        ,PA12  ,A780    ,EA,    ,,H ,      ,             ,      ,        ,  ,     ,AL,AL01,AK,EAGLE RIVER    ,,,,,,,,1,B,B,S,1.0,OCST,4000,8,,,,,,,,,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19840409,,,,20120419,1,N,5.0,0.0,S,,O,600.0,0.0,0.0,14000.0,AL,AL01,AK,FORCED LANDING ON HIGHWAY AFTER ENGINE LOST POWER. FOUND FUEL GASOLATOR CONTAMINATED.                              ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,V,A, ,  , , , ,OC,DD, ,5,   ,U,U,N,F, ,8,PRIVATE PILOT       ,ASMEL               ,RATINGS SHOWN BY 1ST,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Forced Landing      ,Fcd/Prec Ldg From Cr,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, 
16254,19820108003389I,I,135,-5,F,1982,1,8,19820108,5,9,B,H,F,C, ,O,AFS,2L72,2,L,7,2.0,4R  ,4,R,  ,  ,  ,158682,338, , , , ,85FA ,DOUG  ,DC3         ,DC3   ,A669    ,WP,    ,22109.0,L ,PWA   ,R183092      ,R1830 ,5.00E+04,NE,R    ,SW,SW63,TX,DALLAS FORT WOR,DFW                           ,,DFW ,,,,,B,T,B,S,2.0,BRKN,GRIK,G10,,DRY,,DFW ,35,10,,,2,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19820212,,,,20120808,3,N,5.0,3.0,S,23.0,K,958.0,67.0,263.0,2437.0,SW,SW63,TX,ORDERED APU DISCONNECT. BEGAN TAXI WITH APU STILL ATTACHED. APU CAUGHT FIRE. COMPANY ACTION AGAINST CREW.          ,COKER AVIATION INC            ,TX,CKRA,SWFTW40T   ,SW,SW63,      ,None                ,II,V,A, ,SC,V,J, ,JJ,FE,M,5,   ,U,U,N,A,D,8,COMMERCIAL PILOT    ,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Inadeq Sup-Vision Tr,Other/Miscellaneous ,Oper Supervisory Per,                    ,Collision With Other,"Ground Taxi, Other A",                    ,Pilot Induced       ,A/T Com (Sched 5/Mor,Cargo               ,VFR                 ,Weather Not A Factor,Night               ,Flight Personnel    ,Recommend Gen Change,Flt Oper FAA Standar,Additional Training ,OVER 12500 LBS                ,MONOPLANE-LOW WING            ,POWERED                       ,750 HP AND OVER               ,RECIPROCATING-RADIAL          ,                              ,                    ,                    ,Pilot and Ground Cre,                    ,,, 
1677,19850425014369A,A,91,0.4,N,1985,4,25,19850425,715,9,Z,Y, , , ,D,OPP,1H71,1,H,7,1.0,3O  ,3,O,  ,  ,  ,115340,1436, , , , ,4877U,CESSNA,TU206G      ,206,A4CE    ,CE,    ,1266.0,H ,CONT  ,TSIO520M     ,O520  ,E8CE    ,SO,O    ,WP,WP07,AZ,PINON          ,PINON                         ,19,,,,,,2,N,B,S,1.0,CLER,,G10,,DRY,,,,,,,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,19850429,,,,20120808,1,N,1.0,0.0,S,45.0,N,305.0,22.0,22.0,525.0,WP,WP07,AZ,ATTEMPTED GO AROUND AT HIGH DENSITY ALTITUDE WITH FULL FLAPS. IMPACTED GROUND OFF SIDE OF RUNWAY.                  ,                              ,  ,    ,           ,  ,    ,      ,None                ,ME,V,A, ,PP,Y,A, ,IA,BG,S,5,   ,Y,Y,N,B,A,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,QUALIFIED           ,OTHER               ,Fail/Incorrect Use M,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Poor Preflight Plan/,Density Altitude    ,Pilot-In-Command    ,                    ,Control Coll With Gr,Go Round (Aborted VF,                    ,Pilot Induced       ,Business            ,None Or Other       ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,                    ,Pilot and Ground Cre,,, 
16766,20040304003309I,I,91,-23,F,2004,3,4,20040304,1958,9,A,X, , , ,O,OPP,2L73,2,L,7,3.0,4F  , , ,  ,  ,  ,25405,330, ,N,N, ,56LT ,AMD   ,FALCON50MYST,FALC50,A46EU   ,EU,    ,10338.0,L ,      ,             ,      ,        ,  ,     ,NM,NM03,CO,DENVER         ,JEFFCO ARPT                   ,,BJC ,,,,,8,W,B,G,2.0,,,LS1,SNO,SNU,,BJC ,,,,,2,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20040406,,20040409.0,,20120808,F9,N,5.0,3.0,S,37.0,K,1591.0,,60.0,6350.0,NM,NM03,CO,"(-23) AFTER NORMAL TOUCHDOWN THE AIRCRAFT STARTED SLIDING OR HYDROPLANING TOWARD LEFT SIDE OF RUNWAY, AIRCRAFT STRU",                              ,  ,    ,           ,  ,    ,      ,Unknown             ,AF,B,I, ,  , , , ,AC,HB,M,7,   ,U,N,N,S, ,0,A/LINE TRANSPORT PLT,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Improper Maintenance,Ice/Slush Runway    ,Airport Supervisory ,                    ,                    ,                    ,                    ,                    ,Loss Of Directional ,Roll-Out (Fixed Wing,                    ,"Miscellaneous, Other",Other               ,Unknown             ,VFR                 ,Wind                ,Night               ,None                ,None                ,                    ,                    ,OVER 12500 LBS                ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, 
13817,20030515010309A,A,91,-23,F,2003,5,15,20030515,815,9,B,A, , , ,O,OPP,1G72,1,G,7,2.0,3U  , , ,TR,  ,  ,23593,1030,A,N, , ,7YL  ,AGUSTA,A109E       ,A109  ,H7EU    ,EU,    ,600.0,G ,      ,             ,      ,        ,  ,     ,EA,EA03,PA,HARBOR CREEK   ,,,,,,,,5,F,B,S,1.0,,,,,,,,,,,,2,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20030620,,20030909.0,,20120808,F9,N,25.0,6.0,S,33.0,K,120.0,,45.0,3620.0,,,,"(-23) THE PILOT WROTE, ""WHILE LEVELING OFF AT 700 FT AGL I FELT A VIBRATION IN THE ROTOR SYSTEM. AFTER CONFIRMING A",CJ SYSTEMS AVIATION GROUP INC ,PA,BAQA,BAQA361C   ,EA,EA03,      ,Unknown             ,II,V,A, ,62, , ,P,JJ,DA,S,5,   ,U,U,N,E, ,0,A/LINE TRANSPORT PLT,RH ASMEL            ,NOT USED            ,QUALIFIED           ,PROFESSIONAL PILOT  ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,6210,                    ,                    ,Foreign Object Damag,Collision With Other,Normal Cruise       ,                    ,Pilot Induced       ,Air Taxi (Non-Schedu,Ferry               ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Discussion          ,                    ,                    ,UNDER 12501 LBS               ,ROTARY WING-HELI/GYROCOPTER   ,POWERED                       ,                              ,                              ,Wheeled-Tricycle              ,                    ,                    ,                    ,                    ,,, 
282,20000215041409A,A,121,-23,F,2000,2,15,20000215,1723,9,B,A, , ,S,O,OPP,2L72,2,L,7,2.0,4T  , , ,TR,  ,  ,154050,4140,A,N, , ,81SK ,BEECH ,1900D       ,1900,A24CE   ,CE,    ,,L ,      ,             ,      ,        ,  ,     ,GL,GL09,MI,ESCANABA       ,DELTA COUNTY                  ,9,ESC ,,,,,D,S,C,N,1.0,,,,BLS,SNU,,ESC ,,,,,9,7.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20020204,,20040128.0,,20120808,9,N,,3.0,S,26.0,K,1400.0,,110.0,2700.0,,,,"(.19) ON FEBRUARY 19, 2000, AT 1825 EASTERN STANDARD TIME, A BEECH 1900D, N81SK, OPERATED AS SKYWAY AIRLINE FLIGHT ",SKYWAY AIRLINES INC           ,WI,S2YA,S2YA722W   ,GL,GL13,      ,Instrument Flight Ru,AF,Q,I, ,GC,Q,A, ,AC,HB,S,7,   ,U,N,N,S,S,3,AIRLINE TRANSPORT   ,                    ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Improper Maintenance,Snow Bank           ,Airport Supervisory ,                    ,Improper Oper Brake/,Snow Bank           ,Pilot-In-Command    ,                    ,Loss Of Directional ,Roll-Out (Fixed Wing,                    ,"Miscellaneous, Other",Supplemental Or Comm,Passengers          ,Unknown             ,Light Snow          ,Day                 ,Flight Personnel    ,Discussion          ,                    ,                    ,OVER 12500 LBS                ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,Wheeled-Tricycle              ,                    ,                    ,                    ,                    ,,, 
2073,19950609018129A,A,91,0.4,N,1995,6,9,19950609,732,9,Z,Y, , , ,O,OPP,1L72,1,L,7,2.0,3O  ,3,O,  ,  ,  ,169225,1812, ,N, , ,949BW,PIPER ,PA23250     ,PA23  ,1A10    ,SO,    ,,L ,LYC   ,TIO540C1A    ,O540  ,E14EA   ,EA,O    ,SO,SO14,FL,SARASOTA       ,HIDDEN RIVER ARPT             ,,61X ,,,,,1,B,B,S,1.0,CLER,,G10,,,,61X ,6,4,,,3,2.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19950719,19950719.0,,,20120808,1,N,10.0,0.0,S,62.0,N,15.0,8.0,25.0,2790.0,SO,SO14,FL,"LOST POWER BOTH ENGINES. CLEARED FENCE, DITCH AND TREES. SETTLED OPEN FIELD. RAN INTO TREES. WATER, DIRT IN FUEL.  ",                              ,  ,    ,           ,  ,    ,      ,Visual Flight Rules ,II,E,A, ,DE,V,A, ,OC,IB,S,5,   ,Y,Y,N,Q,M,1,PRIVATE PILOT       ,ASMEL ASES          ,RATINGS SHOWN BY 1ST,QUALIFIED           ,OTHER               ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,"Defic, Co Maintain E",Other/Miscellaneous ,Pilot-In-Command    ,                    ,Forced Landing      ,To Init Climb(1st Pw,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,                    ,                    ,,, 
27592,19890812028949A,A,91,0.4,N,1989,8,12,19890812,1227,9,Z,Y, , , ,O,ATS,1L72,1,L,7,2.0,3O  ,3,O,  ,Z2,  ,127457,2894,A,N, , ,5851C,CESSNA,402C        ,402,A7CE    ,CE,    ,12986.0,L ,CONT  ,TSIO520VB    ,O520  ,E8CE    ,SO,O    ,SO,SO17,FL,FT LAUDERDALE  ,FT LAUDERDALE-HOLLYWOOD INTL  ,,FLL ,270,1.0,,,5,F,B,S,1.0,SCAT,,G10,,,,FLL ,11,9,,,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19890814,19890907.0,,,20120808,F9,N,5.0,3.0,S,46.0,K,1200.0,5.0,22.0,6000.0,SO,SO17,FL,"LOST RIGHT ENGINE ON CLIMBOUT FEATHERED RETURNED AND LOST LEFT ENGINE,LANDED IN A CANAL.BOTH ENGINES TRAILING SMOKE",JETFLITE INC                  ,FL,JLTA,AT76545    ,SO,SO19,      ,Instrument Flight Ru,ME,E,A, ,  , , , ,JB,BI,S,5,   ,Y,Y,N,A, ,3,A/LINE TRANSPORT PLT,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Fail/Incorrect Use M,Emergency Landing   ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Collision With Trees,Forced Landing      ,                    ,Pilot Induced       ,Air Taxi (Non-Schedu,Ferry               ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,Over Water/Into Wate,                    ,Pilot and Ground Cre,                    ,,, 
9649,19971118038949A,A,91,0.4,N,1997,11,18,19971118,1042,9,Z,Y, , , ,O,LSG,1H71,1,H,7,1.0,3O  ,3,O,TR,  ,  ,139105,3894, , , , ,68327,CESSNA,152,150,3A19    ,CE,    ,8440.0,H ,LYC   ,O235L2C      ,O235  ,E223    ,EA,O    ,SO,SO15,FL,PALATKA        ,,,,270,4.0,,,4,X,B,S,1.0,SCAT,,7,,,,,8,7,,,1,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,19971217,19980424.0,,,20120808,XX,Y,0.0,1.0,S,18.0,B,30.0,,,30.0,SO,SO21,PR,ENGINE QUIT ENROUTE. TORE OFF NOSE GEAR LANDING IN A SWAMP. OIL DIPSSTICK CAME OFF. FAILED TO SECURE IT ON PREFLIGH,                              ,  ,    ,           ,  ,    ,      ,Visual Flight Rules ,II,E,A, ,  , , , ,OB,DD,S,5,   ,Y,Y,N,E, ,1,STUDENT             ,NO RATING (OR STUDEN,STUDENT AIRPLANE OR ,QUALIFIED           ,STUDENT             ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Engine Malfunction  ,Fcd/Prec Ldg From Cr,                    ,Pilot Induced       ,Instruction         ,Training            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,Wheeled-Tricycle              ,                    ,                    ,                    ,                    ,,, 
