question_id,method_type,question,ground_truth,predicted_answer,bleu_score,meteor_score,rouge_l_f1,rouge_1_f1,rouge_2_f1,semantic_similarity,exact_match,method
action_006,graphrag,What action could be taken when: l/h eng #2 & 4 intake tube gaskets leaking?,REMOVED & REPLACED W/ NEW GASKETS.,Replace l/h eng #2 & 4 intake tube gaskets.,0.021105340631872645,0.0,0.2857142857142857,0.2857142857142857,0.0,0.25,False,base_mistral-nemo-12b-it_kg_gs100
action_007,vanilla,"What action could be taken when: 2 baffle screws missing, above starter?",INSTALLED SCREWS.,"Inspect the engine for any signs of oil leaks or damage. If none are found, install two new baffle screws of the same type and torque to specified value.",0.0,0.0,0.12903225806451613,0.12903225806451613,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_007,textchunkrag,"What action could be taken when: 2 baffle screws missing, above starter?",INSTALLED SCREWS.,"Replace missing baffle screws above starter with new, correctly sized and torqued screws.",0.0,0.0,0.13333333333333336,0.13333333333333336,0.0,0.13333333333333336,False,base_mistral-nemo-12b-it_kg_gs100
action_007,graphrag,"What action could be taken when: 2 baffle screws missing, above starter?",INSTALLED SCREWS.,Secure the missing baffle screws above the starter immediately.,0.0,0.0,0.1818181818181818,0.1818181818181818,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_008,vanilla,What action could be taken when: #4 rocker cover gasket leaking?,REMOVED & REPLACED ROCKER COVER GASKET.,Replace #4 rocker cover gasket.,0.0,0.0,0.8000000000000002,0.8000000000000002,0.5,0.5454545454545454,False,base_mistral-nemo-12b-it_kg_gs100
action_008,textchunkrag,What action could be taken when: #4 rocker cover gasket leaking?,REMOVED & REPLACED ROCKER COVER GASKET.,Replace #4 rocker cover gasket.,0.0,0.0,0.8000000000000002,0.8000000000000002,0.5,0.5454545454545454,False,base_mistral-nemo-12b-it_kg_gs100
action_008,graphrag,What action could be taken when: #4 rocker cover gasket leaking?,REMOVED & REPLACED ROCKER COVER GASKET.,Replace #4 rocker cover gasket.,0.0,0.0,0.8000000000000002,0.8000000000000002,0.5,0.5454545454545454,False,base_mistral-nemo-12b-it_kg_gs100
action_009,vanilla,What action could be taken when: #2 intake gasket leaking?,REPLACED #2 INTAKE GASKET W/ NEW.,Replace the #2 intake gasket.,0.0439891724758422,0.0,0.7272727272727272,0.7272727272727272,0.4444444444444445,0.3636363636363636,False,base_mistral-nemo-12b-it_kg_gs100
action_009,textchunkrag,What action could be taken when: #2 intake gasket leaking?,REPLACED #2 INTAKE GASKET W/ NEW.,Replace #2 intake gasket.,0.04873039689743777,0.0,0.8,0.8,0.7499999999999999,0.4,False,base_mistral-nemo-12b-it_kg_gs100
action_009,graphrag,What action could be taken when: #2 intake gasket leaking?,REPLACED #2 INTAKE GASKET W/ NEW.,Replace #2 intake gasket.,0.04873039689743777,0.0,0.8,0.8,0.7499999999999999,0.4,False,base_mistral-nemo-12b-it_kg_gs100
action_010,vanilla,What action could be taken when: cyl #2 intake gasket leaking?,REMOVED & REPLACED INTAKE GASKET.,Replace cylinder head gasket on cylinder #2.,0.0,0.0,0.36363636363636365,0.36363636363636365,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_010,textchunkrag,What action could be taken when: cyl #2 intake gasket leaking?,REMOVED & REPLACED INTAKE GASKET.,Replace #2 intake gasket.,0.0,0.0,0.75,0.75,0.3333333333333333,0.4444444444444445,False,base_mistral-nemo-12b-it_kg_gs100
action_010,graphrag,What action could be taken when: cyl #2 intake gasket leaking?,REMOVED & REPLACED INTAKE GASKET.,Replace cyl #2 intake gasket.,0.0,0.0,0.6666666666666665,0.6666666666666665,0.28571428571428575,0.4000000000000001,False,base_mistral-nemo-12b-it_kg_gs100
action_011,vanilla,What action could be taken when: #2 rocker cover gasket is leaking?,REPLACED GASKET W/ NEW.,Replace #2 rocker cover gasket.,0.0,0.0,0.4444444444444445,0.4444444444444445,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_011,textchunkrag,What action could be taken when: #2 rocker cover gasket is leaking?,REPLACED GASKET W/ NEW.,Replace #2 rocker cover gasket.,0.0,0.0,0.4444444444444445,0.4444444444444445,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_011,graphrag,What action could be taken when: #2 rocker cover gasket is leaking?,REPLACED GASKET W/ NEW.,Replace #2 rocker cover gasket.,0.0,0.0,0.4444444444444445,0.4444444444444445,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_012,vanilla,What action could be taken when: oil seeping from top of case halves?,CLEANED & SEALED LEAKING BOLT HOLE.,**Inspect and replace the oil seal at the crankshaft.**,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_012,textchunkrag,What action could be taken when: oil seeping from top of case halves?,CLEANED & SEALED LEAKING BOLT HOLE.,Secure oil cap properly.,0.0,0.0,0.0,0.0,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_012,graphrag,What action could be taken when: oil seeping from top of case halves?,CLEANED & SEALED LEAKING BOLT HOLE.,Secure the oil filler cap on the left engine case halves.,0.0,0.0,0.0,0.0,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_013,vanilla,What action could be taken when: #4 cyl compression test was 35/80?,STAKED VALVES - NO CHANGE IN COMPRESSION.,**Perform a Borescope Inspection of Cylinder #4**,0.0,0.0,0.0,0.0,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_013,textchunkrag,What action could be taken when: #4 cyl compression test was 35/80?,STAKED VALVES - NO CHANGE IN COMPRESSION.,Replace #4 cylinder head gasket.,0.0,0.0,0.0,0.0,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_013,graphrag,What action could be taken when: #4 cyl compression test was 35/80?,STAKED VALVES - NO CHANGE IN COMPRESSION.,"""Perform a compression test on all cylinders to identify any further issues.""",0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_014,vanilla,What action could be taken when: rear r/h engine baffle mount bracket rivets sheared?,"DRILLED OUT SHEARED RIVET, INSTALLED NEW, REPAIR DONE I",Inspect and replace the rear right engine baffle mount bracket.,0.0,0.0,0.0,0.0,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_014,textchunkrag,What action could be taken when: rear r/h engine baffle mount bracket rivets sheared?,"DRILLED OUT SHEARED RIVET, INSTALLED NEW, REPAIR DONE I",Replace the sheared rivets with new ones and inspect the surrounding structure for any signs of stress or damage.,0.0,0.0,0.21428571428571427,0.21428571428571427,0.07692307692307691,0.07407407407407407,False,base_mistral-nemo-12b-it_kg_gs100
action_014,graphrag,What action could be taken when: rear r/h engine baffle mount bracket rivets sheared?,"DRILLED OUT SHEARED RIVET, INSTALLED NEW, REPAIR DONE I",Replace the sheared rivets on the rear right engine baffle mount bracket.,0.0,0.0,0.1904761904761905,0.1904761904761905,0.10526315789473685,0.09999999999999999,False,base_mistral-nemo-12b-it_kg_gs100
action_015,vanilla,What action could be taken when: #2 & 4 rocker covers are leaking?,REMOVED & REPLACED GASKET.,**Inspect and replace the #2 & 4 cylinder head gaskets.**,0.021105340631872645,0.0,0.3333333333333333,0.3333333333333333,0.0,0.14285714285714288,False,base_mistral-nemo-12b-it_kg_gs100
action_015,textchunkrag,What action could be taken when: #2 & 4 rocker covers are leaking?,REMOVED & REPLACED GASKET.,Secure #2 & 4 oil caps properly.,0.033031643180138064,0.0,0.0,0.0,0.0,0.18181818181818182,False,base_mistral-nemo-12b-it_kg_gs100
action_015,graphrag,What action could be taken when: #2 & 4 rocker covers are leaking?,REMOVED & REPLACED GASKET.,Tighten and replace leaking #2 & 4 rocker cover gaskets.,0.021105340631872645,0.0,0.3333333333333333,0.3333333333333333,0.0,0.14285714285714288,False,base_mistral-nemo-12b-it_kg_gs100
action_016,vanilla,What action could be taken when: front & l/h engine baffle cracked?,STOP DRILLED CRACK.,**Immediate Action:** Ground the aircraft and perform a thorough inspection of both engines' baffles. Replace the cracked baffle on the left-hand engine and perform a test run to ensure no further damage or air leakage.,0.0,0.0,0.05128205128205128,0.05128205128205128,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_016,textchunkrag,What action could be taken when: front & l/h engine baffle cracked?,STOP DRILLED CRACK.,Replace cracked engine baffle with new one.,0.0,0.0,0.2,0.2,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_016,graphrag,What action could be taken when: front & l/h engine baffle cracked?,STOP DRILLED CRACK.,Replace cracked engine baffle on the left engine.,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_017,vanilla,What action could be taken when: cyl #2 & 4 intakes are leaking?,REPLACED INTAKE GASKETS.,**Inspect and replace cylinder head gaskets on cylinders #2 and #4.**,0.0,0.0,0.28571428571428575,0.28571428571428575,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_017,textchunkrag,What action could be taken when: cyl #2 & 4 intakes are leaking?,REPLACED INTAKE GASKETS.,Replace intake manifold gaskets on cylinders #2 and #4.,0.0,0.0,0.5,0.5,0.2,0.16666666666666666,False,base_mistral-nemo-12b-it_kg_gs100
action_017,graphrag,What action could be taken when: cyl #2 & 4 intakes are leaking?,REPLACED INTAKE GASKETS.,Replace intake seals on cylinders #2 and #4.,0.0,0.0,0.36363636363636365,0.36363636363636365,0.22222222222222224,0.18181818181818182,False,base_mistral-nemo-12b-it_kg_gs100
action_018,vanilla,What action could be taken when: #3 baffle cracked?,STOP DRILLED CRACK IN #3 ENG BAFFLE.,Replace #3 baffle.,0.029950417327249696,0.0,0.4,0.4,0.0,0.4,False,base_mistral-nemo-12b-it_kg_gs100
action_018,textchunkrag,What action could be taken when: #3 baffle cracked?,STOP DRILLED CRACK IN #3 ENG BAFFLE.,Replace cracked #3 baffle.,0.037951271263104894,0.0,0.5454545454545454,0.5454545454545454,0.0,0.36363636363636365,False,base_mistral-nemo-12b-it_kg_gs100
action_018,graphrag,What action could be taken when: #3 baffle cracked?,STOP DRILLED CRACK IN #3 ENG BAFFLE.,Replace #3 baffle.,0.029950417327249696,0.0,0.4,0.4,0.0,0.4,False,base_mistral-nemo-12b-it_kg_gs100
action_019,vanilla,What action could be taken when: baffle plug missing?,INSTALLED PLUG.,**Inspect and Replace the Missing Baffle Plug Immediately.**,0.0,0.0,0.2,0.2,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_019,textchunkrag,What action could be taken when: baffle plug missing?,INSTALLED PLUG.,Replace missing baffle plug.,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,False,base_mistral-nemo-12b-it_kg_gs100
action_019,graphrag,What action could be taken when: baffle plug missing?,INSTALLED PLUG.,Replace missing baffle plug immediately.,0.0,0.0,0.28571428571428575,0.28571428571428575,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_020,vanilla,"What action could be taken when: while taxiing, engine quit & could not restart?",STARTED A/C SEVERAL TIMES USING NORMAL PROCEDURES. PERF,"Secure the aircraft, don't attempt to restart the engine. Contact maintenance for immediate assistance.",0.0,0.0,0.0,0.0,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_020,textchunkrag,"What action could be taken when: while taxiing, engine quit & could not restart?",STARTED A/C SEVERAL TIMES USING NORMAL PROCEDURES. PERF,**Inspect and replace the engine fuel pump**,0.0,0.0,0.0,0.0,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_020,graphrag,"What action could be taken when: while taxiing, engine quit & could not restart?",STARTED A/C SEVERAL TIMES USING NORMAL PROCEDURES. PERF,"**Immediately Secure the Aircraft and Evacuate if Smoke is Present. Then, Initiate Emergency Procedures for Engine Restart.**",0.0,0.0,0.07692307692307691,0.07692307692307691,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_021,vanilla,What action could be taken when: #1 intake leaking?,REMOVED & REPLACED INTAKE GASKET.,"**Action: #1 Intake Leaking**

* **Inspect and replace intake gasket**
* **Follow manufacturer's maintenance manual procedures for gasket replacement**",0.0,0.0,0.27272727272727276,0.27272727272727276,0.2,0.09523809523809523,False,base_mistral-nemo-12b-it_kg_gs100
action_021,textchunkrag,What action could be taken when: #1 intake leaking?,REMOVED & REPLACED INTAKE GASKET.,**Action:** Replace the intake gasket.,0.0,0.0,0.6666666666666665,0.6666666666666665,0.28571428571428575,0.4000000000000001,False,base_mistral-nemo-12b-it_kg_gs100
action_021,graphrag,What action could be taken when: #1 intake leaking?,REMOVED & REPLACED INTAKE GASKET.,Replace intake gasket.,0.0,0.0,0.8571428571428571,0.8571428571428571,0.8,0.5,False,base_mistral-nemo-12b-it_kg_gs100
action_022,vanilla,What action could be taken when: engine did not start?,STARTED A/C NORMALLY.,Check fuel pressure and quantity.,0.0,0.0,0.0,0.0,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_022,textchunkrag,What action could be taken when: engine did not start?,STARTED A/C NORMALLY.,Check and replace spark plugs if out of tolerance.,0.0,0.0,0.0,0.0,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_022,graphrag,What action could be taken when: engine did not start?,STARTED A/C NORMALLY.,Check and clear fuel system.,0.0,0.0,0.0,0.0,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_023,vanilla,What action could be taken when: #2 intake on r/h engine leaking?,REMOVED & REPLACED W/ NEW GASKET.,"**Shutdown the engine, isolate the fuel and ignition, and perform a borescope inspection of the #2 intake.**",0.0,0.0,0.0,0.0,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_023,textchunkrag,What action could be taken when: #2 intake on r/h engine leaking?,REMOVED & REPLACED W/ NEW GASKET.,**Inspect and replace the #2 engine intake gasket.**,0.0,0.0,0.3076923076923077,0.3076923076923077,0.0,0.14285714285714288,False,base_mistral-nemo-12b-it_kg_gs100
action_023,graphrag,What action could be taken when: #2 intake on r/h engine leaking?,REMOVED & REPLACED W/ NEW GASKET.,**Inspect and replace #2 intake gasket.**,0.0,0.0,0.3636363636363636,0.3636363636363636,0.0,0.16666666666666666,False,base_mistral-nemo-12b-it_kg_gs100
action_024,vanilla,What action could be taken when: l/h engine #3 rocker shaft plug worn?,REPLACED PLUGS.,Replace the worn rocker shaft plug on engine #3.,0.0,0.0,0.3636363636363636,0.3636363636363636,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_024,textchunkrag,What action could be taken when: l/h engine #3 rocker shaft plug worn?,REPLACED PLUGS.,Replace worn rocker shaft plug on l/h engine #3.,0.0,0.0,0.33333333333333337,0.33333333333333337,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_024,graphrag,What action could be taken when: l/h engine #3 rocker shaft plug worn?,REPLACED PLUGS.,Replace l/h engine #3 rocker shaft plug.,0.0,0.0,0.4,0.4,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_025,vanilla,What action could be taken when: baffle bracket cracked on #3 cylinder?,REMOVED BAFFLE SECTION & OIL PRESSURE LINE. REPLACED BR,"Replace the cracked baffle bracket on #3 cylinder with a new one, following the aircraft maintenance manual's instructions for disassembly, installation, and torque specifications.",0.0,0.0,0.06060606060606061,0.12121212121212122,0.0,0.06060606060606061,False,base_mistral-nemo-12b-it_kg_gs100
action_025,textchunkrag,What action could be taken when: baffle bracket cracked on #3 cylinder?,REMOVED BAFFLE SECTION & OIL PRESSURE LINE. REPLACED BR,Replace cracked baffle bracket on #3 cylinder.,0.0,0.0,0.13333333333333333,0.26666666666666666,0.0,0.125,False,base_mistral-nemo-12b-it_kg_gs100
action_025,graphrag,What action could be taken when: baffle bracket cracked on #3 cylinder?,REMOVED BAFFLE SECTION & OIL PRESSURE LINE. REPLACED BR,Replace cracked baffle bracket on #3 cylinder.,0.0,0.0,0.13333333333333333,0.26666666666666666,0.0,0.125,False,base_mistral-nemo-12b-it_kg_gs100
action_026,vanilla,What action could be taken when: middle & r/h engine cowl need new chafe tape?,REMOVED & REPLACED CHAFE TAPE AS NEEDED.,"Replace the existing chafe tape on the middle and right-hand engine cowls with new chafe tape, ensuring it is properly secured and covers the entire area where chafe protection is required.",0.0,0.0,0.15789473684210525,0.15789473684210525,0.05555555555555555,0.125,False,base_mistral-nemo-12b-it_kg_gs100
action_026,textchunkrag,What action could be taken when: middle & r/h engine cowl need new chafe tape?,REMOVED & REPLACED CHAFE TAPE AS NEEDED.,Replace middle & right engine cowl chafe tape.,0.02777619034011792,0.0,0.4615384615384615,0.4615384615384615,0.1818181818181818,0.26666666666666666,False,base_mistral-nemo-12b-it_kg_gs100
action_026,graphrag,What action could be taken when: middle & r/h engine cowl need new chafe tape?,REMOVED & REPLACED CHAFE TAPE AS NEEDED.,Replace the chafe tape on the middle and right-hand engine cowls.,0.0,0.0,0.3333333333333333,0.3333333333333333,0.12500000000000003,0.23529411764705882,False,base_mistral-nemo-12b-it_kg_gs100
action_027,vanilla,What action could be taken when: l/h eng #3 baffle (aft) seal loose?,"SECURED #3 BAFFLE SEAL, L/H.","**Inspect and Secure Baffle Seal**

- Remove cowling and access panel to expose the loose baffle seal.
- Inspect the seal for any signs of damage or wear.
- Tighten the seal using approved tools and torque specifications.
- Verify seal is properly seated and secured.
- Reassemble cowling and access panel.",0.0,0.0,0.11320754716981131,0.11320754716981131,0.0392156862745098,0.048780487804878044,False,base_mistral-nemo-12b-it_kg_gs100
action_027,textchunkrag,What action could be taken when: l/h eng #3 baffle (aft) seal loose?,"SECURED #3 BAFFLE SEAL, L/H.",Replace loose seal on l/h eng #3 baffle (aft).,0.021105340631872645,0.0,0.37499999999999994,0.625,0.2857142857142857,0.37499999999999994,False,base_mistral-nemo-12b-it_kg_gs100
action_027,graphrag,What action could be taken when: l/h eng #3 baffle (aft) seal loose?,"SECURED #3 BAFFLE SEAL, L/H.",**Replace the loose baffle seal on the left-hand engine #3.**,0.0,0.0,0.23529411764705885,0.3529411764705882,0.13333333333333333,0.13333333333333333,False,base_mistral-nemo-12b-it_kg_gs100
action_028,vanilla,What action could be taken when: muffler missing nut?,REPLACED NUT.,Inspect and replace missing muffler nut immediately.,0.0,0.0,0.4444444444444445,0.4444444444444445,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_028,textchunkrag,What action could be taken when: muffler missing nut?,REPLACED NUT.,"**Action:** Inspect muffler nut threads for damage, clean if necessary, and install a new nut, securing it with a cotter pin.",0.0,0.0,0.08695652173913042,0.08695652173913042,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_028,graphrag,What action could be taken when: muffler missing nut?,REPLACED NUT.,Inspect and replace missing nut on muffler.,0.0,0.0,0.4444444444444445,0.4444444444444445,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_029,vanilla,"What action could be taken when: power at idle, engine quit. restarted & tested idle w/ full?",RAN UP A/C ENGINE. ADJUSTED IDLE SPEED. IDLE MIXTURE CH,**Inspect Fuel System for Contamination or Blockage**,0.0,0.0,0.0,0.0,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_029,textchunkrag,"What action could be taken when: power at idle, engine quit. restarted & tested idle w/ full?",RAN UP A/C ENGINE. ADJUSTED IDLE SPEED. IDLE MIXTURE CH,"**Drain and inspect fuel system, replace fuel cap.**",0.0,0.0,0.0,0.0,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_029,graphrag,"What action could be taken when: power at idle, engine quit. restarted & tested idle w/ full?",RAN UP A/C ENGINE. ADJUSTED IDLE SPEED. IDLE MIXTURE CH,Check and replace fuel filter.,0.0,0.0,0.0,0.0,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_030,vanilla,What action could be taken when: l/h side baffle is cracked?,REPLACED L/H SIDE BAFFLE W/ SERVICEABLE PART.,"""Replace the cracked left-hand side baffle in accordance with the approved maintenance data.""",0.0,0.0,0.2727272727272727,0.2727272727272727,0.1,0.2,False,base_mistral-nemo-12b-it_kg_gs100
action_030,textchunkrag,What action could be taken when: l/h side baffle is cracked?,REPLACED L/H SIDE BAFFLE W/ SERVICEABLE PART.,Replace cracked l/h side baffle.,0.0,0.0,0.7142857142857143,0.7142857142857143,0.5,0.42857142857142855,False,base_mistral-nemo-12b-it_kg_gs100
action_030,graphrag,What action could be taken when: l/h side baffle is cracked?,REPLACED L/H SIDE BAFFLE W/ SERVICEABLE PART.,Replace cracked left engine baffle.,0.0,0.0,0.3076923076923077,0.3076923076923077,0.0,0.0,False,base_mistral-nemo-12b-it_kg_gs100
action_031,vanilla,What action could be taken when: cyl #4 rocker cover gasket leaking?,REMOVED & REPLACED ROCKER COVER GASKET.,Replace the cylinder #4 rocker cover gasket.,0.0,0.0,0.6666666666666666,0.6666666666666666,0.4,0.4615384615384615,False,base_mistral-nemo-12b-it_kg_gs100
action_031,textchunkrag,What action could be taken when: cyl #4 rocker cover gasket leaking?,REMOVED & REPLACED ROCKER COVER GASKET.,Replace #4 rocker cover gasket.,0.0,0.0,0.8000000000000002,0.8000000000000002,0.5,0.5454545454545454,False,base_mistral-nemo-12b-it_kg_gs100
action_031,graphrag,What action could be taken when: cyl #4 rocker cover gasket leaking?,REMOVED & REPLACED ROCKER COVER GASKET.,Replace #4 rocker cover gasket.,0.0,0.0,0.8000000000000002,0.8000000000000002,0.5,0.5454545454545454,False,base_mistral-nemo-12b-it_kg_gs100
action_032,vanilla,What action could be taken when: r/h baffle plug needs to be replaced?,INSTALLED NEW BAFFLE PLUG.,"Replace the right-hand (r/h) baffle plug with a new, serviceable one.",0.0,0.0,0.23529411764705882,0.3529411764705882,0.13333333333333333,0.125,False,base_mistral-nemo-12b-it_kg_gs100
action_032,textchunkrag,What action could be taken when: r/h baffle plug needs to be replaced?,INSTALLED NEW BAFFLE PLUG.,Replace right (r/h) baffle plug.,0.0,0.0,0.4,0.4,0.25,0.4,False,base_mistral-nemo-12b-it_kg_gs100
action_032,graphrag,What action could be taken when: r/h baffle plug needs to be replaced?,INSTALLED NEW BAFFLE PLUG.,Replace the right (r/h) baffle plug.,0.0,0.0,0.36363636363636365,0.36363636363636365,0.2222222222222222,0.36363636363636365,False,base_mistral-nemo-12b-it_kg_gs100
action_033,vanilla,What action could be taken when: l/h cooling baffle connecting rod broken?,INSTALLED NEW CONNECTING ROD ON COOLING BAFFLE.,Inspect and replace the left-hand (l/h) cooling baffle connecting rod.,0.0,0.0,0.2105263157894737,0.4210526315789474,0.23529411764705885,0.2222222222222222,False,base_mistral-nemo-12b-it_kg_gs100
