c5,c119,gpt4o_triplets,gpt4o_triplets_clean
19790421024889I,PILOT TOOK OFF WITH THE ENGINE NOT OPERATING PROPERLY. MUSHED BACK TO THE GROUND BEYOND THE RUNWAY.                ,"<PILOT, TOOK OFF, ENGINE NOT OPERATING PROPERLY>","<PILOT, TOOK OFF, ENGINE NOT OPERATING PROPERLY>"
19790210002629A,FCD LDG AT NIGHT. HARD LDG ON APT. FUEL STAINS FOUND FROM WING DRAINS TO FUSELAGE. LESS THAN 2 GALS FUEL ONBOARD.  ,"<FCD LDG, TIME PERIOD, NIGHT>
<HARD LDG, LOCATION, APT>
<FUEL STAINS, LOCATION, WING DRAINS>
<FUEL STAINS, LOCATION, FUSELAGE>
<FUEL, PART OF, ONBOARD>","<FCD LDG, TIME PERIOD, NIGHT>
<HARD LDG, LOCATION, APT>
<FUEL STAINS, LOCATION, WING DRAINS>
<FUEL STAINS, LOCATION, FUSELAGE>
<FUEL, PART OF, ONBOARD>"
19790318010729A,ENGINE STOPPED ON EMPTY TANK DURING ILS APPROACH. WOULD NOT START ON FULL TANK. WATER IN FUEL.CRASHED SHORT OF RWY.,"<ENGINE, STOPPED, EMPTY TANK>
<ENGINE, DURING, ILS APPROACH>
<WATER, IN, FUEL>
<CRASHED, SHORT OF, RWY>","<ENGINE, STOPPED, EMPTY TANK>
<ENGINE, DURING, ILS APPROACH>
<WATER, IN, FUEL>
<CRASHED, SHORT OF, RWY>"
19790309032649A,"CARGO DOOR CAME OPEN IN FLIGHT. AFTER LANDING,THE DOOR WAS PROPERLY LATCHED. THE FAILURE COULD NOT BE DUPLICATED.  ","<CARGO DOOR, INSTANCE OF, DOOR>
<CARGO DOOR, EVENT DISTANCE, INFLIGHT>
<DOOR, EVENT DISTANCE, AFTER LANDING>","<CARGO DOOR, INSTANCE OF, DOOR>
<CARGO DOOR, EVENT DISTANCE, INFLIGHT>
<DOOR, EVENT DISTANCE, AFTER LANDING>"
19790421024749I,ENGINE QUIT SOON AFTER TAKEOFF. WATER AND DEBRIS FOUND IN THE FUEL SYSTEM.                                         ,"<ENGINE QUIT, FOLLOWS, TAKEOFF>
<WATER, PART OF, FUEL SYSTEM>
<DEBRIS, PART OF, FUEL SYSTEM>","<ENGINE QUIT, FOLLOWS, TAKEOFF>
<WATER, PART OF, FUEL SYSTEM>
<DEBRIS, PART OF, FUEL SYSTEM>"
19790224007709I,WINDSHIELD FOGGED UP DUE TO INOP HEATER. LANDED LONG AFTER APPROACH AND RAN OFF DEPARTURE END OF RUNWAY.           ,"<WINDSHIELD, HAS CAUSE, INOP HEATER>
<LANDED LONG, FOLLOWS, APPROACH>
<RAN OFF, FOLLOWS, LANDED LONG>
<RAN OFF, LOCATION, DEPARTURE END OF RUNWAY>","<WINDSHIELD, HAS CAUSE, INOP HEATER>
<LANDED LONG, FOLLOWS, APPROACH>
<RAN OFF, FOLLOWS, LANDED LONG>
<RAN OFF, LOCATION, DEPARTURE END OF RUNWAY>"
19790210002639A,AIRCRAFT CRASHED ON FIRST TEST FLIGHT AFTER REBUILDING. AILERON CONTROLS REVERSED.                                 ,"<AIRCRAFT, CRASHED, FIRST TEST FLIGHT>
<FIRST TEST FLIGHT, AFTER, REBUILDING>
<AILERON CONTROLS, REVERSED, NULL>","<AIRCRAFT, CRASHED, FIRST TEST FLIGHT>
<FIRST TEST FLIGHT, AFTER, REBUILDING>
<AILERON CONTROLS, REVERSED, NULL>"
19790224007469I,ENGINE QUIT LEVEL FLIGHT. LEFT TANK EMPTY AND ICE IN RIGHT TANK. GAS SEDIMENT BOWL WOULD NOT DRAIN.                ,"<ENGINE QUIT, HAS CAUSE, EMPTY TANK>
<EMPTY TANK, PART OF, LEFT TANK>
<ICE, PART OF, RIGHT TANK>","<ENGINE QUIT, HAS CAUSE, EMPTY TANK>
<EMPTY TANK, PART OF, LEFT TANK>
<ICE, PART OF, RIGHT TANK>"
19790216014249A,PILOT TOOK OFF WITH GUST LOCK IN PLACE.                                                                            ,"<GUST LOCK, USED BY, PILOT>","<GUST LOCK, USED BY, PILOT>"
19790209002599A,"WHILE TAXIING ON TAXIWAY, THE AIRCRAFT WAS STRUCK BY A TRUCK. NO FENCE IS INSTALLED TO KEEP VEHICLES OFF AIRPORT.  ","<AIRCRAFT, STRUCK, TRUCK>","<AIRCRAFT, STRUCK, TRUCK>"
19790312008529I,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL                                                               ,"<FORCED LANDING, HAS CAUSE, POWER LOSS>
<WATER, PART OF, FUEL>","<FORCED LANDING, HAS CAUSE, POWER LOSS>
<WATER, PART OF, FUEL>"
19790421024669I,GEAR COLLAPSED AFTER LANDING DUE TO BROKEN EXTENSION CABLE. EMERGENCY EXTENSION CRANK NOT PROPERLY STOWED.         ,"<GEAR, COLLAPSED, AFTER LANDING>
<GEAR, HAS CAUSE, BROKEN EXTENSION CABLE>
<EMERGENCY EXTENSION CRANK, NOT PROPERLY STOWED, NULL>","<GEAR, COLLAPSED, AFTER LANDING>
<GEAR, HAS CAUSE, BROKEN EXTENSION CABLE>
<EMERGENCY EXTENSION CRANK, NOT PROPERLY STOWED, NULL>"
19790520026369I,FORCED LANDING DUE TO FUEL EXHAUSTION.                                                                             ,"<FORCED LANDING, HAS CAUSE, FUEL EXHAUSTION>","<FORCED LANDING, HAS CAUSE, FUEL EXHAUSTION>"
19790603029089I,ENGINE WENT TO IDLE WHEN THROTTLE CABLE HOUSING SLIPPED OUT OF CLAMP. HAD NOT BEEN PROPERLY SECURED.               ,"<ENGINE, WENT DEAD, IDLE>","<ENGINE, WENT DEAD, IDLE>"
19790605014519I,CAPTAIN OBSERVED FUEL SYPHONING AND LANDED. TANK CAP HAD BEEN INSTALLED IMPROPERLY.                                ,"<FUEL, USED BY, CAPTAIN>","<FUEL, USED BY, CAPTAIN>"
19790615016499I,FUNNY NOISE DURING GEAR RETRACTION CAUSED BY PART OF THE TOWBAR LEFT ON THE NOSE WHEEL. COULD NOT BE EXTENDED.     ,"<TOW BAR, PART OF, NOSE WHEEL>","<TOW BAR, PART OF, NOSE WHEEL>"
19790508100289I,PILOT FLEW AIRCRAFT NOT SIGNED OFF AFTER INSPECTION. LOST UPPER ENGINE COWLING IN FLIGHT. HAD NOT BEEN FASTENED.   ,"<AIRCRAFT, AFTER, INSPECTION>
<AIRCRAFT, NOT FASTENED, UPPER ENGINE COWLING>
<UPPER ENGINE COWLING, LOST, IN FLIGHT>","<AIRCRAFT, AFTER, INSPECTION>
<AIRCRAFT, NOT FASTENED, UPPER ENGINE COWLING>
<UPPER ENGINE COWLING, LOST, IN FLIGHT>"
19790510009019A,AIRCRAFT TOOK OFF BUT WAS UNABLE TO MAINIAIN FLIGHT. WITNESSES SAID THERE WAS MODERATE FROST ON THE WINGS.         ,"<AIRCRAFT TOOK OFF, FOLLOWED BY, UNABLE TO MAINTAIN FLIGHT>
<WINGS, PART OF, AIRCRAFT>
<FROST ON THE WINGS, INSTANCE OF, MODERATE FROST>","<AIRCRAFT TOOK OFF, FOLLOWED BY, UNABLE TO MAINTAIN FLIGHT>
<WINGS, PART OF, AIRCRAFT>
<FROST ON THE WINGS, INSTANCE OF, MODERATE FROST>"
19790528028209I,"FORCED LANDING AFTER ENGINE QUIT, FOUND WATER IN FUEL.                                                             ","<FORCED LANDING, FOLLOWS, ENGINE QUIT>
<WATER, PART OF, FUEL>","<FORCED LANDING, FOLLOWS, ENGINE QUIT>
<WATER, PART OF, FUEL>"
19790529041069A,LEFT OFF ENGINE OIL FILLER CAP. ENGINE LOST POWER ON TAKEOFF. OIL BLOCKED AIR INTAKE. ALTERNATE AIR DEFECT.        ,"<ENGINE, LOST POWER, TAKEOFF>","<ENGINE, LOST POWER, TAKEOFF>"
19790424024939I,"NOISE DURING GEAR RETRACTION, NOSE GEAR COULD NOT BE EXTENDED. DOOR PINS NOT ATTACHED AFTER MAINTENANCE.           ","<NOSE GEAR, UNABLE TO EXTEND GEAR, NULL>
<DOOR PINS, NOT ATTACHED, AFTER MAINTENANCE>","<NOSE GEAR, UNABLE TO EXTEND GEAR, NULL>
<DOOR PINS, NOT ATTACHED, AFTER MAINTENANCE>"
19790603012119A,"ENGINE STOPPED AFTER 25-FT AGL LIFTOFF. PLT TRIED TO BANK ACFT,STALLED, HIT GROUND. FAILED TO ASSURE FUEL VALVE ON.","<ENGINE, STOPPED, AFTER 25-FT AGL LIFTOFF>
<PLT, TRIED TO BANK, ACFT>
<ACFT, STALLED, NULL>
<ACFT, HIT, GROUND>
<PLT, FAILED TO ASSURE, FUEL VALVE ON>","<ENGINE, STOPPED, AFTER 25-FT AGL LIFTOFF>
<PLT, TRIED TO BANK, ACFT>
<ACFT, STALLED, NULL>
<ACFT, HIT, GROUND>
<PLT, FAILED TO ASSURE, FUEL VALVE ON>"
19790515018139A,ATTEMPTED TAKEOFF WITH FLIGHT CONTROLS IN LOCKED MODE. FACTOR INADEQUATE PRE-FLIGHT CHECK.                         ,"<ATTEMPTED TAKEOFF, USED BY, FLIGHT CONTROLS>","<ATTEMPTED TAKEOFF, USED BY, FLIGHT CONTROLS>"
19790513010459A,PILOT LANDED ON WHAT HE THOUGHT TO BE ONE FOOT HIGH GRASS. IT TURNED OUT TO BE THREE FEET HIGH. ACFT NOSED OVER.   ,"<ACFT, NOSED OVER, NULL>","<ACFT, NOSED OVER, NULL>"
19790623022919A,ENGINE WAS SPUTTERING ON TAKEOFF. ACFT CRASHED & BURNED. FOUND SOME WATER IN FUEL LINES.                           ,"<ENGINE, USED BY, ACFT>
<ENGINE, HAS EFFECT, SPUTTERING>
<SPUTTERING, FOLLOWS, TAKEOFF>
<ACFT, HAS EFFECT, CRASHED>
<ACFT, HAS EFFECT, BURNED>
<WATER, LOCATION, FUEL LINES>","<ENGINE, USED BY, ACFT>
<ENGINE, HAS EFFECT, SPUTTERING>
<SPUTTERING, FOLLOWS, TAKEOFF>
<ACFT, HAS EFFECT, CRASHED>
<ACFT, HAS EFFECT, BURNED>
<WATER, LOCATION, FUEL LINES>"
19790609016529A,ROPE BROKE DURING AERO TOW TAKE OFF WHEN GLIDER WAS 140 FEET ABOVE GROUND. CRASH OCCURRED DURING FORCED LANDING.   ,"<ROPE, BROKE, DURING AERO TOW TAKE OFF>
<CRASH, OCCURRED, DURING FORCED LANDING>","<ROPE, BROKE, DURING AERO TOW TAKE OFF>
<CRASH, OCCURRED, DURING FORCED LANDING>"
19790427100619I,ENGINE EQUIPPED WITH HYDRAULIC PUMP WAS SHUT DOWN. EMERGENCY PROCEDURES NOT FOLLOWED. NOSE GEAR COLLAPSED.         ,"<ENGINE, EQUIPPED WITH, HYDRAULIC PUMP>
<ENGINE, SHUT DOWN, NULL>
<EMERGENCY PROCEDURES, NOT FOLLOWED, NULL>
<NOSE GEAR, COLLAPSED, NULL>","<ENGINE, EQUIPPED WITH, HYDRAULIC PUMP>
<ENGINE, SHUT DOWN, NULL>
<EMERGENCY PROCEDURES, NOT FOLLOWED, NULL>
<NOSE GEAR, COLLAPSED, NULL>"
19790427100559I,ENGINE QUIT DUE TO FUEL CONTAMINATION. AIRCRAFT DAMAGED IN AUTOROTATION.                                           ,"<ENGINE QUIT, HAS CAUSE, FUEL CONTAMINATION>
<AIRCRAFT, DAMAGED, AUTOROTATION>","<ENGINE QUIT, HAS CAUSE, FUEL CONTAMINATION>
<AIRCRAFT, DAMAGED, AUTOROTATION>"
19790524200519I,FUMES NOTED IN PASSENGER CABIN. EMERGENCY LANDING MADE. AFT FUEL CAP DAMAGED BY IMPROPER INSTALLATION.             ,"<FUMES, LOCATION, PASSENGER CABIN>
<EMERGENCY LANDING, HAS CAUSE, FUMES>
<AFT FUEL CAP, DAMAGED BY, IMPROPER INSTALLATION>","<FUMES, LOCATION, PASSENGER CABIN>
<EMERGENCY LANDING, HAS CAUSE, FUMES>
<AFT FUEL CAP, DAMAGED BY, IMPROPER INSTALLATION>"
19790623014019A,RUDDER TRIM WAS SET FOR FULL NOSE LEFT TRIM. PILOT RAN OFF LEFT SIDE OF RUNWAY ON TAKEOFF.                         ,"<RUDDER TRIM, FULL NOSE LEFT TRIM, SET FOR>
<PILOT, RAN OFF, LEFT SIDE OF RUNWAY>
<RAN OFF, FOLLOWS, TAKEOFF>","<RUDDER TRIM, FULL NOSE LEFT TRIM, SET FOR>
<PILOT, RAN OFF, LEFT SIDE OF RUNWAY>
<RAN OFF, FOLLOWS, TAKEOFF>"
19790605014429I,"PILOT ATTEMPTED TAKEOFF WITH FAULTY ENGINE, LANDED IN STREET, DAMAGED SPEED LIMIT SIGN DURING TAXI BACK TO FIELD   ","<PILOT, ATTEMPTED TAKEOFF, FAULTY ENGINE>
<PILOT, LANDED, STREET>
<PILOT, DAMAGED, SPEED LIMIT SIGN>
<PILOT, DURING TAXI BACK, FIELD>","<PILOT, ATTEMPTED TAKEOFF, FAULTY ENGINE>
<PILOT, LANDED, STREET>
<PILOT, DAMAGED, SPEED LIMIT SIGN>
<PILOT, DURING TAXI BACK, FIELD>"
19790429005459A,ACFT NOT FLOWN FOR 2 WKS. SEVERE RAIN. PILOT SAID THAT THERE WAS WATER IN FUEL                                     ,"<WATER, LOCATION, FUEL>","<WATER, LOCATION, FUEL>"
19790627017429I,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.                                                              ,"<FORCED LANDING, HAS CAUSE, POWER LOSS>
<WATER, LOCATION, FUEL>","<FORCED LANDING, HAS CAUSE, POWER LOSS>
<WATER, LOCATION, FUEL>"
19790610014749I,PILOT TOOK OFF WITH TANKS NEARLY EMPTY. ENGINE QUIT AFTER LIFT OFF.                                                ,"<ENGINE, QUIT, AFTER LIFT OFF>","<ENGINE, QUIT, AFTER LIFT OFF>"
19790609011809A,AFTER TAKEOFF LOST ELECT. POWER. LANDED ON AIRPORT. LANDING GEAR NOT LOCKED DOWN. GENERATORS NOT TURNED ON.        ,"<AFTER TAKEOFF, HAS EFFECT, LOST ELECT. POWER>
<LANDED, LOCATION, AIRPORT>
<LANDING GEAR, NOT LOCKED, DOWN>
<GENERATORS, NOT TURNED ON, NULL>","<AFTER TAKEOFF, HAS EFFECT, LOST ELECT. POWER>
<LANDED, LOCATION, AIRPORT>
<LANDING GEAR, NOT LOCKED, DOWN>
<GENERATORS, NOT TURNED ON, NULL>"
19790622017199I,STUDENT PILOT HAD TOPPED HIS TANKS AND GOT WATER IN THE FUEL. ENGINE QUIT TWICE BUT HE GOT IT ON THE RUNWAY AT HOME,"<STUDENT PILOT, HAD BEEN TOPPED OFF, TANKS>
<WATER, IN, FUEL>
<ENGINE, QUIT, TWICE>
<ENGINE, LOCATION, RUNWAY AT HOME>","<STUDENT PILOT, HAD BEEN TOPPED OFF, TANKS>
<WATER, IN, FUEL>
<ENGINE, QUIT, TWICE>
<ENGINE, LOCATION, RUNWAY AT HOME>"
19790625015009A,ENGINE FAILED IN FLT. TWO & ONE HALF QUARTS OF WATER WERE DRAINED FROM THE GAS TANK AFTER THE ACCIDENT.            ,"<ENGINE, FAILED, IN FLT>
<GAS TANK, CONTAINED, WATER>","<ENGINE, FAILED, IN FLT>
<GAS TANK, CONTAINED, WATER>"
19790503025389I,"AFTER DEVELOPING ELECTRICAL PROBLEM, PILOT LANDED, HAD ALTERNATOR BELT TIGHTENED, TOOK OFF AGAIN. BELT FAILED.     ","<PILOT, AFTER, DEVELOPING ELECTRICAL PROBLEM>
<PILOT, LANDED, NULL>
<ALTERNATOR BELT, HAD, TIGHTENED>
<PILOT, TOOK OFF, AGAIN>
<BELT, FAILED, NULL>","<PILOT, AFTER, DEVELOPING ELECTRICAL PROBLEM>
<PILOT, LANDED, NULL>
<ALTERNATOR BELT, HAD, TIGHTENED>
<PILOT, TOOK OFF, AGAIN>
<BELT, FAILED, NULL>"
19790429025299I,"NOSE GEAR NOT LOCKED FOR LANDING,COLLAPSED. HAD BEEN RETRACTED WITH FLAT STRUT, CAUSING LINKAGE TO SEPERATE.       ","<NOSE GEAR, NOT LOCKED FOR, LANDING>
<NOSE GEAR, COLLAPSED, NULL>
<NOSE GEAR, HAD BEEN RETRACTED WITH, FLAT STRUT>
<FLAT STRUT, CAUSING, LINKAGE TO SEPERATE>","<NOSE GEAR, NOT LOCKED FOR, LANDING>
<NOSE GEAR, COLLAPSED, NULL>
<NOSE GEAR, HAD BEEN RETRACTED WITH, FLAT STRUT>
<FLAT STRUT, CAUSING, LINKAGE TO SEPERATE>"
19790513026659I,"LOSS OF OIL PREESURE PRECEEDED ENGINE SHUTDOWN. VECTORS TO AIRPORT, 8 QUARTS OIL ADDED. ENGINE HAD MINOR OIL LEAK. ","<LOSS OF OIL PRESSURE, HAS EFFECT, ENGINE SHUTDOWN>
<ENGINE, HAS CAUSE, MINOR OIL LEAK>","<LOSS OF OIL PRESSURE, HAS EFFECT, ENGINE SHUTDOWN>
<ENGINE, HAS CAUSE, MINOR OIL LEAK>"
19790515027029I,"ALTERNATOR BELT BROKE, ELECTRICAL SYSTEM FAILED. PILOT FAILED TO AVOID PREVENTABLE GEAR UP LANDING.                ","<ALTERNATOR BELT, BROKE, NULL>
<ELECT SYST, FAILED, NULL>
<PILOT, FAILED TO AVOID, GEAR-UP LANDING>","<ALTERNATOR BELT, BROKE, NULL>
<ELECT SYST, FAILED, NULL>
<PILOT, FAILED TO AVOID, GEAR-UP LANDING>"
19790525014229A,HELICOPTER BEGAN TO VIBRATE DURING GROUND RUN UP. SELF DESTRUCTED. IMPROPERLY SERVICED STRUTS CAUSED GR RESONANCE. ,"<HELICOPTER, USED BY, GROUND RUN UP>
<HELICOPTER, HAS EFFECT, VIBRATE>
<HELICOPTER, HAS CAUSE, IMPROPERLY SERVICED STRUTS>
<HELICOPTER, HAS EFFECT, SELF DESTRUCTED>
<GR RESONANCE, HAS CAUSE, IMPROPERLY SERVICED STRUTS>","<HELICOPTER, USED BY, GROUND RUN UP>
<HELICOPTER, HAS EFFECT, VIBRATE>
<HELICOPTER, HAS CAUSE, IMPROPERLY SERVICED STRUTS>
<HELICOPTER, HAS EFFECT, SELF DESTRUCTED>
<GR RESONANCE, HAS CAUSE, IMPROPERLY SERVICED STRUTS>"
19790425024979I,PILOT UNABLE TO MAINTAIN ALTITUDE DUE TO POWER LOSS.FOUND WATER IN THE FUEL.                                       ,"<UNABLE TO MAINTAIN FLIGHT, HAS CAUSE, POWER LOSS>
<WATER IN THE FUEL, HAS EFFECT, POWER LOSS>","<UNABLE TO MAINTAIN FLIGHT, HAS CAUSE, POWER LOSS>
<WATER IN THE FUEL, HAS EFFECT, POWER LOSS>"
19790511011259A,"ATTEMPTED TAKE OFF WITH ICE ON AIRFRAME. MADE PREMATURE LIFT OFF,SETTLED TO GROUND,STRUCK DITCH.                   ","<ATTEMPTED TAKEOFF, USED BY, ICE ON AIRFRAME>","<ATTEMPTED TAKEOFF, USED BY, ICE ON AIRFRAME>"
19790622017219I,PILOT TOPPED TANKS AND LOST POWER DURING CLIMB. THE FUEL WAS CONTAMINATED WITH WATER                               ,"<FUEL, CONTAMINATED WITH, WATER>","<FUEL, CONTAMINATED WITH, WATER>"
19790519010229A,INSTRUMENT PANEL LIGHT SWITCH DEFECTIVE. PILOT UNABLE TO DIM LIGHTS. COULD NOT SEE OUT.ATTEMPTED FORCED LANDING.   ,"<INSTRUMENT PANEL LIGHT SWITCH, DEFECTIVE, NULL>
<PILOT, UNABLE TO, DIM LIGHTS>
<PILOT, COULD NOT SEE, OUT>
<PILOT, ATTEMPTED, FORCED LANDING>","<INSTRUMENT PANEL LIGHT SWITCH, DEFECTIVE, NULL>
<PILOT, UNABLE TO, DIM LIGHTS>
<PILOT, COULD NOT SEE, OUT>
<PILOT, ATTEMPTED, FORCED LANDING>"
19790507025919I,FUEL EXHAUSTION ONE TANK UNABLE TO RESTART ENGINE. USED BOOST PUMP AFTER PUSHING AND PULLING ENGINE CONTROLS.      ,"<FUEL EXHAUSTION, HAS EFFECT, UNABLE TO RESTART ENGINE>","<FUEL EXHAUSTION, HAS EFFECT, UNABLE TO RESTART ENGINE>"
19790602009889A,ENGINE FAILED ENROUTE. PILOT DITCHED IN THE OCEAN. PILOT CLAIMED FUEL CONTAMINATION WAS CAUSE OF ACCIDENT.         ,"<ENGINE, HAS EFFECT, FAILED ENROUTE>
<PILOT, HAS EFFECT, DITCHED IN THE OCEAN>
<FUEL CONTAMINATION, HAS CAUSE, ACCIDENT>","<ENGINE, HAS EFFECT, FAILED ENROUTE>
<PILOT, HAS EFFECT, DITCHED IN THE OCEAN>
<FUEL CONTAMINATION, HAS CAUSE, ACCIDENT>"
19790609024769A,ENG. FAILED ON TAKEOFF. WATER IN FUEL. ACFT PARKED OUTSIDE FOR 11 MONTHS WITH PARTIALLY EMPTY FUEL TANKS.          ,"<ENG, FAILED TO, TAKEOFF>
<WATER, IN, FUEL>
<ACFT, PARKED OUTSIDE, 11 MONTHS>
<FUEL TANKS, PARTIALLY EMPTY, NULL>","<ENG, FAILED TO, TAKEOFF>
<WATER, IN, FUEL>
<ACFT, PARKED OUTSIDE, 11 MONTHS>
<FUEL TANKS, PARTIALLY EMPTY, NULL>"
19790719019309I,PILOTS FAILED TO CHECK POSITION OF GEAR HANDLE AND GEAR RETRACTION ON TAKEOFF ROLL.                                ,"<PILOTS, FAILED TO CHECK, POSITION OF GEAR HANDLE>","<PILOTS, FAILED TO CHECK, POSITION OF GEAR HANDLE>"
19790809030499I,ZA AFTER INSTRUCTIONAL MANUEVERS ENGINE FAILED. GASCOLATOR SHOWED FUEL CONTAMINATED WITH DIRT AND WATER.           ,"<ENGINE, HAS CAUSE, FUEL CONTAMINATED WITH DIRT AND WATER>","<ENGINE, HAS CAUSE, FUEL CONTAMINATED WITH DIRT AND WATER>"
19790729022479I,PILOT FAILED TO EXTEND GEAR BEFORE LANDING.                                                                        ,"<PILOT, UNABLE TO EXTEND GEAR, BEFORE LANDING>","<PILOT, UNABLE TO EXTEND GEAR, BEFORE LANDING>"
19790725018519A,LANDED WITH AIRPLANES NOSE NOT ALIGNED WITH RUNWAY. FOUND RUDDER PEDAL JAMMED WITH SMALL BOTTLE.                   ,"<RUDDER PEDAL, JAMMED WITH, SMALL BOTTLE>","<RUDDER PEDAL, JAMMED WITH, SMALL BOTTLE>"
19790726019139A,ENGINE ACCESS DOOR CAME LOSE AND ENGINE SPUTTERED AFTER TAKE OFF. INSTRUCTOR ATTEMPED 180 BACK TO RUNWAY. UNABLE.  ,"<ENGINE ACCESS DOOR, LOOSE, ENGINE>
<ENGINE, SPUTTERED, AFTER TAKEOFF>
<INSTRUCTOR, ATTEMPTED, 180 BACK TO RUNWAY>
<INSTRUCTOR, UNABLE, NULL>","<ENGINE ACCESS DOOR, LOOSE, ENGINE>
<ENGINE, SPUTTERED, AFTER TAKEOFF>
<INSTRUCTOR, ATTEMPTED, 180 BACK TO RUNWAY>
<INSTRUCTOR, UNABLE, NULL>"
19790718017739A,PILOT SEAT SLID BACK ON TAKEOFF.LOST CONTROL.VEERED OFF RUNWAY.FAILED TO ASCERTAIN SEAT LOCKED BEFORE TAKE OFF.    ,"<PILOT SEAT, SLID BACK, TAKEOFF>
<LOST CONTROL, CAUSED BY, PILOT SEAT SLID BACK>
<VEERED OFF RUNWAY, CAUSED BY, LOST CONTROL>
<FAILED TO ASCERTAIN SEAT LOCKED, CAUSED BY, VEERED OFF RUNWAY>","<PILOT SEAT, SLID BACK, TAKEOFF>
<LOST CONTROL, CAUSED BY, PILOT SEAT SLID BACK>
<VEERED OFF RUNWAY, CAUSED BY, LOST CONTROL>
<FAILED TO ASCERTAIN SEAT LOCKED, CAUSED BY, VEERED OFF RUNWAY>"
