c5_sources,entity1,entity2,weight,relations,rows
19800225005279A,SEAT,TAXI FOR TAKEOFF,1,FOLLOWS,53
19800611054319I,AIRPLANE,PILOT,1,USED BY,68
19800321006629A,FAILED TO CLIMB,AFTER TAKEOFF,1,FOLLOWS,56
19800321006629A,HIT TREE,DEPARTURE END OF RUNWAY,1,LOCATION,56
19800322006789A,FUEL LINES,WATER IN TANK,1,HAS CAUSE,57
19800322006789A,PLANE,ENGINE QUIT,1,HAS CAUSE,57
19800322006789A,PLANE,CRASHED,1,HAS EFFECT,57
19800413049409I,PLANE,MAINTENANCE,1,PART OF,74
19800408048109I,FAILED TO REMOVE NOSE DOWNLOCK PIN,UNSCHEDULED LANDING,1,HAS EFFECT,58
19800415047829I,ENGINE STOPPAGE,WATER IN FUEL,1,HAS CAUSE,60
19800519054059I,WATER IN FUEL,FORCED LANDING,1,HAS EFFECT,65
19800427044589I,ELECTRICAL FAILURE,AFTER TAKEOFF,1,FOLLOWS,61
19800413049409I,NOSE GEAR,COLLAPSED,1,HAS EFFECT,74
19800508011869A,RAN OUT OF FUEL,DID NOT CHECK FUEL TIME USED,1,HAS CAUSE,75
19800423010499A,GEAR UNSAFE LIGHT,LIGHT,1,INSTANCE OF,76
19800423010499A,GO-AROUND,STARTED WITHOUT ADVANCING PROPS,1,HAS CAUSE,76
19800423010499A,SETTLED,INTO TREES,1,LOCATION,76
19800608019219A,STALLED,AVOIDING TREES,1,HAS CAUSE,77
19800608019219A,STUCK RINGS AND VALVES,SLUDGE IN OIL,1,HAS CAUSE,77
19800421009329A,GEAR RETRACTION,CLIMBOUT,1,FOLLOWS,78
19800421009329A,GEAR RETRACTION,EMERGENCY GEAR HANDLE,1,USED BY,78
19800424010429A,MAIN ROTOR,SEVERED TAIL ROTOR,1,HAS EFFECT,79
19800523016979A,AILERONS,MAINTENANCE,1,MAINTAINED BY,80
19800523016979A,WING-TIP,WING,1,PART OF,80
19800523016979A,WING-TIP,RUNWAY,1,LOCATION,80
19800523016979A,WING-TIP,AFTER LIFT-OFF,1,EVENT DISTANCE,80
19800714060679I,ENGINE FAILED,LACK OF OIL,1,HAS CAUSE,81
19800716028479A,ENGINE FAILED,FUEL STARVATION,1,HAS CAUSE,93
19800805067769I,TAKEOFF REJECTED,TAKEOFF WARNING HORN,1,HAS CAUSE,82
19800822082749I,HYDRAULIC RESERVOIR,EMPTY,1,INSTANCE OF,83
19800815066579I,OIL LEAK,DIPSTICK NOT BEING SECURED,1,HAS CAUSE,84
19800807063609I,STRUCK,LOG IN TALL GRASS,1,LOCATION,86
19800620022039A,LOST DIRECTIONAL CONTROL,VEERED OFF RUNWAY,1,HAS EFFECT,89
19800620022039A,VEERED OFF RUNWAY,INTO TREES,1,HAS EFFECT,89
19800823080969I,ELECTRICAL SYSTEM FAILURE,CORRODED BATTERY LEAD,1,HAS CAUSE,92
19800716028479A,CRASH,DURING EMERGENCY LANDING,1,HAS CAUSE,93
19800707059709I,PREVIOUS LANDING,ROUGH PRIVATE RUNWAY,1,LOCATION,94
19800820066389I,BENT ACTUATOR,PREVIOUS BRAKE AND TIRE FAILURE,1,HAS CAUSE,95
19800820066389I,PREVIOUS BRAKE AND TIRE FAILURE,BENT THE ROD,1,HAS EFFECT,95
19800623021719A,DITCH,END OF RUNWAY,1,LOCATION,96
