c5_sources,node,count
19790407008559A;19850729066139I,ELEVATOR CONTROL,4
19780616046129I;19780901016759I;19790407008559A;19850729066139I,JAMMED,4
19850729066139I,STICK BOOT NOT FASTENED TO FLOOR,1
19850729066139I,LANDED IN A FIELD,1
19850729066139I,SHEN HARNESS,1
19850729066139I,ELEVATOR CABLE,1
19780401007929I;19780616046129I;19780726036499I;19780901016759I;19790220007249I;19790429025299I;19800413049409I;19800418044679I;19860228038269I;19870319012959I,NOSE GEAR,14
19860228038269I,FAILED TO RETRACT,1
19860228038269I;19870319012959I,PIN,3
19860228038269I,NOT BEEN REMOVED,1
19790424024939I;19800523016979A;19860228038269I;19960322013629I,MAINTENANCE,4
19860228038269I,FOUND THAT PIN HAD NOT BEEN REMOVED,1
19790207005339I;19860128014289I,FORWARD CARGO DOOR,3
19780920018899I;19860128014289I,FOLLOWED BY,2
19860128014289I,OBJECTS,1
19780920018899I;19860128014289I,HAS EFFECT,2
19860128014289I,RETURNED,1
19860128014289I,FAILED TO SEE WARNING LIGHT,2
19860514036219I,GROUND LOOPED,1
19860514036219I,Landing,1
19750315005389A;19860514036219I,TAILWHEEL,3
19860514036219I,Jammed,1
19860514036219I,Far right,1
19860706034879A,LOST POWER ON TAKEOFF,1
19860706034879A,FLIPPED ON LANDING,1
19781230019999I;19790622017219I;19790703018439I;19800403047119I;19860706034879A,TANKS,6
19780529040959I;19780723038809I;19780903028619A;19790211007509A;19790222003439A;19790410008789A;19790425024979I;19790622017199I;19790622017219I;19800224029629I;19860706034879A,FUEL,14
19860530030499A,ENGINE OVERHEAT,1
19860530030499A,HOT OIL SMELL,2
19860530030499A,KNEW HE HAD FAILED TO REMOVE AIR INTAKE PLUGS,1
19860530030499A,NOSED OVER IN FURROWS,1
19790729022479I;19860530030499A;20030620012809I,FAILED,4
19860530030499A,PLOWED,1
19861114075329I,TCA,1
19861114075329I,MALFUNCTIONING ENCODING ALTIMETER,1
19870309039779I,N106DA,1
19870309039779I,BRAKE PROBLEMS,2
19870523018729A,CANOPY,1
19870523018729A,GROUND COLLISION,3
19870523018729A,CANOPY OPEN,2
19800421009329A;19870523018729A;19950527014439A;19951031041599A,CLIMBOUT,4
19870523018729A;19871027060859A,PILOT ERROR,2
19870606018859A,UNABLE TO STAY AIRBORNE,1
19870606018859A;19911222062669I,ABORTED,2
19870606018859A,GROUND LOOP,2
19780429007189A;19870606018859A,TREE,3
19870606018859A,MAG SWITCH,1
19870606018859A,MAG,1
19871027060859A,IFR DUAL FLIGHT,1
19800109001489A;19871027060859A,ELECTRIC POWER LOSS,4
19871027060859A,STRUCK POWER POLE,2
19871027060859A,POWER POLE,1
19871027060859A,CIRCUIT BREAKER,1
19790425024979I;19790622017219I;19871027060859A;19951031041599A,POWER,4
19870816062719I,COPPER TUBE,2
19870816062719I,HOLD AERIAL BANNERS,1
19870816062719I,HOUSE,1
19870816062719I,OPERATOR,1
19870816062719I,LOCAL,1
19871211075169A,ROUGH ENGINE,2
19871211075169A,SPARK PLUGS OUT OF TOLERENCE,1
19780206006149I;19780327010619I;19780529040959I;19790113001939I;19790224007709I;19790705018829I;19790725018519A;19790829023019A;19790916031359A;19790927050049I;19791103056779I;19791221039859A;19800604051679I;19800624056339I;19800712077549I;19871211075169A;19940412011509I,LANDED,24
19871211075169A,CITY STREET,1
19871211075169A,PRIMER UNLOCKED,1
19880527016939A,INITIAL CLIMBOUT,1
19880527016939A,CRASH LANDING,1
19800608019219A;19880527016939A,AVOIDING TREES,2
19880527016939A,SELECTED FUEL TANK,1
19790102000919I;19790224007469I;19800822082749I;19880527016939A,EMPTY,4
19880527016939A,TRIP,1
19880527016939A,GET FUEL,1
19890723054159I,DETERMINATION,3
19890723054159I,INSUFFICIENT NUMBER OF SEATS,1
19890723054159I,OXYGEN MASKS,1
19890723054159I,PASSENGERS ONBOARD,1
19790210002629A;19890723054159I,ONBOARD,2
19890725041869I;19930530020029I,PILOTS SEAT,3
19890725041869I,FULL AFT POSITION,1
19890725041869I,PARKED PLANE,1
19780429014759I;19790928027659A;19791022054789I;19800716028479A;19900425011659A;19901101064289I,FUEL CAP,10
19900425011659A,FUEL SIPHONED,2
19780610045289I;19780723038809I;19791002050939I;19800328007979A;19800508011869A;19900425011659A,RAN OUT OF FUEL,7
19900425011659A,FERRY FLIGHT,1
19900425011659A,PONTOON SEPARATED LANDING IN A POND,1
19780309015599I;19790224007469I;19800129020179I;19901101064289I,RIGHT TANK,4
19901101064289I,GAS,1
19901101064289I,ESCAPING,1
19901101064289I,RESUMED FLIGHT,1
19910710026989A,REPORTED PROBLEM,4
19910710026989A,STALLED AND CRASHED,1
19910710026989A,NO LOCKING PINS IN SEAT TRACK,1
19910710026989A,SEAT PIN BENT,1
19910710026989A,BELT NOT FASTENED,1
19780829037939I;19781009029939I;19790111000619I;19790807029619I;19791022029739A;19800128019779I;19911222062669I,LIFTOFF,7
19911222062669I,PILOT NOTICED RIGHT FUEL CAP MISSING,1
19911222062669I,RIGHT FUEL CAP MISSING,1
19911222062669I,Landed,1
19911222062669I,SAME RUNWAY,1
19780504031959I;19780808049829I;19911222062669I,RAN OFF SIDE OF RUNWAY,4
19760730023679A;19790106001239I;19790421024669I;19790807024709A;19791023031609A;19911222062669I;19990923027739A,,8
19790515018139A;19920405008919A,ATTEMPTED TAKEOFF,4
19920405008919A,2500 FT,1
19920405008919A,GUSTY NORTH WIND,1
19791022029739A;19791023031609A;19920405008919A,HIT TREES,3
19920405008919A,OFF END OF STRIP,1
19780504031959I;19930530020029I,PILOT LOST CONTROL,4
19780130004789I;19790812030579I;19790820029909A;19791208047929I;19791210043359A;19930530020029I,TAKEOFF ROLL,7
19800507051499I;19930530020029I,POSITION,2
19930530020029I,SLID AFT,2
19930530020029I,ACCELERATION,1
19780205005989I;19780708043109I;19791216046619I;19940226003029A;19950804028629A;19980508008619A,LOST POWER,9
19940226003029A,LANDED ON PRIVATE STRIP,2
19940226003029A,Nosed over,1
19940226003029A,LEFT FUEL CAP LEAKED,1
19940226003029A,Prevented gravity fuel flow,1
19940412011509I,DESCENT,1
19940412011509I,FLIGHT MANUAL,2
19790316009739I;19790421024889I;19800530018349A;19940412011509I,GROUND,5
19940412011509I,TRUCK WINDSHIELD,1
19940412011509I,SAFELY,1
19940818022409A,LEFT ENGINE,1
19940818022409A,H71,1
19940818022409A,FEATHERED,1
19940818022409A,BEGAN GO,2
19940818022409A,BELOW VMC,1
19940818022409A,BAD OIL LEAK,1
19940818022409A,CRACKED ENGINE CASE,1
19940815046149I,BATTERY COMPARTMENT DOOR,1
19940815046149I,ANTENNA,1
19940815046149I,CRACKED,2
19940815046149I,WINDSHIELD,1
19950314029269I,N7016M,1
19950314029269I,AMATEUR BUILT AIRCRAFT,1
19950314029269I,EMERGENCY OFF AIRPORT LANDING,1
19950314029269I,NEAR THE BLO,1
19950619021589I,HIGH OIL TEMP.,1
19950619021589I,SHEARED MAIN GEAR,3
19950619021589I,AIRPOR,1
19950619021589I,FOUND LOW ON OIL,1
19950527014439A,NEGLECTED TO CONNECT RIGHT AILERON,1
19950527014439A,SPIRAL TO IMPACT,2
19950527014439A,AFTER TOW RELEASE,1
19950527014439A,ROLLED BOTH WAYS,1
19950804028629A,LANDED HARD,1
19780603041629I;19790427100559I;19950804028629A,DAMAGED,6
19770927027719A;19950804028629A,FLOATS,2
19950804028629A,LONGERON,1
19780110002479I;19780416008469I;19780518033959I;19780522035289I;19780725039589I;19780820049069I;19780829037939I;19790210006409I;19790211007509A;19790316004809A;19790429005459A;19790528028209I;19790609024769A;19790705018829I;19790801021959A;19790808027309A;19790829023019A;19790919027319A;19791102034159A;19791218033279A;19800119000759A;19800415047829I;19800607046889I;19950804028629A,WATER IN FUEL,26
19950804028629A,MISREAD,2
19950804028629A,WATER IN SUMP,1
19950216008379I,CESSNA 207,1
19950216008379I,N1549U,2
19950216008379I,BETHEL AIRPORT,1
19780210005719I;19780225001819I;19780309015599I;19780325010349I;19780624034629I;19780625035779I;19780626034739I;19790113001939I;19790211007509A;19790316004809A;19790318010729A;19790603012119A;19790829023019A;19790916031359A;19791017051209I;19791022029739A;19791022054789I;19800128019739I;19800223026959I;19800224029629I;19950216008379I,ENGINE STOPPED,40
19780920018899I;19950826026019A,EXPLOSION,2
19950826026019A,LIFTING LOGS,2
19950826026019A,LOGS,1
19950826026019A,COMPRESSOR STALL,1
19950826026019A,NR1 ENGINE,1
19950826026019A,FAILED RELEASE LOGS,1
19950826026019A,SE PROCEDURES,1
19800624056259I;19951031041599A,BAGGAGE DOOR,3
19951031041599A,REDUCED POWER,2
19790603012119A;19800608019219A;19951031041599A,STALLED,7
19951031041599A,ROLLED,1
19951031041599A,DIVED INTO OCEAN,1
19951031041599A,TEST FLIGHT,1
19951031041599A,STORAGE,1
19960504009509A,TRAILER TIE DOWN,2
19760715023479A;19781104034149A;19960504009509A,SKID,4
19960504009509A,ROLLING,1
19960504009509A,EVENT DISTANCE,1
19960524045629A,NOSE BAGGAGE DOOR,4
19960524045629A,BAGGAGE,1
19960524045629A,LEFT PROP,1
19960524045629A,BELWO UMC,1
19960524045629A,LANDED ON,1
19960524045629A,WILL FLY,1
19780629034269I;19790309032649A;19970523014439I,CARGO DOOR,4
19970523014439I,MR. BOWEN,1
19970523014439I,RUNWAY CONDITIONS AT STEVEN’S VILLAGE,1
19780113002859I;19780429014759I;19970523014439I,UNKNOWN,3
19970828026989A,POP ON TAKEOFF ROLL,1
19970828026989A,LOST RUDDER CONTROL,2
19970828026989A,EXITED RWY INTO CORNFIELD,1
19970828026989A,FAILED TO LOCK THE TAILWHEEL,1
19970828026989A,(-23),1
19970908038069A,TIRED TAXI,4
19800819040989A;19970908038069A,ROLLED OVER,2
19970908038069A,PILOT FAILED NOTE,1
19970908038069A,SKIDS,2
19970908038069A,HIGH WIND,1
19971226042729I,NR2 ENGINE FIRE,4
19971226042729I,LOADING PASSENGERS,1
19971226042729I,GATE,1
19971226042729I,FUEL LEVER,2
19971226042729I,FLIGHT IDLE,1
19780925018069I;19800128019779I;19971226042729I,SMOKE,3
19980620030289I,MR. KADERA,2
19980620030289I,HIGHWAY 93,1
19980620030289I,LANDING EVENT,1
19980616023109I,BANG,1
19980616023109I,SPARKS,2
19980616023109I,ROTOR,1
19780831038519I;19800128019789I;19980616023109I,COWLING,6
19980616023109I,SEPERATED,1
19980616023109I,NOT FASTENED,1
19990714022959I,FRONT RANGE AIRPORT,1
19791222048699I;19800208002479A;19990714022959I;20060718018299I,DEPARTURE,4
19990714022959I,HOURS OF DARKNESS,1
19990714022959I,START,1
19990714022959I,RUN,1
19950602032329I,TAXIMAY,3
19950602032329I,DAMAGED PROP,2
19950602032329I,TAXIWAY LIGHT,1
19950602032329I,WAS ADVISED,1
19990923027739A,CIERNIA GLASAIR III,2
19990923027739A,HOMEBUILT,1
19780206006149I;19780208007759I;19780526040429I;19780901016759I;19780923027059I;19790705018829I;19790812030579I;19800423010499A;19800501044549I;19800721061969I;19800820066389I;19800823080969I;19960322013629I,GEAR,18
19960322013629I,NOSE BLOCK,1
19960418007829A,CRASHED AND BURNED,2
19960418007829A,GRASS RUNWAY,1
19961027033759A,DEMO FLIGHT,1
19961027033759A,PRIOR,1
19961027033759A,CONNECTING ROD BENT BY,4
19961027033759A,HYDRO LOCK,1
19961027033759A,NR5 CYL,1
19961027033759A,STARTUP,1
19961027033759A,BROKE,3
19961027033759A,HIT COUNTER WT,1
19961027033759A,BROKE PORP SHAFT,1
19980415037339I,WOODEN WHEEL CHOCK,1
19980415037339I,NOSE BAGGAGE CARGO,1
19980415037339I,SHIFTED,1
19980415037339I,JAMMED THE NOSE LANDING GEAR,2
19980415037339I,-5,1
19980508008619A,NOSED OVER LANDING,2
19980508008619A,SLOPE,1
19980508008619A,FAILED TO VISUALLY CHECK FUEL,2
19750905025029A;19780822026439A;19781020041019A;19790214002969A;19790222003429A;19790429005459A;19790513010459A;19790609024769A;19790623022919A;19790807024709A;19791228036809A;19990213001379A,ACFT,24
19990213001379A,RAN INTO A DITCH,2
19990213001379A,STRUCK A TREE,1
19991230042089A,NOT DEVELOPING ENOUGH POWER,1
20000215041409A,SKYWAY AIRLINE FLIGHT,2
20000215041409A,BEECH 1900D,2
20000215041409A,1825 EASTERN STANDARD TIME,1
20000215041409A,N81SK,1
20000215010329A,MR. TIMOTHY ALLEN WELLS,1
20000215010329A,BELL HELICOPTER,1
20000215010329A,BELL HELICOPTER MODEL BHT-47-G5,1
20000215010329A,N4754R,2
20000215010329A;20060718018299I,PILOT IN COMMAND,2
20000625032189I,NORTHWEST AIRLINES DC-10,1
20000625032189I,DC-10,4
20000625032189I,NORTHWEST AIRLINES,1
20000625032189I,GATE B-52,1
20000625032189I,CONTINENTAL AIRLINES,1
20010411006739I,RPM CONTROL,2
20010411006739I,FLY POSITION,1
20010411006739I,HELIPAD,1
20010421009329I,RPM LOSS,1
20010421009329I,COULD NOT MAINTAIN ALTITUDE,1
20010910029739I,NOSE LANDING GEAR,1
20010910029739I,GREEN LIGHT WAS OUT,1
20010910029739I,GREEN LIGHT,1
20010910029739I,VERIFY,1
20020619014309A,N759TY,4
20020619014309A,CE-182,1
20020619014309A,Q,1
20020619014309A,HOT SPRINGS,2
20020619014309A,ARKANSAS,1
20020619014309A,FAYETTEVILLE,2
20020619014309A,TENNESSEE,1
19770622022049A;19790728024469A;20030620012809I,OIL FILLER CAP,6
20030620012809I,OIL COMING OUT,2
19790605014429I;20030620012809I,TAKING OFF,2
20030620012809I,OIL WAS OBSERVED,1
20030607012509A,BARTLESVILLE MUNICIPAL AIRPORT,1
20030607012509A,DEPARTURE TIME,1
20030607012509A,1147 AM,1
19790623014019A;20040304003309I,LEFT SIDE OF RUNWAY,2
20040304003309I,-23,1
19790427100559I;19790602009889A;19800403047119I;19800504044909I;20040925025079A,FUEL CONTAMINATION,9
20040925025079A,AIRFRAME FUEL FILTER,1
20040925025079A,FUEL FILTER,1
20040925025079A,ENGINE DRIVEN FUEL PUMP FILTER,1
20050504010229A,SIKORSKY S-70A,1
20050504010229A,N160LA,1
20050504010229A,VIBRATION,3
20050504010229A,APU DOOR STRUCK A MAIN ROTOR BLADE,1
20050504010229A,INFLIGHT,1
20050504010229A,NEAR,1
20050429009279I,CARGO TRIP,1
20050713014239I,RAYTHEON AIRCRAFT CO. B36TC,1
20050713014239I,HAVENS LEASING,1
20050713014239I,B36TC,1
20050713014239I,1535 MST,1
20050713014239I,2005,1
20051009024969I,HELICOPTER ENGINE POWER CHECKS,2
20051009024969I,CREWMEMBER,1
20060718018299I,FUEL TANK CAPS,2
20060718018299I,SECURELY FASTENED,1
20060718018299I,PIC FAILURE,1
20060621012279A,OVERROTATE,2
19791108054919I;20060621012279A,ROTATION,2
20070202001609A,NOTH PLATTE,1
20070202001609A,NE,1
20070202001609A,IOWA CITY,1
20070202001609A,IA,1
20070202001609A,487 STATUTE MILES,1
20070202001609A,GRINNELL,1
20070630826079I,RAY AIRPORT,1
20070630826079I,INTO THE CLIMB,1
20070630826079I,AIRCRAFT ENGINE,1
20070630826079I,PROBLEMS,1
19750315005389A,COCKED,2
19750315005389A;19751209037899A;19780607016509A;19781117041969A,TKOF,4
19750419011349A,TOW PLANE,3
19750419011349A;19780212006439I,AIRBORNE,2
19750419011349A;19790321010439A;19791126034419A;19800604051679I,STUDENT,8
19750419011349A,HIT TREE,2
19750419011349A,SETTLED,1
19751029037799A,2ND ILS APCH,1
19751029037799A,ACFT'S G/S INOP,1
19751029037799A,WRONG FREQ,1
19751029037799A,LOM,1
19751209037899A;19761021035989A;19761022033409A;19761119035559A;19770622018359A;19780413019379A;19780429007189A;19780805024609A;19781129037719A,PLT,13
19751209037899A,SOFT R BRAKE PEDAL,1
19751209037899A,DRG,2
19751209037899A,TAXIS,1
19751209037899A;19760215007629A;19770530015519A;19780413019379A,FLT,6
19751209037899A,SPRINGFIELD,1
19751209037899A,SOFT BRAKE,1
19751209037899A,STRONG WINDS,2
19751209037899A,BOS,1
19750818025579A,WASHED OUT UNDERGROUND TUNNEL,2
19750818025579A,SFC,1
19750818025579A,ROOF,1
19750818025579A,TFC,1
19750818025579A,MAIN GR,2
19750818025579A,BROKE THROUGH ROOF,1
19750905025029A,GRASS TAXIWAY,1
19750905025029A;19780319009079I;19790316009739I;19790615016499I,NOSE WHEEL,5
19750905025029A,RUT,2
19750905025029A,NOT NOTICED,1
