c5_sources,entity1,entity2,weight,relations,rows
19790623022919A,WATER,FUEL LINES,1,HAS EFFECT,34
19790222003429A,ATTEMPTED TAKEOFF,6700 FT ALTITUDE,1,TIME PERIOD,3
19790222003429A,ATTEMPTED TAKEOFF,FROST ON WINGS,1,HAS EFFECT,3
19790515018139A,ATTEMPTED TAKEOFF,FLIGHT CONTROLS IN LOCKED MODE,1,HAS CAUSE,32
19790515018139A,ATTEMPTED TAKEOFF,INADEQUATE PRE-FLIGHT CHECK,1,HAS CAUSE,32
19790222003429A;19790513010459A;19790623022919A;19790807024709A,ACFT,AIRPLANE,4,INSTANCE OF,3,33,34,66
19790513010459A,ACFT,3 FEET,1,EVENT DISTANCE,33
19790513010459A,ACFT,1 FOOT,1,EVENT DISTANCE,33
19790513010459A,ACFT,Nosed Over,1,HAS EFFECT,33
19790623022919A,ACFT,CRASHED & BURNED,1,EVENT DISTANCE,34
19790429005459A,ACFT,2 WKS,1,TIME PERIOD,41
19790429005459A,ACFT,SEVERE RAIN,1,INFLUENCED BY,41
19790429005459A,ACFT,WATER IN FUEL,1,HAS EFFECT,41
19790609024769A,ACFT,OUTSIDE,1,LOCATION,58
19790609024769A,ACFT,11 MONTHS,1,TIME PERIOD,58
19790609024769A,ACFT,FUEL TANKS,1,PART OF,58
19790412014049I,ENGINE COWL,PRECAUTIONARY LANDING,1,HAS EFFECT,4
19790412014049I,ENGINE COWL,AIRCRAFT,1,PART OF,4
19790412014049I,ENGINE COWL,AIRCRAFT COMPONENT,1,INSTANCE OF,4
19790928049769I,ENGINE COWL,ENGINE SHUT DOWN,1,HAS EFFECT,88
19790928049769I,ENGINE COWL,NOT PROPERLY SECURED,1,MAINTAINED BY,88
19790316004809A,AIRCRAFT,STRUCK GROUND,1,HAS CAUSE,9
19790316004809A,AIRCRAFT,SHORT OF RUNWAY,1,HAS EFFECT,9
19790316004809A;19790919027319A,AIRCRAFT,WATER IN FUEL,2,HAS CAUSE;HAS EFFECT,9,97
19790210002639A,AIRCRAFT,ACFT,1,INSTANCE OF,16
19790210002639A,AIRCRAFT,FIRST TEST FLIGHT,1,EVENT DISTANCE,16
19790210002639A,AIRCRAFT,REBUILDING,1,HAS CAUSE,16
19790209002599A,AIRCRAFT,TAXIWAY,1,LOCATION,19
19790209002599A,AIRCRAFT,AIRPORT,1,MAINTAINED BY,19
19790508100289I,AIRCRAFT,LOST UPPER ENGINE COWLING,1,HAS EFFECT,26
19790508100289I,AIRCRAFT,PILOT,1,MAINTAINED BY,26
19790508100289I,AIRCRAFT,HAD NOT BEEN FASTENED,1,HAS EFFECT,26
19790510009019A,AIRCRAFT,UNABLE TO MAINTAIN FLIGHT,1,HAS EFFECT,27
19790510009019A;19790829023019A,AIRCRAFT,AIRPLANE,2,INSTANCE OF,27,78
19790427100559I,AIRCRAFT,AUTOROTATION,1,EVENT DISTANCE,37
19790703018439I,AIRCRAFT,STRUCK RUNWAY GEAR UP,1,HAS CAUSE,68
19790823023209I,AIRCRAFT,RAN OFF RUNWAY,1,EVENT DISTANCE,70
19790823023209I,AIRCRAFT,BRAKE DISC PADS TOTALLY WORN,1,HAS EFFECT,70
19790813023739A,AIRCRAFT,BARREL,1,USED BY,71
19790919027319A,AIRCRAFT,AFTER TAKEOFF,1,EVENT DISTANCE,97
19790919027319A,AIRCRAFT,ATTEMPTED EMERGENCY LANDING,1,HAS CAUSE,97
19790919027319A,AIRCRAFT,EMERGENCY LANDING,1,EVENT DISTANCE,97
19790412014049I,DZUS FASTENER,ENGINE COWL,1,PART OF,4
19790222003439A,ACRFT,65 DAYS PRIOR TO ACCIDENT,1,TIME PERIOD,5
19790222003439A,ACRFT,DATE OF ACCIDENT,1,TIME PERIOD,5
19790222003439A;19790318010729A;19790425024979I;19790829023019A,FUEL,WATER,4,HAS EFFECT,5,12,52,78
19790210002629A,FUEL,WING,1,LOCATION,11
19790210002629A,FUEL,FUSELAGE,1,LOCATION,11
19790425024979I,FUEL,LOSS,1,HAS CAUSE,52
19790622017219I,FUEL,CONTAMINATED WITH WATER,1,HAS EFFECT,54
19790609024769A;19790808027309A,FUEL,WATER IN FUEL,2,HAS EFFECT,58,82
19791022029739A,FUEL,FOUND WATER IN,1,HAS EFFECT,93
19790204002289A,FORCED LANDING,ICE,1,FOLLOWED BY,6
19790312008529I;19790627017429I,FORCED LANDING,POWER LOSS,2,HAS CAUSE,20,42
19790312008529I;19790528028209I,FORCED LANDING,?,2,LOCATION,20,28
19790520026369I,FORCED LANDING,FUEL EXHAUSTION,1,HAS CAUSE,22
19790528028209I,FORCED LANDING,ENGINE QUIT,1,HAS CAUSE,28
19790627017429I,FORCED LANDING,FOUND WATER IN FUEL,1,HAS EFFECT,42
19790204002289A,ICE,GASCOLATOR,1,HAS EFFECT,6
19790204002289A,ICE,FLEXIBLE HOSE,1,HAS EFFECT,6
19790809030499I,GASCOLATOR,FUEL CONTAMINATED,1,HAS EFFECT,60
19790204002289A,FLEXIBLE HOSE,AIR FILTER,1,PART OF,6
19790204002289A,FLEXIBLE HOSE,CARBURATOR,1,PART OF,6
19790319004969A;19791102034159A,ENGINE FAILURE,AFTER TAKEOFF,2,HAS CAUSE;TIME PERIOD,7,98
19790801021959A;19791102034159A,ENGINE FAILURE,WATER IN FUEL,2,HAS CAUSE,79,98
19790319004969A,CONTAMINATED FUEL,AIRCRAFT,2,HAS EFFECT;LOCATION,7
19790405013359I,PILOT,OBSTRUCTION,1,HAS CAUSE,8
19790421024889I,PILOT,ENGINE,1,USED BY,10
19790421024889I,PILOT,MUSHED BACK TO THE GROUND BEYOND THE RUNWAY,1,FOLLOWED BY,10
19790508100289I,PILOT,AIRCRAFT,1,USED BY,26
19790513010459A,PILOT,ACFT,1,USED BY,33
19790623014019A,PILOT,RAN OFF LEFT SIDE OF RUNWAY,1,FOLLOWED BY,39
19790623014019A,PILOT,AFTER TAKEOFF,1,FOLLOWED BY,39
19790610014749I,PILOT,TANKS NEARLY EMPTY,1,HAS CAUSE,43
19790425024979I,PILOT,UNABLE TO MAINTAIN ALTITUDE,1,HAS EFFECT,52
19790425024979I,PILOT,POWER LOSS,1,INFLUENCED BY,52
19790622017219I,PILOT,TOPPED HIS TANKS,1,HAS CAUSE,54
19790519010229A,PILOT,INSTRUMENT PANEL LIGHT SWITCH,1,USED BY,55
19790519010229A,PILOT,ATTEMPTED FORCED LANDING,1,HAS EFFECT,55
19790602009889A,PILOT,FUEL CONTAMINATION,1,HAS CAUSE,57
19790602009889A,PILOT,CREW,1,INSTANCE OF,57
19790602009889A,PILOT,DITCHED,1,FOLLOWED BY,57
19790602009889A,PILOT,IN THE OCEAN,1,FOLLOWED BY,57
19790729022479I,PILOT,FAILED TO EXTEND GEAR,1,HAS CAUSE,61
19790807029619I,PILOT,FAILED TO SECURE OIL CAP,1,HAS CAUSE,65
19790807029619I,PILOT,OIL WAS STREAMING OVER COWL,1,HAS EFFECT,65
19790807029619I,PILOT,PREFLIGHT,1,TIME PERIOD,65
19790807029619I,PILOT,LIFTOFF,1,EVENT DISTANCE,65
19790813030889I,PILOT,FAILED TO SECURE OIL CAP PROPERLY,1,HAS CAUSE,67
19790813030889I,PILOT,LANDED,1,INSTANCE OF,67
19790703018439I,PILOT,3 QUARTS OF WATER,1,USED BY,68
19790710018689I,PILOT,FAILED TO REENGAGE CLUTCH,1,HAS CAUSE,85
19790710018689I,PILOT,LOCK GEAR IN PLACE,1,HAS CAUSE,85
19790918023659I,PILOT,OWNER,1,USED BY,86
19791102034159A,PILOT,ENGINE FAILURE,1,HAS CAUSE,98
19790405013359I,OBSTRUCTION,MAGAZINE,1,INSTANCE OF,8
19790405013359I,RUDDER,VERTICAL STABILIZER,1,PART OF,8
19790312008529I;19790528028209I,WATER IN FUEL,FORCED LANDING,2,HAS EFFECT,20,28
19790528028209I,WATER IN FUEL,?,1,LOCATION,28
19790210002629A,FCD,ACFT,1,INSTANCE OF,11
19790210002629A,LDG,ACFT DISPATCHER,1,INSTANCE OF,11
19790210002629A,LDG,APT,1,EVENT DISTANCE,11
19790210002629A,FUEL STAINS,WING DRAINS,1,HAS EFFECT,11
19790210002629A,FUEL STAINS,FUSELAGE,1,HAS EFFECT,11
19790210002629A,LESS THAN 2 GALS FUEL,ONBOARD,1,HAS CAUSE,11
19790318010729A,CRASH,SHORT OF RWY,1,HAS CAUSE,12
19790609016529A,CRASH,AERO TOW TAKE OFF,1,HAS CAUSE,35
19790609016529A,CRASH,FORCED LANDING,1,INSTANCE OF,35
19790309032649A,CARGO DOOR,DOOR CAME OPEN IN FLIGHT,1,HAS EFFECT,13
19790309032649A,AFTER LANDING,DOOR WAS PROPERLY LATCHED,1,HAS EFFECT,13
19790609011809A,AFTER LANDING,LANDED ON AIRPORT,1,FOLLOWED BY,44
19790705018829I,ENGINE QUIT,WATER IN FUEL,1,HAS CAUSE,74
19790705018829I,ENGINE QUIT,AFTER TAKEOFF,1,TIME PERIOD,74
19790421024749I,FUEL SYSTEM,WATER AND DEBRIS,1,HAS EFFECT,14
19790224007709I,WINDSHIELD,FOGGED UP,1,HAS EFFECT,15
19790224007709I,WINDSHIELD,HEATER,1,MAINTAINED BY,15
19790210002639A,AILERON CONTROLS,REVERSED,1,HAS CAUSE,16
19790224007469I,LEFT TANK,FUEL TANK,1,INSTANCE OF,17
19790224007469I,LEFT TANK,,1,HAS EFFECT,17
19790224007469I,RIGHT TANK,FUEL TANK,1,INSTANCE OF,17
19790224007469I,RIGHT TANK,ICE,1,HAS EFFECT,17
19790224007469I,GAS SEDIMENT BOWL,WOULD NOT DRAIN,1,HAS EFFECT,17
19790513026659I,AIRPORT,,1,LOCATION,49
19790421024669I,GEAR,AIRCRAFT COMPONENT,1,INSTANCE OF,21
19790421024669I,GEAR,COLLAPSED,1,HAS EFFECT,21
19790421024669I,GEAR,BROKEN EXTENSION CABLE,1,HAS CAUSE,21
19790929049639I,GEAR,AIRCRAFT,1,PART OF,89
19790421024669I,COLLAPSED,AFTER LANDING,1,TIME PERIOD,21
19790421024669I,EMERGENCY EXTENSION CRANK,NOT PROPERLY STOWED,1,MAINTAINED BY,21
19790507025919I,FUEL EXHAUSTION,UNABLE TO RESTART ENGINE,1,HAS EFFECT,56
19790507025919I,FUEL EXHAUSTION,BOOST PUMP,1,USED BY,56
19790507025919I,FUEL EXHAUSTION,ENGINE CONTROLS,1,USED BY,56
19790603029089I,THROTTLE CABLE HOUSING,ENGINE,1,HAS EFFECT,23
19790615016499I,NOISE,GEAR RETRACTION,1,HAS CAUSE,25
19790615016499I,GEAR RETRACTION,TOWBAR,1,PART OF,25
19790615016499I,NOSE WHEEL,GEAR,1,PART OF,25
19790510009019A,WINGS,MODERATE FROST,1,HAS EFFECT,27
19790529041069A,ENGINE OIL FILLER CAP,ENGINE LOST POWER,1,HAS EFFECT,29
19790424024939I,NOISE DURING GEAR RETRACTION,DOOR PINS NOT ATTACHED AFTER MAINTENANCE,1,HAS CAUSE,30
19790424024939I,NOSE GEAR,GEAR,1,INSTANCE OF,30
19790424024939I,NOSE GEAR,COULD NOT BE EXTENDED,1,HAS EFFECT,30
19790427100619I,NOSE GEAR,COLLAPSED,1,INSTANCE OF,36
19790424024939I,DOOR PINS,MAINTENANCE,1,MAINTAINED BY,30
19790603012119A,PLT,ACFT,1,USED BY,31
19790603012119A,PLT,STALLED,1,HAS CAUSE,31
19790603012119A,PLT,FAILED TO ASSURE FUEL VALVE ON,1,HAS CAUSE,31
19790603012119A,STALLED,HIT GROUND,1,HAS EFFECT,31
19790609016529A,ROPE,CRASH,1,HAS CAUSE,35
19790609016529A,ROPE,GLIDER,1,PART OF,35
19790609016529A,GLIDER,140 FEET,1,EVENT DISTANCE,35
19790524200519I,PASSENGER CABIN,FUMES,1,HAS EFFECT,38
19790524200519I,EMERGENCY LANDING,UNKNOWN,1,EVENT DISTANCE,38
19790904034369I,EMERGENCY LANDING,FUEL CONTAMINATED WITH WATER,1,HAS CAUSE,92
19790524200519I,AFT FUEL CAP,FUEL CAP,1,INSTANCE OF,38
19790524200519I,AFT FUEL CAP,IMPROPER INSTALLATION,1,HAS CAUSE,38
19791022054789I,FUEL CAP,FUEL STARVATION,1,HAS CAUSE,91
19791022054789I,FUEL CAP,A NON-VENTED CAP,1,INSTANCE OF,91
19790623014019A,RUDDER TRIM,FULL NOSE LEFT TRIM,1,HAS EFFECT,39
19790605014429I,SPEED LIMIT SIGN,FIELD,1,LOCATION,40
19790609011809A,LOST ELECT. POWER,LANDING GEAR NOT LOCKED DOWN,1,HAS EFFECT,44
19790609011809A,LOST ELECT. POWER,GENERATORS NOT TURNED ON,1,HAS EFFECT,44
19790622017199I,STUDENT PILOT,TOPPED HIS TANKS,1,HAS CAUSE,45
19790622017199I,STUDENT PILOT,WATER IN FUEL,1,HAS EFFECT,45
19790622017199I,STUDENT PILOT,ENGINE QUIT,1,HAS CAUSE,45
19790622017199I,STUDENT PILOT,RUNWAY AT HOME,1,EVENT DISTANCE,45
19790817031829I,STUDENT PILOT,ZA,1,OWNED BY,73
19790817031829I,STUDENT PILOT,1 HOUR FLIGHT,1,TIME PERIOD,73
19790622017219I,TOPPED HIS TANKS,LOST POWER,1,HAS EFFECT,54
19790503025389I,ELECTRICAL PROBLEM,PILOT LANDED,1,HAS CAUSE,47
19790503025389I,PILOT LANDED,BELT FAILED,1,HAS CAUSE,47
19790503025389I,BELT,PILOT TOOK OFF AGAIN,1,HAS CAUSE,47
19790513026659I,LOSS OF OIL PREESURE,ENGINE SHUTDOWN,2,HAS CAUSE;HAS EFFECT,49
19790513026659I,LOSS OF OIL PREESURE,ENGINE,1,MAINTAINED BY,49
19790513026659I,OIL,ENGINE,1,PART OF,49
19790728024469A,OIL,WRECK SIGHT,1,LOCATION,72
19790515027029I,ALTERNATOR BELT,ELECTRICAL SYSTEM FAILURE,1,HAS CAUSE,50
19790515027029I,ELECTRICAL SYSTEM FAILURE,PREVENTABLE GEAR UP LANDING,1,HAS EFFECT,50
19790525014229A,HELICOPTER,BEAGLE,1,INSTANCE OF,51
19790525014229A,HELICOPTER,IMPROPERLY SERVICED STRUTS,1,HAS CAUSE,51
19790525014229A,IMPROPERLY SERVICED STRUTS,GR RESONANCE,1,HAS CAUSE,51
19790511011259A,ATTEMPTED TAKE OFF,ICE ON AIRFRAME,1,HAS EFFECT,53
19790511011259A,ATTEMPTED TAKE OFF,SETTLED TO GROUND,1,FOLLOWED BY,53
19790511011259A,ATTEMPTED TAKE OFF,STRUCK DITCH,1,FOLLOWED BY,53
19790622017219I,LOST POWER,DURING CLIMB,1,TIME PERIOD,54
19790519010229A,INSTRUMENT PANEL LIGHT SWITCH,,1,HAS EFFECT,55
19790519010229A,INSTRUMENT PANEL LIGHT SWITCH,DEFECTIVE,1,INSTANCE OF,55
19790602009889A,DITCHED,LOSS OF AIRCRAFT,1,HAS EFFECT,57
19790609024769A,ENG,FAILED,1,HAS CAUSE,58
19790609024769A,ENG,FUEL SYSTEM,1,PART OF,58
19790809030499I,ZA,AIRCRAFT,1,INSTANCE OF,60
19790809030499I,ZA,ENGINE FAILED,1,HAS EFFECT,60
19790809030499I,ZA,INSTRUCTIONAL MANUEVERS,1,HAS CAUSE,60
19790809030499I,FUEL CONTAMINATED,DIRT,1,HAS CAUSE,60
19790809030499I,FUEL CONTAMINATED,WATER,1,HAS CAUSE,60
19790729022479I,EXTEND GEAR,AFTER LANDING,1,HAS EFFECT,61
19790725018519A,AIRPLANES,AIRCRAFT,1,INSTANCE OF,62
19790725018519A,AIRPLANES,NOT ALIGNED WITH RUNWAY,1,HAS EFFECT,62
19790725018519A,AIRPLANES,RUDDER PEDAL,1,MAINTAINED BY,62
19790725018519A,RUDDER PEDAL,JAMMED,1,HAS CAUSE,62
19790725018519A,RUDDER PEDAL,NOT FUNCTIONING,1,HAS EFFECT,62
19790725018519A,RUDDER PEDAL,SMALL BOTTLE,1,HAS EFFECT,62
19790726019139A,ENGINE ACCESS DOOR,ENGINE SPUTTERED,1,HAS EFFECT,63
19790726019139A,ENGINE ACCESS DOOR,ENGINE,1,PART OF,63
19790726019139A,INSTRUCTOR,ATTEMPTED 180 BACK TO RUNWAY,1,USED BY,63
19790726019139A,INSTRUCTOR,UNABLE,1,FOLLOWED BY,63
19790718017739A,PILOT SEAT,SEAT,1,PART OF,64
19790807029619I,OIL CAP,OIL WAS STREAMING OVER COWL,1,HAS EFFECT,65
19790820032669I,OIL CAP,NOT BEEN PROPERLY SEATED,1,HAS EFFECT,76
19790820032669I,OIL CAP,PILOT,1,MAINTAINED BY,76
19790820032669I,OIL CAP,OIL SYSTEM,1,PART OF,76
19790813030889I,FAILED TO SECURE OIL CAP PROPERLY,LOW OIL PRESSURE,1,HAS EFFECT,67
19790916031359A,LANDED,END OF RUNWAY,1,FOLLOWED BY,96
19790703018439I,TANKS,ENGINE,1,PART OF,68
19790807029669I,AIRSPEED INDICATOR,PITOT TUBE,1,INSTANCE OF,69
19790807029669I,AIRSPEED INDICATOR,LOST DIRECTIONAL CONTROL,1,HAS EFFECT,69
19790807029669I,LOST DIRECTIONAL CONTROL,AFTER LANDING,1,EVENT DISTANCE,69
19790807029669I,SOLE PILOT,ILLEGAL,1,INSTANCE OF,69
19790728024469A,OIL FILLER CAP,LOOSE,1,HAS EFFECT,72
19790728024469A,OIL FILLER CAP,WRECK SIGHT,1,LOCATION,72
19790728024469A,HOLE,IMPACT FORCES,1,HAS CAUSE,72
19790728024469A,OIL PAN,WRECK SIGHT,1,LOCATION,72
19790817031829I,FUEL GAUGES,READ INCORRECTLY,1,HAS EFFECT,73
19790705018829I,WING SUMPS,PILOT,1,MAINTAINED BY,74
19790816031569I,FLUCTUATION,LOSS OF OIL PRESSURE,1,HAS EFFECT,75
19790816031569I,LOSS OF OIL PRESSURE,LOOSE OIL FILLER CAP,1,HAS CAUSE,75
19790816031569I,LOSS OF OIL PRESSURE,SHUTTING ENGINE DOWN,1,FOLLOWED BY,75
19790820032669I,OIL PRESSURE,DROPPED TO 10 PSI,1,HAS CAUSE,76
19790820032669I,OIL PRESSURE,EN ROUTE,1,LOCATION,76
19790812030579I,TAKE OFF ROLL,GEAR COLLAPSED,1,HAS CAUSE,81
19790812030579I,TAKE OFF ROLL,GEAR SWITCH,1,HAS EFFECT,81
19790812030579I,TAKE OFF ROLL,NOT IN THE FULL DOWN POSITION,1,LOCATION,81
19790929049639I,GEAR COLLAPSED,200 FEET,1,EVENT DISTANCE,89
19790929049639I,GEAR COLLAPSED,AFTER START OF TAKEOFF RUN,1,TIME PERIOD,89
19790712020439I,STOPPED ON RUNWAY,AFTER LANDING,1,INSTANCE OF,83
19790712020439I,NOSE GEAR TORQUE LINK,APEX PIN,1,PART OF,83
19790716019189I,AIRSTAIR DOOR,DOOR,1,INSTANCE OF,84
19790716019189I,AIRSTAIR DOOR,AFTER TAKEOFF,1,EVENT DISTANCE,84
19790716019189I,AIRSTAIR DOOR,TEARING LOOSE,1,HAS EFFECT,84
19790716019189I,DOOR,RUNWAY,1,HAS EFFECT,84
19790716019189I,DOOR,AIRCRAFT,1,PART OF,84
19790710018689I,ELECTRICAL FAILURE,MANUAL GEAR EXTENSION,1,HAS CAUSE,85
19790918023659I,NOSE GEAR DOOR,GEAR,1,PART OF,86
19790918023659I,RETRACT RODS,GEAR,1,PART OF,86
19790918023659I,JAMMING THE NOSE GEAR,FORGOT TO RECONNECT NOSE GEAR DOOR RETRACT RODS,1,HAS CAUSE,86
19790929049639I,SELECTOR SWITCH,NOT IN THE FULL DOWN POSITION,1,HAS CAUSE,89
19790916031359A,FOUND WATER IN FUEL SYSTEM,FUEL SYSTEM,1,HAS EFFECT,96
19791103056779I,PRIMER,MIXTURE FULL RICH,1,HAS EFFECT,99
19791103056779I,CARB HEAT,MIXTURE FULL RICH,1,HAS EFFECT,99
