c5_sources,node,count
19790210002629A,FCD,1
19790210002629A,LDG,2
19790210002629A,ACFT DISPATCHER,1
19790210002629A,APT,1
19790210002629A,FUEL STAINS,2
19790210002629A,WING DRAINS,1
19790210002629A,FUSELAGE,2
19790210002629A,WING,1
19790210002629A,LESS THAN 2 GALS FUEL,1
19790210002629A,ONBOARD,1
19790318010729A;19790603012119A;19790829023019A;19790916031359A,STOPPED,4
19790318010729A,EMPTY TANK,1
19790318010729A,ILS APPROACH,1
19790318010729A,CRASHED,1
19790318010729A,WOULD NOT START,1
19790318010729A;19790609016529A,CRASH,4
19790318010729A,SHORT OF RWY,1
19790309032649A,CARGO DOOR,1
19790309032649A,DOOR CAME OPEN IN FLIGHT,1
19790309032649A;19790421024669I;19790609011809A;19790712020439I;19790729022479I;19790807029669I,AFTER LANDING,6
19790309032649A,DOOR WAS PROPERLY LATCHED,1
19790309032649A,COULD NOT BE DUPLICATED,1
19790421024749I;19790528028209I;19790622017199I;19790705018829I,ENGINE QUIT,5
19790421024749I;19790609024769A;19790916031359A,FUEL SYSTEM,3
19790421024749I,WATER AND DEBRIS,1
19790224007709I,WINDSHIELD,2
19790224007709I,FOGGED UP,1
19790224007709I,HEATER,1
19790210002639A,FIRST TEST FLIGHT,1
19790210002639A,REBUILDING,1
19790210002639A,AILERON CONTROLS,1
19790210002639A,REVERSED,1
19790224007469I,LEVEL FLIGHT,1
19790224007469I,LEFT TANK,2
19790224007469I,FUEL TANK,2
19790224007469I;19790513026659I;19790519010229A,,3
19790224007469I,RIGHT TANK,2
19790224007469I,GAS SEDIMENT BOWL,1
19790224007469I,WOULD NOT DRAIN,1
19790209002599A,TAXIWAY,1
19790209002599A;19790513026659I,AIRPORT,2
19790312008529I;19790425024979I;19790627017429I,POWER LOSS,3
19790312008529I;19790528028209I,?,3
19790421024669I;19790424024939I;19790615016499I;19790918023659I;19790929049639I,GEAR,8
19790421024669I;19790427100619I,COLLAPSED,3
19790421024669I,BROKEN EXTENSION CABLE,1
19790421024669I,EMERGENCY EXTENSION CRANK,1
19790421024669I,NOT PROPERLY STOWED,1
19790507025919I;19790520026369I,FUEL EXHAUSTION,4
19790603029089I,THROTTLE CABLE HOUSING SLIPPED OUT OF CLAMP,1
19790603029089I,THROTTLE CABLE HOUSING,1
19790615016499I,NOISE,1
19790615016499I,GEAR RETRACTION,2
19790615016499I,TOWBAR,1
19790615016499I,NOSE WHEEL,1
19790508100289I,LOST UPPER ENGINE COWLING,1
19790508100289I,HAD NOT BEEN FASTENED,1
19790510009019A,UNABLE TO MAINTAIN FLIGHT,1
19790510009019A,WINGS,1
19790510009019A,MODERATE FROST,1
19790529041069A,ENGINE OIL FILLER CAP,1
19790529041069A,ENGINE LOST POWER,1
19790529041069A,AIR INTAKE,1
19790529041069A,ALTERNATE AIR DEFECT,1
19790424024939I,NOISE DURING GEAR RETRACTION,1
19790424024939I,DOOR PINS NOT ATTACHED AFTER MAINTENANCE,1
19790424024939I;19790427100619I,NOSE GEAR,3
19790424024939I,COULD NOT BE EXTENDED,1
19790424024939I,DOOR PINS,1
19790424024939I,MAINTENANCE,1
19790603012119A,25-FT AGL LIFTOFF,1
19790603012119A,PLT,3
19790603012119A,STALLED,2
19790603012119A,HIT GROUND,1
19790603012119A,FAILED TO ASSURE FUEL VALVE ON,1
19790515018139A,FLIGHT CONTROLS IN LOCKED MODE,1
19790515018139A,INADEQUATE PRE-FLIGHT CHECK,1
19790513010459A,3 FEET,1
19790513010459A,1 FOOT,1
19790513010459A,Nosed Over,1
19790623022919A,SPUTTERING,1
19790623022919A,CRASHED & BURNED,1
19790623022919A,FUEL LINES,1
19790609016529A,ROPE,2
19790609016529A,GLIDER,2
19790609016529A,AERO TOW TAKE OFF,1
19790609016529A,140 FEET,1
19790427100619I,HYDRAULIC PUMP WAS SHUT DOWN,1
19790427100619I,EMERGENCY PROCEDURES NOT FOLLOWED,1
19790427100559I;19790602009889A,FUEL CONTAMINATION,3
19790427100559I,AUTOROTATION,1
19790524200519I,PASSENGER CABIN,1
19790524200519I,FUMES,1
19790524200519I;19790904034369I;19790919027319A,EMERGENCY LANDING,3
19790524200519I;19791103056779I,UNKNOWN,2
19790524200519I,AFT FUEL CAP,2
19790524200519I;19791022054789I,FUEL CAP,3
19790524200519I,IMPROPER INSTALLATION,1
19790623014019A,RUDDER TRIM,1
19790623014019A,FULL NOSE LEFT TRIM,1
19790623014019A,RAN OFF LEFT SIDE OF RUNWAY,1
19790605014429I,SPEED LIMIT SIGN,1
19790605014429I,FIELD,1
19790429005459A,2 WKS,1
19790429005459A,SEVERE RAIN,1
19790627017429I,FOUND WATER IN FUEL,1
19790610014749I,TANKS NEARLY EMPTY,1
19790609011809A,LOST ELECT. POWER,3
19790609011809A,LANDING GEAR NOT LOCKED DOWN,1
19790609011809A,GENERATORS NOT TURNED ON,1
19790609011809A,LANDED ON AIRPORT,1
19790622017199I;19790817031829I,STUDENT PILOT,6
19790622017199I;19790622017219I,TOPPED HIS TANKS,3
19790622017199I,RUNWAY AT HOME,1
19790625015009A,TWO & ONE HALF QUARTS,1
19790503025389I,ELECTRICAL PROBLEM,1
19790503025389I,PILOT LANDED,2
19790503025389I,BELT FAILED,1
19790503025389I,BELT,1
19790503025389I,PILOT TOOK OFF AGAIN,1
19790513026659I,LOSS OF OIL PREESURE,3
19790513026659I,ENGINE SHUTDOWN,2
19790513026659I;19790728024469A,OIL,2
19790513026659I,MINOR OIL LEAK,1
19790515027029I,ALTERNATOR BELT,1
19790515027029I,ELECTRICAL SYSTEM FAILURE,2
19790515027029I,PREVENTABLE GEAR UP LANDING,1
19790525014229A,HELICOPTER,2
19790525014229A,BEAGLE,1
19790525014229A,IMPROPERLY SERVICED STRUTS,2
19790525014229A,GR RESONANCE,1
19790425024979I,UNABLE TO MAINTAIN ALTITUDE,1
19790425024979I,LOSS,1
19790511011259A,ATTEMPTED TAKE OFF,3
19790511011259A,ICE ON AIRFRAME,1
19790511011259A,SETTLED TO GROUND,1
19790511011259A,STRUCK DITCH,1
19790622017219I,LOST POWER,2
19790622017219I,DURING CLIMB,1
19790622017219I,CONTAMINATED WITH WATER,1
19790519010229A,INSTRUMENT PANEL LIGHT SWITCH,3
19790519010229A,ATTEMPTED FORCED LANDING,1
19790519010229A,DEFECTIVE,1
19790507025919I,UNABLE TO RESTART ENGINE,1
19790507025919I,BOOST PUMP,1
19790507025919I,ENGINE CONTROLS,1
19790602009889A,CREW,1
19790602009889A,DITCHED,2
19790602009889A,IN THE OCEAN,1
19790602009889A,LOSS OF AIRCRAFT,1
19790609024769A,ENG,2
19790609024769A,FAILED,1
19790609024769A,OUTSIDE,1
19790609024769A,11 MONTHS,1
19790809030499I;19790817031829I,ZA,4
19790809030499I,ENGINE FAILED,1
19790809030499I,INSTRUCTIONAL MANUEVERS,1
19790809030499I,FUEL CONTAMINATED,3
19790809030499I,DIRT,1
19790729022479I,FAILED TO EXTEND GEAR,1
19790729022479I,EXTEND GEAR,1
19790725018519A,AIRPLANES,3
19790725018519A,NOT ALIGNED WITH RUNWAY,1
19790725018519A,RUDDER PEDAL,4
19790725018519A,NOT FUNCTIONING,1
19790725018519A,SMALL BOTTLE,1
19790726019139A,ENGINE ACCESS DOOR,2
19790726019139A,ENGINE SPUTTERED,1
19790726019139A,INSTRUCTOR,2
19790726019139A,ATTEMPTED 180 BACK TO RUNWAY,1
19790726019139A,UNABLE,1
19790718017739A,PILOT SEAT,1
19790718017739A,SEAT,1
19790807029619I,FAILED TO SECURE OIL CAP,1
19790807029619I,OIL WAS STREAMING OVER COWL,2
19790807029619I;19790820032669I,OIL CAP,4
19790807029619I,PREFLIGHT,1
19790807029619I;19791022029739A,LIFTOFF,2
19790813030889I,FAILED TO SECURE OIL CAP PROPERLY,2
19790813030889I,LOW OIL PRESSURE,1
19790813030889I;19790916031359A,LANDED,2
19790703018439I,TAKE-OFF,1
19790703018439I,STRUCK RUNWAY GEAR UP,1
19790703018439I,3 QUARTS OF WATER,1
19790703018439I,TANKS,1
19790807029669I,AIRSPEED INDICATOR,2
19790807029669I,PITOT TUBE,1
19790807029669I,LOST DIRECTIONAL CONTROL,2
19790807029669I,SOLE PILOT,1
19790807029669I,ILLEGAL,1
19790823023209I,RAN OFF RUNWAY,1
19790823023209I,BRAKE DISC PADS TOTALLY WORN,1
19790813023739A,WATER AND TRASH IN FUEL,1
19790813023739A,BARREL,1
19790728024469A,OIL FILLER CAP,2
19790728024469A,LOOSE,1
19790728024469A,WRECK SIGHT,3
19790728024469A,HOLE,1
19790728024469A,IMPACT FORCES,1
19790728024469A,OIL PAN,1
19790817031829I,1 HOUR FLIGHT,1
19790817031829I,FUEL GAUGES,1
19790817031829I,READ INCORRECTLY,1
19790705018829I,WING SUMPS,1
19790816031569I,FLUCTUATION,1
19790816031569I,LOSS OF OIL PRESSURE,3
19790816031569I,LOOSE OIL FILLER CAP,1
19790816031569I,SHUTTING ENGINE DOWN,1
19790820032669I,OIL PRESSURE,2
19790820032669I,DROPPED TO 10 PSI,1
19790820032669I,EN ROUTE,1
19790820032669I,NOT BEEN PROPERLY SEATED,1
19790820032669I,OIL SYSTEM,1
19790829023019A,SPRAY RUN,1
19790812030579I,TAKE OFF ROLL,3
19790812030579I;19790929049639I,GEAR COLLAPSED,3
19790812030579I,GEAR SWITCH,1
19790812030579I;19790929049639I,NOT IN THE FULL DOWN POSITION,2
19790808027309A,RETURN TO RUNWAY,1
19790808027309A,INSUFFICIENT ALTITUDE,1
19790712020439I,STOPPED ON RUNWAY,1
19790712020439I,NOSE GEAR TORQUE LINK,1
19790712020439I,APEX PIN,1
19790716019189I,AIRSTAIR DOOR,3
19790716019189I,DOOR,3
19790716019189I,TEARING LOOSE,1
19790716019189I,RUNWAY,1
19790710018689I,ELECTRICAL FAILURE,1
19790710018689I,MANUAL GEAR EXTENSION,1
19790710018689I,FAILED TO REENGAGE CLUTCH,1
19790710018689I,LOCK GEAR IN PLACE,1
19790918023659I,OWNER,1
19790918023659I,NOSE GEAR DOOR,1
19790918023659I,RETRACT RODS,1
19790918023659I,JAMMING THE NOSE GEAR,1
19790918023659I,FORGOT TO RECONNECT NOSE GEAR DOOR RETRACT RODS,1
19790928049769I,ENGINE SHUT DOWN,1
19790928049769I,NOT PROPERLY SECURED,1
19790929049639I,200 FEET,1
19790929049639I,AFTER START OF TAKEOFF RUN,1
19790929049639I,SELECTOR SWITCH,1
19791017051209I,OBSTRUCTED FUEL VENT LINE,1
19791022054789I,FUEL STARVATION,2
19791022054789I,A NON-VENTED CAP,1
19790904034369I,FUEL CONTAMINATED WITH WATER,1
19791022029739A,TOUCH AND GO LANDING,1
19791022029739A,HIT TREES,1
19791022029739A,FOUND WATER IN,1
19790916031359A,END OF RUNWAY,1
19790916031359A,FOUND WATER IN FUEL SYSTEM,1
19790919027319A,ATTEMPTED EMERGENCY LANDING,1
19791103056779I,TOO RICH A MIXTURE,1
19791103056779I,PRIMER,1
19791103056779I,MIXTURE FULL RICH,2
19791103056779I,CARB HEAT,1
