c5_sources,entity1,entity2,weight,relations,rows
20010421009329I,AIRCRAFT,RPM LOSS,1,HAS EFFECT,54
19780402008409I,AIRCRAFT,TAXIING,1,PART OF,67
19780402008409I,AIRCRAFT,WORN OUT & INEFFECTIVE BRAKES,1,HAS CAUSE,67
19890725041869I,AIRCRAFT,PILOTS,1,USED BY,68
20070202001609A,AIRCRAFT,FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA,1,TIME PERIOD,76
20070202001609A,AIRCRAFT,LOST POWER,1,HAS EFFECT,76
20070202001609A,AIRCRAFT,GRINNELL,1,LOCATION,76
19870309039779I,AIRCRAFT,BRAKE PROBLEMS,1,HAS CAUSE,81
19780327010619I,AIRCRAFT,RAN OUT,1,HAS EFFECT,163
19780327010619I,AIRCRAFT,LANDED FOR FUEL,1,TIME PERIOD,163
19780429014759I,AIRCRAFT,FREEWAY,1,LOCATION,184
20000215010329A,MR. TIMOTHY ALLEN WELLS,BELL HELICOPTER,1,USED BY,5
20000215010329A,MR. TIMOTHY ALLEN WELLS,PILOT IN COMMAND,1,INSTANCE OF,5
20000215010329A,BELL HELICOPTER MODEL BHT-47-G5,HELICOPTER,1,INSTANCE OF,5
20010411006739I,HELICOPTER,BELL HELICOPTER,1,INSTANCE OF,87
20010411006739I,HELICOPTER,HELIPAD,1,LOCATION,87
20000215010329A,N4754R,BELL HELICOPTER,1,INSTANCE OF,5
19801116083749I,N4754R,FROZEN,1,EVENT DISTANCE,6
19801116083749I;20070630826079I,N4754R,ENGINE QUIT,2,HAS CAUSE,6,8
19801116083749I,N4754R,ICE IN AUXILIARY FUEL SYSTEM,1,HAS EFFECT,6
20070630826079I,N4754R,CLIMB,1,EVENT DISTANCE,8
19850315007389A,PILOT,ALTIMETER,1,USED BY,7
19821117066379I,PILOT,UNABLE TO PRESSURIZE,1,HAS EFFECT,20
19860706034879A,PILOT,TANKS,1,USED BY,25
19960504009509A,PILOT,FAILED TO FULLY DETACH,1,INFLUENCED BY,29
19850418016709I,PILOT,FUEL TANKS,1,USED BY,31
19780316008589I;19781113027039I,PILOT,DITCH,2,EVENT DISTANCE;LOCATION,33,165
19781113027039I,PILOT,END,1,TIME PERIOD,33
19930530020029I;20050429009279I,PILOT,AIRCRAFT,2,USED BY,38,45
19970908038069A,PILOT,Skids,1,INSTANCE OF,41
19930530020029I,PILOT,SEATS,1,HAS EFFECT,45
19950216008379I,PILOT,CESSNA 207,1,USED BY,51
20010421009329I,PILOT,COULD NOT MAINTAIN ALTITUDE,1,HAS EFFECT,54
19871027060859A,PILOT,PILOT ERROR,1,HAS CAUSE,58
19791128035159A,PILOT,CLIMBOUT,1,FOLLOWED BY,63
20060621012279A,PILOT,AFTER TAKEOFF,1,TIME PERIOD,64
20060621012279A,PILOT,AT ROTATION,1,TIME PERIOD,64
19780111000459A,PILOT,TIEDROPE,1,HAS CAUSE,86
20030620012809I,PILOT,FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE,1,HAS CAUSE,99
19780221000179I;20030620012809I,PILOT,OIL,2,MAINTAINED BY;USED BY,99,159
19780130004789I,PILOT,FAILED TO CHECK POSITION OF GEAR HANDLE,1,HAS CAUSE,140
19780206006149I,PILOT,FAILED TO REMOVE TOW BAR BEFORE TAKEOFF,1,HAS CAUSE,146
19780206006149I,PILOT,STRANGE NOISE DURING RETRACTION,1,HAS CAUSE,146
19780208007759I,PILOT,GEAR COLLAPSED,1,HAS CAUSE,149
19780212006439I,PILOT,FROST ON THE WINGS,1,HAS CAUSE,153
19780212006439I,PILOT,FAILURE TO USE FULL POWER,1,HAS CAUSE,153
19780218007139I,PILOT,AFTER RECENT BLIZZARD,1,TIME PERIOD,155
19780225001819I,PILOT,FUEL GAUGE,1,USED BY,157
19780307014069I;19780526040429I,PILOT,PILOT,2,USED BY,158,192
19780221000179I,PILOT,LOW OIL PRESSURE,1,HAS CAUSE,159
19780221000179I,PILOT,NOT CHECKED IT BEFORE TAKEOFF,1,HAS CAUSE,159
19780311016379I,PILOT,LOST DIRECTIONAL CONTROL,1,HAS CAUSE,162
19780327010619I,PILOT,FUEL CAPS,1,USED BY,163
19780316008589I,PILOT,BRAKE FAILURE,1,HAS CAUSE,165
19780330011569I,PILOT,LOST ELECTRICAL POWER,1,HAS CAUSE,169
19780402009009I,PILOT,EMERGENCY GEAR EXTENSION,1,USED BY,170
19780402009009I;19780409009699I,PILOT,ELECTRICAL FAILURE,2,HAS CAUSE;USED BY,170,174
19780210005719I,PILOT,CARB,1,USED BY,175
19780309015599I,PILOT,A NON-VENTED CAP,1,USED BY,177
19780503031639I,PILOT,FAULTY GEAR ACTUATOR,1,HAS CAUSE,186
19780504031959I,PILOT,DOOR POPPED OPEN,1,INFLUENCED BY,187
19780526040429I,PILOT,GEAR RETRACTED,1,HAS EFFECT,192
19780528040689I,PILOT,AILERON CONTROLS,1,USED BY,193
19780603041629I,PILOT,WIRED TO A BRACE,1,USED BY,197
19850315007389A,ICING,LOST CONTROL,1,HAS EFFECT,7
19850315007389A,ICING,ICING FORECAST,1,FOLLOWED BY,7
19950527014439A,LOST CONTROL,SPIRAL TO IMPACT,1,HAS EFFECT,27
19850315007389A,ALTITUDE,LOWER ALTITUDE,1,EVENT DISTANCE,7
19900425011659A,FERRY FLIGHT,RAN OUT OF FUEL,1,HAS CAUSE,9
19900425011659A,FERRY FLIGHT,LEFT PONTOON SEPARATED,1,HAS EFFECT,9
19900425011659A,FERRY FLIGHT,LANDING IN A POND,1,HAS EFFECT,9
19900425011659A,FUEL CAP,FUEL SIPHONED,1,HAS EFFECT,9
19780429014759I,FUEL CAP,AIRCRAFT,1,PART OF,184
19820725041999I,RETURNING TO LAND,COWLING CAME OFF,1,HAS EFFECT,11
19820725041999I,CRACKED WINDSHIELD,OBJECTS,1,INSTANCE OF,11
19820725041999I,DENTED STABILIZER,OBJECTS,1,INSTANCE OF,11
19971226042729I,NR2 ENGINE FIRE,LOADING PASSENGERS,1,HAS CAUSE,13
19971226042729I,NR2 ENGINE FIRE,GATE,1,EVENT DISTANCE,13
19971226042729I,NR2 ENGINE FIRE,EVACUATED,1,FOLLOWED BY,13
19971226042729I,FUEL LEVER,PILOT IN COMMAND,1,USED BY,13
19971226042729I,FUEL LEVER,FLIGHT IDLE,1,TIME PERIOD,13
19971226042729I,CUT OFF,NR2 ENGINE FIRE,1,HAS CAUSE,13
19971226042729I,SMOKE,NR2 ENGINE FIRE,1,HAS EFFECT,13
19950619021589I,HIGH OIL TEMP.,LANDED OFF AIRPOR,1,HAS EFFECT,14
19950619021589I,LANDED OFF AIRPOR,FOUND LOW ON OIL,1,FOLLOWED BY,14
19940815046149I,ANTENNA,CRACKED WINDSHIELD,1,HAS EFFECT,15
19781108022239I;19790718019229I,BAGGAGE CART,AIRCRAFT,2,INSTANCE OF;PART OF,17,42
19790718019229I,BAGGAGE CART,GROUND STAND,1,INSTANCE OF,17
19790718019229I,FUSELAGE,9 INCH TEAR,1,HAS EFFECT,17
20000625032189I,DC-10,BOEING,1,INSTANCE OF,18
20000625032189I,DC-10,PUSHED BACK,1,FOLLOWED BY,18
20000625032189I,DC-10,GATE B-52,1,LOCATION,18
19860530030499A,ENGINE,ENGINE OVERHEAT,1,HAS CAUSE,19
19860530030499A,ENGINE,HOT OIL SMELL,1,HAS EFFECT,19
19860530030499A,ENGINE,FAILED TO REMOVE AIR INTAKE PLUGS,1,HAS CAUSE,19
19780210006769I;19780218007139I;19780225001789I;19780522035289I;19840121015319I;19860706034879A,ENGINE,AFTER TAKEOFF,7,EVENT DISTANCE;HAS CAUSE;TIME PERIOD,25,26,150,155,156,191
19840121015319I,ENGINE,FAILED,1,HAS EFFECT,26
19850418016709I,ENGINE,POWER FAILURE,1,HAS CAUSE,31
19871211075169A,ENGINE,CLIMBOUT,1,HAS CAUSE,56
20030620012809I,ENGINE,OIL WAS OBSERVED COMING OUT,1,HAS EFFECT,99
19780205005989I,ENGINE,ENGINE VIBRATED,1,HAS CAUSE,138
19780205005989I,ENGINE,LOST POWER,1,HAS CAUSE,138
19780205005989I;19780518033959I,ENGINE,QUIT,2,HAS CAUSE,138,189
19780210006769I;19780518033959I;19780529040959I,ENGINE,WATER IN FUEL,3,HAS CAUSE;HAS EFFECT,150,189,194
19780210006769I,ENGINE,200 FEET,1,EVENT DISTANCE,150
19780219007659I,ENGINE,ICE,1,HAS CAUSE,152
19780219007659I;19780325010349I,ENGINE,FUEL SYSTEM,2,PART OF,152,167
19780213006479I,ENGINE,LOW OIL PRESSURE,1,HAS CAUSE,154
19780218007139I,ENGINE,SNOW PACKED,1,HAS CAUSE,155
19780218007139I,ENGINE,ENGINE COWL,1,LOCATION,155
19780218007139I,ENGINE,,1,EVENT DISTANCE,155
19780225001789I,ENGINE,SHORTLY AFTER,1,TIME PERIOD,156
19780225001789I,ENGINE,REFUELING,1,LOCATION,156
19780225001819I,ENGINE,FUEL EXHAUSTION,1,HAS CAUSE,157
19780225001819I,ENGINE,SOON AFTER LIFT OFF,1,TIME PERIOD,157
19780228000419I,ENGINE,SURGING IN FLIGHT,1,HAS CAUSE,160
19780228000419I,ENGINE,FUEL CONTAMINATION,1,HAS CAUSE,160
19780228000419I,ENGINE,SHUT DOWN,1,INSTANCE OF,160
19780325010349I,ENGINE,WATER CONTAMINATION,1,HAS CAUSE,167
19780325010349I,ENGINE,FINAL APPROACH,1,EVENT DISTANCE,167
19780328011399I;19780613045599I,ENGINE,WATER IN THE FUEL SYSTEM,2,HAS CAUSE,168,199
19780328011399I,ENGINE,AFTER LIFT OFF,1,TIME PERIOD,168
19780210005719I,ENGINE,STOPPED,1,HAS CAUSE,175
19780309015599I,ENGINE,VACUUM IN THE TANK,1,HAS CAUSE,177
19780429014759I,ENGINE,ENGINE QUIT,1,HAS CAUSE,184
19780518033959I,ENGINE,BACKFIRED,1,HAS CAUSE,189
19780518033959I,ENGINE,THIRD TOUCH AND GO,1,TIME PERIOD,189
19780518033959I,ENGINE,LANDED STRAIGHT AHEAD,1,HAS EFFECT,189
19780529040959I,ENGINE,SPUTTERED AND QUIT,1,HAS CAUSE,194
19780529040959I,ENGINE,CRUISE,1,TIME PERIOD,194
19780529040959I,ENGINE,MARSHY AREA,1,LOCATION,194
19780529040959I,ENGINE,TIPPED UP ON NOSE,1,HAS EFFECT,194
19860530030499A,NOSED OVER,PLOWED FAILED,1,HAS EFFECT,19
19980508008619A,NOSED OVER,AFTER LANDING,1,EVENT DISTANCE,47
19980508008619A,NOSED OVER,SLOPE,1,LOCATION,47
19940226003029A,NOSED OVER,LEFT FUEL CAP LEAKED,1,HAS CAUSE,85
19821117066379I,ACCESS DOOR,DOOR,1,INSTANCE OF,20
19821117066379I,ACCESS DOOR,FUSELAGE,1,LOCATION,20
19960524045629A,DOOR,WILL FLY,1,FOLLOWED BY,55
19780504031959I,DOOR,PILOT LOST CONTROL,1,HAS EFFECT,187
19780504031959I,DOOR,RAN OFF SIDE OF RUNWAY,1,EVENT DISTANCE,187
19821117066379I,DEPRESSURIZED,STOPPED,1,HAS EFFECT,20
19810303007119A,VEERED OFF RUNWAY ON LANDING,PARKED AIRPLANE,1,HAS EFFECT,21
19810303007119A,VEERED OFF RUNWAY ON LANDING,NEWLY INSTALLED CARPETING,1,HAS CAUSE,21
19950602032329I,VEERED OFF TAXIWAY,TAXIWAY,1,LOCATION,22
19950602032329I,VEERED OFF TAXIWAY,STRUCK TAXIWAY LIGHT,1,HAS EFFECT,22
19950602032329I,STRUCK TAXIWAY LIGHT,VEERED OFF TAXIWAY,1,HAS CAUSE,22
19950602032329I,STRUCK TAXIWAY LIGHT,WAS ADVISED DAMAGED PROP,1,HAS EFFECT,22
19950602032329I,WAS ADVISED DAMAGED PROP,CONTINUED TO LIT,1,FOLLOWED BY,22
20050713014239I,RAYTHEON AIRCRAFT CO. B36TC,AIRCRAFT,1,INSTANCE OF,24
20050713014239I,RAYTHEON AIRCRAFT CO. B36TC,JULY 13, 2005,1,TIME PERIOD,24
20050713014239I,RAYTHEON AIRCRAFT CO. B36TC,1535 MST,1,TIME PERIOD,24
19780522035289I;19860706034879A,FUEL,WATER,2,HAS EFFECT,25,191
19780509032859I,FUEL,FUEL SYSTEM,1,PART OF,61
19950804028629A,FUEL,SUMP,1,LOCATION,73
19770912040629A,FUEL,100 OCTANE,1,USED BY,130
19780112002729I,FUEL,WATER FOUND,1,HAS EFFECT,133
19950804028629A,WATER,FUEL,1,HAS EFFECT,73
19950804028629A,WATER,SUMP,1,LOCATION,73
19770927027719A,WATER,REAR COMPTMT FLOATS,1,LOCATION,144
19770927027719A,WATER,EXCEEDED AFT CG LMT,1,HAS EFFECT,144
19840121015319I,CARBURETOR BOWL,ENGINE,1,PART OF,26
19950527014439A,CLIMBOUT,LOST CONTROL,1,FOLLOWED BY,27
19871211075169A,CLIMBOUT,SPARK PLUGS OUT OF TOLERENCE,1,HAS EFFECT,56
19910710026989A,CLIMBOUT,STALLED,1,HAS EFFECT,60
19960322013629I,GEAR,,1,LOCATION,28
19760730023679A,GEAR,MANUALLY,1,MAINTAINED BY,112
19780206006149I,GEAR,GEAR EXTENDED OK,1,INSTANCE OF,146
19780206006149I,GEAR,LANDED OK,1,HAS EFFECT,146
19780402009009I,GEAR,ROLLOUT,1,PART OF,170
19780409009699I,GEAR,COLLAPSED,1,HAS EFFECT,174
19780409009699I,GEAR,TOUCHDOWN,1,FOLLOWED BY,174
19960322013629I,NOSE BLOCK,,1,LOCATION,28
19960504009509A,ROLL,-23,1,EVENT DISTANCE,29
20010910029739I,-23,TAXI,1,PART OF,57
20010910029739I,-23,NOSE LANDING GEAR GREEN LIGHT WAS OUT,1,HAS CAUSE,57
20010910029739I,-23,ATTEMPTED TO SWAP LIGHTS TO VERIFY TH,1,FOLLOWED BY,57
19850418016709I,POWER FAILURE,DOING AEROBATICS,1,TIME PERIOD,31
19850418016709I,FLIGHT,FIELD,1,LOCATION,31
19751209037899A,FLIGHT,RTND SPRINGFIELD,1,FOLLOWED BY,103
19751209037899A,FLIGHT,STRONG WINDS,1,INFLUENCED BY,103
19760215007629A,FLIGHT,REC REPTD INOP,1,FOLLOWED BY,107
19760215007629A,FLIGHT,PRIOR DAY,1,TIME PERIOD,107
19780617046219I,FLIGHT,BEFORE REPAIRS WERE COMPLETED,1,TIME PERIOD,181
19780617046219I,FLIGHT,MAG FAILURE,1,HAS CAUSE,181
19780913017419I,ABORTED TAKEOFF,FRONT BAGGAGE DOOR POPPED OPEN,1,HAS CAUSE,32
19870606018859A,ABORTED TAKEOFF,GROUND LOOPED,1,FOLLOWED BY,34
19780113002859I,ABORTED TAKEOFF,UNABLE TO STOP,1,HAS EFFECT,135
19780113002859I,ABORTED TAKEOFF,STRIKING SNOW BANK,1,HAS EFFECT,135
19860514036219I,GROUND LOOPED,TAILWHEEL,1,HAS EFFECT,94
19870606018859A,MAG SWITCH,MAG,1,PART OF,34
19990714022959I,AFTER DEPARTURE,HOURS OF DARKNESS,1,TIME PERIOD,35
19990714022959I,START,RUN,1,PART OF,35
19780211006969I;19870319012959I,NOSE GEAR,GEAR,3,INSTANCE OF;MAINTAINED BY;PART OF,36,151
19780211006969I,NOSE GEAR,COLLAPSE,1,FOLLOWED BY,151
19780211006969I,NOSE GEAR,NOT BRACED,1,FOLLOWED BY,151
19780401007929I,NOSE GEAR,TAXIWAY,1,PART OF,171
19780401007929I,NOSE GEAR,HOLE,1,HAS EFFECT,171
20050504010229A,N160LA,SIKORSKY S-70A,1,INSTANCE OF,37
20050504010229A,N160LA,INFLIGHT,1,EVENT DISTANCE,37
20050504010229A,N160LA,APU DOOR STRUCK A MAIN ROTOR BLADE,1,HAS CAUSE,37
19890723054159I,AFTER LANDING,DETERMINED,1,FOLLOWED BY,39
19760507010379A,AFTER LANDING,MESQUITE BRUSH,1,LOCATION,109
19970523014439I,CARGO DOOR,AFTER TAKEOFF,1,EVENT DISTANCE,40
19970523014439I,RUNWAY CONDITIONS AT STEVEN’S VILLAGE,STEVEN’S VILLAGE,1,LOCATION,40
19970908038069A,Tired Taxi,Tiedown Chains,1,PART OF,41
19970908038069A,Tired Taxi,ROLLED,1,INSTANCE OF,41
19970908038069A,Skids,High Wind,1,HAS CAUSE,41
19781108022239I,JET BLAST,BAGGAGE CART WAS BLOWN INTO PARKED AIRCRAFT,1,HAS CAUSE,42
19760606015529A,RELEASE,SUFFICIENT OPPORTUNITY,1,TIME PERIOD,43
19760606015529A,GLIDER,NOSE HIGH ATTITUDE,1,INSTANCE OF,43
19930530020029I,SEATS,AFT,1,LOCATION,45
19801230089799I,FLAT NOSE STRUT,COLLAPSED,1,HAS EFFECT,46
19780603041629I,COLLAPSED,TAKEOFF RUN,1,TIME PERIOD,197
19980508008619A,LOST POWER,NOSED OVER,1,HAS EFFECT,47
19950804028629A,LOST POWER,LANDED HARD,1,HAS EFFECT,73
19940226003029A,LOST POWER,EN ROUTE,1,HAS CAUSE,85
19980508008619A,FAILED TO VISUALLY CHECK FUEL,LOST POWER,1,HAS CAUSE,47
19940818022409A,LOST LEFT ENGINE,H71,1,LOCATION,48
19940818022409A,FEATHERED,BEGAN GO AROUND,1,HAS EFFECT,48
19940818022409A,BEGAN GO AROUND,BELOW VMC,1,EVENT DISTANCE,48
19920405008919A,ATTEMPTED TAKEOFF,2500 FT,1,EVENT DISTANCE,49
19920405008919A,ATTEMPTED TAKEOFF,GUSTY NORTH WIND,1,INFLUENCED BY,49
19920405008919A,ATTEMPTED TAKEOFF,HIT TREES,1,HAS CAUSE,49
19920405008919A,ATTEMPTED TAKEOFF,CRASHED,1,HAS EFFECT,49
19840821046409A,CRASH,ENGINE FAILURE,1,HAS CAUSE,50
19840821046409A,CRASH,AFTER TAKEOFF,1,TIME PERIOD,50
19880527016939A,CRASH,AVOIDING TREES,1,FOLLOWED BY,95
19950216008379I,CESSNA 207,N1549U,1,INSTANCE OF,51
19950216008379I,BETHEL AIRPORT,AFTER TAKEOFF,1,LOCATION,51
19850525020799A,TOUCHED DOWN,LONG AND BOUNCED,1,HAS EFFECT,52
19850525020799A,TOUCHED DOWN,ATTEMPTED DOWNWIND GO AROUND,1,FOLLOWED BY,52
19850525020799A,ATTEMPTED DOWNWIND GO AROUND,FULL FLAPS,1,HAS EFFECT,52
19861114075329I,ENTERED TCA,ATC COMMUNICATION,1,FOLLOWED BY,53
19960524045629A,BELLWOU MC,LANDED ON SEA ICE,1,FOLLOWED BY,55
19871211075169A,PRIMER,CITY STREET,1,LOCATION,56
19750818025579A,TAXI,SFC,1,FOLLOWED BY,104
19871027060859A,ELECTRIC POWER,IFR DUAL FLIGHT,1,HAS CAUSE,58
19871027060859A,IFR DUAL FLIGHT,FORCED LANDING,1,FOLLOWED BY,58
19871027060859A,FORCED LANDING,STRUCK POWER POLE,1,HAS EFFECT,58
19780509032859I,FORCED LANDING,POWER LOSS,1,HAS CAUSE,61
19780509032859I,FORCED LANDING,?,1,LOCATION,61
19780108002219I;19780110002479I,FORCED LANDING,ENGINE QUIT,2,HAS CAUSE,132,134
19780110002479I,FORCED LANDING,WATER IN FUEL,1,HAS EFFECT,132
19780108002219I,FORCED LANDING,FOUND FROZEN WATER,1,HAS EFFECT,134
19780403009389I,FORCED LANDING,ENGINE LOST POWER,1,HAS CAUSE,173
19780403009389I,FORCED LANDING,HIGHWAY,1,LOCATION,173
19780507032369I,FORCED LANDING,OIL LEAK,1,HAS CAUSE,179
19780507032369I,FORCED LANDING,FOUND LOOSE OIL CAP,1,HAS EFFECT,179
19870523018729A,PILOT ERROR,CANOPY,1,INFLUENCED BY,98
19871027060859A,CIRCUIT BREAKER,FOUND,1,HAS EFFECT,58
19880527016939A,FOUND,SELECTED FUEL TANK EMPTY,1,HAS EFFECT,95
19980616023109I,LOUD BANG,SPARKS AT ROTOR,1,HAS CAUSE,59
19980616023109I,ENGINE COWLING,ROTOR,1,PART OF,59
19780206006039I;19780427013859I,ENGINE COWLING,ENGINE,2,PART OF,75,148
19780206006039I;19780427013859I,ENGINE COWLING,FLIGHT,2,EVENT DISTANCE;HAS EFFECT,75,148
19980616023109I,COWL,ENGINE COWLING,1,PART OF,59
19910710026989A,STALLED,CRASHED,1,HAS EFFECT,60
19951031041599A,STALLED,DIVED INTO OCEAN,1,FOLLOWED BY,83
19910710026989A,SEAT,SEAT TRACK,1,PART OF,60
20060621012279A,SEAT,OVERROTATE,1,HAS EFFECT,64
19780112002729I,POWER LOSS,FORCED LANDING,1,HAS EFFECT,133
19780509032859I,FOUND WATER,FUEL,1,HAS CAUSE,61
19780219007659I,FUEL SYSTEM,ENGINE QUIT,1,HAS EFFECT,152
19800506012169A,AIRPLANE,FAILED TO REMOVE AILERON-ELEVATOR LOCK PIN,1,HAS EFFECT,62
19950314029269I,N7016M,AIRCRAFT,1,INSTANCE OF,65
19950314029269I,N7016M,MARCH 14, 1995,1,TIME PERIOD,65
19950314029269I,N7016M,NEAR THE BLO,1,EVENT DISTANCE,65
19800804037399A,FUEL EXHAUSTION,IMPROPERLY SECURED VENT CAP,1,HAS CAUSE,66
19800804037399A,FUEL EXHAUSTION,EMERGENCY LANDING,1,HAS EFFECT,66
19780106001449I,EMERGENCY LANDING,ENGINE QUIT,1,HAS CAUSE,131
19780106001449I,EMERGENCY LANDING,IMPROPER PREFLIGHT,1,HAS CAUSE,131
19780106001449I,EMERGENCY LANDING,FUEL,1,HAS CAUSE,131
19890725041869I,ENGINE START,PILOTS SEAT,1,HAS EFFECT,68
19780617046219I,PILOTS,FLIGHT,1,USED BY,181
20030607012509A,BARTLESVILLE MUNICIPAL AIRPORT (BVO),BARTLESVILLE, OK,1,LOCATION,70
19781210024199I,WHEELS,WHEEL PANTS,1,PART OF,72
19781210024199I,WHEELS,SNOW PACKED,1,HAS EFFECT,72
19781210024199I,TOUCH AND GO LANDINGS,WHEELS LOCKED UP,1,FOLLOWED BY,72
19950804028629A,LANDED HARD,WATER,1,LOCATION,73
19950804028629A,LANDED HARD,ROUGH,1,HAS EFFECT,73
19950804028629A,DAMAGED FLOATS,LANDED HARD,1,HAS EFFECT,73
19950804028629A,LONGERON,LANDED HARD,1,HAS EFFECT,73
20070202001609A,NOTH PLATTE,NE,1,LOCATION,76
20070202001609A,IOWA CITY,IA,1,LOCATION,76
19780916024019A,TIE DOWN STRAP,LEFT SKID,1,PART OF,77
20040925025079A,FUEL CONTAMINATION,AIRFRAME,1,PART OF,79
20040925025079A,FUEL CONTAMINATION,FUEL FILTER,1,LOCATION,79
20040925025079A,FUEL CONTAMINATION,ENGINE DRIVEN FUEL PUMP FILTER,1,LOCATION,79
19961027033759A,CONNECTING ROD,STARTUP,1,TIME PERIOD,80
19961027033759A,BROKE,PORP SHAFT,1,HAS EFFECT,80
20020619014309A,N759TY,AIRCRAFT,1,INSTANCE OF,82
20020619014309A,CE-182,HOT SPRINGS, ARKANSAS,1,FOLLOWED BY,82
20020619014309A,CE-182,FAYETTEVILLE, TENNESSEE,1,FOLLOWED BY,82
20020619014309A,CE-182,ENGINE Q,1,HAS CAUSE,82
19951031041599A,REDUCED POWER,STALLED,1,HAS EFFECT,83
19951031041599A,TEST FLIGHT,STORAGE,1,FOLLOWED BY,83
19850729066139I,ELEVATOR CONTROL,JAMMED,1,INSTANCE OF,84
19850729066139I,ELEVATOR,FIELD,1,HAS EFFECT,84
19940226003029A,LANDED ON PRIVATE STRIP,NOSED OVER,1,FOLLOWED BY,85
19940226003029A,LEFT FUEL CAP LEAKED,Prevented Gravity Fuel Flow,1,HAS EFFECT,85
19780111000459A,ACFT DISPATCHER,PILOT FORGOT TO REMOVE TIEDROPE,1,HAS CAUSE,86
20010411006739I,RPM CONTROL,PILOT,1,USED BY,87
