c5_sources,node,count
19970523014439I,CARGO DOOR,1
19970523014439I,RUNWAY CONDITIONS AT STEVEN’S VILLAGE,1
19970523014439I,STEVEN’S VILLAGE,1
19970908038069A,Tired Taxi,2
19970908038069A,Tiedown Chains,1
19950826026019A;19970908038069A,ROLLED,2
19970908038069A,Skids,2
19970908038069A,High Wind,1
19781108022239I,JET BLAST,1
19781108022239I,BAGGAGE CART WAS BLOWN INTO PARKED AIRCRAFT,1
19760606015529A,RELEASE,1
19760606015529A,SUFFICIENT OPPORTUNITY,1
19760606015529A,GLIDER,1
19760606015529A,NOSE HIGH ATTITUDE,1
19780130004789I;19930530020029I;19970828026989A,TAKEOFF ROLL,3
19930530020029I,SEATS,2
19930530020029I,AFT,1
19930530020029I,ACCELERATION,1
19801230089799I,FLAT NOSE STRUT,1
19780409009699I;19780603041629I;19801230089799I,COLLAPSED,4
19780205005989I;19940226003029A;19950804028629A;19980508008619A;20070202001609A,LOST POWER,6
19980508008619A,SLOPE,1
19980508008619A,FAILED TO VISUALLY CHECK FUEL,1
19940818022409A,LOST LEFT ENGINE,1
19940818022409A,H71,1
19770912040629A;19940818022409A,FEATHERED,2
19940818022409A,BEGAN GO AROUND,2
19940818022409A,BELOW VMC,1
19940818022409A,BAD OIL LEAK,1
19940818022409A,CRACKED ENGINE CASE,1
19920405008919A,ATTEMPTED TAKEOFF,4
19920405008919A,2500 FT,1
19920405008919A,GUSTY NORTH WIND,1
19920405008919A,HIT TREES,1
19840821046409A;19880527016939A,CRASH,3
19840821046409A,ENGINE FAILURE,1
19840821046409A,NOT HAD ANNUAL INSPECTION,1
19950216008379I,CESSNA 207,2
19950216008379I,N1549U,1
19950216008379I,ENGINE STOPPED,1
19950216008379I,BETHEL AIRPORT,1
19850525020799A,TOUCHED DOWN,3
19850525020799A,LONG AND BOUNCED,1
19850525020799A,ATTEMPTED DOWNWIND GO AROUND,2
19850525020799A,FULL FLAPS,1
19850525020799A,3 MILES FROM AIRPORT,1
19861114075329I,ENTERED TCA,1
19861114075329I,ATC COMMUNICATION,1
20010421009329I,CRUISE FLIGHT,1
20010421009329I,RPM LOSS,1
20010421009329I,COULD NOT MAINTAIN ALTITUDE,1
19960524045629A,BELLWOU MC,1
19960524045629A,LANDED ON SEA ICE,1
19960524045629A,WILL FLY,1
19871211075169A,SPARK PLUGS OUT OF TOLERENCE,1
19871211075169A,PRIMER,1
19871211075169A,CITY STREET,1
19750818025579A;19780307014069I;20010910029739I,TAXI,3
20010910029739I,NOSE LANDING GEAR GREEN LIGHT WAS OUT,1
20010910029739I,ATTEMPTED TO SWAP LIGHTS TO VERIFY TH,1
19871027060859A,ELECTRIC POWER,1
19871027060859A,IFR DUAL FLIGHT,2
19780108002219I;19780110002479I;19780112002729I;19780403009389I;19780507032369I;19780509032859I;19871027060859A,FORCED LANDING,13
19871027060859A,STRUCK POWER POLE,1
19870523018729A;19871027060859A,PILOT ERROR,2
19871027060859A,CIRCUIT BREAKER,1
19780403009359I;19871027060859A;19880527016939A,FOUND,3
19980616023109I,LOUD BANG,1
19980616023109I,SPARKS AT ROTOR,1
19780206006039I;19780427013859I;19980616023109I,ENGINE COWLING,6
19980616023109I,ROTOR,1
19980616023109I,COWL,1
19910710026989A;19951031041599A,STALLED,4
19910710026989A;20060621012279A,SEAT,2
19910710026989A,SEAT TRACK,1
19780112002729I;19780509032859I,POWER LOSS,2
19780509032859I;19780520014159A,?,2
19780509032859I,FOUND WATER,1
19780108002219I;19780219007659I;19780325010349I;19780509032859I,FUEL SYSTEM,5
19800506012169A,AIRPLANE,1
19800506012169A,FAILED TO REMOVE AILERON-ELEVATOR LOCK PIN,1
20060621012279A,AT ROTATION,1
20060621012279A,OVERROTATE,1
19950314029269I,N7016M,3
19950314029269I,MARCH 14, 1995,1
19950314029269I,NEAR THE BLO,1
19780225001819I;19800804037399A,FUEL EXHAUSTION,3
19800804037399A,IMPROPERLY SECURED VENT CAP,1
19780106001449I;19780221000179I;19800804037399A,EMERGENCY LANDING,5
19780402008409I,WORN OUT & INEFFECTIVE BRAKES,1
19890725041869I,ENGINE START,1
19890725041869I,PILOTS SEAT,1
19780617046219I;19890725041869I,PILOTS,2
20030607012509A,BARTLESVILLE MUNICIPAL AIRPORT (BVO),1
20030607012509A,BARTLESVILLE, OK,1
19781210024199I,WHEELS,2
19781210024199I,WHEEL PANTS,1
19780218007139I;19781210024199I,SNOW PACKED,2
19781210024199I,TOUCH AND GO LANDINGS,1
19781210024199I,WHEELS LOCKED UP,1
19950804028629A,LANDED HARD,5
19950804028629A,ROUGH,1
19950804028629A,DAMAGED FLOATS,1
19950804028629A,LONGERON,1
19950804028629A,SUMP,2
20070202001609A,NOTH PLATTE,1
20070202001609A,NE,1
20070202001609A,IOWA CITY,1
20070202001609A,IA,1
20070202001609A,FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA,1
20070202001609A,GRINNELL,1
19780916024019A,TIE DOWN STRAP,1
19780916024019A,LEFT SKID,1
19780228000419I;20040925025079A,FUEL CONTAMINATION,4
19770530012939A;20040925025079A,AIRFRAME,2
20040925025079A,FUEL FILTER,1
20040925025079A,ENGINE DRIVEN FUEL PUMP FILTER,1
19961027033759A,CONNECTING ROD,1
19961027033759A,STARTUP,1
19961027033759A,BROKE,1
19961027033759A,PORP SHAFT,1
19870309039779I,BRAKE PROBLEMS,1
20020619014309A,N759TY,1
20020619014309A,CE-182,3
20020619014309A,HOT SPRINGS, ARKANSAS,1
20020619014309A,FAYETTEVILLE, TENNESSEE,1
20020619014309A,ENGINE Q,1
19951031041599A,REDUCED POWER,1
19951031041599A,DIVED INTO OCEAN,1
19951031041599A,TEST FLIGHT,1
19951031041599A,STORAGE,1
19850729066139I,ELEVATOR CONTROL,1
19850729066139I,JAMMED,1
19850729066139I,ELEVATOR,1
19940226003029A,EN ROUTE,1
19940226003029A,LANDED ON PRIVATE STRIP,1
19940226003029A,LEFT FUEL CAP LEAKED,2
19940226003029A,Prevented Gravity Fuel Flow,1
19780111000459A,ACFT DISPATCHER,1
19780111000459A,PILOT FORGOT TO REMOVE TIEDROPE,1
19780111000459A,TIEDROPE,1
20010411006739I,HELIPAD,1
20010411006739I,RPM CONTROL,2
19870816062719I,COPPER TUBE,3
19870816062719I,LOCAL OPERATOR,1
19870816062719I,AERIAL BANNERS,1
19870816062719I,FELL THROUGH THE ROOF,1
19870816062719I,ROOF,1
19870816062719I,HOUSE,1
19980620030289I,MR. KADERA,3
19980620030289I,FORCED TO LAND,1
19980620030289I,3 MILES,1
19980620030289I,SUNMER, IOWA,1
19990923027739A,CIERNIA GLASAIR III,2
19990923027739A,HOMEBUILT,1
19990923027739A,N153JC,1
19990923027739A,SEPTEMBER 23, 1999,1
19990923027739A,1900 HOURS PACIFIC DAYLIGHT TIME,1
19980415037339I,NOSE BAGGAGE CARGO,2
19980415037339I,WOODEN WHEEL CHOCK,1
19980415037339I,JAMMED THE NOSE LANDING GEAR,2
19950826026019A,EXPLOSION,3
19950826026019A,LOGS,1
19950826026019A,PITCHED UP,1
19950826026019A,COMPRESSOR STALL,3
19950826026019A,NR1 ENGINE,1
19950826026019A,FAILED RELEASE LOGS,1
19950826026019A,SE PROCEDURES,1
20000215041409A,SKYWAY AIRLINE FLIGHT,2
20000215041409A,FEBRUARY 19, 2000,1
20000215041409A,1825 EASTERN STANDARD TIME,1
20000215041409A,BEECH 1900D,1
20000215041409A,N81SK,1
19750315005389A;19860514036219I,TAILWHEEL,4
19860514036219I,FAR RIGHT,1
19880527016939A,INITIAL CLIMBOUT,1
19880527016939A,AVOIDING TREES,1
19880527016939A,SELECTED FUEL TANK EMPTY,1
19880527016939A,TRIP,1
19960418007829A,BURNED,1
19960418007829A,GRASS RUNWAY,1
19970828026989A,LOUD POP,4
19970828026989A,LOST RUDDER CONTROL,1
19970828026989A,EXITED RWY INTO CORNFIELD,1
19970828026989A,HAD FAILED TO LOCK THE TAILWHEEL,1
19870523018729A,CANOPY,3
19870523018729A,UNCONTROLLED GROUND COLLISION,1
20030620012809I,FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE,1
19780221000179I;20030620012809I,OIL,2
20030620012809I,OIL WAS OBSERVED COMING OUT,1
19750315005389A,PRIOR TO TKOF,1
19751029037799A,ILS APCH,1
19751029037799A,2ND ILS APCH,1
19751029037799A,G/S INOP,1
19751029037799A,LOM,1
19751029037799A,WRONG FREQ,1
19751209037899A,BRAKE PEDAL,1
19751209037899A,SOFT,1
19751209037899A,RTND SPRINGFIELD,1
19751209037899A,STRONG WINDS,1
19750818025579A,TFC R MAIN,2
19750818025579A,BROKE THROUGH ROOF,1
19750818025579A,WASHED OUT UNDERGROUND TUNNEL,2
19750818025579A,TUNNEL,1
19750818025579A,SFC,1
19750905025029A;19780319009079I,NOSE WHEEL,3
19750905025029A,6 IN RUT,2
19750923031109A,DEP,3
19750923031109A,KNOWN ELEC PROB,1
19750923031109A,DIDNT USE EMERG GR DOWN SYS,1
19760215007629A,REC REPTD INOP,1
19760215007629A,PRIOR DAY,1
19760531024959A,TURBOCHARGER,1
19760531024959A,WASTE GATE DID NOT ACTUATE,1
19760507010379A,LEFT ENG OIL SUPPLY,1
19760507010379A,EXHAUSTED,1
19760507010379A,GEAR-UP,1
19760507010379A,MESQUITE BRUSH,1
19760507010379A,DENSITY ALTITUDE,1
19760507010379A,7200 FT,1
19761022033409A;19770610021339A;19770622018359A,PLT,6
19761022033409A,WNDSHD,1
19761022033409A,WINDOWS FOGGED UP,1
19761022033409A,VFR DEPARTURE,1
19760730023679A,ELECT SYST,2
19760730023679A,GENERATOR CIRCUIT BREAKER SWITCH NOT ENGAGED,1
19760730023679A,NOT TIME TO EXT,1
19760730023679A,MANUALLY,1
19760715023479A,GRASS FIRE,1
19760715023479A,SKID,2
19760715023479A,REFUELING LINE,1
19761119035559A,BANNER PICK UP,1
19761119035559A,L LNDG GR,1
19761119035559A,LOOP ON TOW ROPE,1
19761119035559A,PLT UN MAINTAIN FLT,1
19770506041719A,R ENG,3
19770506041719A,L MAG EXCESSIVE DROP,1
19770506041719A,PRESSURE SWITCH MALFUNCTION,1
19770506041719A,ATTEMPTS FEATHER R PROP,1
19770120001659A,RUDDER GUST LOCK,1
19770120001659A,RUDDER GUST LOCK ENGAGED,1
19770120001659A,WINGS,1
19770120001659A;19780219007659I,ICE,2
19770120001659A,OVERWEIGHT,2
19770702018479A,RUDDER & AIL CTL CABLES,3
19770702018479A;19771213042839A,RUDDER,2
19770702018479A,AIL CTL,1
19770702018479A,BATTERY BOX SUPPORT STRUCTURE,1
19770814024089A,L MAG,2
19770814024089A,#5,1
19770814024089A,CYL COMPRESSION,1
19770530012939A,PROP,2
19770530012939A,WRONG INSTALLED,1
19770528021299A,FLUID,2
19770528021299A,R BRAKE,1
19770528021299A,PRIOR TO DEPARTURE,1
19770610021339A,N42807,4
19770610021339A,N7930C,4
19770610021339A,TOTAL HYD FAILURE,2
19770610021339A,CONTINUED TAXIING,2
19770622018359A,ELECTRICAL PWR FAILURE,1
19770617020389A,INSUFFICIENT ALTITUDE,1
19770617020389A,SUCCESSFUL AUTOROTATION,1
19770530015519A,CHOKER CABLE,2
19770530015519A,CARGO HOOK,2
19770530015519A,FLT,1
19770530015519A,SLIPSTREAM,1
19770530015519A,STRUCK T/R,1
19770530015519A,STRUCK,1
19770703018529A,OIL TEMP BULB,1
19770703018529A,RETAINING NUT FINGER TIGHT,1
19770703018529A,FIRST FLT AFTR ANNUAL,1
19770703018529A;19780210006769I,ANNUAL,3
19770706020519A,AN175-16,1
19770706020519A,PULLED THROUGH TORQUE LINK CENTER SCISSORS,1
19770706020519A,WASHER,1
19770706020519A;19780319009079I,BOLT,3
19770912040629A,APRX 1745LBS,1
19770912040629A,OVR MAX GWT,1
19770912040629A,ENG,1
19770912040629A,AUTOFEATHER,1
19770912040629A,NOT CONNECTED,1
19770912040629A,100 OCTANE,1
19780110002479I;19780210006769I;19780403009359I;19780416008469I;19780429014759I;19780518033959I;19780529040959I,WATER IN FUEL,7
19780112002729I,WATER FOUND,1
19780108002219I,FOUND FROZEN WATER,2
19780113002859I,UNABLE TO STOP,1
19780113002859I,STRIKING SNOW BANK,1
19780129004679I,ICE RESTRICTION,1
19780129004679I,LANDING MADE ON FROZEN LAKE,2
19780129004679I,FROZEN LAKE,1
19780129004679I,MAIN FUEL STRAINER,1
19780205005989I,ENGINE VIBRATED,1
19780205005989I;19780518033959I,QUIT,2
19780205005989I,CARBURETOR FLOAT BOWL,1
19780205005989I,CONTAMINATED WITH WATER,1
19780130004789I,FAILED TO CHECK POSITION OF GEAR HANDLE,1
19780130004789I;19780526040429I,GEAR HANDLE,3
19780130004789I;19780526040429I,GEAR RETRACTED,4
19780102000459I,TAXIED OFF RUNWAY,2
19780102000459I,RUNWAY,1
19780102000459I,NIGHT,1
19780102000459I,LANDING LIGHT,1
19780102000459I,INOPERATIVE,1
19771213042839A,R AIL CTL,1
19771104034549A,RT BRAKE,4
19771104034549A,PUCK 70,1
19771104034549A;19780311016379I,WORN,2
19771104034549A,FADING,1
19771104034549A,LAST WK,1
19770927027719A,REAR COMPTMT FLOATS,1
19770927027719A,EXCEEDED AFT CG LMT,1
19770927027719A,THROTTLE FRICTION,1
19770927027719A,LOOSE,1
19780115003139I,AIRCRAFT OWNER,1
19780115003139I,NEW AIRCRAFT OWNER,1
19780115003139I,QUICK DRAIN,1
19780115003139I,PREFLIGHT,1
19780206006149I,FAILED TO REMOVE TOW BAR BEFORE TAKEOFF,1
19780206006149I,STRANGE NOISE DURING RETRACTION,1
19780206006149I,GEAR EXTENDED OK,1
19780206006149I,LANDED OK,1
19771016042599A,WIND,1
19771016042599A,GUSTING TO 25,1
19780208007759I;19780330011569I,GEAR COLLAPSED,4
19780208007759I,HYDRAULIC RESERVOIR OUT OF FLUID,1
19780210006769I,200 FEET,1
19780210006769I,NO PILOT CERTIFICATE,2
19780211006969I,COLLAPSE,1
19780211006969I,NOT BRACED,1
19780212006439I,FROST ON THE WINGS,1
19780212006439I,FAILURE TO USE FULL POWER,1
19780213006479I;19780221000179I,LOW OIL PRESSURE,3
19780218007139I,AFTER RECENT BLIZZARD,1
19780218007139I,ENGINE COWL,1
19780225001789I,SHORTLY AFTER,1
19780225001789I,REFUELING,1
19780225001789I;19780316008589I,SYSTEM,5
19780225001789I,GASCOLATOR,1
19780225001789I,CARBURETOR,1
19780225001789I,CONTAINED WATER,1
19780225001819I,SOON AFTER LIFT OFF,1
19780225001819I,FUEL GAUGE,2
19780307014069I,BARRICADE,2
19780307014069I,UNLIGHTED,1
19780307014069I,TAXING,1
19780221000179I,NOT CHECKED IT BEFORE TAKEOFF,1
19780228000419I,SURGING IN FLIGHT,1
19780228000419I,SHUT DOWN,1
19780303015509I,ELECTRICAL EMERGENCY,1
19780303015509I,JUMP START,1
19780311016379I,LOST DIRECTIONAL CONTROL,2
19780311016379I;19780409009699I,TOUCHDOWN,2
19780311016379I,BRAKE RESERVOIR,1
19780327010619I,FUEL CAPS,3
19780327010619I,LOST FUEL IN FLIGHT,1
19780309015599I;19780327010619I,FUEL LEAK,3
19780327010619I,RAN OUT,1
19780327010619I,LANDED FOR FUEL,1
19780316008589I,BRAKE FAILURE,2
19780316008589I,PURGED OF AIR,1
19780319009079I,NOSE GEAR SCISSORS,1
19780319009079I,LIFTOFF,1
19780319009079I,DROPPED OUT,1
19780325010349I,WATER CONTAMINATION,1
19780325010349I,FINAL APPROACH,1
19780328011399I;19780613045599I,WATER IN THE FUEL SYSTEM,2
19780328011399I,AFTER LIFT OFF,1
19780330011569I,LOST ELECTRICAL POWER,2
19780330011569I,EXTENDED GEAR MANUALLY,2
19780330011569I,BOTH GENERATOR ARMATURES EXTREMELY GALLED,1
19780402009009I,ROLLOUT,1
19780402009009I,EMERGENCY GEAR EXTENSION,1
19780402009009I;19780409009699I,ELECTRICAL FAILURE,3
19780402009009I,FAILED TO USE EMERGENCY GEAR EXTENSION,1
19780401007929I,HOLE,1
19780403009359I,LANDED SHORT OF RUNWAY,2
19780403009359I,SHORT FINAL,1
19780403009389I,ENGINE LOST POWER,1
19780403009389I,HIGHWAY,1
19780403009389I,FOUND FUEL GASOLATOR,1
19780403009389I,CONTAMINATED,1
19780210005719I,CARB,2
19780210005719I,COULD NOT TURN IT OFF,1
19780416008469I,DAMAGE TO GEAR,2
19780416008469I,PLANE HIT TAXIWAY LIP,1
19780309015599I,VACUUM IN THE TANK,1
19780309015599I,A NON-VENTED CAP,1
19780309015599I,RIGHT TANK,1
19780309015599I,RIGHT TANK WAS NOT FUELED,1
19780507032369I,OIL LEAK,1
19780507032369I,FOUND LOOSE OIL CAP,1
19780525040389I,INEFFECTIVE LANDING,1
19780525040389I,RAN FENCE,1
19780617046219I,BEFORE REPAIRS WERE COMPLETED,1
19780617046219I,MAG FAILURE,1
19780520014159A,GUSTING TO 30K,1
19780427013959I,FAILURE,2
19780427013959I,FAILURE OF 2 TIRES,1
19780427013959I,AIRCRAFT WAS CLEARED FOR TAKEOFF,1
19780429014759I,SUMPS,1
19780429014759I,FREEWAY,1
19780501031459I,UNSCHEDULED LANDING,2
19780501031459I,OIL COMING FROM ENGINES,1
19780501031459I,BOTH OIL CAPS NOT LOCKED PROPERLY,1
19780503031639I,FAULTY GEAR ACTUATOR,2
19780503031639I,UNABLE TO EXTEND GEAR,1
19780504031959I,PILOT LOST CONTROL,1
19780504031959I,RAN OFF SIDE OF RUNWAY,1
19780504031959I,DOOR POPPED OPEN,1
19780514033439I,ENGINE FIRE,1
19780514033439I,BIRDS NEST,1
19780518033959I,BACKFIRED,1
19780518033959I,THIRD TOUCH AND GO,1
19780518033959I,LANDED STRAIGHT AHEAD,1
19780519033989I,JETWAY,2
19780519033989I,PARKING AREA,1
19780526040429I,DOWN POSITION,1
19780526040429I,HYDRAULIC SYSTEM,2
19780528040689I,HOME-BUILT,1
19780528040689I,AILERON CONTROLS,1
19780529040959I,SPUTTERED AND QUIT,1
19780529040959I,CRUISE,1
19780529040959I,MARSHY AREA,1
19780529040959I,TIPPED UP ON NOSE,1
19780515023299A,LOGGING OPNS,1
19780515023299A,L SKID,1
19780603041599I,FLOAT PLANE,2
19780603041599I,PLANE,1
19780603041599I,FLOATS,3
19780603041599I,SANK,1
19780603041599I,WATER IN FLOATS,1
19780603041599I,BALL COVERS,1
19780603041599I,GONE,1
19780603041629I,FLOAT STRUT,2
19780603041629I,AIRPLANE STRUCTURE,1
19780603041629I,TAKEOFF RUN,1
19780603041629I,WIRED TO A BRACE,1
