c5_sources,node,count
19790312008529I;19790425024979I;19790528028209I;19790627017429I;19790916031359A;19791022029739A,FOUND WATER IN FUEL,7
19790421024669I;19790812030579I,GEAR,2
19790421024669I,COLLAPSED AFTER LANDING,1
19790421024669I,EMERGENCY EXTENSION CRANK,1
19790421024669I,NOT PROPERLY STOWED,1
19790603029089I,THROTTLE CABLE HOUSING,2
19790603029089I,WENT TO IDLE,1
19790603029089I;19790928049769I,NOT BEEN PROPERLY SECURED,2
19790605014519I,FLIGHT,1
19790605014519I,TANK CAP, IMPROPERLY INSTALLED,1
19790510009019A,TOOK OFF,1
19790427100559I;19790528028209I;19791103056779I,ENGINE QUIT,5
19790529041069A,ENGINE LOST POWER ON TAKEOFF,1
19790529041069A,ALTERNATE AIR DEFECT,1
19790603012119A,25-FT AGL LIFTOFF,1
19790603012119A,ENGINE STOPPED,1
19790603012119A,HIT GROUND,1
19790603012119A,FAILED TO ASSURE FUEL VALVE ON,1
19790603012119A,PLT,2
19790603012119A,BANK ACFT, STALLED, HIT GROUND,1
19790515018139A,ATTEMPTED TAKEOFF,2
19790515018139A,LOCKED FLIGHT CONTROLS,1
19790515018139A,FACTOR INADEQUATE PRE-FLIGHT CHECK,1
19790513010459A,ACFT NOSED OVER,1
19790513010459A,ONE FOOT HIGH GRASS,1
19790623022919A,SPUTTERING ON TAKEOFF,1
19790623022919A,CRASHED & BURNED,1
19790609016529A,ROPE,1
19790609016529A,GLIDER,1
19790609016529A,140 FEET ABOVE GROUND,1
19790427100619I;19790429025299I,NOSE GEAR,3
19790427100619I;19790429025299I,COLLAPSED,2
19790427100619I,ENGINE EQUIPPED WITH HYDRAULIC PUMP, SHUT DOWN,1
19790427100619I,ENGINE EQUIPPED WITH HYDRAULIC PUMP WAS SHUT DOWN,1
19790427100619I,EMERGENCY PROCEDURES, NOT FOLLOWED,1
19790427100619I,EMERGENCY PROCEDURES NOT FOLLOWED,1
19790427100559I,AIRCRAFT DAMAGED IN AUTOROTATION,1
19790427100559I,FUEL CONTAMINATION,1
19790623014019A,RUDDER TRIM,1
19790623014019A,RAN OFF LEFT SIDE OF RUNWAY ON TAKEOFF,1
19790605014429I,LANDED IN STREET,1
19790605014429I,DAMAGED SPEED LIMIT SIGN DURING TAXI BACK TO FIELD,1
19790610014749I,ENGINE QUIT AFTER LIFT OFF,1
19790610014749I,TANKS NEARLY EMPTY,1
19790622017199I,STUDENT PILOT,2
19790622017199I;19790622017219I,TOPPED TANKS,2
19790622017199I,TANKS,1
19790622017199I,GOT WATER IN THE FUEL,1
19790622017199I,ENGINE QUIT TWICE,1
19790622017199I,QUIT TWICE,1
19790625015009A,TWO & ONE HALF QUARTERS OF WATER DRAINED FROM GAS TANK,1
19790503025389I,DEVELOPING ELECTRICAL PROBLEM,1
19790503025389I,PILOT LANDED,1
19790429025299I,FLAT STRUT,1
19790513026659I,OIL LEAK,1
19790513026659I,LOSS OF OIL PREESURE,1
19790513026659I,8 QUARTS OIL,1
19790513026659I,VECTORS TO AIRPORT,1
19790515027029I,ALTERNATOR BELT,1
19790515027029I,ELECTRICAL SYSTEM FAILED,1
19790515027029I,FAILED TO AVOID PREVENTABLE GEAR UP LANDING,1
19790525014229A,HELICOPTER,2
19790525014229A,IMPROPERLY SERVICED STRUTS,1
19790525014229A,GR RESONANCE,1
19790425024979I,UNABLE TO MAINTAIN ALTITUDE,1
19790622017219I,LOST POWER,1
19790622017219I,CONTAMINATED WITH WATER,1
19790519010229A,INSTRUMENT PANEL LIGHT SWITCH,1
19790519010229A,COULD NOT SEE OUT,2
19790507025919I,FUEL EXHAUSTION,1
19790507025919I,UNABLE TO RESTART ENGINE,1
19790507025919I,FUEL TANK,1
19790507025919I,BOOST PUMP,1
19790602009889A,PILOT DITCHED IN THE OCEAN,1
19790609024769A,PARTIALLY EMPTY FUEL TANKS,1
19790609024769A,PARKED OUTSIDE FOR 11 MONTHS,1
19790719019309I,PILOTS,1
19790719019309I,FAILED TO CHECK POSITION OF GEAR HANDLE AND GEAR RETRACTION ON TAKEOFF ROLL,1
19790809030499I,GASCOLATOR SHOWED FUEL CONTAMINATED WITH DIRT AND WATER,1
19790729022479I,FAILED TO EXTEND GEAR BEFORE LANDING,1
19790718017739A,PILOT SEAT,4
19790718017739A,SLID BACK ON TAKEOFF,1
19790718017739A,LOST CONTROL,1
19790718017739A,VEERED OFF RUNWAY,1
19790718017739A,FAILED TO ASCERTAIN SEAT LOCKED BEFORE TAKE OFF,1
19790807029619I,FAILED TO SECURE OIL CAP ON PREFLIGHT,1
19790807029619I,OIL STREAMING OVER COWL AT LIFTOFF,1
19790807024709A,SEAT CAME LOOSE,1
19790807024709A,SEAT,2
19790807024709A,PILOT'S FEET,1
19790807024709A,RELEASED BRAKES,1
19790807024709A,CAME LOOSE,1
19790807024709A,CRASHED,1
19790703018439I,STOPPED SHORTLY AFTER TAKE-OFF,1
19790823023209I,BRAKE DISC PADS TOTALLY WORN,1
19790813023739A,WATER AND TRASH IN FUEL,1
19790813023739A,NO FILTER USED,1
19790817031829I,ZA ZG STUDENT PILOT,2
19790817031829I,RAN OUT OF GAS,1
19790817031829I,FUEL GAUGES READ INCORRECTLY,1
19790705018829I,PILOT LANDED GEAR UP,1
19790705018829I,FAILED TO DRAIN WING SUMPS IN PREFLIGHT,1
19790816031569I,LOOSE OIL FILLER CAP,2
19790816031569I,FLUCTUATION AND GRADUAL LOSS OF OIL PRESSURE,1
19790816031569I,SHUTTING ENGINE DOWN,1
19790820032669I,EN ROUTE OIL PRESSURE,1
19790820032669I,10 PSI,1
19790820032669I,HIGHWAY,1
19790820032669I,OIL CAP NOT PROPERLY SEATED,1
19790729018879A,NOS EWHEEL,2
19790729018879A,NOSE GEAR COLLAPSED ON LANDING ROLL,1
19790729018879A,HYDRAULIC RESERVOIR TOO LOW ON FLUID TO OPERATE LANDING GEAR,1
19790829023019A,LANDED IN SOYBEAN FIELD,1
19790829023019A,FLIPPED OVER,1
19790801021959A;19790808027309A;19790829023019A;19790919027319A,WATER IN FUEL,4
19790820029909A,CABIN DOOR,1
19790820029909A,OPENED ON TAKEOFF ROLL,1
19790812030579I,GEAR SWITCH,1
19790812030579I,GEAR COLLAPSED,1
19790812030579I,GEAR SWITCH IN UP POSITION,1
19790808027309A,ATTEMPTED RETURN TO RUNWAY,1
19790808027309A,ALTITUDE,1
19790808027309A,INSUFFICIENT,1
19790716019189I,AIRSTAIR DOOR,1
19790716019189I,AFTER TAKEOFF,1
19790716019189I,LANDING DOOR,2
19790716019189I,RUNWAY, TEARING LOOSE FROM AIRCRAFT,1
19790918023659I,NOSE GEAR DOOR RETRACT RODS,1
19790918023659I,PILOT OWNER,1
19790928049769I,ENGINE COWL,2
19790928049769I,ENGINE SHUT DOWN,1
19791017051209I,ENGINE STOPPED DUE TO OBSTRUCTED FUEL VENT LINE,1
19791022054789I,NEWLY INSTALLED FUEL CAP,2
19791022054789I,ENGINE STOPPED DUE TO FUEL STARVATION,1
19791022029739A,HIT TREES,1
19791030053329I,NIGHT FLIGHT,1
19791030053329I,EMERGENCY GEAR SYSTEM,1
19791108054919I,COCKPIT DOOR,1
19791108054919I,PARTIALLY OPENED AT ROTATION,1
19791108054919I,RAN OFF END OF RUNWAY,1
19790916031359A,LANDED OFF END RUNWAY,2
19790919027319A,AIRCRAFT CRASHED DURING ATTEMPTED EMERGENCY LANDING,1
19791102034159A,WATR IN FUEL,1
19791103056779I,TOO RICH A MIXTURE,1
19791103056779I,LANDED SHORT,1
19791103056779I,PRIMER WAS UNLOCKED,1
19791103056779I,MIXTURE FULL RICH,2
19791103056779I,CARB HEAT ON,1
