c5_sources,entity1,entity2,weight,relations,rows
19780210005719I,ENGINE,ICE,1,HAS CAUSE,175
19780309015599I,ENGINE,VACUUM IN THE TANK,1,HAS CAUSE,177
19780625035779I,ENGINE,FUEL SELECTOR MOVED BY A PASSENGER,1,HAS CAUSE,215
19780625035779I,ENGINE,AFTER TAKEOFF,1,FOLLOWS,215
19780626034739I;19790113001939I,ENGINE,WATER IN FUEL SYSTEM,2,HAS CAUSE,216,262
19780925018069I,ENGINE,SMOKE FROM NACELLE,1,HAS CAUSE,244
19781230019999I,ENGINE,FUEL STARVATION,1,HAS CAUSE,257
19790107000829I,ENGINE,FLAMED OUT,1,HAS CAUSE,260
19790414012459I,ENGINE,FUEL SYSTEM CONTAMINATED,1,HAS CAUSE,297
19790211007509A,ENGINE,STOPPED,1,HAS EFFECT,298
19790623022919A,ENGINE,ACFT,1,USED BY,334
19790623022919A,ENGINE,SPUTTERING,1,HAS EFFECT,334
19790622017199I,ENGINE,RUNWAY AT HOME,1,LOCATION,345
19790513026659I,ENGINE,MINOR OIL LEAK,1,HAS CAUSE,349
19790602009889A,ENGINE,FAILED ENROUTE,1,HAS EFFECT,357
19790809030499I,ENGINE,FUEL CONTAMINATED WITH DIRT AND WATER,1,HAS CAUSE,360
19790813023739A,ENGINE,WATER AND TRASH IN FUEL,1,HAS CAUSE,371
19790720021329A,HELICOPTER,ACFT,1,INSTANCE OF,2
19790720021329A,HELICOPTER,IMPROPER PREFLIGHT,1,HAS CAUSE,2
20051009024969I,HELICOPTER,PILOT,1,USED BY,44
20010411006739I,HELICOPTER,HELIPAD,1,LOCATION,87
19780904017739I,HELICOPTER,JET FUEL,1,USED BY,237
19790525014229A,HELICOPTER,GROUND RUN UP,1,USED BY,351
19790525014229A,HELICOPTER,VIBRATE,1,HAS EFFECT,351
19790525014229A,HELICOPTER,IMPROPERLY SERVICED STRUTS,1,HAS CAUSE,351
19790525014229A,HELICOPTER,SELF DESTRUCTED,1,HAS EFFECT,351
19790720021329A,CRASHED,LOAD WEDGED IN TREES,1,HAS CAUSE,2
19920405008919A,CRASHED,HIT TREES,1,HAS CAUSE,49
19840821046409A,CRASHED,DURING FORCED LANDING,1,HAS CAUSE,50
19880527016939A,CRASHED,AVOIDING TREES,1,HAS CAUSE,95
19860128014289I,FORWARD CARGO DOOR,AIRCRAFT TOOK OFF,1,EVENT DISTANCE,4
19790207005339I,FORWARD CARGO DOOR,AFTER TAKEOFF,1,FOLLOWS,296
19991230042089A,AIRCRAFT TOOK OFF,SHORTLY AFTER,1,FOLLOWS,10
19790510009019A,AIRCRAFT TOOK OFF,UNABLE TO MAINTAIN FLIGHT,1,FOLLOWED BY,327
20000215010329A,BELL HELICOPTER MODEL BHT-47-G5,HELICOPTER,1,INSTANCE OF,5
19850315007389A,PILOT,ICING,1,HAS CAUSE,7
19860530030499A,PILOT,FAILED TO REMOVE AIR INTAKE PLUGS,1,HAS CAUSE,19
19860706034879A,PILOT,AIRCRAFT,1,USED BY,25
19950216008379I,PILOT,CESSNA 207,1,USED BY,51
19780309015599I,PILOT,NON-VENTED CAP,1,USED BY,177
19780526040429I,PILOT,GEAR HANDLE,1,USED BY,192
19790602009889A,PILOT,DITCHED IN THE OCEAN,1,HAS EFFECT,357
19791030053329I,PILOT,NIGHT FLIGHT,1,USED BY,394
19850315007389A,ALTIMETER,NOT IFR CERTIFIED,1,INSTANCE OF,7
19900425011659A,FERRY FLIGHT,RAN OUT OF FUEL,1,HAS CAUSE,9
19900425011659A,LEFT PONTOON,SEPARATED LANDING IN A POND,1,HAS EFFECT,9
19820725041999I,LOOSE COWLING,AFTER TAKEOFF,1,EVENT DISTANCE,11
19870606018859A,AFTER TAKEOFF,UNABLE TO STAY AIRBORNE,1,HAS EFFECT,34
19790224005689A,AFTER TAKEOFF,FAILED TO REMOVE SNOW,1,FOLLOWS,294
19790609011809A,AFTER TAKEOFF,LOST ELECT. POWER,1,HAS EFFECT,344
19940412011509I,AIRCRAFT,DESCENT,1,EVENT DISTANCE,12
19860530030499A,AIRCRAFT,NOSED OVER IN FURROWS,1,HAS EFFECT,19
19960322013629I,AIRCRAFT,FERRY FLIGHT,1,USED BY,28
20050429009279I,AIRCRAFT,PARKING,1,FOLLOWED BY,38
19840821046409A,AIRCRAFT,ANNUAL INSPECTION,1,MAINTAINED BY,50
20010421009329I,AIRCRAFT,RPM LOSS,1,INFLUENCED BY,54
19780421012829I;19790316004819A,AIRCRAFT,PILOT,2,USED BY,164,293
19780923027059I,AIRCRAFT,TOTAL ELECTRICAL FAILURE,1,HAS CAUSE,246
19781110039789A,AIRCRAFT,1/4IN ICE,1,PART OF,266
19790316004819A,AIRCRAFT,RESTRICTED STEERING,1,HAS CAUSE,293
19790316004819A,AIRCRAFT,FROST,1,HAS CAUSE,293
19971226042729I,NR2 ENGINE,ENGINE,1,INSTANCE OF,13
19950619021589I,LANDED OFF AIRPORT,HIGH OIL TEMP,1,HAS CAUSE,14
19950619021589I,LANDED OFF AIRPORT,SHEARED MAIN GEAR,1,HAS EFFECT,14
19950619021589I,LANDED OFF AIRPORT,LOW ON OIL,1,HAS CAUSE,14
19780221000179I,LOW ON OIL,FAILED TO VISUALLY CHECK FUEL,1,HAS CAUSE,159
19940815046149I,ANTENNA,CRACKED WINDSHIELD,1,HAS EFFECT,15
19790718019229I,BAGGAGE CART,GROUND STAND,1,OWNED BY,17
19790718019229I,BAGGAGE CART,9 INCH TEAR IN FUSELAGE,1,HAS EFFECT,17
19790718019229I,BAGGAGE CART,INOPERATIVE BRAKES,1,HAS CAUSE,17
19781108022239I;19790718019229I,BAGGAGE CART,PARKED AIRCRAFT,2,LOCATION,17,42
19781108022239I,BAGGAGE CART,JET BLAST,1,USED BY,42
19790123003659I,INOPERATIVE BRAKES,PILOT,1,USED BY,264
20000625032189I,NORTHWEST AIRLINES DC-10 BOEING,AIRCRAFT,1,INSTANCE OF,18
19821117066379I,ACCESS DOOR,FUSELAGE,1,PART OF,20
19950602032329I,VEERED OFF TAXIWAY,STRUCK TAXIWAY LIGHT,1,HAS EFFECT,22
19901101064289I,FUEL CAP,RIGHT TANK,1,PART OF,23
19780429014759I,FUEL CAP,AIRCRAFT,1,PART OF,184
19780309015599I,RIGHT TANK,FUEL LEAK,1,HAS CAUSE,177
19780112002729I;19780509032859I;19781102023549I;19790312008529I;19790410008789A;19790429005459A;19790528028209I;19790627017429I;19791128035159A;19860706034879A;19950804028629A,WATER,FUEL,11,INFLUENCED BY;LOCATION;PART OF,25,61,63,73,133,241,299,320,328,341,342
19780625035919I,WATER,GASCOLATOR,1,LOCATION,214
19781128024449I,WATER,FUEL STORAGE TANK,1,PART OF,256
19790410008789A,WATER,COMPANY OWNED FUEL TANKER,1,LOCATION,299
19790207002459A,WATER,FUEL TANKS,1,LOCATION,302
19790421024749I;19790916031359A,WATER,FUEL SYSTEM,2,LOCATION;PART OF,314,396
19790623022919A,WATER,FUEL LINES,1,LOCATION,334
19780903028619A,FUEL,EXCESSIVE WATER,1,HAS EFFECT,245
19790210002629A,FUEL,ONBOARD,1,PART OF,311
19790605014519I,FUEL,CAPTAIN,1,USED BY,324
19950527014439A,CLIMBOUT,TOW RELEASE,1,FOLLOWS,27
19910710026989A,CLIMBOUT,STALLED,1,HAS EFFECT,60
19790211007509A,CLIMBOUT,ENGINE STOPPED,1,FOLLOWS,298
19780913017419I,FRONT BAGGAGE DOOR,AIRCRAFT,1,PART OF,32
20050504010229A,SIKORSKY S-70A,HELICOPTER,1,INSTANCE OF,37
20050504010229A,SIKORSKY S-70A,INFLIGHT,1,LOCATION,37
19890723054159I,INSUFFICIENT NUMBER OF SEATS AND OXYGEN MASKS,PASSENGERS ONBOARD,1,HAS EFFECT,39
19970523014439I,CARGO DOOR,AIRCRAFT,1,PART OF,40
19790309032649A,CARGO DOOR,DOOR,1,INSTANCE OF,313
19790309032649A,CARGO DOOR,INFLIGHT,1,EVENT DISTANCE,313
19790223006939I,JET BLAST,BAGGAGE CART TO ROLL INTO B99,1,HAS EFFECT,285
19980508008619A,LOST POWER,FAILED TO VISUALLY CHECK FUEL,1,HAS CAUSE,47
19950804028629A,LOST POWER,LANDED HARD,1,HAS EFFECT,73
19940226003029A,LOST POWER,LEFT FUEL CAP LEAKED,1,HAS CAUSE,85
19940818022409A,LEFT ENGINE,NEAR H71,1,LOCATION,48
19920405008919A,ATTEMPTED TAKEOFF,2500 FT SOD STRIP,1,EVENT DISTANCE,49
19790222003429A,ATTEMPTED TAKEOFF,6700 FT ALTITUDE,1,LOCATION,303
19790222003429A,ATTEMPTED TAKEOFF,ICE AND SNOW COVERED LAKE,1,LOCATION,303
19790405013359I,ATTEMPTED TAKEOFF,PILOT,1,USED BY,308
19790515018139A,ATTEMPTED TAKEOFF,FLIGHT CONTROLS,1,USED BY,332
19790511011259A,ATTEMPTED TAKEOFF,ICE ON AIRFRAME,1,USED BY,353
19840821046409A,DURING FORCED LANDING,ENGINE,1,HAS CAUSE,50
19780112002729I;19780509032859I;19780904017739I;19781102023549I;19790312008529I;19790627017429I,DURING FORCED LANDING,POWER LOSS,6,HAS CAUSE,61,133,237,241,320,342
19980620030289I,DURING FORCED LANDING,HIGHWAY 93,1,LOCATION,89
19780108002219I;19780110002479I;19780811037539I;19781114026859I;19790207005159I;19790210006409I;19790528028209I,DURING FORCED LANDING,AFTER ENGINE QUIT,7,FOLLOWS;HAS CAUSE,132,134,232,254,282,283,328
19780403009389I,DURING FORCED LANDING,HIGHWAY,1,LOCATION,173
19780507032369I,DURING FORCED LANDING,OIL LEAK,1,HAS CAUSE,179
19781114026859I,DURING FORCED LANDING,FIELD,1,LOCATION,254
19790410008789A,DURING FORCED LANDING,ENGINE FAILURE,1,HAS CAUSE,299
19790204002289A,DURING FORCED LANDING,ICE,1,HAS EFFECT,306
19790520026369I,DURING FORCED LANDING,FUEL EXHAUSTION,1,HAS CAUSE,322
19840821046409A,FAILURE,AFTER TAKEOFF,1,TIME PERIOD,50
19950216008379I,CESSNA 207,AIRCRAFT,1,INSTANCE OF,51
19950216008379I,CESSNA 207,BETHEL AIRPORT,1,LOCATION,51
19850525020799A,STRUCK TREE,3 MILES FROM AIRPORT,1,EVENT DISTANCE,52
19960524045629A,LANDED,SEA ICE,1,LOCATION,55
19871211075169A,LANDED,CITY STREET,1,LOCATION,56
19911222062669I,LANDED,ABORTED,1,FOLLOWS,69
19911222062669I,LANDED,RUNWAY,1,LOCATION,69
19850729066139I,LANDED,FIELD,1,LOCATION,84
19940226003029A,LANDED,PRIVATE STRIP,1,LOCATION,85
19780403009359I,LANDED,SHORT OF RUNWAY,1,LOCATION,172
19780529040959I,LANDED,MARSHY AREA,1,LOCATION,194
19780820049069I,LANDED,OAT FIELD,1,LOCATION,220
19780825038179I,LANDED,FUEL EXHAUSTION,1,HAS CAUSE,234
19781009029939I,LANDED,TAKEOFF RUNWAY,1,LOCATION,250
19780829037939I,LANDED,REMAINING RUNWAY,1,LOCATION,251
19780829037939I,LANDED,GEAR,1,HAS EFFECT,251
19790113001939I;19790609011809A,LANDED,AIRPORT,2,LOCATION,262,344
19790813030889I,LANDED,LOW OIL PRESSURE,1,HAS CAUSE,367
19790820032669I,LANDED,HIGHWAY,1,LOCATION,376
19790829023019A,LANDED,SOYBEAN FIELD,1,LOCATION,378
19790829023019A,LANDED,FLIPPED OVER,1,HAS EFFECT,378
19790916031359A,LANDED,END OF RUNWAY,1,LOCATION,396
19871211075169A,ROUGH ENGINE,CLIMBOUT,1,INSTANCE OF,56
19780401007929I;20010910029739I,NOSE GEAR,AIRCRAFT,2,PART OF,57,171
19780211006969I,NOSE GEAR,FERRIED FROM AN EARLIER COLLAPSE,1,PART OF,151
19871027060859A,IFR DUAL FLIGHT,DURING FORCED LANDING,1,HAS CAUSE,58
19871027060859A,IFR DUAL FLIGHT,PILOT ERROR,1,HAS CAUSE,58
19910710026989A,STALLED,CRASHED,1,HAS EFFECT,60
19910710026989A,SEAT TRACK,NO LOCKING PINS,1,PART OF,60
19910710026989A,SEAT PIN,BENT,1,INSTANCE OF,60
19910710026989A,BELT,NOT FASTENED,1,INSTANCE OF,60
19781128024449I,POWER LOSS,WATER IN FUEL SYSTEM,1,HAS CAUSE,256
19950314029269I,N7016M,AMATEUR BUILT AIRCRAFT,1,INSTANCE OF,65
19950314029269I,EMERGENCY OFF AIRPORT LANDING,NEAR THE BLO,1,LOCATION,65
19950314029269I,EMERGENCY OFF AIRPORT LANDING,MARCH 14, 1995,1,TIME PERIOD,65
19780106001449I,EMERGENCY OFF AIRPORT LANDING,IMPROPER PREFLIGHT,1,HAS CAUSE,131
19780106001449I,EMERGENCY OFF AIRPORT LANDING,RAN OUT OF FUEL,1,HAS CAUSE,131
19780221000179I,EMERGENCY OFF AIRPORT LANDING,LOW OIL PRESSURE,1,HAS CAUSE,159
19800804037399A,FUEL EXHAUSTION,FUEL SIPHONED,1,HAS CAUSE,66
19790507025919I,FUEL EXHAUSTION,UNABLE TO RESTART ENGINE,1,HAS EFFECT,356
19780402008409I,WORN OUT & INEFFECTIVE BRAKES,STRUCK,1,HAS CAUSE,67
19911222062669I,AFTER LIFTOFF,AFTER LIFTOFF,1,FOLLOWS,69
19911222062669I,ABORTED,NOTICED,1,FOLLOWS,69
19780113002859I,ABORTED,UNLOCKED DOOR,1,HAS CAUSE,135
19780607020299A,ABORTED,AIRBORNE,1,FOLLOWS,207
19780316008589I,RUNWAY,DITCH,1,LOCATION,165
19911222062669I,RAN OFF,LANDED,1,FOLLOWS,69
19780504031959I;19780808049829I;19911222062669I,RAN OFF,RUNWAY,3,LOCATION,69,187,230
19781108022269I,RAN OFF,SIDE OF TAXIWAY,1,LOCATION,253
19790224007709I,RAN OFF,LANDED LONG,1,FOLLOWS,315
19790224007709I,RAN OFF,DEPARTURE END OF RUNWAY,1,LOCATION,315
19790623014019A,RAN OFF,AFTER TAKEOFF,1,FOLLOWS,339
19781210024199I,WHEELS,SNOW PACKED IN THE WHEEL PANTS,1,HAS CAUSE,72
19950804028629A,LANDED HARD,ROUGH WATER,1,LOCATION,73
19950804028629A,DAMAGED,FLOATS,1,PART OF,73
19950804028629A,DAMAGED,LONGERON,1,PART OF,73
19770927027719A,FLOATS,REAR COMPTMT,1,PART OF,144
19950804028629A,MISREAD,WATER IN SUMP,1,HAS CAUSE,73
19950804028629A,MISREAD,FUEL,1,HAS EFFECT,73
20040925025079A,FUEL CONTAMINATION,AIRFRAME FUEL FILTER,1,LOCATION,79
20040925025079A,FUEL CONTAMINATION,FUEL FILTER,1,LOCATION,79
20040925025079A,FUEL CONTAMINATION,ENGINE DRIVEN FUEL PUMP FILTER,1,LOCATION,79
19790602009889A,FUEL CONTAMINATION,ACCIDENT,1,HAS CAUSE,357
19870309039779I,N106DA,PARKED AIRCRAFT,1,LOCATION,81
19870309039779I,BRAKE PROBLEMS,AIRCRAFT,1,PART OF,81
20020619014309A,N759TY,CE-182,1,INSTANCE OF,82
19951031041599A,FIRST TEST FLIGHT,STORAGE,1,INSTANCE OF,83
19940226003029A,LEFT FUEL CAP LEAKED,PREVENTED GRAVITY FUEL FLOW,1,HAS EFFECT,85
19940226003029A,NOSED OVER,LEFT FUEL CAP LEAKED,1,HAS CAUSE,85
19870816062719I,COPPER TUBE,AERIAL BANNERS,1,USED BY,88
19990923027739A,N153JC,HOMEBUILT CIERNIA GLASAIR III,1,INSTANCE OF,90
19980415037339I,NOSE BAGGAGE DOOR,NOSE LANDING GEAR,1,PART OF,91
19950826026019A,NR1 ENGINE,COMPRESSOR STALL,1,INSTANCE OF,92
20000215041409A,BEECH 1900D,AIRCRAFT,1,INSTANCE OF,93
20000215041409A,N81SK,SKYWAY AIRLINE,1,OWNED BY,93
20000215041409A,SKYWAY AIRLINE FLIGHT,FEBRUARY 19, 2000,1,TIME PERIOD,93
19970828026989A,DURING TAKEOFF ROLL,LOUD POP,1,HAS EFFECT,97
19970828026989A,RWY,CORNFIELD,1,LOCATION,97
19870523018729A,CANOPY,UNCONTROLLED GROUND COLLISION,1,HAS EFFECT,98
19870523018729A,CANOPY,CLIMBOUT,1,FOLLOWS,98
19870523018729A,UNCONTROLLED GROUND COLLISION,PILOT ERROR,1,HAS CAUSE,98
20030620012809I,OIL FILLER CAP,ENGINE,1,OWNED BY,99
19750315005389A,TAILWHEEL,PRIOR TO TKOF,1,FOLLOWS,100
19751209037899A,RETURNED,SOFT BRAKE,1,HAS CAUSE,103
19751209037899A,RETURNED,STRONG WINDS BOS,1,HAS CAUSE,103
19750818025579A,R MAIN GR,TAXI OFF HARD SFC,1,PART OF,104
19750923031109A,DEP,DEST,1,USED BY,106
19750923031109A,DEP,KNOWN ELEC PROB,1,HAS CAUSE,106
19760215007629A,FIRST FLT,MTNS OBSCURED,1,INFLUENCED BY,107
19770703018529A,FIRST FLT,AFTER ANNUAL,1,TIME PERIOD,128
19760507010379A,GEAR-UP LANDING,MESQUITE BRUSH,1,LOCATION,109
19760730023679A,ELECT SYST,WENT DEAD,1,HAS EFFECT,112
19770702018479A,R RUDDER CABLE,BATTERY BOX SUPPORT STRUCTURE,1,PART OF,118
19770814024089A,L MAG,INOP,1,INFLUENCED BY,119
19770530012939A,WRONG PROP,INSTALLED,1,INSTANCE OF,120
19770528021299A,R BRAKE,AGAIN,1,LOCATION,121
19770705018649A,MIXTURE CONTROL,HANDLE,1,PART OF,122
19780805024609A,MIXTURE CONTROL,PLT,1,USED BY,221
19770617020389A,INSUFFICIENT ALTITUDE,UNSUCCESSFUL AUTOROTATION,1,HAS EFFECT,126
19790808027309A,INSUFFICIENT ALTITUDE,WATER IN FUEL,1,HAS CAUSE,382
19780110002479I;19780210006769I;19780829037939I;19790127003859I;19790210006409I;19790705018829I,AFTER ENGINE QUIT,WATER IN FUEL,6,HAS CAUSE,132,150,251,272,283,374
19780210006769I;19790421024749I,AFTER ENGINE QUIT,AFTER TAKEOFF,2,FOLLOWS,150,314
19780219007659I,AFTER ENGINE QUIT,ICE IN THE FUEL SYSTEM,1,HAS CAUSE,152
19780328011399I,AFTER ENGINE QUIT,AFTER LIFT OFF,1,FOLLOWS,168
19780328011399I;19780613045599I,AFTER ENGINE QUIT,WATER IN FUEL SYSTEM,2,HAS CAUSE,168,199
19780429014759I,AFTER ENGINE QUIT,LANDED ON FREEWAY,1,HAS EFFECT,184
19781114026859I,AFTER ENGINE QUIT,ICE IN FUEL LINES,1,HAS CAUSE,254
19790224007469I,AFTER ENGINE QUIT,EMPTY TANK,1,HAS CAUSE,317
19790427100559I,AFTER ENGINE QUIT,FUEL CONTAMINATION,1,HAS CAUSE,337
19791103056779I,AFTER ENGINE QUIT,TOO RICH A MIXTURE,1,HAS CAUSE,399
19780108002219I,WATER IN FUEL,FROZEN,1,HAS EFFECT,134
19780225001789I,WATER IN FUEL,SYSTEM,1,PART OF,156
19780225001789I,WATER IN FUEL,GASCOLATOR,1,PART OF,156
19780225001789I,WATER IN FUEL,CARBURETOR,1,PART OF,156
19780416008469I;19780429014759I;19780529040959I,WATER IN FUEL,AFTER ENGINE QUIT,3,HAS CAUSE;HAS EFFECT,176,184,194
19790127003859I,WATER IN FUEL,LOCAL STORAGE TANK,1,HAS CAUSE,272
19790211007509A,WATER IN FUEL,ENGINE STOPPED,1,HAS EFFECT,298
19790425024979I,WATER IN FUEL,POWER LOSS,1,HAS EFFECT,352
19780129004679I,AFTER LANDING,FROZEN LAKE,1,LOCATION,136
19781128024449I,AFTER LANDING,POWER LOSS,1,HAS CAUSE,256
19790203005099I,AFTER LANDING,VEERED OFF RUNWAY,1,HAS EFFECT,281
19780129004679I,ICE,MAIN FUEL STRAINER,1,LOCATION,136
19790207005159I,ICE,FUEL STRAINER,1,LOCATION,282
19790204002289A,ICE,GASCOLATOR,1,LOCATION,306
19790204002289A,ICE,FLEXIBLE HOSE,1,LOCATION,306
19790224007469I,ICE,RIGHT TANK,1,PART OF,317
19770927027719A,REAR COMPTMT,EXCEEDED AFT CG LMT,1,HAS EFFECT,144
19771016042599A,WIND,GUSTING TO 25,1,HAS EFFECT,147
19780520014159A,GUSTING TO 25,GUSTING TO 30K,1,FOLLOWED BY,182
19780527014729A,CARBURETOR,AIR BOX ASSEMBLY,1,PART OF,200
19780221000179I,LOW OIL PRESSURE,LOW ON OIL,1,HAS CAUSE,159
19780303015509I,ELECTRICAL EMERGENCY,JUMP START,1,FOLLOWS,161
19780303015509I,ELECTRICAL EMERGENCY,AFTER TAKEOFF,1,FOLLOWS,161
19780421012829I,AIRCRAFT LIGHT,DIMMING,1,INFLUENCED BY,164
19780421012829I,FLIGHT,NIGHT,1,TIME PERIOD,164
19780617046219I,FLIGHT,MAG. FAILURE,1,HAS CAUSE,181
19780629034269I,FLIGHT,RADIO FAILURE,1,INSTANCE OF,225
19781128024449I,WATER IN FUEL SYSTEM,WATER,1,HAS CAUSE,256
19780402009009I,ELECTRICAL FAILURE,FINAL,1,LOCATION,170
19780409009699I,ELECTRICAL FAILURE,EXTENDED GEAR MANUALLY,1,HAS EFFECT,174
19790710018689I,ELECTRICAL FAILURE,MANUAL GEAR EXTENSION,1,HAS EFFECT,385
19780501031459I,UNSCHEDULED LANDING,OIL COMING FROM ENGINES,1,HAS CAUSE,185
19780501031459I,OIL COMING FROM ENGINES,BOTH OIL CAPS NOT LOCKED PROPERLY,1,HAS CAUSE,185
19780503031639I,UNABLE TO EXTEND GEAR,FAULTY GEAR ACTUATOR,1,HAS CAUSE,186
19780901016759I,UNABLE TO EXTEND GEAR,DEFLATED NOSE GEAR STRUT,1,HAS CAUSE,236
19780514033439I,ENGINE FIRE,BIRDS NEST,1,HAS CAUSE,188
19780526040429I,GEAR HANDLE,UP POSITION,1,LOCATION,192
19780526040429I,TAXIING,PUT GEAR HANDLE IN UP POSITION,1,FOLLOWS,192
19780526040429I,DURING RUNUP,TAXIING,1,FOLLOWS,192
19780526040429I,HYDRAULIC,PILOT,1,USED BY,192
19780616046119I,PRECAUTIONARY LANDING,LOW POWER,1,HAS CAUSE,201
19790318009019I,PRECAUTIONARY LANDING,LOW OVERCAST,1,HAS CAUSE,290
19790318009019I,PRECAUTIONARY LANDING,INSTRUMENT LIGHT INOPERATIVE,1,HAS CAUSE,290
19780616046119I,CARBURETOR HEAT,TOO RICH A MIXTURE,1,HAS EFFECT,201
19780623018469A,LOSS OF ALTERNATOR EXCITING CURRENT,LOOSE BATTERY POST,1,HAS CAUSE,206
19780623036259I,SMOKE AND FUMES IN COCKPIT,GRASS AND DIRT IN ENGINE COMPARTMENT,1,HAS CAUSE,211
19780625035919I,FOREIGN MATERIAL,GASCOLATOR,1,LOCATION,214
19780812020899A,FUEL VENT LINE,MUD DAUBERS,1,INFLUENCED BY,217
19780810035619A,LOW OIL STATE,LNDD IN FLOODED ALFALFA FIELD,1,HAS EFFECT,219
19780704042039I,INOPERATIVE RADIO,PILOT,1,USED BY,222
19780708043109I,OVERSHOT,AIRPORT,1,LOCATION,227
19780708043109I,OVERSHOT,AFTER LANDING,1,FOLLOWS,227
19780920018899I,EXPLOSION,EXHAUST TUNNELS DAMAGED,1,HAS EFFECT,239
19780923027059I,TOTAL ELECTRICAL FAILURE,FINAL,1,LOCATION,246
19780923027059I,GEAR,AIRCRAFT,1,PART OF,246
19780923027059I,GEAR,PARTIALLY EXTENDED,1,HAS EFFECT,246
19780923027059I,GEAR,COLLAPSED,1,HAS EFFECT,246
19790421024669I,GEAR,BROKEN EXTENSION CABLE,1,HAS CAUSE,321
19780923027059I,COLLAPSED,AFTER TOUCHDOWN,1,FOLLOWS,246
19790119001139A,FAILED TO CLIMB,AIRFRAME ICE,1,HAS CAUSE,252
19781231044159A,AIRFRAME ICE,TRIM HINGES,1,LOCATION,273
19781230020029I,ENGINE FAILURE,TOTAL ELECTRICAL FAILURE,1,FOLLOWED BY,258
19790319004969A,ENGINE FAILURE,AFTER TAKEOFF,1,FOLLOWS,307
19790801021959A;19791102034159A,ENGINE FAILURE,WATER IN FUEL,2,HAS CAUSE,379,398
19790106001239I,TIRES,BLOWN ON LANDING,1,HAS EFFECT,259
19790116002119I,EMERGENCY LIFT-OFF,MAINTENANCE EQUIPMENT ON THE RUNWAY,1,HAS CAUSE,263
19781205041369A,ELEVATOR GUST LOCK,CRPATH,1,PART OF,268
19781119026389I,WHEEL,DITCH,1,LOCATION,269
19781119026389I,BRAKES,INSUFFICIENT FLUID,1,HAS CAUSE,269
19781216025369I,LANDING GEAR SELECTOR,UP POSITION,1,LOCATION,270
19781231044159A,FROST ON THE WINGS,ACFT,1,LOCATION,273
19781117041969A,FROST ON THE WINGS,AIRCRAFT,1,PART OF,277
19790510009019A,FROST ON THE WINGS,MODERATE FROST,1,INSTANCE OF,327
19781207022839I,SNOW,ENGINE COMPARTMENT,1,LOCATION,274
19781207022839I,SNOW,MELTED,1,HAS EFFECT,274
19790224005689A,SNOW,WINGS,1,LOCATION,294
19781207022839I,MELTED SNOW,FROZE UP THROTTLE LINKAGE,1,HAS EFFECT,274
19781102039739A,GUST LOCK,R WING,1,LOCATION,275
19790216014249A,GUST LOCK,PILOT,1,USED BY,318
19781102039739A,SUB DMG,CESSNA 172,1,PART OF,275
19781102039739A,CESSNA 172,N8107T,1,INSTANCE OF,275
19781223039539A,GENERATOR,CIRCUIT BREAKER,1,PART OF,279
19790203005099I,AFTER LOSING RIGHT BRAKE,LOST CONTROL,1,HAS EFFECT,281
19790306009619I,TAXIED,DRAINAGE DITCH,1,LOCATION,286
