c5_sources,node,count
19860530030499A,NOSED OVER IN FURROWS,1
19821117066379I,ACCESS DOOR,1
19790210002629A;19821117066379I,FUSELAGE,2
19950602032329I,VEERED OFF TAXIWAY,1
19950602032329I,STRUCK TAXIWAY LIGHT,1
19780429014759I;19901101064289I,FUEL CAP,2
19780309015599I;19790224007469I;19901101064289I,RIGHT TANK,3
19780112002729I;19780509032859I;19780625035919I;19781102023549I;19781128024449I;19790207002459A;19790312008529I;19790410008789A;19790421024749I;19790429005459A;19790528028209I;19790623022919A;19790627017429I;19790916031359A;19791128035159A;19860706034879A;19950804028629A,WATER,19
19780112002729I;19780509032859I;19780903028619A;19781102023549I;19790210002629A;19790312008529I;19790410008789A;19790429005459A;19790528028209I;19790605014519I;19790627017429I;19791128035159A;19860706034879A;19950804028629A,FUEL,15
19840121015319I,SOLID ICE IN CARBURETOR BOWL,1
19790211007509A;19870523018729A;19871211075169A;19910710026989A;19950527014439A,CLIMBOUT,6
19950527014439A,TOW RELEASE,1
19950527014439A,ROLLED BOTH WAYS,1
19950527014439A,SPIRAL TO IMPACT,1
19950527014439A,NEGLECTED TO CONNECT RIGHT AILERON,1
19850418016709I,POWER FAILURE,1
19780913017419I,FRONT BAGGAGE DOOR,1
19870606018859A,UNABLE TO STAY AIRBORNE,1
20050504010229A,SIKORSKY S-70A,2
19790309032649A;20050504010229A,INFLIGHT,2
20050429009279I,PARKING,1
19890723054159I,INSUFFICIENT NUMBER OF SEATS AND OXYGEN MASKS,1
19890723054159I,PASSENGERS ONBOARD,1
19790309032649A;19970523014439I,CARGO DOOR,3
19781108022239I;19790223006939I,JET BLAST,2
19940226003029A;19950804028629A;19980508008619A,LOST POWER,3
19780221000179I;19980508008619A,FAILED TO VISUALLY CHECK FUEL,2
19940818022409A,LEFT ENGINE,1
19940818022409A,NEAR H71,1
19940818022409A,BAD OIL LEAK,1
19940818022409A,CRACKED ENGINE CASE,1
19790222003429A;19790405013359I;19790511011259A;19790515018139A;19920405008919A,ATTEMPTED TAKEOFF,6
19920405008919A,2500 FT SOD STRIP,1
19920405008919A,HIT TREES,1
19780108002219I;19780110002479I;19780112002729I;19780403009389I;19780507032369I;19780509032859I;19780811037539I;19780904017739I;19781102023549I;19781114026859I;19790204002289A;19790207005159I;19790210006409I;19790312008529I;19790410008789A;19790520026369I;19790528028209I;19790627017429I;19840821046409A;19871027060859A;19980620030289I,DURING FORCED LANDING,23
19840821046409A,FAILURE,2
19840821046409A,ANNUAL INSPECTION,1
19950216008379I,CESSNA 207,4
19950216008379I,BETHEL AIRPORT,1
19850525020799A,STRUCK TREE,1
19850525020799A,3 MILES FROM AIRPORT,1
20010421009329I,RPM LOSS,1
19780403009359I;19780529040959I;19780820049069I;19780825038179I;19780829037939I;19781009029939I;19790113001939I;19790609011809A;19790813030889I;19790820032669I;19790829023019A;19790916031359A;19850729066139I;19871211075169A;19911222062669I;19940226003029A;19960524045629A,LANDED,21
19960524045629A,SEA ICE,1
19871211075169A,ROUGH ENGINE,1
19871211075169A,CITY STREET,1
19780211006969I;19780401007929I;19790918023659I;20010910029739I,NOSE GEAR,4
19871027060859A,IFR DUAL FLIGHT,2
19870523018729A;19871027060859A,PILOT ERROR,2
19910710026989A,STALLED,2
19910710026989A,SEAT TRACK,1
19910710026989A,NO LOCKING PINS,1
19910710026989A,SEAT PIN,1
19910710026989A,BENT,1
19910710026989A,BELT,1
19910710026989A,NOT FASTENED,1
19780112002729I;19780509032859I;19780904017739I;19781102023549I;19781128024449I;19790312008529I;19790425024979I;19790627017429I,POWER LOSS,10
19950314029269I,N7016M,1
19950314029269I,AMATEUR BUILT AIRCRAFT,1
19780106001449I;19780221000179I;19950314029269I,EMERGENCY OFF AIRPORT LANDING,5
19950314029269I,NEAR THE BLO,1
19950314029269I,MARCH 14, 1995,1
19780225001819I;19780825038179I;19790507025919I;19790520026369I;19800804037399A,FUEL EXHAUSTION,5
19800804037399A,FUEL SIPHONED,1
19780402008409I,WORN OUT & INEFFECTIVE BRAKES,1
19780402008409I,STRUCK,1
19780225001819I;19790807029619I;19911222062669I,AFTER LIFTOFF,4
19780113002859I;19780607020299A;19911222062669I,ABORTED,4
19911222062669I,NOTICED,1
19780316008589I;19780504031959I;19780808049829I;19790712020439I;19911222062669I,RUNWAY,6
19780504031959I;19780808049829I;19781108022269I;19790224007709I;19790623014019A;19911222062669I,RAN OFF,8
19781210024199I,WHEELS,1
19781210024199I,SNOW PACKED IN THE WHEEL PANTS,1
19950804028629A,LANDED HARD,2
19950804028629A,ROUGH WATER,1
19950804028629A,DAMAGED,2
19770927027719A;19950804028629A,FLOATS,2
19950804028629A,LONGERON,1
19950804028629A,MISREAD,2
19950804028629A,WATER IN SUMP,1
19780228000419I;19790427100559I;19790602009889A;20040925025079A,FUEL CONTAMINATION,6
20040925025079A,AIRFRAME FUEL FILTER,1
20040925025079A,FUEL FILTER,1
20040925025079A,ENGINE DRIVEN FUEL PUMP FILTER,1
19870309039779I,N106DA,1
19870309039779I,BRAKE PROBLEMS,1
20020619014309A,N759TY,1
20020619014309A,CE-182,1
19951031041599A,FIRST TEST FLIGHT,1
19951031041599A,STORAGE,1
19781114026859I;19850729066139I,FIELD,2
19940226003029A,LEFT FUEL CAP LEAKED,3
19940226003029A,PRIVATE STRIP,1
19940226003029A,NOSED OVER,1
19940226003029A,PREVENTED GRAVITY FUEL FLOW,1
20010411006739I,HELIPAD,1
19870816062719I,COPPER TUBE,1
19870816062719I,AERIAL BANNERS,1
19980620030289I,HIGHWAY 93,1
19990923027739A,N153JC,1
19990923027739A,HOMEBUILT CIERNIA GLASAIR III,1
19980415037339I,NOSE BAGGAGE DOOR,1
19980415037339I,NOSE LANDING GEAR,1
19950826026019A,NR1 ENGINE,1
19950826026019A,COMPRESSOR STALL,1
20000215041409A,BEECH 1900D,1
20000215041409A,N81SK,1
20000215041409A,SKYWAY AIRLINE,1
20000215041409A,SKYWAY AIRLINE FLIGHT,1
20000215041409A,FEBRUARY 19, 2000,1
19880527016939A,AVOIDING TREES,1
19970828026989A,DURING TAKEOFF ROLL,1
19970828026989A,LOUD POP,1
19970828026989A,RWY,1
19970828026989A,CORNFIELD,1
19870523018729A,CANOPY,2
19870523018729A,UNCONTROLLED GROUND COLLISION,2
20030620012809I,OIL FILLER CAP,1
19750315005389A,TAILWHEEL,1
19750315005389A,PRIOR TO TKOF,1
19751029037799A,2ND ILS APCH,1
19751029037799A,G/S INOP,1
19751209037899A,RETURNED,2
19751209037899A,SOFT BRAKE,1
19751209037899A,STRONG WINDS BOS,1
19750818025579A,R MAIN GR,1
19750818025579A,TAXI OFF HARD SFC,1
19750923031109A,DEP,2
19750923031109A,DEST,1
19750923031109A,KNOWN ELEC PROB,1
19760215007629A;19770703018529A,FIRST FLT,2
19760215007629A,MTNS OBSCURED,1
19760507010379A,GEAR-UP LANDING,1
19760507010379A,MESQUITE BRUSH,1
19760730023679A,ELECT SYST,1
19760730023679A,WENT DEAD,1
19770702018479A,R RUDDER CABLE,1
19770702018479A,BATTERY BOX SUPPORT STRUCTURE,1
19770814024089A,L MAG,1
19770814024089A,INOP,1
19770530012939A,WRONG PROP,1
19770530012939A,INSTALLED,1
19770528021299A,R BRAKE,1
19770528021299A,AGAIN,1
19770705018649A;19780805024609A,MIXTURE CONTROL,2
19770705018649A,HANDLE,1
19770617020389A;19790808027309A,INSUFFICIENT ALTITUDE,2
19770617020389A,UNSUCCESSFUL AUTOROTATION,1
19770703018529A,AFTER ANNUAL,1
19780108002219I;19780110002479I;19780129004679I;19780210006769I;19780219007659I;19780328011399I;19780416008469I;19780429014759I;19780529040959I;19780613045599I;19780811037539I;19780829037939I;19781114026859I;19790127003859I;19790207005159I;19790210006409I;19790224007469I;19790421024749I;19790427100559I;19790528028209I;19790705018829I;19791103056779I,AFTER ENGINE QUIT,28
19780108002219I;19780110002479I;19780210006769I;19780225001789I;19780416008469I;19780429014759I;19780518033959I;19780529040959I;19780725039589I;19780829037939I;19790127003859I;19790210006409I;19790211007509A;19790425024979I;19790705018829I;19790801021959A;19790808027309A;19790919027319A;19791102034159A,WATER IN FUEL,23
19780108002219I,FROZEN,1
19780113002859I,UNLOCKED DOOR,1
19780129004679I;19780708043109I;19781128024449I;19790203005099I;19790309032649A;19790712020439I;19790807029669I,AFTER LANDING,7
19780129004679I,FROZEN LAKE,1
19780129004679I;19780210005719I;19790204002289A;19790207005159I;19790224007469I,ICE,7
19780129004679I,MAIN FUEL STRAINER,1
19770927027719A,REAR COMPTMT,2
19770927027719A,EXCEEDED AFT CG LMT,1
19771016042599A,WIND,1
19771016042599A;19780520014159A,GUSTING TO 25,2
19780211006969I,FERRIED FROM AN EARLIER COLLAPSE,1
19780219007659I,ICE IN THE FUEL SYSTEM,1
19780218007139I,SNOW PACKED IN ENGINE COWL,1
19780225001789I,SYSTEM,1
19780225001789I;19780625035919I;19790204002289A,GASCOLATOR,4
19780225001789I;19780527014729A;19790204002289A,CARBURETOR,3
19780221000179I;19790813030889I,LOW OIL PRESSURE,3
19780228000419I,BEGAN SURGING,1
19780303015509I,ELECTRICAL EMERGENCY,2
19780303015509I,JUMP START,1
19780421012829I,AIRCRAFT LIGHT,1
19780421012829I,DIMMING,1
19780421012829I;19780617046219I;19780629034269I,FLIGHT,3
19780421012829I;19790210002629A;19790306009619I;19790313008789I,NIGHT,4
19780316008589I;19781119026389I,DITCH,2
19780325010349I,WATER CONTAMINATION IN THE FUEL SYSTEM,1
19780328011399I,AFTER LIFT OFF,1
19780328011399I;19780613045599I;19780626034739I;19781128024449I;19790113001939I,WATER IN FUEL SYSTEM,6
19780402009009I;19780409009699I;19790710018689I,ELECTRICAL FAILURE,3
19780402009009I;19780923027059I,FINAL,2
19780403009359I;19790316004809A,SHORT OF RUNWAY,2
19780403009389I;19790820032669I,HIGHWAY,2
19780409009699I,EXTENDED GEAR MANUALLY,1
19780309015599I,VACUUM IN THE TANK,1
19780309015599I,NON-VENTED CAP,1
19780309015599I,FUEL LEAK,1
19780507032369I,OIL LEAK,1
19780617046219I,MAG. FAILURE,1
19780520014159A,GUSTING TO 30K,1
19780429014759I,LANDED ON FREEWAY,1
19780501031459I,UNSCHEDULED LANDING,1
19780501031459I,OIL COMING FROM ENGINES,2
19780501031459I,BOTH OIL CAPS NOT LOCKED PROPERLY,1
19780503031639I;19780901016759I,UNABLE TO EXTEND GEAR,2
19780503031639I,FAULTY GEAR ACTUATOR,1
19780514033439I,ENGINE FIRE,1
19780514033439I,BIRDS NEST,1
19780526040429I,GEAR HANDLE,2
19780526040429I;19781216025369I,UP POSITION,2
19780526040429I,TAXIING,2
19780526040429I,PUT GEAR HANDLE IN UP POSITION,1
19780526040429I,DURING RUNUP,1
19780526040429I,HYDRAULIC,1
19780529040959I,MARSHY AREA,1
19780527014729A,AIR BOX ASSEMBLY,1
19780616046119I;19790318009019I,PRECAUTIONARY LANDING,3
19780616046119I,LOW POWER,1
19780616046119I,CARBURETOR HEAT,1
19780616046119I;19791103056779I,TOO RICH A MIXTURE,2
19780623018469A,LOSS OF ALTERNATOR EXCITING CURRENT,1
19780623018469A,LOOSE BATTERY POST,1
19780607020299A,AIRBORNE,1
19780623036259I,SMOKE AND FUMES IN COCKPIT,1
19780623036259I,GRASS AND DIRT IN ENGINE COMPARTMENT,1
19780625035919I,FOREIGN MATERIAL,1
19780625035779I,FUEL SELECTOR MOVED BY A PASSENGER,1
19780812020899A,FUEL VENT LINE,1
19780812020899A,MUD DAUBERS,1
19780810035619A,LOW OIL STATE,1
19780810035619A,LNDD IN FLOODED ALFALFA FIELD,1
19780820049069I,OAT FIELD,1
19780805024609A,PLT,1
19780704042039I,INOPERATIVE RADIO,1
19780629034269I,RADIO FAILURE,1
19780708043109I,OVERSHOT,2
19780708043109I;19790113001939I;19790609011809A,AIRPORT,3
19780901016759I,DEFLATED NOSE GEAR STRUT,1
19780904017739I,JET FUEL,1
19780920018899I,EXPLOSION,1
19780920018899I,EXHAUST TUNNELS DAMAGED,1
19780925018069I,SMOKE FROM NACELLE,1
19780903028619A,EXCESSIVE WATER,1
19780923027059I;19781230020029I,TOTAL ELECTRICAL FAILURE,3
19780829037939I;19780923027059I;19790421024669I,GEAR,5
19780923027059I,PARTIALLY EXTENDED,1
19780923027059I,COLLAPSED,2
19780923027059I,AFTER TOUCHDOWN,1
19781009029939I,TAKEOFF RUNWAY,1
19780829037939I,REMAINING RUNWAY,1
19790119001139A,FAILED TO CLIMB,1
19781231044159A;19790119001139A,AIRFRAME ICE,2
19781108022269I,SIDE OF TAXIWAY,1
19781114026859I,ICE IN FUEL LINES,1
19781128024449I,FUEL STORAGE TANK,1
19781230019999I;19791022054789I,FUEL STARVATION,2
19781230020029I;19790319004969A;19790410008789A;19790801021959A;19791102034159A,ENGINE FAILURE,5
19790106001239I,TIRES,1
19790106001239I,BLOWN ON LANDING,1
19790107000829I,FLAMED OUT,1
19790116002119I,EMERGENCY LIFT-OFF,1
19790116002119I,MAINTENANCE EQUIPMENT ON THE RUNWAY,1
19781110039789A,1/4IN ICE,1
19781205041369A,ELEVATOR GUST LOCK,1
19781205041369A,CRPATH,1
19781119026389I,WHEEL,1
19781119026389I,BRAKES,1
19781119026389I,INSUFFICIENT FLUID,1
19781216025369I,LANDING GEAR SELECTOR,1
19790127003859I,LOCAL STORAGE TANK,1
19781117041969A;19781231044159A;19790510009019A,FROST ON THE WINGS,3
19781231044159A,TRIM HINGES,1
19781207022839I;19790224005689A,SNOW,3
19781207022839I,ENGINE COMPARTMENT,1
19781207022839I,MELTED,1
19781207022839I,MELTED SNOW,1
19781207022839I,FROZE UP THROTTLE LINKAGE,1
19781102039739A;19790216014249A,GUST LOCK,2
19781102039739A,R WING,1
19781102039739A,SUB DMG,1
19781102039739A,CESSNA 172,2
19781102039739A,N8107T,1
19781223039539A,GENERATOR,1
19781223039539A,CIRCUIT BREAKER,1
19790203005099I,AFTER LOSING RIGHT BRAKE,1
19790203005099I,VEERED OFF RUNWAY,1
19790207005159I,FUEL STRAINER,1
19790223006939I,BAGGAGE CART TO ROLL INTO B99,1
19790306009619I;19790313008789I,TAXIED,3
19790306009619I,DRAINAGE DITCH,1
19790318009019I,LOW OVERCAST,1
19790318009019I,INSTRUMENT LIGHT INOPERATIVE,1
19790207002469A,ARMED FLARE GUN,2
19790207002469A,CABIN,1
19790207002469A,FALLING FROM GLOVE BOX,1
19790316004819A,RESTRICTED STEERING,1
19790222003429A;19790316004819A,FROST,2
19790316004819A,UNABLE TO CONTROL,1
19790222003429A;19790224005689A;19790510009019A,WINGS,3
19790224005689A,FAILED TO REMOVE SNOW,1
19790414012459I,FUEL SYSTEM CONTAMINATED,1
19790211007509A;19790712020439I,STOPPED,3
19790211007509A;19791017051209I;19791022054789I,ENGINE STOPPED,5
19790211007509A,EMERGENCY CRASH LANDING,1
19790410008789A,COMPANY OWNED FUEL TANKER,1
19790407008559A,ELEVATOR CONTROL,1
19790407008559A,PARACHUTE,1
19790321010439A,STUDENT,2
19790321010439A,MULTIENGINE AIRPLANE,1
19790321010439A,FEATHERED WRONG ENGINE,2
19790321010439A;19790524200519I,EMERGENCY LANDING,2
19790207002459A,FUEL TANKS,1
19790222003429A,6700 FT ALTITUDE,1
19790222003429A,ICE AND SNOW COVERED LAKE,1
19790204002289A,FLEXIBLE HOSE,3
19790204002289A,AIR FILTER,1
19790319004969A,CONTAMINATED FUEL,1
19790316004809A,GROUND,1
19790210002629A,FCD LDG,1
19790210002629A,HARD LDG,1
19790210002629A,APT,1
19790210002629A,FUEL STAINS,2
19790210002629A,WING DRAINS,1
19790210002629A,ONBOARD,1
19790309032649A,DOOR,2
19790421024749I;19790916031359A,FUEL SYSTEM,3
19790421024749I,DEBRIS,1
19790224007709I,WINDSHIELD,1
19790224007709I,INOP HEATER,1
19790224007709I,LANDED LONG,2
19790224007709I,APPROACH,1
19790224007709I,DEPARTURE END OF RUNWAY,1
19790224007469I,EMPTY TANK,2
19790224007469I,LEFT TANK,1
19790421024669I,BROKEN EXTENSION CABLE,1
19790605014519I,CAPTAIN,1
19790615016499I,TOW BAR,1
19790615016499I,NOSE WHEEL,1
19790425024979I;19790510009019A,UNABLE TO MAINTAIN FLIGHT,2
19790510009019A,MODERATE FROST,1
19790515018139A,FLIGHT CONTROLS,1
19790623022919A,SPUTTERING,2
19790623022919A,BURNED,1
19790623022919A,FUEL LINES,1
19790524200519I,FUMES,2
19790524200519I,PASSENGER CABIN,1
19790609011809A,LOST ELECT. POWER,1
19790622017199I,RUNWAY AT HOME,1
19790513026659I,LOSS OF OIL PRESSURE,1
19790513026659I,ENGINE SHUTDOWN,1
19790513026659I,MINOR OIL LEAK,1
19790525014229A,GROUND RUN UP,1
19790525014229A,VIBRATE,1
19790525014229A,IMPROPERLY SERVICED STRUTS,2
19790525014229A,SELF DESTRUCTED,1
19790525014229A,GR RESONANCE,1
19790511011259A,ICE ON AIRFRAME,1
19790507025919I,UNABLE TO RESTART ENGINE,1
19790602009889A,FAILED ENROUTE,1
19790602009889A,DITCHED IN THE OCEAN,1
19790602009889A,ACCIDENT,1
19790809030499I,FUEL CONTAMINATED WITH DIRT AND WATER,1
19790807029619I,OIL CAP,1
19790705018829I;19790807029619I,DURING PREFLIGHT,2
19790807029619I,OIL,2
19790807029619I,COWL,1
19790807029669I,LOST DIRECTIONAL CONTROL,1
19790807029669I,SOLO,1
19790807029669I,ILLEGAL,1
19790813023739A,WATER AND TRASH IN FUEL,1
19790705018829I,FAILED TO DRAIN,1
19790829023019A,SOYBEAN FIELD,1
19790829023019A,FLIPPED OVER,1
19790710018689I,MANUAL GEAR EXTENSION,1
19790918023659I,NOSE GEAR DOOR RETRACT RODS,1
19791017051209I,OBSTRUCTED FUEL VENT LINE,1
19791030053329I,NIGHT FLIGHT,1
19791030053329I,BATTERY,1
19791030053329I,DISCHARGING,1
19791030053329I,EMERGENCY GEAR SYSTEM,1
19790916031359A,END OF RUNWAY,1
19790919027319A,FAILED,1
